value_loss,avg reward,total_timesteps,policy_entropy,nupdates,fps,learning rate,explained_variance
0.028870653361082077,1.8593026228249072,616000,1.6066629886627197,7700,1868,0.001,0.9238474667072296
0.013970399275422096,1.174711369536817,624000,1.6994876861572266,7800,1868,0.001,0.9491557255387306
0.01313240546733141,1.8562419932335614,632000,1.6281276941299438,7900,1869,0.001,0.9820994157344103
0.018146861344575882,1.2388018868863582,640000,1.665313720703125,8000,1870,0.001,0.9060051366686821
0.02321675233542919,1.1470053385943175,648000,1.6214004755020142,8100,1869,0.001,0.9394280835986137
0.012130284681916237,1.0078068975359202,656000,1.6464169025421143,8200,1870,0.001,0.9769343491643667
0.008970257826149464,0.9283639462664723,664000,1.6613514423370361,8300,1870,0.001,0.9458933733403683
0.007848846726119518,1.3799329403787852,672000,1.6268707513809204,8400,1870,0.001,0.9888092083856463
0.010782847180962563,1.784256574884057,680000,1.6168588399887085,8500,1869,0.001,0.9830317534506321
0.005751793272793293,0.5907959396019578,688000,1.6823993921279907,8600,1870,0.001,0.9775436613708735
0.014576733112335205,1.5769046946428715,696000,1.639499306678772,8700,1871,0.001,0.9722810871899128
0.010430550202727318,1.1763496726751328,704000,1.6106898784637451,8800,1872,0.001,0.9625099860131741
0.024839285761117935,1.896547476714477,712000,1.4991766214370728,8900,1873,0.001,0.9563775099813938
0.017514534294605255,1.3033286482095718,720000,1.6236486434936523,9000,1873,0.001,0.9638349711894989
0.03384534269571304,1.4287403752095997,728000,1.6265376806259155,9100,1873,0.001,0.9382964596152306
0.009943315759301186,1.0882963863608892,736000,1.6261742115020752,9200,1873,0.001,0.9518737867474556
0.006403766572475433,1.3857274597510696,744000,1.583425760269165,9300,1873,0.001,0.9854569779708982
0.025464147329330444,1.128028217703104,752000,1.6391303539276123,9400,1874,0.001,0.9493716061115265
0.012160305865108967,1.2886543603613974,760000,1.6068174839019775,9500,1875,0.001,0.9689737781882286
0.008263993076980114,1.6551971066743136,768000,1.5370200872421265,9600,1875,0.001,0.9803389795124531
0.004199611488729715,1.2830817755311728,776000,1.636636734008789,9700,1876,0.001,0.9922686368227005
0.02670208550989628,1.5520511377602815,784000,1.6717112064361572,9800,1878,0.001,0.9399383291602135
0.004996887408196926,0.9666031431406736,792000,1.6775306463241577,9900,1878,0.001,0.9783844389021397
0.029851078987121582,1.477299841772765,800000,1.6552174091339111,10000,1879,0.001,0.9520009718835354
0.03183590620756149,1.7704789793118834,808000,1.608729362487793,10100,1879,0.001,0.9463313817977905
0.031687624752521515,1.9079993717372417,816000,1.6541131734848022,10200,1879,0.001,0.9252649545669556
0.04226425662636757,1.3409344866522588,824000,1.6982557773590088,10300,1881,0.001,0.9316158518195152
0.013497780077159405,1.4753706868039445,832000,1.690961480140686,10400,1881,0.001,0.9639578685164452
0.01872698776423931,1.1787353404331953,840000,1.7293624877929688,10500,1881,0.001,0.9539220444858074
0.01051616482436657,0.8625713532790542,848000,1.6950401067733765,10600,1880,0.001,0.9614290297031403
0.002473149448633194,1.0212449448183178,856000,1.7285192012786865,10700,1881,0.001,0.987662292085588
0.021817242726683617,1.6289407899603248,864000,1.6983957290649414,10800,1882,0.001,0.9646709077060223
0.050618767738342285,1.084302890393883,872000,1.682132363319397,10900,1883,0.001,0.8867469504475594
0.013957850635051727,1.1403758775442838,880000,1.7160871028900146,11000,1883,0.001,0.9751386288553476
0.020684167742729187,0.9515665044193156,888000,1.7411056756973267,11100,1885,0.001,0.9494082182645798
0.009880832396447659,1.5607512459158897,896000,1.688307762145996,11200,1886,0.001,0.9718099441379309
0.047567807137966156,1.3559676440432669,904000,1.7250839471817017,11300,1887,0.001,0.9241269454360008
0.010663798078894615,1.842393209785223,912000,1.6329799890518188,11400,1888,0.001,0.9705024547874928
0.007585427258163691,0.952102404749894,920000,1.7344526052474976,11500,1888,0.001,0.9650315120816231
0.017654135823249817,1.9167992589063942,928000,1.611480712890625,11600,1887,0.001,0.9703128021210432
0.004398885648697615,0.911356694623828,936000,1.7016685009002686,11700,1888,0.001,0.988060787320137
0.03515011817216873,1.551308183465153,944000,1.7416054010391235,11800,1888,0.001,0.9545282050967216
0.028392348438501358,1.6192703975364566,952000,1.6843345165252686,11900,1887,0.001,0.9541238695383072
0.013655154034495354,1.7654369580093772,960000,1.6537799835205078,12000,1888,0.001,0.9702782891690731
0.022154681384563446,1.6145156476646663,968000,1.702291488647461,12100,1888,0.001,0.9322368279099464
0.016062675043940544,0.9919242554809898,976000,1.7207367420196533,12200,1889,0.001,0.9457051753997803
0.016536902636289597,1.1535285488935187,984000,1.7283380031585693,12300,1889,0.001,0.957418404519558
0.01566891372203827,1.4832452391274273,992000,1.5891590118408203,12400,1889,0.001,0.9836351424455643
0.02198004350066185,1.1501753025455401,1000000,1.7122986316680908,12500,1889,0.001,0.9276313409209251
0.02649497054517269,1.487838951125741,1008000,1.72824227809906,12600,1890,0.001,0.9098085314035416
0.0231429785490036,1.414057925529778,1016000,1.691988229751587,12700,1890,0.001,0.9375495463609695
0.02123420499265194,1.4436612125486135,1024000,1.6750894784927368,12800,1891,0.001,0.9222701638936996
0.018592551350593567,1.6806518882513046,1032000,1.6799776554107666,12900,1890,0.001,0.9322169423103333
0.02343161404132843,1.0920405322685838,1040000,1.7739479541778564,13000,1890,0.001,0.9424489252269268
0.01694374717772007,1.5436898790299893,1048000,1.6582638025283813,13100,1891,0.001,0.9295565038919449
0.011270379647612572,1.2209016744978727,1056000,1.6944153308868408,13200,1890,0.001,0.9467565044760704
0.031169751659035683,1.7352640310768037,1064000,1.5756826400756836,13300,1890,0.001,0.9650084674358368
0.02321072854101658,1.569780084164813,1072000,1.6980785131454468,13400,1890,0.001,0.9627923183143139
0.05540502816438675,1.743732118420303,1080000,1.6817195415496826,13500,1891,0.001,0.8780472502112389
0.0158170647919178,1.2127834865823388,1088000,1.6893411874771118,13600,1890,0.001,0.9105074927210808
0.04149704426527023,1.7174966930411757,1096000,1.6645629405975342,13700,1890,0.001,0.9512971974909306
0.03401827812194824,1.1705509319435805,1104000,1.6835896968841553,13800,1890,0.001,0.9381472505629063
0.004669388756155968,1.703250086717162,1112000,1.6940443515777588,13900,1891,0.001,0.9913335423916578
0.021167686209082603,1.2220109969377517,1120000,1.65596604347229,14000,1892,0.001,0.9377052523195744
0.008661429397761822,0.891630853433162,1128000,1.7418897151947021,14100,1892,0.001,0.9596667513251305
0.012910893186926842,1.7770203977823258,1136000,1.7585132122039795,14200,1891,0.001,0.9582299813628197
0.018645409494638443,1.602412754110992,1144000,1.7014477252960205,14300,1892,0.001,0.9675379134714603
0.005977265536785126,0.9546356104314327,1152000,1.6795518398284912,14400,1892,0.001,0.9770170282572508
0.010737812146544456,1.335148461535573,1160000,1.7068325281143188,14500,1893,0.001,0.9810235351324081
0.03457244858145714,1.556176445633173,1168000,1.7339236736297607,14600,1893,0.001,0.9376630000770092
0.023310501128435135,1.2761457624845207,1176000,1.7264316082000732,14700,1894,0.001,0.9522213004529476
0.005190055817365646,1.2577817355282606,1184000,1.697447419166565,14800,1894,0.001,0.9899718891829252
0.007884712889790535,1.1815673727542162,1192000,1.7489566802978516,14900,1892,0.001,0.9803121313452721
0.0578044056892395,1.3012104088440537,1200000,1.721289038658142,15000,1892,0.001,0.8982235342264175
0.0453074686229229,2.0562387868762015,1208000,1.6873128414154053,15100,1893,0.001,0.908187210559845
0.015596829354763031,1.0939466207521036,1216000,1.7462575435638428,15200,1894,0.001,0.9439709819853306
0.013267429545521736,1.029301426000893,1224000,1.6984399557113647,15300,1893,0.001,0.9606618471443653
0.01025262288749218,1.1065288737416268,1232000,1.7041828632354736,15400,1893,0.001,0.9666873253881931
0.007016772869974375,1.2500729806721211,1240000,1.7278804779052734,15500,1894,0.001,0.989134669303894
0.05212518572807312,1.2021862797439098,1248000,1.7661281824111938,15600,1894,0.001,0.7137342095375061
0.021277891471982002,1.4507412739098071,1256000,1.712769865989685,15700,1895,0.001,0.8157187551259995
0.0060897404327988625,1.034691535984166,1264000,1.723728895187378,15800,1895,0.001,0.9829022213816643
0.020674722269177437,1.315675442572683,1272000,1.7372719049453735,15900,1895,0.001,0.9633111506700516
0.023235836997628212,0.9778777167666703,1280000,1.7256553173065186,16000,1896,0.001,0.9149848967790604
0.012563541531562805,1.3986413622274996,1288000,1.648747205734253,16100,1896,0.001,0.9677356816828251
0.029095571488142014,1.4817030250094831,1296000,1.7022567987442017,16200,1896,0.001,0.9599135555326939
0.02532360889017582,1.5552410926669835,1304000,1.670649766921997,16300,1897,0.001,0.940309464931488
0.027853239327669144,2.0352050768211485,1312000,1.6241918802261353,16400,1897,0.001,0.9620083309710026
0.009277944453060627,0.9711852499051019,1320000,1.7327544689178467,16500,1897,0.001,0.9587575569748878
0.026559386402368546,1.6699882119894027,1328000,1.7515928745269775,16600,1898,0.001,0.9307309538125992
0.04516582936048508,1.6802383549511433,1336000,1.7484471797943115,16700,1898,0.001,0.8971400931477547
0.02697392925620079,1.6146033629775047,1344000,1.6867069005966187,16800,1899,0.001,0.9563976339995861
0.044532410800457,1.371747227013111,1352000,1.7473170757293701,16900,1899,0.001,0.842170238494873
0.052871040999889374,1.3066399151459336,1360000,1.7153644561767578,17000,1900,0.001,0.8457461595535278
0.018842950463294983,1.797631710767746,1368000,1.7215009927749634,17100,1900,0.001,0.9222517311573029
0.010892200283706188,1.1272380666807293,1376000,1.7346423864364624,17200,1901,0.001,0.9553147107362747
0.05040041729807854,1.6311431352049113,1384000,1.7577111721038818,17300,1900,0.001,0.7728518843650818
0.028140243142843246,1.450393734127283,1392000,1.6129701137542725,17400,1900,0.001,0.888265922665596
0.016457434743642807,1.7206618223339318,1400000,1.6263208389282227,17500,1900,0.001,0.9690287970006466
0.008840927854180336,1.8159507488831879,1408000,1.6413629055023193,17600,1901,0.001,0.9842540584504604
0.008996568620204926,1.1759765633149073,1416000,1.7368495464324951,17700,1901,0.001,0.9772151075303555
0.02336800843477249,1.3792867782525717,1424000,1.7136471271514893,17800,1902,0.001,0.9618128500878811
0.03614848479628563,1.4726791363209486,1432000,1.7296886444091797,17900,1901,0.001,0.9383292235434055
0.014363045804202557,0.936081484425813,1440000,1.725520372390747,18000,1901,0.001,0.9605829268693924
0.004334974102675915,1.0323504200205207,1448000,1.7510426044464111,18100,1901,0.001,0.9904291750863194
0.034503281116485596,1.2509230881929398,1456000,1.7632877826690674,18200,1901,0.001,0.5719227492809296
0.01771046407520771,2.207613265886903,1464000,1.616881012916565,18300,1902,0.001,0.9664251245558262
0.004024879075586796,1.1325550653040408,1472000,1.7419538497924805,18400,1902,0.001,0.9884531451389194
0.002728840569034219,1.1345931176329032,1480000,1.7395217418670654,18500,1903,0.001,0.9940795521251857
0.020497353747487068,2.004089728742838,1488000,1.711465835571289,18600,1903,0.001,0.9082347229123116
0.022948864847421646,1.6575419730041177,1496000,1.6843677759170532,18700,1904,0.001,0.9301485940814018
0.02948034182190895,1.1897551093250514,1504000,1.72677481174469,18800,1904,0.001,0.9450903981924057
0.016804981976747513,1.0479626143351197,1512000,1.7339500188827515,18900,1903,0.001,0.9610574617981911
0.006645792629569769,1.3097871297970414,1520000,1.7440122365951538,19000,1904,0.001,0.9766952469944954
0.02033660188317299,1.0259324121987448,1528000,1.723252296447754,19100,1905,0.001,0.9683727324008942
0.0035063731484115124,1.4988487802620512,1536000,1.7378956079483032,19200,1905,0.001,0.9909189492464066
0.011458296328783035,1.024642953556031,1544000,1.7659881114959717,19300,1905,0.001,0.964605912566185
0.011087516322731972,1.4282497014850377,1552000,1.7351491451263428,19400,1905,0.001,0.9771434590220451
0.012330053374171257,1.5189939535222947,1560000,1.7025419473648071,19500,1906,0.001,0.9833686389029026
0.0049727982841432095,1.0478742588311434,1568000,1.7442489862442017,19600,1906,0.001,0.987848924472928
0.018214020878076553,1.3207176398485898,1576000,1.7605867385864258,19700,1906,0.001,0.9369033351540565
0.009854130446910858,1.7390558063983916,1584000,1.7058560848236084,19800,1905,0.001,0.9752127695828676
0.0935937762260437,1.3919342488050461,1592000,1.7177969217300415,19900,1905,0.001,0.8469566404819489
0.026318520307540894,1.5164707663469017,1600000,1.6955465078353882,20000,1906,0.001,0.9628313146531582
0.013545364141464233,1.679150902852416,1608000,1.7100646495819092,20100,1906,0.001,0.9663160890340805
0.021824432536959648,1.494658844359219,1616000,1.7201076745986938,20200,1907,0.001,0.9576613567769527
0.011151624843478203,1.2424720462411643,1624000,1.7599796056747437,20300,1907,0.001,0.9702611155807972
0.038289330899715424,1.4287809561938047,1632000,1.7586437463760376,20400,1907,0.001,0.877265453338623
0.007869603112339973,1.0827226527035236,1640000,1.7465324401855469,20500,1908,0.001,0.9609825946390629
0.016141753643751144,1.2228836882859468,1648000,1.706585168838501,20600,1908,0.001,0.94412936642766
0.012960286810994148,1.278394754603505,1656000,1.730460524559021,20700,1908,0.001,0.9584976993501186
0.0028453923296183348,1.059653740376234,1664000,1.7366611957550049,20800,1908,0.001,0.9881985746324062
0.00963699072599411,1.2420892380177975,1672000,1.6655914783477783,20900,1909,0.001,0.9849533075466752
0.01699308305978775,0.8813255440443755,1680000,1.7007089853286743,21000,1908,0.001,0.9760007541626692
0.05801631882786751,1.6622353661805391,1688000,1.6563279628753662,21100,1908,0.001,0.9171841517090797
0.024704676121473312,1.151116606988944,1696000,1.682326316833496,21200,1908,0.001,0.964245829731226
0.007550468202680349,1.4028816337697207,1704000,1.6131547689437866,21300,1909,0.001,0.9881080761551857
0.006955769844353199,1.4439666964113713,1712000,1.6645784378051758,21400,1909,0.001,0.9769007116556168
0.029803112149238586,1.3616382454987614,1720000,1.6820318698883057,21500,1909,0.001,0.9270636215806007
0.09502756595611572,1.44908547680825,1728000,1.7119756937026978,21600,1910,0.001,0.7598221600055695
0.036787401884794235,1.948066990543157,1736000,1.6692726612091064,21700,1910,0.001,0.9353116005659103
0.0250975601375103,1.269963468867354,1744000,1.7360267639160156,21800,1910,0.001,0.9740844145417213
0.01790652982890606,1.0312126574433933,1752000,1.7292903661727905,21900,1911,0.001,0.9555805251002312
0.007681652903556824,1.4176188039593398,1760000,1.7189128398895264,22000,1910,0.001,0.9796912036836147
0.02232499048113823,1.523682464286685,1768000,1.7299143075942993,22100,1911,0.001,0.936652883887291
0.007441386580467224,1.3158593561500311,1776000,1.7198991775512695,22200,1911,0.001,0.9480135254561901
0.011234171688556671,1.328139383532107,1784000,1.7150547504425049,22300,1911,0.001,0.9727248214185238
0.018329143524169922,1.7828399343881756,1792000,1.6969554424285889,22400,1911,0.001,0.9631968885660172
0.0042851874604821205,0.9501826457679272,1800000,1.7514655590057373,22500,1911,0.001,0.977739617228508
0.017948320135474205,1.5009306505322457,1808000,1.6910865306854248,22600,1912,0.001,0.9495309256017208
0.024398550391197205,1.1939797658473252,1816000,1.761712670326233,22700,1912,0.001,0.9554102644324303
0.025204170495271683,1.4204964846372605,1824000,1.7521766424179077,22800,1912,0.001,0.9618633016943932
0.029515856876969337,1.3736229463480414,1832000,1.7329826354980469,22900,1912,0.001,0.9589813128113747
0.03591810166835785,1.58124521356076,1840000,1.7432368993759155,23000,1912,0.001,0.9388817362487316
0.026712384074926376,1.5505231589078903,1848000,1.6352487802505493,23100,1912,0.001,0.9447066932916641
0.03040752373635769,1.541265532001853,1856000,1.6948391199111938,23200,1912,0.001,0.956476230174303
0.006207907106727362,1.271894788366626,1864000,1.758936882019043,23300,1912,0.001,0.9845832530409098
0.02819303795695305,1.7836437257006765,1872000,1.7176742553710938,23400,1912,0.001,0.9330363869667053
0.02100718952715397,1.4138903721235692,1880000,1.7335401773452759,23500,1913,0.001,0.9329464361071587
0.01267167180776596,1.3314204364083708,1888000,1.7683639526367188,23600,1913,0.001,0.9720217119902372
0.0680978000164032,1.2757470505312085,1896000,1.7370773553848267,23700,1913,0.001,0.9390542879700661
0.011310499161481857,1.629507556091994,1904000,1.7200310230255127,23800,1913,0.001,0.9810040760785341
0.015404438599944115,1.2737018705811352,1912000,1.7590354681015015,23900,1913,0.001,0.9525960348546505
0.054076798260211945,1.7620435975492001,1920000,1.707654595375061,24000,1913,0.001,0.909385547041893
0.04051651433110237,1.7302435152232647,1928000,1.7189651727676392,24100,1914,0.001,0.9407207518815994
0.025963693857192993,1.351538490690291,1936000,1.7083244323730469,24200,1914,0.001,0.9150780141353607
0.029709592461586,1.570106888047303,1944000,1.7332696914672852,24300,1914,0.001,0.9328129217028618
0.017837805673480034,1.109353057597764,1952000,1.7195403575897217,24400,1914,0.001,0.95155443623662
0.007027076091617346,1.3016144911758603,1960000,1.6959892511367798,24500,1915,0.001,0.9824791140854359
0.010735640302300453,1.3438726568594574,1968000,1.7659032344818115,24600,1915,0.001,0.9619730859994888
0.03191399574279785,1.228417262295261,1976000,1.7587974071502686,24700,1916,0.001,0.9099118337035179
0.022098449990153313,0.9311977894889424,1984000,1.727720022201538,24800,1916,0.001,0.9543519653379917
0.008324673399329185,1.4872021114453673,1992000,1.7044206857681274,24900,1916,0.001,0.9874574663117528
0.010674642398953438,1.2953297649510205,2000000,1.7239004373550415,25000,1915,0.001,0.9795328546315432
0.014830201864242554,1.7251912597566843,2008000,1.7504444122314453,25100,1916,0.001,0.956114936619997
0.02328568324446678,1.743518352881074,2016000,1.7482398748397827,25200,1916,0.001,0.9377394504845142
0.03836129978299141,1.748080363497138,2024000,1.735652208328247,25300,1916,0.001,0.9345808327198029
0.028618911281228065,1.5087685423437507,2032000,1.7478364706039429,25400,1917,0.001,0.9368540421128273
0.013964098878204823,2.036567120673135,2040000,1.6898882389068604,25500,1917,0.001,0.9723725747317076
0.02292701043188572,1.5271741092205047,2048000,1.756242036819458,25600,1917,0.001,0.9197786524891853
0.039147816598415375,1.3575769487768412,2056000,1.7673842906951904,25700,1917,0.001,0.906109020113945
0.007467637304216623,1.1629481724463404,2064000,1.7602660655975342,25800,1918,0.001,0.9787747580558062
0.0368744358420372,1.92359347557649,2072000,1.6895993947982788,25900,1918,0.001,0.9449734166264534
0.007088363170623779,1.385529595427215,2080000,1.7255557775497437,26000,1918,0.001,0.9854081273078918
0.015160689130425453,2.170801293477416,2088000,1.6247447729110718,26100,1919,0.001,0.9820520970970392
0.035014018416404724,1.323911279346794,2096000,1.7540061473846436,26200,1919,0.001,0.9299622848629951
0.025856386870145798,1.5047785978764296,2104000,1.7649962902069092,26300,1919,0.001,0.871834397315979
0.02096201851963997,1.406707777455449,2112000,1.7675459384918213,26400,1919,0.001,0.8992825448513031
0.021601896733045578,2.171188735961914,2120000,1.680355429649353,26500,1919,0.001,0.9784805551171303
0.02001400664448738,1.000387328863144,2128000,1.7803024053573608,26600,1919,0.001,0.909229688346386
0.038122087717056274,1.2425360562279821,2136000,1.7680734395980835,26700,1919,0.001,0.8845547363162041
0.016754891723394394,1.6284275196492672,2144000,1.7068536281585693,26800,1918,0.001,0.9694644846022129
0.029352914541959763,1.2763322406914086,2152000,1.7220439910888672,26900,1919,0.001,0.9535876289010048
0.02450643666088581,2.0056426516734063,2160000,1.726965308189392,27000,1919,0.001,0.9504583813250065
0.014038081280887127,1.2144495207816361,2168000,1.7305164337158203,27100,1919,0.001,0.9727723151445389
0.0410163551568985,1.161975182965398,2176000,1.752380132675171,27200,1919,0.001,0.7732956409454346
0.008168540894985199,1.7233457278460265,2184000,1.7187916040420532,27300,1919,0.001,0.976663364097476
0.02420736849308014,1.5264828792773186,2192000,1.691955804824829,27400,1919,0.001,0.9638969153165817
0.07300557941198349,1.8865584589075297,2200000,1.7242310047149658,27500,1919,0.001,0.9297448322176933
0.012032306753098965,1.288724942598492,2208000,1.7724525928497314,27600,1919,0.001,0.9472816027700901
0.009625410661101341,1.0937884123064578,2216000,1.766868233680725,27700,1919,0.001,0.9325132593512535
0.03251766413450241,1.8299070172011853,2224000,1.766357660293579,27800,1918,0.001,0.8104783147573471
0.019691521301865578,1.3328105032444,2232000,1.7705904245376587,27900,1918,0.001,0.9455471448600292
0.03575848042964935,1.0581675991415977,2240000,1.7610752582550049,28000,1919,0.001,0.9128507897257805
0.015599565580487251,1.7002745483070612,2248000,1.7589190006256104,28100,1918,0.001,0.941650964319706
0.00929570384323597,1.2953750692307948,2256000,1.7625820636749268,28200,1918,0.001,0.9489808417856693
