total_timesteps,fps,explained_variance,nupdates,policy_entropy,value_loss,avgReward
5312000,959,0.7465563714504242,66400,0.9516111612319946,0.010296789929270744,2.4799209266901014
5320000,959,0.4271758198738098,66500,0.9259485006332397,0.10327241569757462,2.796433785557747
5328000,959,0.6585240066051483,66600,0.9003772735595703,0.015940789133310318,2.9353970259428026
5336000,959,0.9004869908094406,66700,0.7879406213760376,0.04474850744009018,2.679813566803932
5344000,959,0.8046111911535263,66800,1.0477931499481201,0.008471183478832245,2.6118297249078752
5352000,960,0.7398512661457062,66900,0.9761577844619751,0.014078201726078987,2.7377724796533585
5360000,960,0.8616733551025391,67000,1.0534231662750244,0.00819819699972868,2.768564540147781
5368000,960,0.7919936329126358,67100,1.0363209247589111,0.011531062424182892,2.384728227555752
5376000,960,0.8943849802017212,67200,1.0353050231933594,0.02278457209467888,2.3608294785022736
5384000,960,0.8934207409620285,67300,1.0524314641952515,0.016643797978758812,2.319063752889633
5392000,960,0.6264833211898804,67400,1.0348585844039917,0.01654346100986004,2.3712983220815658
5400000,960,0.3036310076713562,67500,1.0181770324707031,0.1414988487958908,2.163163563236594
5408000,960,0.7834410518407822,67600,0.896715521812439,0.009193012490868568,2.233715759217739
5416000,960,0.3467751145362854,67700,0.9558679461479187,0.02021830528974533,2.410611924529076
5424000,960,0.7924278527498245,67800,1.0282232761383057,0.008566737174987793,2.7515555918216705
5432000,960,0.7504870295524597,67900,0.9834535717964172,0.011702002957463264,2.3486017689108847
5440000,960,0.8098119348287582,68000,0.9708335995674133,0.03223462775349617,2.211539927124977
5448000,960,0.38275736570358276,68100,0.8384217023849487,0.03251705318689346,2.679675129055977
5456000,961,0.8695013374090195,68200,0.9911273121833801,0.01680392026901245,2.6256557285785673
5464000,961,0.3087642788887024,68300,0.9110288619995117,0.08368676900863647,2.350039579719305
5472000,961,0.2841419577598572,68400,0.8961473703384399,0.06993694603443146,1.9552414022386073
5480000,961,0.7630542069673538,68500,1.0287294387817383,0.014813455753028393,2.7234743237495422
5488000,961,0.7444263398647308,68600,1.0344672203063965,0.05753596872091293,2.4961107581853867
5496000,961,0.48685556650161743,68700,0.9525650143623352,0.14970973134040833,2.422477665543556
5504000,961,0.638975590467453,68800,1.0856918096542358,0.0834602490067482,2.5932404577732084
5512000,961,0.45247846841812134,68900,0.8256122469902039,0.017568156123161316,2.6892997294664385
