epsilonValue,total_timesteps,value_loss,avg reward,explained_variance,policy_entropy,nupdates,fps
99.9854546512389,80,3.6993773392168805e-05,-0.003516492372727953,-3.8388991355895996,1.7917592525482178,1,70
98.54546512388964,8000,0.0003334684588480741,0.024875746716497817,0.721201479434967,1.7917587757110596,100,1486
97.09093024777928,16000,0.0002673800918273628,0.11528929176274687,0.8334550708532333,1.7917569875717163,200,1613
95.63639537166893,24000,0.021120261400938034,0.2917250836268067,0.13652527332305908,1.7917559146881104,300,1705
94.18186049555857,32000,0.08528395742177963,0.6000537779182196,0.23045623302459717,1.791748046875,400,1744
92.72732561944821,40000,0.03888332098722458,0.8894168883562088,-0.1146770715713501,1.791684865951538,500,1774
91.27279074333785,48000,0.04837515950202942,1.1291625842452049,0.061480700969696045,1.7917076349258423,600,1794
89.81825586722749,56000,0.047385551035404205,1.5050024405121802,0.12259465456008911,1.7914375066757202,700,1807
88.36372099111713,64000,0.15982721745967865,1.7861251898109913,0.369257390499115,1.790318250656128,800,1812
86.90918611500678,72000,0.12302656471729279,1.5305904239416122,0.4455695152282715,1.789459228515625,900,1820
85.45465123889642,80000,0.1162404790520668,1.1489819943904878,0.3673056364059448,1.7872745990753174,1000,1830
84.00011636278606,88000,0.02547842636704445,0.7564000563696027,0.6345905959606171,1.7778743505477905,1100,1834
82.5455814866757,96000,0.057662032544612885,3.1637178510427475,0.7586085051298141,1.7791938781738281,1200,1840
81.09104661056534,104000,0.02561178244650364,1.7090215027332305,0.6233601272106171,1.7619132995605469,1300,1841
79.63651173445498,112000,0.06973319500684738,1.4467114046216012,0.5518496632575989,1.7816356420516968,1400,1851
78.18197685834463,120000,0.059723835438489914,0.746634621731937,0.40052521228790283,1.7453101873397827,1500,1860
76.72744198223427,128000,0.03524298965930939,1.2238174624741078,0.7728134989738464,1.7643449306488037,1600,1863
75.27290710612391,136000,0.08140982687473297,0.609539381484501,0.5933407247066498,1.769447922706604,1700,1852
73.81837223001355,144000,0.05050866678357124,1.3638348147273063,0.7452189028263092,1.751415491104126,1800,1848
72.3638373539032,152000,0.3115893602371216,1.64792185947299,-0.08901810646057129,1.7311325073242188,1900,1846
70.90930247779283,160000,0.09373011440038681,1.815822210907936,0.5488677322864532,1.7414106130599976,2000,1849
69.45476760168248,168000,0.02299419976770878,1.1068623840808869,0.7088905274868011,1.7741949558258057,2100,1843
68.00023272557212,176000,0.0258011631667614,1.2518286652863027,0.689378410577774,1.7830671072006226,2200,1843
66.54569784946176,184000,0.003696860745549202,1.1210572630167008,0.9621729031205177,1.7845783233642578,2300,1835
65.0911629733514,192000,0.014284682460129261,1.2285333327949046,0.8625153452157974,1.7848548889160156,2400,1837
63.63662809724122,200000,0.04029982537031174,0.8850950725376606,0.7338106632232666,1.7888225317001343,2500,1837
62.182093221131574,208000,0.09531055390834808,1.2095557142049074,0.6136655509471893,1.7780530452728271,2600,1835
60.727558345021926,216000,0.007216541562229395,1.2653923515230416,0.9764303341507912,1.7739452123641968,2700,1839
59.27302346891228,224000,0.02823800966143608,0.8734686018899083,0.6579954326152802,1.775372862815857,2800,1843
57.81848859280263,232000,0.03314777463674545,1.3361768066883086,0.8989369124174118,1.75541090965271,2900,1847
56.36395371669298,240000,0.07109546661376953,1.091408770531416,0.7907241880893707,1.7625863552093506,3000,1846
54.909418840583335,248000,0.04788144677877426,1.034843335300684,0.6738344132900238,1.762441635131836,3100,1839
53.45488396447369,256000,0.005964276380836964,1.1625376993790268,0.9730705060064793,1.7461296319961548,3200,1839
52.00034908836404,264000,0.00839302223175764,0.9248801462352276,0.9148578122258186,1.7407760620117188,3300,1841
50.54581421225439,272000,0.03126776963472366,0.8540763147175312,0.676135778427124,1.751461386680603,3400,1840
49.091279336144744,280000,0.056746870279312134,1.0690432712435722,0.7039440870285034,1.719947099685669,3500,1839
