avg reward,learning rate,policy_entropy,total_timesteps,fps,nupdates,value_loss,explained_variance,epsilonValue
13.036561024188995,0.001,0.7446966767311096,3840000,2061,48000,0.31756752729415894,0.9954065615311265,0.0007272674363255627
9.03694720417261,0.001,1.031489610671997,3848000,2061,48100,0.09104862064123154,0.997073539532721,0.0007272674363255627
8.489099617302418,0.001,1.0502692461013794,3856000,2061,48200,0.1957913488149643,0.9908693376928568,0.0007272674363255627
9.141876950860023,0.001,1.1070290803909302,3864000,2061,48300,0.27532050013542175,0.982080863788724,0.0007272674363255627
9.526068970561028,0.001,1.1335241794586182,3872000,2061,48400,0.08283006399869919,0.9965721687767655,0.0007272674363255627
6.6897364661097525,0.001,1.382285475730896,3880000,2061,48500,0.15124312043190002,0.9907712209969759,0.0007272674363255627
8.305389341711997,0.001,1.221376657485962,3888000,2061,48600,0.18165811896324158,0.9873169884085655,0.0007272674363255627
8.88996870815754,0.001,1.0629158020019531,3896000,2061,48700,0.12540791928768158,0.9927820139564574,0.0007272674363255627
9.350014923512935,0.001,1.2142810821533203,3904000,2061,48800,0.1349942535161972,0.9940920062363148,0.0007272674363255627
5.068428568542004,0.001,1.3541203737258911,3912000,2061,48900,0.13678869605064392,0.9883615495637059,0.0007272674363255627
10.678615605831146,0.001,1.0766521692276,3920000,2061,49000,0.19457164406776428,0.990818303078413,0.0007272674363255627
6.889139193296432,0.001,1.3822733163833618,3928000,2061,49100,2.350649118423462,0.7693450748920441,0.0007272674363255627
5.718649214506149,0.001,1.5975440740585327,3936000,2061,49200,0.4904322624206543,0.8688361048698425,0.0007272674363255627
9.063750512897968,0.001,1.108381986618042,3944000,2061,49300,0.30735403299331665,0.9877240033820271,0.0007272674363255627
9.25820454955101,0.001,0.976107120513916,3952000,2061,49400,0.4498152732849121,0.9864218411967158,0.0007272674363255627
8.145146007835866,0.001,1.164137363433838,3960000,2061,49500,0.28274813294410706,0.9863556334748864,0.0007272674363255627
7.482018855586648,0.001,1.5744097232818604,3968000,2061,49600,0.152113139629364,0.9908178644254804,0.0007272674363255627
8.816183944046497,0.001,1.326174020767212,3976000,2061,49700,0.2995489835739136,0.96606420353055,0.0007272674363255627
8.056418338418007,0.001,1.3062738180160522,3984000,2061,49800,0.23711447417736053,0.9773783851414919,0.0007272674363255627
8.119623132795095,0.001,1.171415090560913,3992000,2062,49900,0.14782749116420746,0.992140332236886,0.0007272674363255627
8.02336190342903,0.001,1.360594630241394,4000000,2062,50000,0.4613131582736969,0.8722664713859558,0.0007272674363255627
9.596822610497474,0.001,1.266409158706665,4008000,2062,50100,0.21493422985076904,0.9921042779460549,0.0007272674363255627
6.729291252791882,0.001,1.4435083866119385,4016000,2062,50200,0.25335896015167236,0.986501588486135,0.0007272674363255627
7.63168615847826,0.001,1.203142523765564,4024000,2062,50300,0.27863794565200806,0.9833939522504807,0.0007272674363255627
8.290590648166836,0.001,1.2213144302368164,4032000,2062,50400,0.12446290254592896,0.9932551537640393,0.0007272674363255627
8.320029191672802,0.001,1.0107109546661377,4040000,2062,50500,0.21166488528251648,0.9896957725286484,0.0007272674363255627
9.151081393659116,0.001,1.189251184463501,4048000,2062,50600,0.24151642620563507,0.9904881995171309,0.0007272674363255627
