#{"t_start": 1524078883.0783718, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
30.0,367,13.447465
180.0,769,16.881358
80.0,360,18.080513
245.0,743,20.819203
135.0,299,21.975398
160.0,517,24.190259
105.0,385,25.7214
65.0,493,27.881729
365.0,777,31.430372
80.0,498,33.590845
210.0,635,36.344266
65.0,405,38.235581
210.0,466,40.463059
80.0,289,41.793388
180.0,612,44.770771
210.0,676,48.057961
135.0,489,50.428172
210.0,641,53.531674
65.0,538,55.672058
35.0,332,58.154075
225.0,568,64.046021
210.0,620,70.560668
180.0,471,75.44694
20.0,284,78.420903
515.0,979,88.420944
35.0,433,92.487162
595.0,1025,102.115229
345.0,742,109.815448
225.0,674,116.82356
115.0,430,121.301233
300.0,622,127.845977
135.0,487,132.915124
105.0,473,137.818171
110.0,546,143.100625
210.0,598,149.177329
105.0,469,153.506836
135.0,469,158.291888
135.0,455,162.862498
80.0,577,168.118766
250.0,663,174.081193
120.0,293,177.08045
255.0,1028,187.587081
80.0,395,191.46876
425.0,611,197.113618
240.0,640,203.222187
95.0,416,207.178199
10.0,303,210.21426
20.0,279,212.963423
110.0,413,216.932796
160.0,596,222.999187
110.0,491,228.270876
30.0,335,231.910797
140.0,480,236.958143
35.0,321,240.255221
80.0,361,243.827794
410.0,878,252.661997
30.0,266,255.320056
155.0,467,259.978319
110.0,390,263.926646
380.0,724,271.193907
210.0,621,277.672468
55.0,456,282.469462
90.0,436,287.080899
355.0,682,294.208969
200.0,664,300.993737
55.0,457,305.724427
120.0,538,311.400628
155.0,508,316.702296
120.0,507,321.468787
240.0,688,327.743126
65.0,513,332.503669
135.0,578,338.187771
80.0,397,342.029428
85.0,619,348.299896
135.0,479,353.238399
210.0,616,358.112987
120.0,516,361.95335
45.0,309,364.012895
180.0,596,369.55733
110.0,514,374.675908
210.0,561,380.152102
45.0,283,382.929862
180.0,506,388.045104
160.0,513,393.226719
60.0,288,396.14334
155.0,520,401.254666
90.0,283,403.976403
110.0,487,408.848726
55.0,294,411.777495
210.0,650,418.372494
20.0,289,421.152457
255.0,807,428.984329
90.0,393,432.57954
105.0,412,436.455286
60.0,353,439.945389
260.0,819,448.21715
180.0,494,453.070581
115.0,646,459.634378
120.0,569,465.211511
105.0,415,468.240298
110.0,655,474.361637
185.0,615,480.046769
440.0,738,485.806878
30.0,295,488.06805
155.0,446,491.712026
130.0,442,495.425045
60.0,417,498.847012
80.0,370,502.209795
110.0,529,506.887348
70.0,349,510.251854
95.0,344,513.456243
125.0,409,517.194947
65.0,447,521.613478
130.0,336,525.020262
410.0,987,535.531438
155.0,453,540.35431
120.0,483,545.49709
475.0,967,555.363598
110.0,436,559.851013
95.0,471,564.569235
60.0,341,567.823851
100.0,452,572.045255
90.0,718,579.515586
165.0,783,587.24328
180.0,587,593.206436
35.0,425,597.573514
115.0,497,602.735278
80.0,481,607.716489
240.0,601,613.889024
70.0,392,617.978024
110.0,501,622.942103
85.0,457,626.996267
35.0,284,629.432382
155.0,534,634.503836
255.0,679,640.611019
105.0,282,643.067161
120.0,469,647.374363
120.0,450,651.951057
55.0,285,654.797774
195.0,598,660.823761
365.0,577,665.652609
180.0,866,673.562228
70.0,414,677.659626
105.0,382,681.34986
115.0,278,684.07503
65.0,310,687.059249
80.0,394,690.82857
180.0,588,696.731235
230.0,827,705.120517
120.0,487,710.193861
245.0,692,717.183717
100.0,453,721.839778
155.0,559,727.564744
135.0,504,732.89606
255.0,854,741.464204
15.0,374,745.069163
115.0,452,749.439057
60.0,293,752.269845
350.0,724,759.330719
90.0,459,763.817904
40.0,288,766.730323
