epsilonValue,value_loss,learning rate,policy_entropy,fps,explained_variance,total_timesteps,nupdates,avg reward
99.9854546512389,0.018322711810469627,0.001,1.791757345199585,54,-427.239990234375,80,1,-0.40860748663544655
98.54546512388964,0.059057869017124176,0.001,1.7917439937591553,1454,-0.007363438606262207,8000,100,-1.0675010308623314
97.09093024777928,0.02354757860302925,0.001,1.791516900062561,1642,-0.0331043004989624,16000,200,-1.7050692811608315
95.63639537166893,0.01274611335247755,0.001,1.7912523746490479,1783,-0.012012004852294922,24000,300,-1.945171171426773
94.18186049555857,0.03414073586463928,0.001,1.7911792993545532,1829,-0.006165981292724609,32000,400,-1.871475413441658
92.72732561944821,0.08986075222492218,0.001,1.7841726541519165,1869,-0.09928286075592041,40000,500,-2.5227023333311083
91.27279074333785,0.05140836164355278,0.001,1.7838672399520874,1855,-0.011380791664123535,48000,600,-1.4886143952608109
89.81825586722749,0.012717077508568764,0.001,1.7810029983520508,1877,0.01746821403503418,56000,700,-1.7912518247961997
88.36372099111713,0.04327438771724701,0.001,1.751544713973999,1873,0.04121798276901245,64000,800,-2.3823219507932665
86.90918611500678,0.0007879701443016529,0.001,1.7831529378890991,1878,-0.11496472358703613,72000,900,-1.1345280811190606
85.45465123889642,0.03224818408489227,0.001,1.7537561655044556,1885,0.02789485454559326,80000,1000,-2.243656238913536
84.00011636278606,0.04987195134162903,0.001,1.7892532348632812,1892,0.018516600131988525,88000,1100,-1.4280439093708992
82.5455814866757,0.016566721722483635,0.001,1.78811514377594,1902,0.0655512809753418,96000,1200,-1.451705054938793
81.09104661056534,0.02296587824821472,0.001,1.7885080575942993,1909,0.017794489860534668,104000,1300,-1.450495208799839
79.63651173445498,0.07586298137903214,0.001,1.7853904962539673,1922,0.03908824920654297,112000,1400,-1.4603284910321235
78.18197685834463,0.06897148489952087,0.001,1.714097023010254,1927,0.06360548734664917,120000,1500,-2.9941645503044128
76.72744198223427,0.04506171867251396,0.001,1.7820907831192017,1935,0.11034882068634033,128000,1600,-1.3555066674947738
75.27290710612391,0.05408024787902832,0.001,1.7821636199951172,1943,0.1920403242111206,136000,1700,-2.050928696990013
73.81837223001355,0.011069848202168941,0.001,1.7752450704574585,1947,0.16335248947143555,144000,1800,-1.4286901012063027
72.3638373539032,0.013866720721125603,0.001,1.7806289196014404,1950,-0.13724076747894287,152000,1900,-1.2245130866765976
70.90930247779283,0.007940327748656273,0.001,1.7788231372833252,1952,-0.010685920715332031,160000,2000,-1.9790002539753915
69.45476760168248,0.003666933160275221,0.001,1.7756105661392212,1956,0.5658618211746216,168000,2100,-1.7661749750375748
68.00023272557212,0.01966775581240654,0.001,1.786717176437378,1958,0.3026755452156067,176000,2200,-2.26789271235466
66.54569784946176,0.029373031109571457,0.001,1.7848142385482788,1958,0.26048755645751953,184000,2300,-1.5944787234067916
65.0911629733514,0.025367144495248795,0.001,1.7841007709503174,1956,0.5001472234725952,192000,2400,-1.7658865049481391
63.63662809724122,0.012973139062523842,0.001,1.7821142673492432,1957,0.3796440362930298,200000,2500,-1.705217756330967
62.182093221131574,0.013458403758704662,0.001,1.761980414390564,1954,0.5476423501968384,208000,2600,-1.9657054826617242
60.727558345021926,0.016746528446674347,0.001,1.7841193675994873,1956,0.2136961817741394,216000,2700,-1.4669610902667045
59.27302346891228,0.0348244234919548,0.001,1.7791481018066406,1958,0.6338450014591217,224000,2800,-2.492895093560219
57.81848859280263,0.018162742257118225,0.001,1.7820056676864624,1954,0.7833020985126495,232000,2900,-2.053673292696476
56.36395371669298,0.012232901528477669,0.001,1.783993124961853,1954,0.49406009912490845,240000,3000,-1.5299268946051598
54.909418840583335,0.0321575291454792,0.001,1.778299331665039,1952,0.5678555369377136,248000,3100,-3.2173860341310503
53.45488396447369,0.06274788081645966,0.001,1.7875581979751587,1952,0.2809911370277405,256000,3200,-1.3328993864357472
52.00034908836404,0.016539448872208595,0.001,1.7858860492706299,1955,0.4343334436416626,264000,3300,-1.7049804404377937
50.54581421225439,0.014138266444206238,0.001,1.7864179611206055,1957,0.4963696002960205,272000,3400,-1.7065901070833207
49.091279336144744,0.010699581354856491,0.001,1.7591863870620728,1958,0.7935119122266769,280000,3500,-1.8758997544646263
47.636744460035096,0.016277285292744637,0.001,1.7464971542358398,1961,0.30674779415130615,288000,3600,-1.8379112347960471
46.18220958392545,0.011123563162982464,0.001,1.7515920400619507,1962,0.8338547945022583,296000,3700,-1.9167202159762382
44.7276747078158,0.004192580468952656,0.001,1.6963722705841064,1961,0.9046257212758064,304000,3800,-2.4410565972328184
43.27313983170615,0.009696321561932564,0.001,1.7357559204101562,1958,0.6169719099998474,312000,3900,-2.0283043816685677
41.818604955596506,0.006490653846412897,0.001,1.7555477619171143,1960,0.8966965153813362,320000,4000,-1.9484328255057335
40.36407007948686,0.021785149350762367,0.001,1.7365834712982178,1961,0.511989414691925,328000,4100,-1.925059625506401
38.90953520337721,0.004389789886772633,0.001,1.753861427307129,1961,0.8833283632993698,336000,4200,-1.9000150084495544
37.45500032726756,0.050830550491809845,0.001,1.7586231231689453,1959,0.48455822467803955,344000,4300,-1.9716285467147827
36.000465451157915,0.0030117002315819263,0.001,1.7540817260742188,1957,0.9735645018517971,352000,4400,-2.171136572957039
34.54593057504827,0.005676737055182457,0.001,1.7734880447387695,1955,0.9516874626278877,360000,4500,-1.9071107245981693
33.09139569893862,0.01587255299091339,0.001,1.7747697830200195,1952,0.8907888904213905,368000,4600,-2.26907467469573
31.636860822828883,0.0075391484424471855,0.001,1.774993896484375,1953,0.7611895650625229,376000,4700,-2.5940404176712035
30.18232594671888,0.0046706050634384155,0.001,1.78469717502594,1956,0.9268943592905998,384000,4800,-2.2143114537000654
28.727791070608877,0.01225482951849699,0.001,1.7856972217559814,1956,0.7288932204246521,392000,4900,-1.491317892447114
27.273256194498874,0.005078496411442757,0.001,1.7829406261444092,1955,0.9551650658249855,400000,5000,-1.82123654037714
25.81872131838887,0.0053607020527124405,0.001,1.7844874858856201,1953,0.9187774285674095,408000,5100,-2.0504472970962526
24.364186442278868,0.00552277360111475,0.001,1.788358449935913,1950,0.9114915952086449,416000,5200,-1.6677093178033828
22.909651566168865,0.008005854673683643,0.001,1.7825552225112915,1947,0.9251913875341415,424000,5300,-2.1034227550029754
21.455116690058862,0.010330382734537125,0.001,1.77359139919281,1945,0.8179700076580048,432000,5400,-2.442557562887669
20.00058181394886,0.018098939210176468,0.001,1.7738761901855469,1944,0.8298970758914948,440000,5500,-2.33152035176754
18.546046937838856,0.003777899546548724,0.001,1.7823545932769775,1942,0.9615925997495651,448000,5600,-1.757474210113287
17.091512061728853,0.011845367029309273,0.001,1.7796876430511475,1939,0.8621542304754257,456000,5700,-2.1318574391305445
15.63697718561885,0.0030470627825707197,0.001,1.7874581813812256,1937,0.9613634943962097,464000,5800,-1.8097506746649743
14.182442309508847,0.008703523315489292,0.001,1.788454294204712,1936,0.8848516792058945,472000,5900,-1.7461325027048589
12.727907433398844,0.003845511469990015,0.001,1.7884652614593506,1934,0.9297403916716576,480000,6000,-2.3139793902635573
11.273372557288841,0.034997276961803436,0.001,1.7889354228973389,1935,0.5844025611877441,488000,6100,-1.8649007350206375
9.818837681178838,0.01160865556448698,0.001,1.7838951349258423,1935,0.9057958722114563,496000,6200,-1.858260279148817
8.364302805068835,0.029087405651807785,0.001,1.7800763845443726,1938,0.5913729965686798,504000,6300,-2.5732223108410834
6.909767928958832,0.02124534174799919,0.001,1.7879612445831299,1939,0.7023550570011139,512000,6400,-1.6655592754483224
5.455233052848829,0.023324906826019287,0.001,1.7885891199111938,1941,0.5339697003364563,520000,6500,-1.7353037238121032
4.000698176738826,0.009199673309922218,0.001,1.7872577905654907,1943,0.9059285968542099,528000,6600,-1.6184731982648373
2.546163300628823,0.005612281616777182,0.001,1.7851234674453735,1946,0.9150739312171936,536000,6700,-1.7102762125432491
1.0916284245188201,0.010956776328384876,0.001,1.7865238189697266,1946,0.8803159967064857,544000,6800,-1.7698966711759567
0.0007272674363255627,0.006802874617278576,0.001,1.7851049900054932,1949,0.8551520556211472,552000,6900,-1.837362778186798
0.0007272674363255627,0.011180461384356022,0.001,1.785508394241333,1950,0.9013371020555496,560000,7000,-1.8913742683827877
0.0007272674363255627,0.010148905217647552,0.001,1.787685751914978,1952,0.8395338207483292,568000,7100,-1.5220674511045218
0.0007272674363255627,0.005723285023123026,0.001,1.7815654277801514,1954,0.9105130136013031,576000,7200,-2.1059347435832025
0.0007272674363255627,0.025890763849020004,0.001,1.7863143682479858,1955,0.5818546414375305,584000,7300,-1.4130115896463393
0.0007272674363255627,0.00682024797424674,0.001,1.7835931777954102,1957,0.919694148004055,592000,7400,-2.1219514332711698
