#{"t_start": 1522802220.6222003, "env_id": "BreakoutNoFrameskip-v0"}
r,l,t
2.0,202,13.935212
2.0,220,16.625525
1.0,169,18.806462
0.0,125,20.189966
1.0,173,22.353117
2.0,189,24.725866
1.0,151,26.577972
0.0,129,28.132055
2.0,202,30.84032
0.0,129,32.391145
4.0,263,35.90336
1.0,153,37.889566
2.0,220,41.093956
4.0,282,44.676308
0.0,129,46.311899
2.0,202,48.828539
2.0,205,51.503871
1.0,157,53.435586
1.0,154,55.477835
1.0,173,57.519179
1.0,157,59.343615
2.0,202,61.924279
3.0,230,64.523661
0.0,125,66.147439
0.0,122,67.713401
1.0,175,69.886652
3.0,248,73.038058
0.0,129,74.660843
0.0,129,76.120251
2.0,193,78.703536
1.0,172,80.650445
0.0,123,82.119054
1.0,175,84.263243
1.0,153,86.184753
2.0,224,88.888108
0.0,127,90.514374
1.0,175,92.761672
1.0,172,94.941891
0.0,127,96.385867
1.0,157,98.199137
3.0,272,101.398575
0.0,127,102.848799
6.0,379,107.334524
1.0,153,109.132505
0.0,127,110.607695
2.0,209,113.108285
0.0,127,114.472703
1.0,160,116.538501
0.0,125,118.058978
0.0,131,119.733529
1.0,174,121.855208
1.0,175,123.716935
0.0,123,125.203432
1.0,155,127.135788
1.0,156,129.24334
2.0,206,131.771038
4.0,276,135.382932
2.0,202,137.563529
2.0,202,139.991393
0.0,127,141.631043
0.0,129,143.109396
0.0,129,144.82261
0.0,123,146.431361
3.0,252,149.372322
3.0,255,152.666435
1.0,166,154.788846
1.0,154,156.813659
0.0,129,158.37405
4.0,301,162.440721
1.0,174,164.626876
2.0,202,167.061486
1.0,173,169.026248
0.0,127,170.384222
2.0,223,173.02924
1.0,148,175.107507
2.0,204,178.012756
2.0,225,180.866218
0.0,129,182.457559
3.0,231,185.328652
0.0,127,186.934983
1.0,154,188.885255
0.0,127,190.196354
0.0,127,191.375374
0.0,127,192.955014
4.0,261,196.02207
0.0,124,197.517631
2.0,202,200.26141
2.0,224,203.002037
0.0,129,204.669348
2.0,200,207.185699
0.0,123,208.687516
3.0,232,211.718306
0.0,129,213.423934
3.0,255,216.447801
4.0,322,219.962845
2.0,204,222.369029
3.0,268,225.558814
0.0,129,227.192407
3.0,252,230.588449
3.0,248,233.989038
0.0,129,235.428903
2.0,202,238.265817
2.0,204,240.873232
3.0,231,243.817543
0.0,127,245.16484
0.0,129,246.783658
2.0,202,249.11961
1.0,178,251.160793
0.0,129,252.653189
3.0,226,255.68356
0.0,123,257.16616
0.0,125,258.875193
0.0,127,260.655745
0.0,129,262.080944
4.0,277,265.502882
1.0,174,267.763247
8.0,354,272.254207
1.0,173,274.349268
3.0,266,277.653882
0.0,127,279.276995
5.0,329,283.765541
3.0,273,287.440042
0.0,127,288.919931
3.0,248,292.048799
0.0,125,293.406488
1.0,157,295.316385
0.0,129,296.815073
4.0,295,300.847023
2.0,197,303.318984
0.0,129,305.049934
2.0,184,307.185487
3.0,250,310.320433
0.0,129,311.970494
0.0,127,313.578319
3.0,249,316.791174
2.0,224,319.5258
3.0,251,322.76755
3.0,250,325.935054
1.0,152,327.85404
0.0,127,329.498894
0.0,125,331.161198
1.0,175,333.398719
0.0,129,335.027445
4.0,320,338.744027
3.0,272,342.023199
2.0,222,344.991406
2.0,204,347.551543
0.0,127,349.12529
1.0,169,351.307394
4.0,300,354.737172
2.0,200,357.073788
4.0,315,360.85639
1.0,177,363.06321
3.0,245,366.314183
0.0,125,367.640223
2.0,202,369.70285
2.0,219,372.316685
0.0,129,373.871343
2.0,198,375.929663
2.0,202,378.242349
0.0,125,379.505887
4.0,276,382.944988
3.0,248,386.049253
0.0,129,387.531851
2.0,200,389.966469
4.0,281,393.519398
2.0,197,396.171663
2.0,200,398.632229
1.0,171,400.80881
0.0,127,402.457133
2.0,225,405.14512
1.0,176,407.037253
0.0,129,408.489174
0.0,127,410.038988
3.0,247,413.188504
1.0,177,415.37769
0.0,129,416.956814
5.0,330,421.243887
2.0,221,423.975156
0.0,127,425.553163
0.0,129,427.057621
5.0,352,431.200617
4.0,299,435.037947
0.0,125,436.562777
0.0,127,437.969432
0.0,127,439.366382
2.0,195,441.570458
4.0,280,445.069817
0.0,127,446.678046
2.0,226,449.691386
0.0,129,451.450154
2.0,200,454.096784
0.0,123,455.66822
1.0,172,457.708256
1.0,170,459.975862
0.0,129,461.587087
0.0,129,462.998977
2.0,223,465.596847
0.0,129,467.114099
0.0,125,468.492306
1.0,155,470.176106
9.0,404,474.741507
0.0,127,476.234538
5.0,369,480.74928
2.0,202,483.09302
3.0,250,486.068408
0.0,125,487.449132
4.0,278,491.041195
3.0,268,494.353999
2.0,202,496.871604
2.0,222,499.562738
0.0,127,501.104406
1.0,171,503.399655
0.0,129,504.805644
0.0,129,506.28319
4.0,282,509.863595
0.0,127,511.378289
3.0,248,514.733087
0.0,127,516.457328
0.0,129,518.14672
0.0,127,519.399437
0.0,129,520.800664
0.0,124,522.100875
4.0,299,525.519668
3.0,270,528.664043
0.0,125,530.159379
3.0,250,533.275314
6.0,379,537.694669
2.0,198,539.944961
4.0,299,543.606703
2.0,205,545.971509
5.0,348,550.239855
2.0,202,552.648877
4.0,301,556.658354
0.0,129,558.317937
0.0,125,559.79164
3.0,250,563.017818
2.0,204,565.4005
4.0,301,569.463776
0.0,129,570.958
2.0,198,573.298582
0.0,127,574.674798
3.0,232,577.218945
2.0,202,579.716196
3.0,248,582.64662
2.0,204,585.213842
4.0,325,589.440803
2.0,200,591.905903
0.0,127,593.285244
0.0,129,594.815053
4.0,301,598.51657
2.0,202,600.770539
0.0,129,602.110445
0.0,127,603.444335
2.0,202,606.135963
0.0,127,607.659326
0.0,127,609.101166
3.0,252,612.101037
1.0,156,613.97734
0.0,120,615.186595
0.0,127,616.460385
2.0,202,618.635306
0.0,129,619.942232
2.0,202,622.340437
0.0,129,623.740058
0.0,127,625.211139
0.0,127,626.716574
0.0,129,628.223141
2.0,200,630.648625
0.0,127,632.181475
4.0,298,635.836318
4.0,299,639.556816
0.0,129,641.234869
0.0,125,642.683486
0.0,127,644.228815
0.0,122,645.783983
0.0,123,647.460989
0.0,129,648.944438
4.0,299,652.742935
0.0,127,654.293792
2.0,200,656.744836
3.0,248,659.77459
2.0,202,662.381046
4.0,300,666.150109
0.0,127,667.513632
2.0,202,669.668824
0.0,127,671.097288
2.0,198,673.456048
0.0,129,675.036892
0.0,129,676.444748
0.0,129,677.940298
0.0,127,679.514245
2.0,202,682.247863
2.0,204,684.739589
0.0,129,686.481913
2.0,202,688.999821
