policy_loss,learning rate,value_loss,fps,total_timesteps,nupdates,policy_entropy,epsilonValue,explained_variance,avg reward
-0.07559098303318024,0.001,0.02572713792324066,2114,4288000,53600,1.427811861038208,0.0007272674363255627,0.8636761158704758,0.0735494363354519
-0.04467665031552315,0.001,0.010612395592033863,2114,4296000,53700,1.6377315521240234,0.0007272674363255627,0.9148862734436989,-0.08428760571405292
0.009793484583497047,0.001,0.0039507378824055195,2115,4304000,53800,1.5682823657989502,0.0007272674363255627,0.7276760637760162,-0.08223496048012749
-0.10570083558559418,0.001,0.010037681087851524,2115,4312000,53900,1.5365955829620361,0.0007272674363255627,0.8666213303804398,-0.20680594304576516
0.02195674180984497,0.001,0.022204231470823288,2115,4320000,54000,1.5272092819213867,0.0007272674363255627,0.8153913170099258,-0.3121466165408492
-0.023604175075888634,0.001,0.011471273377537727,2115,4328000,54100,1.6008107662200928,0.0007272674363255627,0.844201534986496,-0.05989956187549979
0.027959611266851425,0.001,0.008017942309379578,2115,4336000,54200,1.574953317642212,0.0007272674363255627,0.9240059852600098,-0.05086668184958398
-0.04027307406067848,0.001,0.019057709723711014,2115,4344000,54300,1.6150315999984741,0.0007272674363255627,0.35733723640441895,-0.2029860486742109
0.045883726328611374,0.001,0.019717784598469734,2115,4352000,54400,1.622615098953247,0.0007272674363255627,0.7364426553249359,-0.21167341981781645
0.06505344808101654,0.001,0.018046503886580467,2115,4360000,54500,1.6232696771621704,0.0007272674363255627,0.8180463463068008,-0.0025768186809727923
0.008751744404435158,0.001,0.014007249847054482,2116,4368000,54600,1.6160008907318115,0.0007272674363255627,0.8418543338775635,-0.14523146942374296
-0.03346708044409752,0.001,0.009136838838458061,2116,4376000,54700,1.4339755773544312,0.0007272674363255627,0.9097156003117561,-0.16254236190579832
0.04375814273953438,0.001,0.016703102737665176,2116,4384000,54800,1.6012799739837646,0.0007272674363255627,0.8168395757675171,0.023549883664236403
-0.023622382432222366,0.001,0.02928086556494236,2116,4392000,54900,1.5116008520126343,0.0007272674363255627,0.6419411301612854,-0.18676784793497064
0.01738269068300724,0.001,0.018908092752099037,2116,4400000,55000,1.6516996622085571,0.0007272674363255627,0.8370613604784012,-0.021300426009111105
0.054407596588134766,0.001,0.013163110241293907,2116,4408000,55100,1.5278526544570923,0.0007272674363255627,0.8929738327860832,0.11987641821615398
-0.04060686379671097,0.001,0.008110592141747475,2116,4416000,55200,1.5183781385421753,0.0007272674363255627,0.9237024411559105,0.052138357609510425
0.010061142034828663,0.001,0.020365169271826744,2116,4424000,55300,1.4812177419662476,0.0007272674363255627,0.8081376105546951,0.09404930525925011
-0.019332122057676315,0.001,0.012399544008076191,2116,4432000,55400,1.5348656177520752,0.0007272674363255627,0.886658176779747,-0.03687562011182308
-0.09319450706243515,0.001,0.023682639002799988,2117,4440000,55500,1.4890533685684204,0.0007272674363255627,0.8685880750417709,-0.06568125844642055
-0.05092231556773186,0.001,0.006799687631428242,2117,4448000,55600,1.6701571941375732,0.0007272674363255627,0.9533084966242313,-0.16349353722762316
-0.03816244751214981,0.001,0.02297200635075569,2117,4456000,55700,1.6756031513214111,0.0007272674363255627,0.8026177734136581,-0.013832481112331152
