explained_variance,value_loss,nupdates,fps,total_timesteps,policy_entropy
-0.6364859342575073,7.066774560371414e-05,3500,1687,280000,2.890237808227539
-0.126251220703125,6.679609214188531e-05,3600,1689,288000,2.890212297439575
-0.27606379985809326,6.9570385676343e-05,3700,1691,296000,2.8901896476745605
-0.5997676849365234,8.755911403568462e-05,3800,1691,304000,2.8902127742767334
-0.9776979684829712,7.417834422085434e-05,3900,1691,312000,2.890197277069092
-2.133042335510254,8.747039828449488e-05,4000,1691,320000,2.8901517391204834
-0.8999450206756592,0.00012052783131366596,4100,1693,328000,2.8901736736297607
-0.9907850027084351,0.00010699035919969901,4200,1690,336000,2.8902249336242676
-1.211118459701538,5.404155308497138e-05,4300,1694,344000,2.8902435302734375
-1.5833072662353516,7.573264156235382e-05,4400,1694,352000,2.8901851177215576
-1.0656814575195312,5.2100407629041e-05,4500,1695,360000,2.8902153968811035
-0.5721020698547363,7.824696513125673e-05,4600,1694,368000,2.8902201652526855
-0.3978351354598999,5.207902722759172e-05,4700,1695,376000,2.890176296234131
-0.13064897060394287,5.346441321307793e-05,4800,1698,384000,2.890212297439575
-0.35930418968200684,0.0001320174487773329,4900,1699,392000,2.890228271484375
-0.19928216934204102,6.168308027554303e-05,5000,1701,400000,2.8902411460876465
-0.7281363010406494,5.1277958846185356e-05,5100,1703,408000,2.890238046646118
-1.3834264278411865,2.6828080081031658e-05,5200,1707,416000,2.8902416229248047
-0.29132699966430664,5.238496669335291e-05,5300,1709,424000,2.8902759552001953
-0.6350984573364258,0.00010984751861542463,5400,1709,432000,2.8903045654296875
-0.1807316541671753,7.911845750641078e-05,5500,1710,440000,2.8903040885925293
-0.33556854724884033,5.129504279466346e-05,5600,1709,448000,2.890308141708374
-0.6288551092147827,5.144517490407452e-05,5700,1710,456000,2.890314817428589
-0.9391000270843506,8.448417065665126e-05,5800,1709,464000,2.8903098106384277
-1.7790658473968506,3.3290307328570634e-05,5900,1709,472000,2.8902747631073
-1.5522148609161377,5.66418057132978e-05,6000,1708,480000,2.8902642726898193
-0.7011703252792358,6.772652704967186e-05,6100,1709,488000,2.8903021812438965
-1.0824496746063232,6.48029163130559e-05,6200,1709,496000,2.890288829803467
-1.1712262630462646,4.066297333338298e-05,6300,1707,504000,2.890267848968506
-0.49290037155151367,5.6437700550304726e-05,6400,1708,512000,2.890291213989258
-0.8831992149353027,6.453353125834838e-05,6500,1708,520000,2.8902809619903564
-1.0543293952941895,5.180244261282496e-05,6600,1706,528000,2.8902785778045654
-0.932709813117981,3.754726640181616e-05,6700,1708,536000,2.8902573585510254
-0.4199397563934326,4.2398452933412045e-05,6800,1710,544000,2.890260696411133
-0.651303768157959,5.09903475176543e-05,6900,1711,552000,2.8902881145477295
-0.6327399015426636,3.369273690623231e-05,7000,1711,560000,2.8902804851531982
-0.4875056743621826,6.852934893686324e-05,7100,1711,568000,2.8903069496154785
-0.3606095314025879,2.542631045798771e-05,7200,1709,576000,2.890296220779419
-1.2060773372650146,4.001435445388779e-05,7300,1710,584000,2.8902950286865234
-0.41276347637176514,3.845812534564175e-05,7400,1709,592000,2.8903205394744873
-0.39482271671295166,4.47365891886875e-05,7500,1708,600000,2.890310764312744
0.05102896690368652,2.9183293008827604e-05,7600,1708,608000,2.8903260231018066
-0.00022530555725097656,4.48585269623436e-05,7700,1708,616000,2.8903183937072754
-0.4362896680831909,6.422148726414889e-05,7800,1708,624000,2.8903403282165527
-4.357261657714844,5.136356412549503e-05,7900,1709,632000,2.8903279304504395
-1.078852653503418,2.8754080631188117e-05,8000,1708,640000,2.8903136253356934
-0.6262520551681519,3.399618435651064e-05,8100,1710,648000,2.890312433242798
-1.7355797290802002,3.414847742533311e-05,8200,1710,656000,2.8903164863586426
-0.14064347743988037,2.9301223548827693e-05,8300,1710,664000,2.8903274536132812
-3.3020358085632324,2.5056622689589858e-05,8400,1709,672000,2.89032244682312
-0.6978397369384766,3.607672260841355e-05,8500,1709,680000,2.890324592590332
-0.12520372867584229,3.0043525839573704e-05,8600,1708,688000,2.8903191089630127
-0.09698593616485596,4.4278807763475925e-05,8700,1707,696000,2.8903141021728516
-0.4820464849472046,4.692312722909264e-05,8800,1707,704000,2.89030122756958
-0.892753005027771,4.54640066891443e-05,8900,1707,712000,2.890303134918213
-0.06390881538391113,4.037059989059344e-05,9000,1706,720000,2.8903231620788574
-0.6468346118927002,3.0715400498593226e-05,9100,1705,728000,2.8903157711029053
-0.4204905033111572,7.663778524147347e-05,9200,1706,736000,2.890327215194702
-0.4926421642303467,3.096042200922966e-05,9300,1706,744000,2.8903141021728516
-0.44795405864715576,4.786971476278268e-05,9400,1707,752000,2.8903191089630127
-0.5266540050506592,2.770700302789919e-05,9500,1706,760000,2.8903231620788574
-1.340522050857544,5.6160577514674515e-05,9600,1707,768000,2.89033579826355
-1.1559228897094727,4.0955750591820106e-05,9700,1708,776000,2.8903427124023438
0.128490149974823,1.769745722413063e-05,9800,1708,784000,2.890329360961914
-0.627677321434021,2.5270739570260048e-05,9900,1707,792000,2.890331745147705
0.12347692251205444,1.7443377146264538e-05,10000,1705,800000,2.8903274536132812
-0.5523483753204346,4.448796244105324e-05,10100,1702,808000,2.8903377056121826
-1.038407802581787,2.3217606212710962e-05,10200,1702,816000,2.89033842086792
-1.4117608070373535,2.0749126633745618e-05,10300,1700,824000,2.890333890914917
-0.1165543794631958,2.1007650502724573e-05,10400,1700,832000,2.8903417587280273
-0.7507991790771484,4.663091749534942e-05,10500,1700,840000,2.8903419971466064
-0.9997000694274902,3.0624749342678115e-05,10600,1699,848000,2.890348434448242
-0.2552459239959717,1.867985338321887e-05,10700,1699,856000,2.890352487564087
-1.6632227897644043,3.926145291188732e-05,10800,1698,864000,2.890350341796875
0.22494524717330933,3.536519216140732e-05,10900,1697,872000,2.890352964401245
-0.485396146774292,2.3731603505439125e-05,11000,1697,880000,2.890354633331299
