learning rate,nupdates,policy_entropy,explained_variance,total_timesteps,fps,value_loss,avg reward
0.001,14000,1.098609447479248,-0.60584557056427,1120000,1872,1.0330480108677875e-05,0.010812000941950829
0.001,14100,1.0986112356185913,-1.3113970756530762,1128000,1872,6.605830094486009e-06,0.00820842119283043
0.001,14200,1.0985997915267944,-0.36981046199798584,1136000,1873,7.588669632241363e-06,0.006280830601463094
0.001,14300,1.0985862016677856,-0.840837836265564,1144000,1873,5.2413697630981915e-06,0.004840621785842813
0.001,14400,1.0985766649246216,-0.31158339977264404,1152000,1872,7.246487257361878e-06,-0.010429798980476334
0.001,14500,1.0985978841781616,-1.3998897075653076,1160000,1872,5.141209385328693e-06,-0.010830709408037365
0.001,14600,1.0986087322235107,-0.895702600479126,1168000,1873,6.7071277953800745e-06,-0.010414475027937442
0.001,14700,1.098602056503296,-1.627117395401001,1176000,1874,7.742215530015528e-06,-0.01081650901469402
0.001,14800,1.09859299659729,-1.1249339580535889,1184000,1872,5.277228865452344e-06,0.0016607989662588806
0.001,14900,1.0985944271087646,-0.7303152084350586,1192000,1872,7.797663784003817e-06,0.0009303503707997152
0.001,15000,1.0985814332962036,-1.1976280212402344,1200000,1873,4.411918780533597e-06,0.001471707937616884
0.001,15100,1.0985898971557617,-1.4765946865081787,1208000,1873,4.369996077002725e-06,0.0032468920817336766
0.001,15200,1.0985788106918335,-5.120981693267822,1216000,1872,4.451444056030596e-06,0.006804644275689498
0.001,15300,1.0985920429229736,-1.9040002822875977,1224000,1872,4.277616426406894e-06,0.002679702547902707
0.001,15400,1.0985983610153198,-0.031142234802246094,1232000,1873,8.763006007939111e-06,0.0025837220455287024
0.001,15500,1.0985982418060303,-0.840855598449707,1240000,1873,5.899002189835301e-06,0.00892990447464399
0.001,15600,1.0985984802246094,-0.4998434782028198,1248000,1872,4.374681338958908e-06,-0.008335511782206595
0.001,15700,1.0986019372940063,-0.6670215129852295,1256000,1872,6.347266662487527e-06,-0.009169067966286092
0.001,15800,1.098610281944275,-1.2596683502197266,1264000,1873,5.8536984397505876e-06,-0.012300371617311612
0.001,15900,1.0986000299453735,-0.6356732845306396,1272000,1873,6.500996278191451e-06,-0.006996355194132775
0.001,16000,1.0986038446426392,-0.5837023258209229,1280000,1872,1.1831857591459993e-05,-0.007842336037720088
0.001,16100,1.0986073017120361,-0.2775977849960327,1288000,1872,4.768794497067574e-06,-0.003246199561363028
0.001,16200,1.0986101627349854,-1.1678144931793213,1296000,1872,5.139635504747275e-06,-0.004376419552136213
0.001,16300,1.0986120700836182,-0.49416959285736084,1304000,1873,5.858660642843461e-06,0.0018505801672290545
0.001,16400,1.0986101627349854,-1.3604202270507812,1312000,1871,3.2489811019331682e-06,-0.013217645592521875
0.001,16500,1.098602056503296,-1.11187744140625,1320000,1872,5.4199467740545515e-06,-0.011854379705619067
0.001,16600,1.098611831665039,-0.17825746536254883,1328000,1873,4.7713692765682936e-06,-0.013173471594927832
0.001,16700,1.098608136177063,-1.766077995300293,1336000,1873,5.62007880944293e-06,-0.0059677315221051686
0.001,16800,1.098609447479248,0.16365259885787964,1344000,1871,2.9668119623238454e-06,-0.0010841553114005365
0.001,16900,1.0986058712005615,-0.8608701229095459,1352000,1872,4.098261797480518e-06,-0.003091007066541351
0.001,17000,1.0985939502716064,-0.8126994371414185,1360000,1872,4.47543379777926e-06,-0.0028233382417965913
0.001,17100,1.098589539527893,-0.06343483924865723,1368000,1873,4.955527401762083e-06,-0.009643581009004264
0.001,17200,1.0985925197601318,-1.238800287246704,1376000,1871,2.8069869131286396e-06,0.002639873774751322
0.001,17300,1.0986067056655884,-0.21375799179077148,1384000,1872,4.471214197110385e-06,0.001138107807855704
0.001,17400,1.0986064672470093,-0.6680140495300293,1392000,1873,3.420713710511336e-06,0.0006838020830400637
0.001,17500,1.0986034870147705,-0.21582019329071045,1400000,1873,4.883705059910426e-06,0.0003371054537637974
0.001,17600,1.0986073017120361,-0.45226728916168213,1408000,1872,5.045804300607415e-06,-0.003716941139646224
0.001,17700,1.0986043214797974,-1.1573002338409424,1416000,1872,4.481479663809296e-06,0.001466879445797531
0.001,17800,1.0986123085021973,-0.2566646337509155,1424000,1873,5.623245215247152e-06,-0.002764145054970868
0.001,17900,1.0986108779907227,-1.4861278533935547,1432000,1873,6.188246516103391e-06,0.007653632832807488
0.001,18000,1.0986111164093018,-1.241927146911621,1440000,1872,5.10382096763351e-06,-0.006970335563528352
0.001,18100,1.0985982418060303,-0.6365135908126831,1448000,1872,4.472378350328654e-06,-0.0041601592774895835
0.001,18200,1.0985873937606812,-0.7778960466384888,1456000,1872,2.5722806640260387e-06,-0.010413001896813512
0.001,18300,1.0986058712005615,-0.8380069732666016,1464000,1873,4.67093423139886e-06,-0.007465805194806307
0.001,18400,1.0986018180847168,-0.28237366676330566,1472000,1872,4.506947789195692e-06,-0.004222897262661718
0.001,18500,1.0986099243164062,-0.9049041271209717,1480000,1872,5.966233402432408e-06,0.0028999632333579937
0.001,18600,1.0986080169677734,-0.6723724603652954,1488000,1873,4.957086275680922e-06,0.004580131741022342
0.001,18700,1.098585844039917,-0.917698860168457,1496000,1873,4.630036073649535e-06,-0.003913423313497333
0.001,18800,1.0985963344573975,-0.5936402082443237,1504000,1874,4.516055014391895e-06,0.0023729513973648865
0.001,18900,1.098598837852478,-1.047616720199585,1512000,1872,6.759473762940615e-06,0.0028801554115489127
0.001,19000,1.0986039638519287,-1.045661211013794,1520000,1872,4.936216100759339e-06,0.0023227085859616635
0.001,19100,1.0986120700836182,-0.28993427753448486,1528000,1873,4.327981514506973e-06,3.6214697274772336e-06
0.001,19200,1.098609447479248,-0.6067178249359131,1536000,1873,5.256425993138691e-06,0.0068432232059421946
0.001,19300,1.0986056327819824,-1.0836470127105713,1544000,1872,3.4922697977890493e-06,-0.006634251031209714
0.001,19400,1.0986073017120361,-0.46401143074035645,1552000,1872,6.0353640947141685e-06,0.00042111655104690724
0.001,19500,1.09861159324646,-0.7973002195358276,1560000,1873,4.419311608216958e-06,-0.0015700786092565978
0.001,19600,1.0986051559448242,-0.5861583948135376,1568000,1873,3.119341727142455e-06,-0.0012033803677695687
0.001,19700,1.0986015796661377,-0.9050170183181763,1576000,1872,2.6335803795518586e-06,0.005277358941384591
0.001,19800,1.0985863208770752,-0.0665748119354248,1584000,1872,6.678067620669026e-06,0.003505696771753719
0.001,19900,1.0986058712005615,-0.055653929710388184,1592000,1872,3.562055326256086e-06,0.001353055692197813
0.001,20000,1.098605990409851,-0.23532640933990479,1600000,1873,4.1619000512582716e-06,0.0013363368288082712
0.001,20100,1.098604440689087,-0.6104966402053833,1608000,1871,4.780190465680789e-06,-0.0016392342133258353
0.001,20200,1.098602533340454,-1.5629897117614746,1616000,1872,3.679227347674896e-06,-0.002452526387060061
0.001,20300,1.0985984802246094,-0.9811862707138062,1624000,1872,4.150914264755556e-06,-0.004884130039135926
0.001,20400,1.0985920429229736,-1.0733466148376465,1632000,1873,6.3502543525828514e-06,-0.0002233888416526497
0.001,20500,1.0985965728759766,-0.5036201477050781,1640000,1871,6.129359007900348e-06,0.007883653207682074
0.001,20600,1.0985950231552124,0.11757922172546387,1648000,1871,4.451159384188941e-06,0.0029357674124184997
0.001,20700,1.0985620021820068,-0.1221383810043335,1656000,1872,2.9976852147228783e-06,0.002163370129710529
0.001,20800,1.098570466041565,-0.9832267761230469,1664000,1873,4.9801851673692e-06,0.0012304015763902499
0.001,20900,1.0985912084579468,-1.6130461692810059,1672000,1871,6.241108167159837e-06,-0.002132541944956756
0.001,21000,1.0985949039459229,-0.2749776840209961,1680000,1872,5.073749889561441e-06,0.007994603982660919
0.001,21100,1.098597526550293,-0.07043647766113281,1688000,1872,3.935623226425378e-06,0.0010793736564664869
0.001,21200,1.0985915660858154,-1.1514699459075928,1696000,1873,3.69306985703588e-06,0.006286287162220105
0.001,21300,1.0985910892486572,-1.2770884037017822,1704000,1871,5.233297088125255e-06,0.007258952889242209
0.001,21400,1.0985965728759766,-0.6300331354141235,1712000,1872,3.057792582694674e-06,0.0013181784483094817
0.001,21500,1.0985990762710571,-0.5982530117034912,1720000,1872,4.348979018686805e-06,0.002115946746312147
0.001,21600,1.0986045598983765,-1.3273935317993164,1728000,1872,3.891098913300084e-06,0.002200405763460367
0.001,21700,1.0986013412475586,-0.737777590751648,1736000,1871,6.267134267545771e-06,0.0010526985613978467
0.001,21800,1.0986086130142212,-1.1343178749084473,1744000,1872,5.037992195866536e-06,-0.00024446329284728564
0.001,21900,1.098608374595642,-0.2192767858505249,1752000,1872,5.54336111235898e-06,-0.0040230739199614615
0.001,22000,1.0986078977584839,-0.6166521310806274,1760000,1872,5.510725713975262e-06,-0.004580408371111844
0.001,22100,1.0986006259918213,-0.1913086175918579,1768000,1870,2.798124114633538e-06,-0.001981612433155533
0.001,22200,1.098596215248108,-0.3530910015106201,1776000,1871,3.4491324640839593e-06,0.0019431455422818545
0.001,22300,1.0986067056655884,-1.8265411853790283,1784000,1871,4.82992027173168e-06,0.0033791719935834406
0.001,22400,1.098604679107666,-0.3144336938858032,1792000,1872,6.13016027273261e-06,-0.0006615538452024339
0.001,22500,1.098597764968872,-0.5998845100402832,1800000,1870,3.751182930500363e-06,0.0009635333637561417
0.001,22600,1.0986034870147705,-0.6217809915542603,1808000,1871,4.797138899448328e-06,-0.00026963023756252367
0.001,22700,1.0986086130142212,-0.3930168151855469,1816000,1871,3.3947205793083413e-06,-0.0043706121064360556
0.001,22800,1.0986064672470093,-0.2627580165863037,1824000,1872,4.81235520055634e-06,0.0019473962117444899
0.001,22900,1.0986061096191406,-0.2177104949951172,1832000,1871,5.207743470236892e-06,0.00039432963385479527
0.001,23000,1.0986101627349854,-0.6410181522369385,1840000,1871,5.688584678864572e-06,0.00020888802337140077
0.001,23100,1.0986086130142212,-0.1467137336730957,1848000,1871,3.25795667777129e-06,0.0016637827345221013
0.001,23200,1.0986006259918213,-1.1561691761016846,1856000,1872,4.166063263255637e-06,-0.002278139448389993
0.001,23300,1.0985987186431885,-0.8092013597488403,1864000,1872,4.737977633340051e-06,-0.004794478927215096
0.001,23400,1.0986053943634033,-1.520634412765503,1872000,1871,4.700064891949296e-06,0.0017627031402298599
0.001,23500,1.0986073017120361,-1.6672234535217285,1880000,1871,5.193955530558014e-06,-0.0004547120262259341
0.001,23600,1.0986039638519287,-0.7019246816635132,1888000,1872,6.679696525679901e-06,0.0008604122114775237
0.001,23700,1.0986067056655884,-1.2225210666656494,1896000,1872,4.237529992678901e-06,0.0015812129516234563
0.001,23800,1.0986027717590332,-0.43357062339782715,1904000,1871,3.913925866072532e-06,-0.004975810520409141
0.001,23900,1.0986087322235107,-0.6512093544006348,1912000,1871,5.2702598623000085e-06,-0.0031271410961380753
0.001,24000,1.0986080169677734,-2.835993766784668,1920000,1872,3.535505356921931e-06,-0.002158998969025561
0.001,24100,1.0986106395721436,-0.6376948356628418,1928000,1872,4.951799382979516e-06,-0.003082663622626569
0.001,24200,1.0986096858978271,-1.60621976852417,1936000,1870,3.0734415759070544e-06,-0.0034724836814348237
0.001,24300,1.0986031293869019,-0.40985894203186035,1944000,1871,4.711027941084467e-06,-0.004862841764406767
0.001,24400,1.0985968112945557,-0.110870361328125,1952000,1871,2.836350176949054e-06,-0.0031424687080289005
0.001,24500,1.098602533340454,-0.8527605533599854,1960000,1871,3.0886124022799777e-06,0.0015143975982027768
0.001,24600,1.0986093282699585,-1.5661425590515137,1968000,1870,4.218842150294222e-06,-0.0038634599797660483
0.001,24700,1.0986096858978271,-1.3105647563934326,1976000,1870,4.403143520903541e-06,-0.0003828830347629264
0.001,24800,1.09861159324646,-0.29988205432891846,1984000,1871,2.6441459795023547e-06,-0.0014617843267842544
0.001,24900,1.0986111164093018,0.030184149742126465,1992000,1871,5.18805927640642e-06,-0.004215557443239959
0.001,25000,1.0984565019607544,0.270078182220459,2000000,1870,8.772823093750048e-06,0.010994219436543062
0.001,25100,1.0985310077667236,-0.2373424768447876,2008000,1870,8.072241143963765e-06,0.008261302984647046
0.001,25200,1.0985184907913208,0.08194917440414429,2016000,1871,7.858934623072855e-06,0.004268920668619103
0.001,25300,1.0985400676727295,-1.242957353591919,2024000,1871,7.312840807571774e-06,0.002301597897803731
0.001,25400,1.0985642671585083,0.15372991561889648,2032000,1871,8.769726264290512e-06,0.005027344595873728
0.001,25500,1.0986013412475586,-0.1533564329147339,2040000,1871,5.982993116049329e-06,0.0026605153016134864
0.001,25600,1.0985965728759766,-0.09072315692901611,2048000,1871,3.307046881673159e-06,0.002788127228996018
0.001,25700,1.098601222038269,-0.15919160842895508,2056000,1872,4.526659722614568e-06,0.0006009120486396569
0.001,25800,1.0986067056655884,-1.7873291969299316,2064000,1871,4.016103957837913e-06,-0.0022501304120851272
0.001,25900,1.0986099243164062,-0.02154541015625,2072000,1871,3.7694230741180945e-06,-0.002072697729454376
