nupdates,fps,explained_variance,policy_entropy,total_timesteps,value_loss,avg reward,learning rate
6800,1819,-0.6804758310317993,1.0986096858978271,544000,1.2801317097910214e-05,0.015343016153201461,0.001
6900,1822,-0.11554300785064697,1.0985934734344482,552000,1.1416545021347702e-05,0.014670687005855143,0.001
7000,1818,-1.1653432846069336,1.0986030101776123,560000,1.8477810954209417e-05,-0.01436646400252357,0.001
7100,1819,-0.5520287752151489,1.098561406135559,568000,1.15512038973975e-05,-0.004535614969063318,0.001
7200,1820,-0.17596352100372314,1.0986080169677734,576000,1.3802467947243713e-05,0.0006259837922698352,0.001
7300,1821,-0.9146132469177246,1.0985838174819946,584000,1.5582763808197342e-05,-0.013599582255119457,0.001
7400,1818,-1.3084893226623535,1.0986002683639526,592000,9.110185601457488e-06,0.0082920816828846,0.001
7500,1818,-0.8542490005493164,1.098602056503296,600000,1.3777990716334898e-05,0.005596559940022417,0.001
7600,1820,-0.07930862903594971,1.0986095666885376,608000,9.284663065045606e-06,0.004248476326210948,0.001
7700,1821,-1.0234191417694092,1.0986087322235107,616000,9.74283193500014e-06,0.010075653297826647,0.001
7800,1818,-0.08723390102386475,1.0985901355743408,624000,8.316854291479103e-06,0.0037461809952219483,0.001
7900,1819,-0.48084938526153564,1.0986069440841675,632000,1.1788612027885392e-05,0.0014748469743608439,0.001
8000,1819,-3.0582189559936523,1.0986095666885376,640000,9.780770596989896e-06,0.00583048774569761,0.001
8100,1820,-0.987208366394043,1.0986003875732422,648000,1.0238625691272318e-05,0.001482438727725821,0.001
8200,1818,-0.4379134178161621,1.0986080169677734,656000,1.3745486285188235e-05,0.0034823167331069272,0.001
8300,1819,-0.33936405181884766,1.0985747575759888,664000,7.461143013642868e-06,-0.002219005177175859,0.001
8400,1820,-0.27492058277130127,1.098594069480896,672000,6.902484074089443e-06,0.01275253192288801,0.001
8500,1822,-1.8447020053863525,1.0985933542251587,680000,1.2295718079258222e-05,0.006744324073952157,0.001
8600,1819,-0.5898078680038452,1.0985740423202515,688000,6.9843918026890606e-06,0.0023241352701916184,0.001
8700,1820,-0.7265011072158813,1.0985890626907349,696000,1.0420971193525475e-05,-0.0018586052147838926,0.001
8800,1820,-0.9808231592178345,1.0985918045043945,704000,1.1729944162652828e-05,0.0036280914377130103,0.001
8900,1821,-0.6221027374267578,1.098599910736084,712000,9.554709322401322e-06,-0.00493682187225204,0.001
9000,1819,-0.8314681053161621,1.0985920429229736,720000,8.930785043048672e-06,0.00047450298952753653,0.001
9100,1820,-0.2185291051864624,1.0986055135726929,728000,1.4997318430687301e-05,0.004725980822695419,0.001
9200,1821,-0.5167874097824097,1.0986024141311646,736000,1.5746712961117737e-05,-0.0009376169968163594,0.001
9300,1822,-1.247615098953247,1.0986088514328003,744000,8.737900316191372e-06,0.003272420608846005,0.001
9400,1824,-0.7586779594421387,1.0986104011535645,752000,1.0258208931190893e-05,0.0023732128909614405,0.001
9500,1820,-1.1568477153778076,1.0986089706420898,760000,1.113753933168482e-05,0.0011803425237303599,0.001
9600,1821,-0.77344810962677,1.098607063293457,768000,1.4825272955931723e-05,-0.006932686510299391,0.001
9700,1822,-0.6953314542770386,1.0986089706420898,776000,1.5536397768300958e-05,0.006827720699948259,0.001
9800,1822,-0.3198586702346802,1.0986100435256958,784000,1.0624049537000246e-05,-0.0020402956574798736,0.001
9900,1819,-0.17400801181793213,1.0986113548278809,792000,1.1871751667058561e-05,0.011326452693901956,0.001
10000,1820,-0.41709887981414795,1.0986063480377197,800000,1.258765951206442e-05,0.006424444784715888,0.001
10100,1821,-0.3711158037185669,1.0985969305038452,808000,7.890497727203183e-06,0.007134289114037529,0.001
10200,1822,-0.14946305751800537,1.0986053943634033,816000,1.1981170246144757e-05,0.00524459351436235,0.001
10300,1819,-0.2205045223236084,1.0985969305038452,824000,9.007942026073579e-06,0.0008929796000302304,0.001
10400,1820,-0.31567680835723877,1.0986114740371704,832000,4.81339657198987e-06,0.0035546438361052425,0.001
10500,1821,-0.682360053062439,1.0986104011535645,840000,1.1374751920811832e-05,0.007747758144978434,0.001
10600,1822,-1.7857801914215088,1.0986106395721436,848000,4.8964038796839304e-06,0.011521711514797061,0.001
10700,1819,-1.194148302078247,1.0986117124557495,856000,1.0560082046140451e-05,0.00819440117920749,0.001
10800,1821,-0.8079315423965454,1.098595380783081,864000,8.556417014915496e-06,0.007088847977865953,0.001
10900,1822,-2.16261887550354,1.098602294921875,872000,7.15200576451025e-06,0.004733829716860783,0.001
11000,1823,-0.34649133682250977,1.0986015796661377,880000,6.649753686360782e-06,-0.0007936761737255438,0.001
11100,1821,-0.6590903997421265,1.0985863208770752,888000,1.0374404155299999e-05,0.019984857423696666,0.001
11200,1821,-0.6152569055557251,1.0986030101776123,896000,7.05637921782909e-06,0.018514825333841144,0.001
11300,1822,-1.088698387145996,1.0986111164093018,904000,6.8480549089144915e-06,0.012112236628308893,0.001
11400,1823,-0.0483933687210083,1.0986026525497437,912000,5.519227670447435e-06,0.01175799627089873,0.001
11500,1821,-1.3860156536102295,1.0986101627349854,920000,7.068208105920348e-06,0.0012850452828416792,0.001
11600,1821,-1.1171760559082031,1.0986117124557495,928000,7.633040695509408e-06,0.008298445441323566,0.001
11700,1822,-0.06270396709442139,1.0986077785491943,936000,7.333256689889822e-06,0.0052301777519460305,0.001
11800,1823,-1.1439878940582275,1.0986015796661377,944000,1.1572842595342081e-05,0.00993287491146475,0.001
11900,1821,-0.2686072587966919,1.0986030101776123,952000,6.5340182118234225e-06,0.003909358078090008,0.001
12000,1821,-0.6720113754272461,1.098597526550293,960000,6.086398116167402e-06,-0.0025400962386811442,0.001
12100,1822,-0.7482661008834839,1.0986061096191406,968000,6.619816758757224e-06,-0.00581244015138509,0.001
12200,1822,-1.3572468757629395,1.098609209060669,976000,9.225519534084015e-06,-0.0027506951490977372,0.001
12300,1820,-0.028264880180358887,1.0986077785491943,984000,5.954978405497968e-06,0.0003582998706406215,0.001
12400,1821,-0.9575406312942505,1.098611831665039,992000,5.588125532085542e-06,0.002578884340255172,0.001
12500,1822,-0.17057526111602783,1.0986108779907227,1000000,8.178096322808415e-06,-0.0035885711105947847,0.001
12600,1822,-1.2651503086090088,1.0986056327819824,1008000,8.759467164054513e-06,-0.0039583241409673064,0.001
12700,1821,-0.29294729232788086,1.0986038446426392,1016000,5.497403890331043e-06,0.0008254890024545602,0.001
12800,1821,-0.9083379507064819,1.098609209060669,1024000,6.213200776983285e-06,-0.003593615696627239,0.001
12900,1823,-0.3812692165374756,1.0986111164093018,1032000,8.997404620458838e-06,-0.0004898473994217056,0.001
13000,1823,-0.4153522253036499,1.0986077785491943,1040000,5.661293926095823e-06,-0.007352961448486894,0.001
13100,1821,-0.5714789628982544,1.0986027717590332,1048000,6.441235655074706e-06,1.0301075235474854e-06,0.001
13200,1822,0.08867371082305908,1.0986112356185913,1056000,4.224910298944451e-06,-0.004523731803783448,0.001
13300,1823,-0.05227208137512207,1.0986064672470093,1064000,7.465810085705016e-06,0.0024812942005155493,0.001
13400,1823,-1.0825104713439941,1.0986114740371704,1072000,4.89960484628682e-06,-0.012317014730069787,0.001
13500,1822,-0.9732437133789062,1.0986095666885376,1080000,7.80836671765428e-06,0.004234444071948928,0.001
13600,1822,-1.75486421585083,1.0986108779907227,1088000,9.935147318174131e-06,0.0019413683316997776,0.001
13700,1823,-0.42623841762542725,1.098611831665039,1096000,7.274114068422932e-06,0.0003185066754667787,0.001
13800,1824,-0.48601722717285156,1.09861159324646,1104000,9.885569852485787e-06,-0.0011356252667610533,0.001
13900,1824,-0.877951979637146,1.098589539527893,1112000,1.2057969797751866e-05,-0.002991719220790401,0.001
14000,1823,-2.5603787899017334,1.0986109972000122,1120000,8.746694220462814e-06,-0.0010065277172543574,0.001
14100,1823,-1.0555994510650635,1.0986047983169556,1128000,6.434167971747229e-06,0.0049131766067148416,0.001
14200,1824,-0.6110389232635498,1.0986111164093018,1136000,6.489712632173905e-06,-0.0005641822528559715,0.001
14300,1825,-0.7279901504516602,1.098603367805481,1144000,5.131177658768138e-06,0.0036045157561602537,0.001
14400,1823,-0.27434229850769043,1.0986028909683228,1152000,5.879371656192234e-06,-0.0005561795319636076,0.001
14500,1824,-0.7962234020233154,1.0986026525497437,1160000,8.931519914767705e-06,-0.0035767945682891877,0.001
14600,1824,-0.1998516321182251,1.0986106395721436,1168000,9.51449965214124e-06,-0.003804177886195248,0.001
14700,1825,-1.0531389713287354,1.098609209060669,1176000,4.8883807721722405e-06,-0.0002603272336273221,0.001
14800,1822,-1.2102386951446533,1.0986120700836182,1184000,6.486489382950822e-06,-0.011761789553565905,0.001
14900,1823,-1.4765617847442627,1.0986067056655884,1192000,8.72301279741805e-06,-0.0036043670093931723,0.001
15000,1823,-0.4409383535385132,1.098600149154663,1200000,4.621429525286658e-06,-0.0075197570578893645,0.001
15100,1823,-1.6745643615722656,1.0986076593399048,1208000,5.751874141424196e-06,0.001589129865533323,0.001
15200,1822,-1.5367603302001953,1.0986106395721436,1216000,5.547158252738882e-06,0.009366069099633023,0.001
15300,1822,-1.4551029205322266,1.0986063480377197,1224000,4.206300218356773e-06,0.009032288077287376,0.001
15400,1823,-0.8840057849884033,1.0985983610153198,1232000,3.434439804550493e-06,0.008034198614768683,0.001
15500,1823,-0.9149788618087769,1.0986076593399048,1240000,3.934369033231633e-06,0.009534097358118743,0.001
15600,1822,-0.5020003318786621,1.0986096858978271,1248000,7.716336767771281e-06,-0.003830050456963363,0.001
15700,1823,-0.4439326524734497,1.0986086130142212,1256000,6.644702807534486e-06,-0.009271271451143547,0.001
15800,1823,-1.4341824054718018,1.0986095666885376,1264000,8.601901754445862e-06,-0.006093226262601092,0.001
15900,1824,-1.857145071029663,1.0986080169677734,1272000,6.6660213633440435e-06,-0.008566563576459884,0.001
16000,1822,-0.6889640092849731,1.098609209060669,1280000,6.4200189626717474e-06,-0.0007102147581463214,0.001
16100,1823,-0.9411938190460205,1.0986039638519287,1288000,4.436792551132385e-06,-0.00036356383861857466,0.001
16200,1824,-1.0721967220306396,1.0986011028289795,1296000,4.879436346527655e-06,-0.001705812184354727,0.001
16300,1824,-1.0222971439361572,1.0986015796661377,1304000,5.323269760992844e-06,0.005354176537366584,0.001
16400,1822,-0.7228039503097534,1.0986121892929077,1312000,3.76282628167246e-06,-0.010882866446627304,0.001
16500,1822,-0.7310993671417236,1.0986082553863525,1320000,7.530832135671517e-06,-0.004908888229329023,0.001
16600,1823,-0.43726658821105957,1.0986086130142212,1328000,7.618925792485243e-06,-0.004350396725203609,0.001
16700,1823,-1.409780502319336,1.098575472831726,1336000,5.7007719078683294e-06,0.0025196373060680346,0.001
16800,1822,-0.9720408916473389,1.0985908508300781,1344000,8.120985512505285e-06,0.0033679051644867285,0.001
16900,1822,-1.039917230606079,1.0985808372497559,1352000,6.289975317486096e-06,-0.0010165248144858197,0.001
17000,1823,-0.12660610675811768,1.0986039638519287,1360000,6.105391548771877e-06,0.002071068939039833,0.001
17100,1823,-0.5113693475723267,1.0986106395721436,1368000,5.096776476420928e-06,-0.009100831454270519,0.001
17200,1822,-1.2984280586242676,1.098606824874878,1376000,6.776474947400857e-06,0.0017703758318020845,0.001
17300,1822,-1.0923857688903809,1.098597526550293,1384000,6.240932179935044e-06,0.003419583661889192,0.001
17400,1823,-3.4607934951782227,1.0986099243164062,1392000,5.524724656424951e-06,0.0035934730654844315,0.001
17500,1823,-0.15559136867523193,1.0986106395721436,1400000,4.632369382306933e-06,-0.0005215612367464928,0.001
17600,1822,-3.1375999450683594,1.09861159324646,1408000,4.710781922767637e-06,-0.0022165389367728495,0.001
17700,1822,-1.2389593124389648,1.0986114740371704,1416000,5.3035000746604055e-06,0.0038998302712570875,0.001
17800,1823,-1.1746885776519775,1.098608374595642,1424000,4.7651933527959045e-06,-0.0024392245713897864,0.001
17900,1823,-0.6680680513381958,1.0986113548278809,1432000,5.854656592418905e-06,-0.0003139570006169379,0.001
18000,1822,-1.4678757190704346,1.0986117124557495,1440000,4.898817678622436e-06,-0.0010138141842617188,0.001
18100,1822,-1.2614009380340576,1.0986096858978271,1448000,4.324243491282687e-06,-0.0055409174412488936,0.001
18200,1823,-1.0817344188690186,1.0986096858978271,1456000,4.082229224877665e-06,-0.0015734866974526085,0.001
18300,1823,-0.7164791822433472,1.0986082553863525,1464000,9.560416401654948e-06,-0.004719502412626753,0.001
18400,1822,-0.43791675567626953,1.09859299659729,1472000,4.681339305534493e-06,-0.002032449122998514,0.001
18500,1822,-0.7748080492019653,1.0986108779907227,1480000,5.539377980312565e-06,-0.0020261333767848553,0.001
18600,1822,-0.41649484634399414,1.098609209060669,1488000,6.1806485973647796e-06,-0.0017236095591215417,0.001
18700,1823,-0.044727325439453125,1.0986120700836182,1496000,9.187433533952571e-06,0.001900426720021642,0.001
18800,1823,-0.8786845207214355,1.098611831665039,1504000,5.021096512791701e-06,-0.004487239574154955,0.001
18900,1822,-1.7456512451171875,1.098611831665039,1512000,5.961606348137138e-06,0.0011876311125888605,0.001
19000,1822,-1.7217965126037598,1.098604440689087,1520000,4.695220013672952e-06,0.0029781728779198604,0.001
19100,1822,-0.6966613531112671,1.0986064672470093,1528000,4.7251842261175625e-06,-0.0007263496216182829,0.001
19200,1823,-1.3901567459106445,1.0985939502716064,1536000,4.641956365958322e-06,0.007904894440434873,0.001
19300,1821,-1.077080249786377,1.0986080169677734,1544000,7.1172407842823304e-06,-0.006260610846220515,0.001
19400,1822,-0.7029081583023071,1.098611831665039,1552000,5.5340865401376504e-06,-0.0001346022530924529,0.001
19500,1822,-1.8099501132965088,1.0986101627349854,1560000,3.4464173950254917e-06,-0.0026618821764714086,0.001
19600,1823,-0.9029417037963867,1.0986111164093018,1568000,6.918622148077702e-06,-0.0037430403761391064,0.001
19700,1821,-2.407590389251709,1.0986120700836182,1576000,4.201059255137807e-06,-0.0009378624607052188,0.001
19800,1822,-0.6266138553619385,1.0986058712005615,1584000,3.7902900658082217e-06,-0.0005983959863897325,0.001
19900,1822,-1.3840322494506836,1.0986073017120361,1592000,3.869583451887593e-06,0.002232712366094347,0.001
20000,1823,-1.252840518951416,1.0986058712005615,1600000,4.227144472679356e-06,0.00436754512375046,0.001
20100,1821,-0.5926767587661743,1.0986028909683228,1608000,6.0862194004585035e-06,-0.0038993896116153335,0.001
20200,1822,-1.0756077766418457,1.0986106395721436,1616000,3.3369437915098388e-06,-0.0010408408803414203,0.001
20300,1822,-2.0873351097106934,1.0986015796661377,1624000,5.60322723686113e-06,0.0031754922766140227,0.001
20400,1822,-0.1753479242324829,1.0986082553863525,1632000,5.70942120248219e-06,-0.00218814828331233,0.001
20500,1821,-0.4527698755264282,1.0986034870147705,1640000,4.183645614830311e-06,0.003344898768409621,0.001
20600,1822,-0.11661803722381592,1.0986087322235107,1648000,4.742928922496503e-06,4.3327276853233346e-05,0.001
20700,1822,-1.211704969406128,1.098602294921875,1656000,4.975806859874865e-06,-0.0036534214646962936,0.001
20800,1823,-0.9681311845779419,1.0986106395721436,1664000,4.4081834857934155e-06,-0.0029854323580366326,0.001
20900,1821,-0.5580344200134277,1.0986111164093018,1672000,4.717847787105711e-06,-0.0024338673430975176,0.001
21000,1822,-1.1356642246246338,1.0986038446426392,1680000,5.3540034059551544e-06,0.002808175748305075,0.001
21100,1822,-2.2641870975494385,1.098602533340454,1688000,5.436614173959242e-06,-0.0002844915180503449,0.001
21200,1823,-0.8543028831481934,1.098609209060669,1696000,5.750624040956609e-06,0.0007436219207193062,0.001
21300,1822,-0.7116702795028687,1.0985991954803467,1704000,5.156599399924744e-06,-0.0010441419690778275,0.001
21400,1822,-1.2368502616882324,1.0986108779907227,1712000,5.860986220795894e-06,0.0011409910645852506,0.001
21500,1822,-0.4545576572418213,1.098605990409851,1720000,4.9869759095599875e-06,-0.0008822255764243892,0.001
21600,1823,-1.5661978721618652,1.098611831665039,1728000,5.228681857261108e-06,0.0034637032471437124,0.001
21700,1822,-1.2136282920837402,1.0986120700836182,1736000,3.698148020703229e-06,0.0003611815325712087,0.001
21800,1822,-1.2781095504760742,1.0986086130142212,1744000,3.938262125302572e-06,-0.0012559311428049114,0.001
21900,1823,-0.9944249391555786,1.0986120700836182,1752000,5.543116458284203e-06,-0.003598120258538984,0.001
22000,1823,-1.0256884098052979,1.0986080169677734,1760000,4.562266440188978e-06,-0.0008504167792125373,0.001
22100,1822,0.017769992351531982,1.098599910736084,1768000,3.4181946375611005e-06,0.0008133199924486689,0.001
22200,1822,-0.6969922780990601,1.0986093282699585,1776000,4.702957085100934e-06,-0.0021902898430198547,0.001
22300,1823,-0.29941272735595703,1.0986121892929077,1784000,4.887838713329984e-06,0.0028223464323673397,0.001
22400,1824,-0.23431479930877686,1.0986075401306152,1792000,4.891531261819182e-06,-0.0013376196261560835,0.001
22500,1823,-1.4110655784606934,1.09860098361969,1800000,2.90209300146671e-06,0.0010078729646920692,0.001
22600,1823,-1.5123939514160156,1.09859299659729,1808000,2.427588242426282e-06,0.0032142323994776233,0.001
22700,1824,-0.8224271535873413,1.0985935926437378,1816000,3.206725523341447e-06,-0.0011316442252791604,0.001
22800,1824,-0.180403470993042,1.0986006259918213,1824000,3.7109493860043585e-06,-0.003183353936583444,0.001
22900,1823,-0.35243475437164307,1.0985963344573975,1832000,4.29612327934592e-06,0.0005308810319547774,0.001
23000,1823,-0.7408249378204346,1.0986082553863525,1840000,5.1394663387327455e-06,0.004846925017773174,0.001
23100,1824,-0.3757309913635254,1.0985944271087646,1848000,4.7633229769417085e-06,0.000452161754037661,0.001
23200,1824,-0.3337063789367676,1.0986087322235107,1856000,4.1059988689085e-06,0.0013945889230853937,0.001
23300,1825,-0.630874514579773,1.0986062288284302,1864000,4.2240385482728016e-06,-0.002932244914700277,0.001
23400,1824,-0.837490439414978,1.0986099243164062,1872000,4.5815695557394065e-06,-0.00541532409733918,0.001
23500,1824,-1.4532577991485596,1.0986006259918213,1880000,3.5413322621025145e-06,-0.0025086202202146525,0.001
23600,1825,-0.6362888813018799,1.0986063480377197,1888000,3.2696166272216942e-06,-0.0020811004575080005,0.001
23700,1825,-2.4327263832092285,1.0986024141311646,1896000,4.87203169541317e-06,-0.004863691524951719,0.001
23800,1824,-1.4042267799377441,1.0985997915267944,1904000,3.267017746111378e-06,-0.0009432756650554098,0.001
23900,1824,-0.3855806589126587,1.0986082553863525,1912000,7.19904210200184e-06,0.0005401251477451296,0.001
24000,1824,-0.7608850002288818,1.0986006259918213,1920000,5.167158633412328e-06,-0.0008141893401443668,0.001
24100,1825,-1.8067378997802734,1.098602056503296,1928000,4.851136054639937e-06,-0.00215749347826204,0.001
24200,1824,-0.6445440053939819,1.0986099243164062,1936000,3.5172920433979016e-06,-0.0027365052528693923,0.001
24300,1824,-1.6984751224517822,1.0986100435256958,1944000,4.371375325717963e-06,-0.0005704692530798638,0.001
24400,1824,-0.4518008232116699,1.098606824874878,1952000,3.4334661904722452e-06,0.0005284980559736141,0.001
24500,1824,-0.7158349752426147,1.0986082553863525,1960000,4.1589441934775095e-06,0.0021966796717606484,0.001
24600,1823,-0.8424654006958008,1.098610758781433,1968000,5.608177161775529e-06,-0.0024041612683504353,0.001
24700,1824,-0.23591148853302002,1.0986049175262451,1976000,3.386278649486485e-06,3.931995815946721e-05,0.001
24800,1824,-0.8829315900802612,1.0986055135726929,1984000,2.7500511805556016e-06,-0.00016815673925520968,0.001
24900,1825,-0.24240028858184814,1.0986108779907227,1992000,4.2082415347977076e-06,0.0009629949556256179,0.001
25000,1824,-1.3233842849731445,1.0986111164093018,2000000,2.3078100639395416e-06,-0.000655009520232852,0.001
25100,1824,-0.2963634729385376,1.098604440689087,2008000,4.2513588596193586e-06,0.0021791366085381013,0.001
25200,1824,-1.9365179538726807,1.0986015796661377,2016000,4.1404196053917985e-06,0.001971774949288374,0.001
25300,1825,-0.3919050693511963,1.09861159324646,2024000,3.83047154173255e-06,-0.0018640038444573293,0.001
25400,1824,-1.1601030826568604,1.09861159324646,2032000,3.3873438951559365e-06,0.000667551877859296,0.001
25500,1824,-1.8268916606903076,1.0986106395721436,2040000,3.9812362047086935e-06,-0.0005890829569807465,0.001
25600,1824,-1.1897943019866943,1.098607063293457,2048000,3.3803294172685128e-06,0.004182953033341619,0.001
25700,1825,-0.9600585699081421,1.0986123085021973,2056000,3.6245444334781496e-06,5.795748046466543e-06,0.001
25800,1824,-1.8467469215393066,1.0986120700836182,2064000,5.788979706267128e-06,-0.0016232026955094625,0.001
25900,1824,-1.2180006504058838,1.09861159324646,2072000,3.6749211176356766e-06,-0.0006650866989730275,0.001
26000,1824,-0.1572880744934082,1.0986106395721436,2080000,4.72698366138502e-06,0.0005633583759049543,0.001
26100,1825,-0.941923975944519,1.0986067056655884,2088000,3.3990472729783505e-06,0.004112565494870069,0.001
26200,1824,-0.9303178787231445,1.0986093282699585,2096000,3.5046705306740478e-06,-0.008729982323711739,0.001
26300,1824,-1.246032953262329,1.0986087322235107,2104000,3.917422873200849e-06,-0.004428062787337694,0.001
26400,1824,-0.5915212631225586,1.0986067056655884,2112000,4.167097358731553e-06,-0.007010310044279322,0.001
26500,1825,0.08468085527420044,1.0986090898513794,2120000,4.312138116802089e-06,-0.0051124860859999895,0.001
26600,1824,-0.754082441329956,1.098609209060669,2128000,2.5744479899003636e-06,-0.0019012415450561093,0.001
26700,1824,-0.2640732526779175,1.0985966920852661,2136000,3.0494475140585564e-06,-0.004589760298404144,0.001
26800,1824,-1.309380292892456,1.0986016988754272,2144000,3.606765403674217e-06,-0.0007012794837464754,0.001
26900,1824,-1.6979753971099854,1.0986042022705078,2152000,5.1328493100299966e-06,-0.0011890886687979218,0.001
27000,1823,0.05409049987792969,1.098604440689087,2160000,2.8866779757663608e-06,-0.002736328211904038,0.001
27100,1824,-0.48135900497436523,1.0986067056655884,2168000,2.429825599392643e-06,-0.007569394499296322,0.001
27200,1824,-0.35103511810302734,1.0986061096191406,2176000,3.987089712609304e-06,-0.00304413789872342,0.001
27300,1824,-0.5687263011932373,1.09861159324646,2184000,3.7468012124008965e-06,-0.005887182077276521,0.001
27400,1823,-0.3597731590270996,1.098600149154663,2192000,5.610540483758086e-06,0.0009561408824083628,0.001
27500,1823,-0.7509380578994751,1.0986120700836182,2200000,3.4997378861589823e-06,-0.001975948473045719,0.001
27600,1823,-1.1426801681518555,1.0986106395721436,2208000,4.446291313797701e-06,0.00037554070295300337,0.001
27700,1824,-0.5186340808868408,1.0986109972000122,2216000,5.244467956799781e-06,0.00042523298834566957,0.001
27800,1824,-1.2513477802276611,1.098609209060669,2224000,4.533062565315049e-06,0.0017923386047186795,0.001
27900,1823,-0.14008545875549316,1.098611831665039,2232000,2.214985670434544e-06,-0.00044971844217798205,0.001
28000,1823,-1.8106873035430908,1.0986114740371704,2240000,2.649438556545647e-06,0.0027176552983291915,0.001
28100,1823,-1.5065875053405762,1.098606824874878,2248000,2.5337776605738327e-06,-0.0029793168036121643,0.001
28200,1824,-0.7093353271484375,1.098610520362854,2256000,1.8621391291162581e-06,0.0013593621450127102,0.001
28300,1823,-0.5647679567337036,1.0986095666885376,2264000,4.1257922021031845e-06,-0.0004917988888337276,0.001
28400,1823,-0.6993865966796875,1.098611831665039,2272000,3.1413287615578156e-06,-0.0004011387045466108,0.001
28500,1823,-0.930031418800354,1.098606824874878,2280000,3.0955100100982236e-06,0.0022867733699968086,0.001
28600,1824,-1.5833163261413574,1.098609209060669,2288000,3.366491682754713e-06,0.0008299079810967669,0.001
28700,1823,-0.47634756565093994,1.0986096858978271,2296000,2.6488294224691344e-06,0.0010872313225263497,0.001
28800,1823,-1.6044681072235107,1.0985941886901855,2304000,4.8606843847665004e-06,0.002309029720822764,0.001
28900,1823,-1.039670467376709,1.0985966920852661,2312000,2.8708705031021964e-06,-0.005187294111237861,0.001
29000,1824,-0.6100280284881592,1.098605990409851,2320000,2.906108193201362e-06,0.001993847905760049,0.001
29100,1822,-0.8177996873855591,1.0986093282699585,2328000,4.338156486483058e-06,3.155842932756059e-05,0.001
29200,1823,-0.25717592239379883,1.0986061096191406,2336000,2.647199380589882e-06,-0.0010130412581474957,0.001
29300,1823,-1.1040265560150146,1.0985963344573975,2344000,2.14543251786381e-06,0.0021830505877005633,0.001
29400,1824,-1.4409875869750977,1.0986003875732422,2352000,3.996495252067689e-06,0.0030955658749007853,0.001
29500,1823,-1.7262330055236816,1.0986101627349854,2360000,4.079184236616129e-06,0.003295609722408699,0.001
29600,1823,-0.7234305143356323,1.098602533340454,2368000,4.647535206458997e-06,0.0025341861512060858,0.001
29700,1823,-1.5626604557037354,1.09861159324646,2376000,4.77035700896522e-06,0.0012909796962048859,0.001
29800,1823,-0.9538470506668091,1.0986119508743286,2384000,3.4270676678715972e-06,-0.0003938607315149056,0.001
29900,1822,-0.9752601385116577,1.0986108779907227,2392000,3.576844846975291e-06,-0.0005551913153340138,0.001
30000,1823,-0.32909882068634033,1.09861159324646,2400000,2.978711108880816e-06,-0.0017361832955430146,0.001
30100,1823,-0.7992291450500488,1.0986082553863525,2408000,3.0794333270023344e-06,-0.0011902501674285304,0.001
30200,1823,-1.9874165058135986,1.0986067056655884,2416000,3.570060925994767e-06,-0.005898181709926576,0.001
30300,1822,-0.810666561126709,1.0986049175262451,2424000,4.136615643801633e-06,0.004714776703622192,0.001
30400,1823,-1.5277068614959717,1.0986073017120361,2432000,4.28157454734901e-06,0.0007006409009022718,0.001
30500,1823,-0.8703062534332275,1.098610281944275,2440000,4.436960352904862e-06,0.005248691813903861,0.001
30600,1823,-1.0526940822601318,1.098610281944275,2448000,4.94499909109436e-06,0.002091880381340161,0.001
30700,1822,-0.9151403903961182,1.0986114740371704,2456000,3.0813243938609958e-06,0.0014792227972975525,0.001
30800,1822,-1.1465253829956055,1.0986111164093018,2464000,6.594412297999952e-06,-0.0002494572389196037,0.001
30900,1823,-0.5829477310180664,1.098610758781433,2472000,4.4068697206967045e-06,-0.0007135549647500738,0.001
31000,1823,-1.6732566356658936,1.098610520362854,2480000,2.2916353827895364e-06,-0.0056440076557919385,0.001
31100,1822,-2.2845237255096436,1.0986063480377197,2488000,2.3469860934710596e-06,-0.004631757020251826,0.001
31200,1822,-2.1397180557250977,1.0986106395721436,2496000,2.4515843506378587e-06,-0.004822636055178009,0.001
31300,1823,-0.8553022146224976,1.098610520362854,2504000,3.595205726014683e-06,-0.006823740212712437,0.001
31400,1823,-1.750589370727539,1.0986101627349854,2512000,3.491277993816766e-06,-0.0030005187136339373,0.001
31500,1822,-1.1632258892059326,1.0986114740371704,2520000,4.180018549959641e-06,-0.001545766565618578,0.001
31600,1822,-1.1754190921783447,1.098610520362854,2528000,4.198215719952714e-06,-0.0012415494580636731,0.001
31700,1823,-0.6770602464675903,1.0986021757125854,2536000,1.927591711137211e-06,-0.00299650437245873,0.001
31800,1823,-0.8408771753311157,1.098602294921875,2544000,3.767964471990126e-06,-0.0006448507765526301,0.001
31900,1823,0.19695091247558594,1.098611831665039,2552000,2.230756081189611e-06,0.0016079794339020736,0.001
32000,1823,-1.7361254692077637,1.098611831665039,2560000,2.65543712885119e-06,-0.0018734285577011178,0.001
32100,1823,-0.6367669105529785,1.0986095666885376,2568000,2.661437974893488e-06,-0.0006725969007675304,0.001
32200,1823,-0.2562825679779053,1.0986101627349854,2576000,2.902251480918494e-06,-0.005118187538755592,0.001
32300,1823,-0.16118228435516357,1.0985944271087646,2584000,3.394766508790781e-06,-0.002604072135000024,0.001
32400,1823,-1.7419025897979736,1.0986067056655884,2592000,1.7855934402177809e-06,0.0036626335961045696,0.001
32500,1823,-0.4982682466506958,1.0986112356185913,2600000,1.8164713537771604e-06,0.0020099898596527056,0.001
32600,1823,-1.0336987972259521,1.0986111164093018,2608000,4.438736596057424e-06,-0.0011434296355218975,0.001
