nupdates,fps,explained_variance,policy_entropy,total_timesteps,value_loss,avg reward,learning rate
4100,1803,-2.285400152206421,1.0985809564590454,328000,2.710565422603395e-05,0.018510708096437158,0.001
4200,1805,-2.7753639221191406,1.0985842943191528,336000,1.5619294572388753e-05,-0.01163835491752252,0.001
4300,1807,-0.19300758838653564,1.0985931158065796,344000,1.4415095392905641e-05,0.004864162889498402,0.001
4400,1809,-0.6199268102645874,1.0986087322235107,352000,2.6032026653410867e-05,-0.013854357087984681,0.001
4500,1806,-1.0704329013824463,1.0984675884246826,360000,1.163921751867747e-05,-0.0014963070050725946,0.001
4600,1807,-0.2785060405731201,1.098494291305542,368000,1.8263159290654585e-05,0.0009554269690852379,0.001
4700,1809,-0.9445987939834595,1.0985956192016602,376000,1.9063372747041285e-05,0.01547024804749526,0.001
4800,1811,-0.23095428943634033,1.0986038446426392,384000,1.53604632942006e-05,-0.0024369203032620136,0.001
4900,1813,-0.5305490493774414,1.0986076593399048,392000,1.848648753366433e-05,-0.0002620993071104749,0.001
5000,1808,-0.5975834131240845,1.0985835790634155,400000,2.1075431504868902e-05,0.014370408217655496,0.001
5100,1810,-0.3689969778060913,1.0986058712005615,408000,1.0272409781464376e-05,-0.0016042208560975268,0.001
5200,1812,-0.5944125652313232,1.09860360622406,416000,1.0717428267525975e-05,0.008599548440543003,0.001
5300,1814,-0.4288294315338135,1.0981577634811401,424000,2.7496531401993707e-05,0.030537363467738034,0.001
5400,1809,-0.35090434551239014,1.0983846187591553,432000,2.3941986000863835e-05,-0.024327742285095155,0.001
5500,1811,-1.1985130310058594,1.0985442399978638,440000,2.324752858839929e-05,-0.006541600218042731,0.001
5600,1814,-0.20360994338989258,1.098562479019165,448000,1.9234070350648835e-05,-0.008807205662014895,0.001
5700,1816,-0.08727908134460449,1.0986013412475586,456000,2.246969597763382e-05,-0.0033667831846742047,0.001
5800,1813,-0.5464127063751221,1.0985913276672363,464000,2.06925851671258e-05,0.0019862803026626354,0.001
5900,1815,-0.7835615873336792,1.0985772609710693,472000,1.4362686670210678e-05,-0.008991494418296497,0.001
6000,1817,0.18625760078430176,1.0985853672027588,480000,1.0639339052431751e-05,0.009741010004654526,0.001
6100,1819,-1.337212324142456,1.0985944271087646,488000,1.3426457371679135e-05,0.0002477037246535474,0.001
6200,1815,-1.9836831092834473,1.0986074209213257,496000,1.4405160982278176e-05,-0.011593897163402289,0.001
6300,1817,-0.5666495561599731,1.0986076593399048,504000,1.3148144716979004e-05,-0.006215502067061607,0.001
6400,1818,-1.017101526260376,1.098597526550293,512000,1.4340895177156199e-05,-0.004504984506638721,0.001
6500,1820,-0.6480623483657837,1.098609209060669,520000,2.0894778572255746e-05,-0.019569450442213566,0.001
6600,1816,-0.1873248815536499,1.0986065864562988,528000,1.4837569324299693e-05,0.023275797651149333,0.001
6700,1818,-0.2899203300476074,1.098596215248108,536000,1.1843284482893068e-05,0.012184963631443679,0.001
