policy_loss,learning rate,nupdates,policy_entropy,total_timesteps,explained_variance,fps,avg reward,value_loss
0.0007944319513626397,0.001,3700,1.6240276098251343,296000,0.9403792731463909,1895,1.5784091763198376,0.022032925859093666
-0.10650666803121567,0.001,3800,1.6067355871200562,304000,0.9824762381613255,1897,1.596402494609356,0.009721243754029274
0.0436769537627697,0.001,3900,1.701926827430725,312000,0.9040092751383781,1899,0.8787574371322989,0.013513307087123394
0.014287391677498817,0.001,4000,1.674489974975586,320000,0.9786679055541754,1902,1.2840972777456046,0.008353432640433311
-0.036835212260484695,0.001,4100,1.6140305995941162,328000,0.9772198535501957,1904,1.3882990784943103,0.009240321815013885
-0.1217203363776207,0.001,4200,1.5862834453582764,336000,0.9761814512312412,1905,1.8335366168990732,0.019416192546486855
-0.03039441630244255,0.001,4300,1.6350297927856445,344000,0.9585119374096394,1906,1.1015649770852178,0.012995308265089989
0.05666268616914749,0.001,4400,1.6411834955215454,352000,0.9794018510729074,1909,1.2453852941282093,0.013047906570136547
0.02496250905096531,0.001,4500,1.6907421350479126,360000,0.8548224419355392,1909,0.8806501056998968,0.014970178715884686
-0.11218617111444473,0.001,4600,1.5963753461837769,368000,0.9790100958198309,1910,1.9394883245229722,0.015194671228528023
0.09619025141000748,0.001,4700,1.6442159414291382,376000,0.8925576508045197,1914,1.115155085735023,0.04563646763563156
-0.04099235683679581,0.001,4800,1.5978175401687622,384000,0.9761259350925684,1913,1.364084442332387,0.008650662377476692
-0.00973519217222929,0.001,4900,1.6649566888809204,392000,0.9677598066627979,1911,0.6419951441697777,0.004041928797960281
-0.007951131090521812,0.001,5000,1.5946744680404663,400000,0.975843483582139,1912,1.292615529661998,0.013539928011596203
-0.04790988564491272,0.001,5100,1.6432911157608032,408000,0.9834604915231466,1911,0.7729404122103005,0.003368902485817671
-0.11622782051563263,0.001,5200,1.5702037811279297,416000,0.9590200893580914,1914,1.6265978172421456,0.015175300650298595
-0.09205234050750732,0.001,5300,1.5986045598983765,424000,0.9796290341764688,1915,1.3275670740753411,0.009490407072007656
-0.053306084126234055,0.001,5400,1.6103041172027588,432000,0.9570893831551075,1916,1.2629096379503608,0.017472490668296814
0.07163896411657333,0.001,5500,1.60721755027771,440000,0.9742439351975918,1917,1.559985578013584,0.014958614483475685
0.004056665115058422,0.001,5600,1.663670539855957,448000,0.9733402896672487,1918,1.146653212700039,0.009181162342429161
-0.10013290494680405,0.001,5700,1.5222957134246826,456000,0.9726384617388248,1919,1.5757021924480796,0.01689758338034153
-0.029572879895567894,0.001,5800,1.4983049631118774,464000,0.9723804108798504,1921,1.744941333308816,0.010548682883381844
0.08960983157157898,0.001,5900,1.5380101203918457,472000,0.938143003731966,1921,1.6333606978878379,0.02079145237803459
-0.000830724835395813,0.001,6000,1.6014820337295532,480000,0.9660756252706051,1921,1.0327846899628639,0.007064396049827337
0.036989521235227585,0.001,6100,1.6302862167358398,488000,0.9528315961360931,1923,1.2849475204013288,0.028614183887839317
-0.017044344916939735,0.001,6200,1.6256234645843506,496000,0.9911524383351207,1924,1.050919200363569,0.0034744925796985626
-0.04212834686040878,0.001,6300,1.6350122690200806,504000,0.9734448902308941,1925,0.9698542347177863,0.007887011393904686
-0.019154684618115425,0.001,6400,1.6113464832305908,512000,0.9784969501197338,1926,1.5057036569342017,0.01257234811782837
-0.13245531916618347,0.001,6500,1.5945899486541748,520000,0.9768423512578011,1927,1.5758768590632826,0.01675473526120186
-0.027915775775909424,0.001,6600,1.650147795677185,528000,0.9714002758264542,1928,1.1814918421208858,0.004510689526796341
0.043667398393154144,0.001,6700,1.550445795059204,536000,0.9823904223740101,1930,1.5490496559534221,0.00871730875223875
-0.009535051882266998,0.001,6800,1.5918004512786865,544000,0.9826082140207291,1931,1.4447538692504167,0.004758212249726057
-0.04211847856640816,0.001,6900,1.637841820716858,552000,0.9883742220699787,1933,1.4211035781539976,0.0075170742347836494
0.016948247328400612,0.001,7000,1.708600640296936,560000,0.9818121436983347,1934,0.6947601834312082,0.0033292502630501986
0.03131907805800438,0.001,7100,1.5347659587860107,568000,0.9853614950552583,1936,1.912570310384035,0.00966210849583149
-0.07142512500286102,0.001,7200,1.578508973121643,576000,0.9697488117963076,1937,1.7478137202560902,0.011691614985466003
0.07762782275676727,0.001,7300,1.5493278503417969,584000,0.9764729030430317,1938,1.9163426652550697,0.010668918490409851
-0.09595537185668945,0.001,7400,1.584416389465332,592000,0.9702514111995697,1939,1.680548181757331,0.020852139219641685
-0.011104755103588104,0.001,7500,1.6192290782928467,600000,0.9837998058646917,1937,1.1704030264285392,0.0060624778270721436
-0.13662727177143097,0.001,7600,1.633522391319275,608000,0.9088573083281517,1938,1.0816479122426244,0.025021648034453392
0.0060611916705966,0.001,7700,1.6222906112670898,616000,0.9863277999684215,1938,1.2845531865954398,0.005452109966427088
0.005687909200787544,0.001,7800,1.6063178777694702,624000,0.9916109768673778,1939,0.8070418251445517,0.0061838966794312
-0.044005393981933594,0.001,7900,1.5885599851608276,632000,0.9618071913719177,1939,1.6874204382300377,0.01768934540450573
-0.09750284254550934,0.001,8000,1.6502501964569092,640000,0.981584595516324,1939,1.2307960778474807,0.008200367912650108
-0.02967086061835289,0.001,8100,1.6217586994171143,648000,0.9741046987473965,1939,1.440741056855768,0.013549061492085457
0.08511821925640106,0.001,8200,1.65005362033844,656000,0.9788590613752604,1939,1.259267988614738,0.011446716263890266
0.04414746165275574,0.001,8300,1.6490185260772705,664000,0.974761676043272,1939,1.4743006533011793,0.012671740725636482
0.04436977952718735,0.001,8400,1.7335582971572876,672000,0.8744089603424072,1940,0.728027804940939,0.01937970332801342
-0.030683070421218872,0.001,8500,1.6773881912231445,680000,0.991214569658041,1941,1.2870173464529215,0.00337463547475636
-0.04552353173494339,0.001,8600,1.5940555334091187,688000,0.9800996445119381,1942,1.9382878759875894,0.018612969666719437
-0.05383903905749321,0.001,8700,1.696366310119629,696000,0.9856971902772784,1942,1.1751116083934903,0.004180621821433306
-0.015365585684776306,0.001,8800,1.6217772960662842,704000,0.9898994918912649,1943,1.8642741834744812,0.007109011523425579
0.007664931006729603,0.001,8900,1.721994400024414,712000,0.9945342633873224,1944,0.8526273401104845,0.0022619792725890875
0.16001878678798676,0.001,9000,1.715580701828003,720000,0.9013511091470718,1944,1.2784861944615842,0.04120631515979767
-0.10042742639780045,0.001,9100,1.681409239768982,728000,0.9098020568490028,1944,1.557734299916774,0.03641583397984505
-0.003078204346820712,0.001,9200,1.661496877670288,736000,0.9859673092141747,1944,1.2548859697184525,0.00576604250818491
0.043979711830616,0.001,9300,1.6299073696136475,744000,0.9268363863229752,1944,1.2216446442529558,0.02455848455429077
0.03680955618619919,0.001,9400,1.7197580337524414,752000,0.9468748643994331,1944,1.074849996343255,0.014782619662582874
0.07078380137681961,0.001,9500,1.7164865732192993,760000,0.9264056533575058,1943,1.2531470854068174,0.030916428193449974
0.06819592416286469,0.001,9600,1.7027606964111328,768000,0.9363376870751381,1943,1.533507839590311,0.023298943415284157
-0.01447976566851139,0.001,9700,1.57241952419281,776000,0.989849841222167,1944,1.982047281973064,0.010639968328177929
-0.0008338511106558144,0.001,9800,1.5350925922393799,784000,0.9668973870575428,1945,1.2050490818335675,0.028109390288591385
0.06538378447294235,0.001,9900,1.6826293468475342,792000,0.9810836371034384,1945,1.1352234320715069,0.006084534339606762
0.0027528174687176943,0.001,10000,1.7379833459854126,800000,0.9530034139752388,1944,0.9833485572598875,0.009108028374612331
-0.0019095242023468018,0.001,10100,1.6431986093521118,808000,0.9643894508481026,1944,1.624850457534194,0.018436934798955917
-0.08813303709030151,0.001,10200,1.712315320968628,816000,0.952758651226759,1945,1.3605320159113035,0.014772126451134682
-0.032470621168613434,0.001,10300,1.7163238525390625,824000,0.9906223975121975,1945,1.4323296744376421,0.004472147673368454
-0.08263423293828964,0.001,10400,1.7260723114013672,832000,0.9748668763786554,1945,1.0772937069647015,0.009087130427360535
0.06306099891662598,0.001,10500,1.6663682460784912,840000,0.8873731344938278,1945,1.5464595857542007,0.04375765472650528
-0.02833349071443081,0.001,10600,1.7415920495986938,848000,0.9364174604415894,1945,0.9255986448377371,0.013227907009422779
-0.04183284193277359,0.001,10700,1.647383689880371,856000,0.9640212841331959,1945,1.7054410706739873,0.02247484400868416
0.04888876900076866,0.001,10800,1.7388293743133545,864000,0.9267938882112503,1945,1.6899549175053834,0.03483050316572189
-0.015028667636215687,0.001,10900,1.7491470575332642,872000,0.967844545841217,1946,1.039705485291779,0.008681979961693287
-0.033412132412195206,0.001,11000,1.7421592473983765,880000,0.9667815342545509,1947,1.4218231350183488,0.012198777869343758
0.07522324472665787,0.001,11100,1.745841383934021,888000,0.7886313050985336,1947,1.0254742883145809,0.044371265918016434
0.005676004104316235,0.001,11200,1.7652587890625,896000,0.8848592340946198,1947,1.3745429767295718,0.019749531522393227
-0.029700998216867447,0.001,11300,1.623543381690979,904000,0.985248651355505,1947,1.5449632052332163,0.004970227368175983
-0.055221714079380035,0.001,11400,1.7072376012802124,912000,0.9841507840901613,1947,1.2540476989001035,0.005262285005301237
0.038255345076322556,0.001,11500,1.7184451818466187,920000,0.9597653932869434,1947,0.7417750651948154,0.008345900103449821
-0.05530141666531563,0.001,11600,1.6780426502227783,928000,0.9704549927264452,1947,0.6390655250521377,0.006136195734143257
-0.03792685642838478,0.001,11700,1.6194140911102295,936000,0.9947067210450768,1947,1.6741204257123172,0.004155963193625212
-0.04921870678663254,0.001,11800,1.670442819595337,944000,0.9796698484569788,1946,1.4923954097554089,0.01097837183624506
-0.056057773530483246,0.001,11900,1.7597675323486328,952000,0.9622040279209614,1946,1.0257899844087661,0.010981881059706211
-0.021481692790985107,0.001,12000,1.7272586822509766,960000,0.9811906535178423,1946,1.253618976753205,0.007675548549741507
-0.0194987915456295,0.001,12100,1.6358880996704102,968000,0.9461009651422501,1947,1.3670355220325292,0.014960492961108685
-0.031449366360902786,0.001,12200,1.6473735570907593,976000,0.9904444869607687,1946,1.399439069442451,0.0035184279549866915
-0.027176696807146072,0.001,12300,1.751190185546875,984000,0.9684404656291008,1945,1.153065111860633,0.01614806428551674
-0.1419239044189453,0.001,12400,1.6616573333740234,992000,0.9458834901452065,1945,1.8096756964921952,0.03762432187795639
0.06579524278640747,0.001,12500,1.71831476688385,1000000,0.9752397611737251,1946,1.3212275170721113,0.011714324355125427
0.05732365697622299,0.001,12600,1.7193301916122437,1008000,0.97157540358603,1946,1.3033827368635684,0.013229912146925926
0.0635547935962677,0.001,12700,1.7170703411102295,1016000,0.9640186987817287,1946,1.1415589047130197,0.0141310915350914
-0.08566190302371979,0.001,12800,1.7233407497406006,1024000,0.9457746967673302,1946,1.2637090805917979,0.026633862406015396
-0.02721375599503517,0.001,12900,1.7507045269012451,1032000,0.9841700717806816,1946,0.9327011516317725,0.0040234848856925964
0.06957928091287613,0.001,13000,1.7063204050064087,1040000,0.9375493228435516,1945,1.4686858896166086,0.01639355719089508
-0.04813384264707565,0.001,13100,1.6442464590072632,1048000,0.985066588036716,1946,1.6076981708407403,0.007901491597294807
0.007412520237267017,0.001,13200,1.6771169900894165,1056000,0.9634464159607887,1946,1.3513732738792896,0.009010786190629005
-0.03487101197242737,0.001,13300,1.7365026473999023,1064000,0.9947687373496592,1947,0.9933776063844562,0.0015853065997362137
0.07585162669420242,0.001,13400,1.757537841796875,1072000,0.8542058169841766,1947,1.1227744726464153,0.034008000046014786
-0.13838902115821838,0.001,13500,1.7459262609481812,1080000,0.8273143172264099,1947,1.5972716717980802,0.056613702327013016
0.14635233581066132,0.001,13600,1.7373863458633423,1088000,0.9146098122000694,1947,1.1768446072936058,0.03137434646487236
-0.151978000998497,0.001,13700,1.6512266397476196,1096000,0.9329787641763687,1948,1.4092743827961385,0.03007168136537075
0.05658125877380371,0.001,13800,1.7413593530654907,1104000,0.9401790127158165,1948,1.6344407010823487,0.018276197835803032
0.11345740407705307,0.001,13900,1.7730486392974854,1112000,0.852810800075531,1948,1.168790757842362,0.04667886719107628
0.06483612209558487,0.001,14000,1.7656097412109375,1120000,0.9113380014896393,1948,1.2336853018030525,0.03627045825123787
0.013967822305858135,0.001,14100,1.6952556371688843,1128000,0.9709653798490763,1949,1.0861046672565862,0.014906443655490875
-0.03732098639011383,0.001,14200,1.7138999700546265,1136000,0.9040286764502525,1950,1.4666649582795799,0.04451703280210495
0.23648199439048767,0.001,14300,1.6817786693572998,1144000,0.8432351499795914,1950,1.7387277401983738,0.07412903010845184
0.14537259936332703,0.001,14400,1.720624566078186,1152000,0.9187907576560974,1950,1.773653822299093,0.0477224700152874
7.450580596923828e-06,0.001,14500,1.6904414892196655,1160000,0.9754376541823149,1950,1.1341570664197207,0.008209241554141045
-0.1443769931793213,0.001,14600,1.750446081161499,1168000,0.6073684692382812,1950,1.0073523508384823,0.05650045722723007
-0.07902660965919495,0.001,14700,1.7632472515106201,1176000,0.9333868846297264,1951,0.7622063190676271,0.012933457270264626
0.02417878806591034,0.001,14800,1.6564891338348389,1184000,0.9139206856489182,1951,1.4712545474991203,0.029810210689902306
-0.05088735744357109,0.001,14900,1.6329071521759033,1192000,0.9615725800395012,1952,1.5043662203475834,0.023266423493623734
-0.061673782765865326,0.001,15000,1.7391979694366455,1200000,0.8262198865413666,1952,1.4108590478077532,0.04793202131986618
-0.04616650193929672,0.001,15100,1.737303376197815,1208000,0.8776701092720032,1952,1.6144139282405376,0.04173578321933746
0.008982831612229347,0.001,15200,1.785875678062439,1216000,0.8018923252820969,1953,1.0458591060247273,0.029236797243356705
-0.04005659371614456,0.001,15300,1.7174755334854126,1224000,0.8871960341930389,1953,1.2799020491540432,0.031538814306259155
0.08014200627803802,0.001,15400,1.6825284957885742,1232000,0.9697929825633764,1953,1.6579195992555469,0.02302645333111286
0.03194599971175194,0.001,15500,1.7133878469467163,1240000,0.8867921978235245,1953,1.497118555009365,0.03122060000896454
-0.024984085932374,0.001,15600,1.6879348754882812,1248000,0.9753115046769381,1953,1.265976944938302,0.007115424610674381
0.03555525839328766,0.001,15700,1.683035135269165,1256000,0.97826131246984,1953,1.700041826069355,0.013472350314259529
0.0623602494597435,0.001,15800,1.652970314025879,1264000,0.8791502565145493,1954,2.057147961296141,0.037522345781326294
-0.06310735642910004,0.001,15900,1.6061309576034546,1272000,0.972870010882616,1954,1.1938637689891038,0.012182327918708324
-0.16520486772060394,0.001,16000,1.6570918560028076,1280000,0.8594880253076553,1954,1.3807674944400787,0.040077876299619675
-0.09923334419727325,0.001,16100,1.7035958766937256,1288000,0.8839777857065201,1954,1.5215193955227733,0.04517880827188492
-0.07493553310632706,0.001,16200,1.7353073358535767,1296000,0.8971221148967743,1955,0.9160584365949035,0.01686910167336464
0.011793447658419609,0.001,16300,1.6666339635849,1304000,0.9830622188746929,1955,1.607222905679373,0.012776622548699379
0.06783170998096466,0.001,16400,1.6888500452041626,1312000,0.9408358708024025,1956,1.254970822110772,0.028880983591079712
-0.0030205920338630676,0.001,16500,1.573636770248413,1320000,0.9720705300569534,1956,1.8916511302813888,0.01575298234820366
-0.1806880682706833,0.001,16600,1.7260204553604126,1328000,0.9774228632450104,1957,1.7034895753255115,0.01996733248233795
-0.02170708402991295,0.001,16700,1.7739474773406982,1336000,0.9542281255126,1956,1.4173305418342352,0.010407202877104282
0.027857085689902306,0.001,16800,1.708526849746704,1344000,0.9932636339217424,1956,1.4876317743211984,0.004081672988831997
-0.013349713757634163,0.001,16900,1.7665202617645264,1352000,0.8314071446657181,1956,1.2958893736824393,0.05489000678062439
-0.015810595825314522,0.001,17000,1.7618911266326904,1360000,0.9190523475408554,1956,1.37402878459543,0.019087808206677437
-0.0029830974526703358,0.001,17100,1.7530406713485718,1368000,0.9769185073673725,1956,1.4166232228279114,0.007480657193809748
-0.015813007950782776,0.001,17200,1.6930181980133057,1376000,0.9638674594461918,1957,1.564489345252514,0.016961367800831795
0.1268368363380432,0.001,17300,1.7531551122665405,1384000,0.8597701042890549,1957,1.5082637960091234,0.05069845914840698
-0.13487683236598969,0.001,17400,1.6816755533218384,1392000,0.9035723358392715,1957,1.242572314455174,0.02911505661904812
-0.1003151535987854,0.001,17500,1.7237170934677124,1400000,0.9662890136241913,1957,1.281294210627675,0.01668567582964897
-0.12313051521778107,0.001,17600,1.6964315176010132,1408000,0.9713251497596502,1957,1.3554464034736156,0.0154795553535223
-0.011751954443752766,0.001,17700,1.7566642761230469,1416000,0.9723465163260698,1958,1.4263723557814956,0.008682462386786938
-0.021515440195798874,0.001,17800,1.727607011795044,1424000,0.9413430579006672,1958,1.225046438165009,0.019990216940641403
-0.011636143550276756,0.001,17900,1.7758042812347412,1432000,0.900247648358345,1958,0.9919064305722713,0.005407657474279404
-0.03685307502746582,0.001,18000,1.669123888015747,1440000,0.9519707933068275,1958,1.9353886746743227,0.026630407199263573
-0.04618416354060173,0.001,18100,1.715880036354065,1448000,0.9862607149407268,1958,1.1074938574805855,0.0032689091749489307
-0.007615680806338787,0.001,18200,1.7014871835708618,1456000,0.9759898632764816,1958,1.496060462796595,0.011907828971743584
0.04615277051925659,0.001,18300,1.7786672115325928,1464000,0.9791340250521898,1958,0.8975063655205304,0.008952711708843708
-0.05055816099047661,0.001,18400,1.6491550207138062,1472000,0.9822266176342964,1958,1.8923370141535998,0.014766362495720387
0.059648822993040085,0.001,18500,1.6467268466949463,1480000,0.954339936375618,1959,1.841064676688984,0.033468782901763916
-0.0867437869310379,0.001,18600,1.7495092153549194,1488000,0.9632255733013153,1958,1.346196187287569,0.016900328919291496
-0.15823796391487122,0.001,18700,1.7102153301239014,1496000,0.9555763117969036,1959,1.5972106718225405,0.021137481555342674
0.06628596037626266,0.001,18800,1.7655351161956787,1504000,0.9026029035449028,1958,1.2785177424550056,0.037802617996931076
-0.027939310297369957,0.001,18900,1.7225549221038818,1512000,0.983738960698247,1958,1.2199923465494067,0.00980184692889452
-0.03156770393252373,0.001,19000,1.7803800106048584,1520000,0.9752669930458069,1959,0.8402005329320673,0.00853876955807209
0.03614367917180061,0.001,19100,1.6931384801864624,1528000,0.9528365470468998,1959,1.6269866519607603,0.017521342262625694
0.02536729909479618,0.001,19200,1.7258708477020264,1536000,0.9683731161057949,1957,1.0752875358099119,0.02017347700893879
-0.07796021550893784,0.001,19300,1.758094072341919,1544000,0.9161456003785133,1957,1.3434414613991976,0.027098555117845535
0.06834542006254196,0.001,19400,1.756079077720642,1552000,0.9489186555147171,1957,1.3412222935352474,0.02531835436820984
-0.1119382381439209,0.001,19500,1.7671397924423218,1560000,0.9686321765184402,1957,1.4909887992718722,0.012953747995197773
-0.0965542420744896,0.001,19600,1.726732611656189,1568000,0.9843820547685027,1958,1.4409762419760228,0.0085753770545125
-0.10296275466680527,0.001,19700,1.7710764408111572,1576000,0.8115432858467102,1957,1.6139294315129518,0.08291161060333252
0.0509614534676075,0.001,19800,1.7709605693817139,1584000,0.9592301771044731,1957,1.405912656709552,0.017393503338098526
0.05356805399060249,0.001,19900,1.7690277099609375,1592000,0.9335387200117111,1957,1.534461572766304,0.032533690333366394
-0.052343882620334625,0.001,20000,1.7708740234375,1600000,0.9846029803156853,1957,1.4352283015847207,0.0029478450305759907
-0.06002924591302872,0.001,20100,1.7706905603408813,1608000,0.9493283145129681,1957,1.3910214697942138,0.01824583299458027
-0.02532646618783474,0.001,20200,1.7654062509536743,1616000,0.9631688818335533,1957,1.1120461354381406,0.009665069170296192
-0.11437652260065079,0.001,20300,1.7378438711166382,1624000,0.9693377744406462,1957,1.3419398463331162,0.010743437334895134
0.10521960258483887,0.001,20400,1.7598234415054321,1632000,0.9422986768186092,1956,1.3012159051839263,0.032494042068719864
-0.12966306507587433,0.001,20500,1.7499992847442627,1640000,0.9357200264930725,1956,1.1746840821579099,0.02065274491906166
-0.052380453795194626,0.001,20600,1.7513920068740845,1648000,0.9582294002175331,1956,1.3255208959802984,0.020105907693505287
0.0020853623282164335,0.001,20700,1.7491743564605713,1656000,0.9422008134424686,1956,1.462734181061387,0.013285072520375252
-0.08642213046550751,0.001,20800,1.7246692180633545,1664000,0.9711108263581991,1956,0.9106586766429245,0.010310428217053413
-0.013215246610343456,0.001,20900,1.7010154724121094,1672000,0.9061168357729912,1956,1.3512537841685117,0.024428946897387505
0.03857724741101265,0.001,21000,1.7171895503997803,1680000,0.9851312283426523,1956,1.4542391809169204,0.012718291953206062
-0.13544970750808716,0.001,21100,1.7186861038208008,1688000,0.9544657729566097,1957,1.3827942225150764,0.029560785740613937
-0.015535297803580761,0.001,21200,1.6662009954452515,1696000,0.9524144120514393,1957,1.2884157286025584,0.018933821469545364
-0.06851214915513992,0.001,21300,1.7612254619598389,1704000,0.932719461619854,1957,1.289139536768198,0.01228773221373558
0.10439907014369965,0.001,21400,1.7496551275253296,1712000,0.895756222307682,1957,0.9404186905827373,0.02780815027654171
0.013309052214026451,0.001,21500,1.7529571056365967,1720000,0.9387384504079819,1958,1.6605862177908421,0.01142415776848793
0.03864002227783203,0.001,21600,1.72622811794281,1728000,0.9250455275177956,1958,1.172595764696598,0.02065761387348175
0.18350417912006378,0.001,21700,1.7535734176635742,1736000,0.7464849054813385,1958,0.9127858998253942,0.07269884645938873
0.02155112847685814,0.001,21800,1.7287242412567139,1744000,0.8060187697410583,1957,1.7280531651340425,0.03549905866384506
0.03321772441267967,0.001,21900,1.7288039922714233,1752000,0.9791104476898909,1958,1.106792647112161,0.011257991194725037
0.041660066694021225,0.001,22000,1.7060343027114868,1760000,0.9597499519586563,1957,1.7260506710037589,0.025028299540281296
-0.004604741930961609,0.001,22100,1.7465760707855225,1768000,0.9810247756540775,1957,2.0065359227359294,0.007225169334560633
0.10240821540355682,0.001,22200,1.7357227802276611,1776000,0.8636183142662048,1957,2.1052309319376947,0.03608237951993942
0.013278359547257423,0.001,22300,1.7337325811386108,1784000,0.9364011883735657,1958,1.4838067445904017,0.033360302448272705
0.006279790308326483,0.001,22400,1.720937728881836,1792000,0.4450671672821045,1957,1.6605528950691224,0.15815068781375885
-0.01882917992770672,0.001,22500,1.7431538105010986,1800000,0.8269663155078888,1957,1.748885890096426,0.04494509473443031
0.013252483680844307,0.001,22600,1.7315641641616821,1808000,0.7555732727050781,1958,2.1361044742166997,0.051172029227018356
-0.1157798320055008,0.001,22700,1.7611563205718994,1816000,0.8533749580383301,1958,1.4647552415728569,0.020672718062996864
-0.08833982050418854,0.001,22800,1.7705799341201782,1824000,0.7899195402860641,1958,1.3534792006015777,0.010226698592305183
0.028673330321907997,0.001,22900,1.7688744068145752,1832000,0.6829530298709869,1958,1.4939921207726001,0.029453298076987267
0.1091436892747879,0.001,23000,1.7580150365829468,1840000,0.9175755679607391,1957,1.668622563406825,0.023123541846871376
0.18697024881839752,0.001,23100,1.7679674625396729,1848000,0.7157968580722809,1957,1.671623447537422,0.06469391286373138
-0.09224410355091095,0.001,23200,1.7645145654678345,1856000,0.8790402039885521,1957,1.1936394877848215,0.030325913801789284
-0.09156239777803421,0.001,23300,1.7648735046386719,1864000,0.9498093910515308,1957,1.7586670435965062,0.0157540924847126
0.08138229697942734,0.001,23400,1.7562382221221924,1872000,0.9428301975131035,1956,1.2064805660862477,0.031100770458579063
0.011586365289986134,0.001,23500,1.7573769092559814,1880000,0.9528959579765797,1955,1.3543149343691767,0.023904409259557724
0.02993645705282688,0.001,23600,1.7496821880340576,1888000,0.9359733089804649,1955,1.487164106220007,0.012756277807056904
