#{"t_start": 1523741806.6158776, "env_id": "SpaceInvadersNoFrameskip-v0"}
r,l,t
75.0,509,7.748372
135.0,588,12.567424
410.0,803,19.774055
105.0,495,23.875756
290.0,866,31.283668
410.0,572,35.963764
495.0,1063,44.91665
30.0,368,48.10364
105.0,466,52.203869
65.0,562,56.838997
110.0,599,61.626263
75.0,353,64.422895
205.0,669,69.891814
150.0,446,73.511072
70.0,460,77.116288
220.0,908,84.887927
165.0,420,88.285722
155.0,511,92.416927
270.0,920,99.776039
160.0,599,104.662035
210.0,587,109.261841
80.0,390,112.610914
110.0,486,116.725135
145.0,594,121.681896
150.0,587,126.493021
115.0,514,130.647759
105.0,487,134.771276
410.0,614,139.679765
75.0,318,142.30014
180.0,587,146.910534
135.0,594,151.519462
110.0,482,155.326259
410.0,622,160.379592
155.0,586,165.180785
285.0,785,171.590948
180.0,629,176.802177
210.0,646,182.15835
145.0,582,187.278914
180.0,597,192.019947
180.0,629,197.42392
160.0,590,202.510802
75.0,308,205.296246
135.0,581,210.090674
155.0,589,215.048443
155.0,642,220.444139
105.0,487,224.272063
120.0,582,229.166966
265.0,696,235.037992
180.0,605,240.023245
165.0,594,244.956361
120.0,586,249.816886
105.0,495,253.970141
75.0,299,256.454123
210.0,613,261.626769
210.0,629,266.921607
155.0,601,272.028836
180.0,603,276.973098
210.0,607,281.802098
180.0,602,286.633009
410.0,633,291.689808
105.0,486,295.469518
105.0,484,299.321718
135.0,587,303.970723
105.0,466,307.563995
180.0,636,312.506407
210.0,618,317.326182
210.0,619,322.465868
210.0,636,327.834858
60.0,294,330.211576
210.0,626,335.448485
355.0,600,340.21014
260.0,731,346.329371
210.0,624,351.332048
180.0,642,356.686424
355.0,601,361.40069
210.0,619,366.426255
285.0,721,372.404441
135.0,585,377.428486
355.0,598,382.320033
155.0,649,387.926148
180.0,617,392.841991
180.0,619,398.095451
50.0,298,400.520212
180.0,641,405.602631
155.0,589,410.126102
270.0,740,416.112411
155.0,625,421.263938
155.0,597,425.954589
180.0,644,430.913978
105.0,486,434.6753
