fps,policy_entropy,nupdates,total_timesteps,value_loss,avg reward,explained_variance
1946,1.7421014308929443,30800,2464000,0.011009921319782734,1.5857732727890834,0.9757198765873909
1946,1.739609718322754,30900,2472000,0.033780913800001144,1.8475772704929114,0.9405048489570618
1946,1.7289966344833374,31000,2480000,0.01948069967329502,1.8853817239403725,0.9627489671111107
1946,1.7573875188827515,31100,2488000,0.009015290066599846,1.6666707906872034,0.9905678015202284
1946,1.75467050075531,31200,2496000,0.02924026921391487,1.4761316138319671,0.9331529438495636
1946,1.756253957748413,31300,2504000,0.038079701364040375,1.083877782523632,0.6947281062602997
1946,1.7088203430175781,31400,2512000,0.04313460364937782,1.5200483299791814,0.49926626682281494
1946,1.745443344116211,31500,2520000,0.016129016876220703,1.334494120068848,0.9630770310759544
1945,1.7342849969863892,31600,2528000,0.03118954971432686,1.3916556507581845,0.8862442970275879
1945,1.7542728185653687,31700,2536000,0.014424283988773823,1.224467557296157,0.8968566730618477
1945,1.7485716342926025,31800,2544000,0.012501495890319347,1.5778195071965455,0.9656397849321365
1945,1.7374906539916992,31900,2552000,0.01858627423644066,1.2318818993866443,0.9534743018448353
1945,1.7641537189483643,32000,2560000,0.008696909993886948,0.9711760196834802,0.9612637609243393
1945,1.7180649042129517,32100,2568000,0.013352560810744762,1.5334124121814967,0.9756404403597116
1945,1.755200743675232,32200,2576000,0.026766151189804077,1.3617997912690043,0.9513981454074383
1946,1.7404464483261108,32300,2584000,0.05103089287877083,1.4202372701838613,0.8972951769828796
1945,1.7616450786590576,32400,2592000,0.013998162932693958,1.1237104780972005,0.9802147354930639
1946,1.740004539489746,32500,2600000,0.034922994673252106,1.455348375439644,0.9617695026099682
1946,1.7059751749038696,32600,2608000,0.042562514543533325,1.986481386423111,0.944937389343977
1946,1.719800591468811,32700,2616000,0.038817327469587326,1.3001964208902792,0.9514298774302006
1946,1.7478030920028687,32800,2624000,0.025175506249070168,1.1423879109323025,0.9500600881874561
1946,1.7454016208648682,32900,2632000,0.010198493488132954,1.432681849785149,0.9750926084816456
1946,1.726324439048767,33000,2640000,0.02519446611404419,1.7146226668730378,0.9428826458752155
1946,1.7349941730499268,33100,2648000,0.026671096682548523,1.1944872668012976,0.9374331086874008
1946,1.7471046447753906,33200,2656000,0.030471378937363625,1.4180265294387937,0.9515070989727974
1946,1.7370580434799194,33300,2664000,0.040522195398807526,1.3584312584251166,0.840555876493454
1946,1.746469497680664,33400,2672000,0.02150733396410942,1.0233660241123288,0.9341408759355545
1946,1.6916698217391968,33500,2680000,0.02522621676325798,2.2638667952269316,0.9490414895117283
1946,1.742264986038208,33600,2688000,0.03181424364447594,1.073089019787585,0.9333771839737892
1946,1.7196022272109985,33700,2696000,0.02350114844739437,1.142097963951528,0.948198277503252
1947,1.7429676055908203,33800,2704000,0.04997069388628006,1.3724376115016639,0.9494304433465004
1946,1.6983411312103271,33900,2712000,0.022046536207199097,1.765804867260158,0.9737368319183588
1947,1.7207494974136353,34000,2720000,0.034816812723875046,1.4265234020538629,0.9395987391471863
1947,1.684486985206604,34100,2728000,0.027331102639436722,1.7026102873962372,0.9476605951786041
1946,1.6894413232803345,34200,2736000,0.00672158133238554,2.037093861401081,0.9728112984448671
1946,1.6899080276489258,34300,2744000,0.03207860514521599,1.390362221840769,0.9572906047105789
1946,1.67131769657135,34400,2752000,0.015897288918495178,1.3944509211927651,0.9701673984527588
1947,1.6903221607208252,34500,2760000,0.0422239825129509,1.4715211156057193,0.9406640902161598
1947,1.7205673456192017,34600,2768000,0.012077612802386284,0.9523997401818634,0.9565093405544758
1947,1.622494101524353,34700,2776000,0.02546829916536808,1.1504851167090238,0.9379019886255264
1947,1.7046772241592407,34800,2784000,0.012109166942536831,1.3273363277316093,0.9567793607711792
1947,1.6270490884780884,34900,2792000,0.0429069884121418,2.3285121262073516,0.9507167786359787
1947,1.694042444229126,35000,2800000,0.032008446753025055,1.3001026530284434,0.9378099367022514
1947,1.639333724975586,35100,2808000,0.022701237350702286,1.9217534272931516,0.9764488618820906
1948,1.6372398138046265,35200,2816000,0.01717260852456093,2.2385946303606032,0.9807446487247944
1948,1.6611249446868896,35300,2824000,0.015440255403518677,1.6476861268281937,0.9660712406039238
1948,1.6210256814956665,35400,2832000,0.026676172390580177,1.870705171301961,0.9627096727490425
1948,1.5092989206314087,35500,2840000,0.030464649200439453,2.09448021647986,0.9684935696423054
1948,1.6569766998291016,35600,2848000,0.013535584323108196,1.5532151686027647,0.9562315717339516
1948,1.6889371871948242,35700,2856000,0.024176079779863358,1.4443009997718037,0.9311896413564682
1948,1.664829969406128,35800,2864000,0.014445366337895393,1.7135082563385367,0.9777008462697268
1949,1.6415951251983643,35900,2872000,0.03646557778120041,1.6602202633162961,0.9288071319460869
1949,1.6756725311279297,36000,2880000,0.049615733325481415,2.263555080443621,0.9618756584823132
1949,1.70845627784729,36100,2888000,0.041396092623472214,1.1817313800100238,0.8743176311254501
1949,1.7470585107803345,36200,2896000,0.023603778332471848,1.2589086089283228,0.9534344412386417
1949,1.700073480606079,36300,2904000,0.022898739203810692,1.6732243541628122,0.9487296044826508
1949,1.6735137701034546,36400,2912000,0.033943526446819305,1.0007254175376148,0.9246139526367188
1949,1.6689380407333374,36500,2920000,0.03422921895980835,1.163397115189582,0.9601784273982048
1949,1.743438720703125,36600,2928000,0.01029992289841175,1.4683310352265835,0.9713285006582737
1949,1.6113102436065674,36700,2936000,0.02157261222600937,2.329084899276495,0.9704896174371243
1949,1.7043161392211914,36800,2944000,0.05459923297166824,1.4206706760451198,0.9264431521296501
1950,1.6753489971160889,36900,2952000,0.023775216192007065,1.6380005829036235,0.963430855423212
1950,1.7395652532577515,37000,2960000,0.026074185967445374,1.2511029936606064,0.9449096582829952
1950,1.6951948404312134,37100,2968000,0.010943276807665825,1.9038185141980648,0.9761565066874027
1950,1.6814994812011719,37200,2976000,0.014108081348240376,2.2474544877186418,0.9809914138168097
1950,1.646662950515747,37300,2984000,0.051195256412029266,1.4351018744520843,0.9041942209005356
1950,1.6819322109222412,37400,2992000,0.012083626352250576,1.3868440768681467,0.9695889316499233
1950,1.7209686040878296,37500,3000000,0.02285080775618553,1.4770561687648296,0.9665842205286026
1950,1.6642076969146729,37600,3008000,0.027778053656220436,1.7353446185588837,0.9659060686826706
1950,1.6242151260375977,37700,3016000,0.017625052481889725,2.116727322898805,0.9891840768978
1951,1.698892593383789,37800,3024000,0.031130081042647362,1.5880225135013462,0.9351629391312599
1951,1.7333920001983643,37900,3032000,0.021825145930051804,1.2862882398068904,0.9704161360859871
1951,1.7254441976547241,38000,3040000,0.0077452873811125755,1.1242641620337963,0.9869243241846561
1951,1.6912845373153687,38100,3048000,0.01931675709784031,0.9967729148920625,0.9665226489305496
1952,1.708095908164978,38200,3056000,0.0154524315148592,1.8500020705163478,0.9671188071370125
1952,1.7266098260879517,38300,3064000,0.013035038486123085,1.207696240954101,0.9701760318130255
1952,1.629949927330017,38400,3072000,0.04468721151351929,2.4947844898095353,0.9546866156160831
1952,1.6693636178970337,38500,3080000,0.020749831572175026,1.5036288142204284,0.9685533381998539
1952,1.6700077056884766,38600,3088000,0.020640872418880463,1.9021092906594277,0.9697929285466671
1952,1.6864986419677734,38700,3096000,0.017411570996046066,1.8243098007515073,0.9622774124145508
1953,1.6995184421539307,38800,3104000,0.06520278006792068,1.8466979194432498,0.8762310147285461
1953,1.6739839315414429,38900,3112000,0.031775277107954025,1.6042172018089331,0.9268341958522797
1953,1.7438472509384155,39000,3120000,0.01667817495763302,1.3513635041192174,0.9640166088938713
1953,1.6958553791046143,39100,3128000,0.04047510772943497,1.936343064904213,0.954361155629158
1953,1.6876630783081055,39200,3136000,0.014617321081459522,1.5342381458729506,0.9563601911067963
1953,1.7209514379501343,39300,3144000,0.014535829424858093,1.386291893851012,0.9680931083858013
1954,1.7141298055648804,39400,3152000,0.02415556088089943,1.1330007435753942,0.9384982399642467
1954,1.677760124206543,39500,3160000,0.013671943917870522,0.9002178119961173,0.9651096649467945
1954,1.6436859369277954,39600,3168000,0.02565748058259487,2.2842817629687486,0.9414924047887325
1954,1.716761827468872,39700,3176000,0.023898709565401077,1.7320920273661613,0.958522092550993
1954,1.5902469158172607,39800,3184000,0.04514309763908386,2.3488190546631813,0.9491291418671608
1954,1.691770315170288,39900,3192000,0.05103718489408493,1.9801884055137635,0.9416628144681454
1955,1.7014557123184204,40000,3200000,0.028760498389601707,1.4673563228046986,0.9713466633111238
1955,1.6810340881347656,40100,3208000,0.04340057447552681,1.96348234617617,0.9627471454441547
1954,1.5973830223083496,40200,3216000,0.03941386938095093,1.851098592672497,0.9299813583493233
1954,1.6665233373641968,40300,3224000,0.018663611263036728,1.3778217546641827,0.9493363872170448
1954,1.6642580032348633,40400,3232000,0.01358837354928255,2.185434446670115,0.9782375376671553
1955,1.6973626613616943,40500,3240000,0.017266541719436646,1.8800456657074391,0.9727137293666601
1955,1.6928329467773438,40600,3248000,0.036626797169446945,2.1402723386883737,0.9541686475276947
1955,1.667837142944336,40700,3256000,0.010091868229210377,1.8225992887280882,0.9899038756266236
1955,1.697517991065979,40800,3264000,0.024251321330666542,1.4013100801035763,0.97698625177145
1956,1.703627347946167,40900,3272000,0.02999288961291313,2.135893549770117,0.9777471553534269
1956,1.6973083019256592,41000,3280000,0.04124505817890167,1.6828359980601817,0.9471454881131649
1956,1.7107254266738892,41100,3288000,0.03262219578027725,1.7669083554297687,0.9639164321124554
1956,1.6746078729629517,41200,3296000,0.022179102525115013,2.096784040995408,0.978013701736927
1956,1.7040596008300781,41300,3304000,0.020759662613272667,1.8194808311760426,0.962102223187685
1957,1.701045274734497,41400,3312000,0.02253708243370056,2.201988549903035,0.9397696815431118
1957,1.7121111154556274,41500,3320000,0.014263438992202282,1.5860254127532243,0.9435802735388279
1957,1.6649973392486572,41600,3328000,0.006858667824417353,1.9151038005948067,0.9875261764973402
1957,1.6804805994033813,41700,3336000,0.01638418808579445,1.634800478257239,0.9730737637728453
1958,1.657322645187378,41800,3344000,0.04039892554283142,1.7511636804789306,0.9253850281238556
1958,1.7200227975845337,41900,3352000,0.05360184237360954,1.5391074925428256,0.9326518699526787
1958,1.6786715984344482,42000,3360000,0.04174760729074478,1.6488727683201432,0.9327878952026367
1958,1.6854690313339233,42100,3368000,0.011604910716414452,1.5937387734884396,0.9775322526693344
1959,1.6720259189605713,42200,3376000,0.020701982080936432,2.1693580456078054,0.9633833989501
1959,1.6097486019134521,42300,3384000,0.04556097835302353,2.375531609356403,0.9082200527191162
1959,1.7060741186141968,42400,3392000,0.02143215574324131,1.6006307613104582,0.9254268109798431
1959,1.6652122735977173,42500,3400000,0.005817501340061426,1.6154026677832007,0.9903161227703094
1959,1.5554172992706299,42600,3408000,0.07571106404066086,2.404950141347945,0.8967370688915253
1959,1.6769345998764038,42700,3416000,0.040999557822942734,1.8047688666731119,0.9506824128329754
1959,1.6839691400527954,42800,3424000,0.021990621462464333,1.7296599617693573,0.9549737609922886
1959,1.6423733234405518,42900,3432000,0.009899092838168144,2.1541395461186768,0.9793249629437923
1959,1.6711037158966064,43000,3440000,0.03266508877277374,1.9603796895593404,0.9629408903419971
1959,1.6955487728118896,43100,3448000,0.023003986105322838,1.6237995298113674,0.9542269185185432
1959,1.629210114479065,43200,3456000,0.019357895478606224,1.8580567958997563,0.9691909179091454
1960,1.6373462677001953,43300,3464000,0.06818078458309174,2.360625220835209,0.9006304442882538
1960,1.6344884634017944,43400,3472000,0.034332819283008575,2.130558161018416,0.9704943839460611
1960,1.6902122497558594,43500,3480000,0.009742246940732002,2.047037677653134,0.9865333894267678
1960,1.6909916400909424,43600,3488000,0.014193795621395111,1.570877670776099,0.9797787424176931
1960,1.6141316890716553,43700,3496000,0.014730785973370075,2.0782646890729666,0.974488839507103
1960,1.6433305740356445,43800,3504000,0.02511584758758545,1.3862132093403488,0.9638325907289982
1960,1.664350152015686,43900,3512000,0.02212570048868656,1.8452923212200403,0.9643470272421837
1961,1.676957368850708,44000,3520000,0.014993123710155487,1.4979917775839566,0.9750059098005295
1960,1.6724811792373657,44100,3528000,0.012287928722798824,1.8197556487750262,0.989903743378818
1961,1.6172921657562256,44200,3536000,0.01684519834816456,1.7345740921795367,0.975261302664876
1961,1.697730302810669,44300,3544000,0.035568125545978546,2.017947905510664,0.9423810467123985
1961,1.6830278635025024,44400,3552000,0.025654518976807594,2.2336005438119173,0.973781380802393
1961,1.6956735849380493,44500,3560000,0.007562222424894571,1.8888857133686543,0.9914222834631801
1962,1.6967884302139282,44600,3568000,0.010230889543890953,1.6431937031447887,0.9739885292947292
1962,1.6727139949798584,44700,3576000,0.04010067135095596,1.833808897761628,0.9497414380311966
1962,1.6287435293197632,44800,3584000,0.013078291900455952,1.6434285011375322,0.9885891918092966
1962,1.6075365543365479,44900,3592000,0.046905722469091415,2.835354653000832,0.9413699805736542
1962,1.640939474105835,45000,3600000,0.055108409374952316,1.9089310318231583,0.9379399865865707
1962,1.640136957168579,45100,3608000,0.05543873459100723,1.6450061488896608,0.9155071154236794
1962,1.6232292652130127,45200,3616000,0.04714461788535118,2.7564419362694026,0.9516472406685352
1962,1.6111854314804077,45300,3624000,0.013393637724220753,1.6658327888697386,0.9792095106095076
1962,1.6543071269989014,45400,3632000,0.011267517693340778,1.7895073248073459,0.9794325903058052
1962,1.6777865886688232,45500,3640000,0.036350954324007034,1.7305221620947122,0.9209501296281815
1962,1.6421747207641602,45600,3648000,0.06343454122543335,2.294550000876188,0.9391582906246185
1963,1.6378282308578491,45700,3656000,0.04211975261569023,1.9869030594825745,0.8978960961103439
1963,1.67519211769104,45800,3664000,0.03619293496012688,1.8732903009280562,0.9445564895868301
1963,1.6556510925292969,45900,3672000,0.025088300928473473,1.780892986804247,0.9521698467433453
1963,1.6908174753189087,46000,3680000,0.04369891807436943,2.362856021896005,0.9683159440755844
1963,1.6452147960662842,46100,3688000,0.03249093145132065,2.067233897658298,0.965037927031517
1963,1.6845214366912842,46200,3696000,0.024357963353395462,1.593887128768256,0.9618331156671047
1963,1.6298154592514038,46300,3704000,0.01720469258725643,2.0848669037222862,0.9702100679278374
1964,1.6784756183624268,46400,3712000,0.07038883119821548,1.8541148880962282,0.8921152800321579
1964,1.7029531002044678,46500,3720000,0.034562595188617706,1.8852337010204792,0.9574553593993187
1964,1.5793310403823853,46600,3728000,0.029728209599852562,2.384245589771308,0.967897679656744
1964,1.6949164867401123,46700,3736000,0.008950145915150642,1.429139794409275,0.978712409734726
1965,1.6866499185562134,46800,3744000,0.044036224484443665,1.6806467618327587,0.938714075833559
1965,1.677191138267517,46900,3752000,0.014866126701235771,1.9034914303570987,0.9788153450936079
1965,1.6736946105957031,47000,3760000,0.01738087274134159,1.5447408385225572,0.9486158713698387
1965,1.6423609256744385,47100,3768000,0.01531651895493269,2.103553194925189,0.9817661140114069
1965,1.6568384170532227,47200,3776000,0.008565904572606087,1.3935167009010911,0.9828501231968403
1965,1.672957181930542,47300,3784000,0.03897586464881897,1.9935733072459698,0.9238908365368843
1966,1.651942491531372,47400,3792000,0.02098104916512966,2.147936051338911,0.9686320386826992
1966,1.7335866689682007,47500,3800000,0.0389861986041069,1.2515457494184374,0.9443599469959736
1966,1.644066572189331,47600,3808000,0.05511636286973953,2.6028361044824124,0.9329600632190704
1966,1.6880054473876953,47700,3816000,0.015066208317875862,2.025378954038024,0.9652694799005985
1967,1.707935094833374,47800,3824000,0.01899293065071106,2.015938937291503,0.968282900750637
1967,1.7048842906951904,47900,3832000,0.042016323655843735,1.8287218902260065,0.898549422621727
1967,1.6450716257095337,48000,3840000,0.03734515607357025,2.1535527568310497,0.961300615221262
1967,1.6637099981307983,48100,3848000,0.036118753254413605,2.0151668751612304,0.9586343467235565
1967,1.5726687908172607,48200,3856000,0.019954657182097435,2.695028301514685,0.9690135214477777
1967,1.6290981769561768,48300,3864000,0.13503293693065643,1.999194522947073,0.7456865608692169
1967,1.6515405178070068,48400,3872000,0.03911387175321579,2.26258000433445,0.9578695558011532
1968,1.6444737911224365,48500,3880000,0.07011500746011734,2.739011592417955,0.9381629154086113
1968,1.6770894527435303,48600,3888000,0.0418635718524456,1.5327078755479306,0.9368860274553299
1968,1.692396879196167,48700,3896000,0.028781186789274216,1.7764777712523938,0.9614250212907791
1968,1.6798280477523804,48800,3904000,0.02170320600271225,1.7287055633030832,0.9684434719383717
1969,1.6131837368011475,48900,3912000,0.051127977669239044,1.8065235639922321,0.9041306972503662
1969,1.694535255432129,49000,3920000,0.021927503868937492,0.8484517952427268,0.8650031834840775
1969,1.7145259380340576,49100,3928000,0.008023477159440517,1.3259914968162776,0.9416970647871494
1969,1.7234262228012085,49200,3936000,0.017874088138341904,1.9349175695329905,0.9650810845196247
1969,1.6285810470581055,49300,3944000,0.02241433784365654,2.220810725167394,0.9749671630561352
1970,1.6766793727874756,49400,3952000,0.018648110330104828,1.8532781182788312,0.9762536752969027
1970,1.6474987268447876,49500,3960000,0.016328830271959305,2.350675524305552,0.9784663058817387
1970,1.671675443649292,49600,3968000,0.05601781606674194,1.6967386491713115,0.9280548021197319
1970,1.727332353591919,49700,3976000,0.02562161162495613,1.8253504280000925,0.9383325129747391
1971,1.7015529870986938,49800,3984000,0.0586932972073555,1.6244295919779688,0.9456285908818245
1971,1.6297556161880493,49900,3992000,0.03188969939947128,1.9860321126878262,0.9504054114222527
1971,1.7004451751708984,50000,4000000,0.025174427777528763,1.86730550294742,0.9669268615543842
1971,1.6853463649749756,50100,4008000,0.012363435700535774,1.4451616095378994,0.9802723247557878
1971,1.6934047937393188,50200,4016000,0.026631783694028854,1.60998595454148,0.9761964026838541
1971,1.7144800424575806,50300,4024000,0.006249462254345417,1.3709399037063121,0.981469850987196
1972,1.6287225484848022,50400,4032000,0.03954984247684479,1.7209230621345342,0.9502245895564556
1972,1.641434669494629,50500,4040000,0.03717712685465813,2.0035728123621084,0.967248659580946
1972,1.6264050006866455,50600,4048000,0.04624571278691292,2.0681517173536124,0.9633881784975529
1972,1.6987959146499634,50700,4056000,0.005607903469353914,1.407791261933744,0.9850207157433033
1973,1.6060593128204346,50800,4064000,0.02478175237774849,2.1627191215753556,0.9517441093921661
1973,1.6797704696655273,50900,4072000,0.008497222326695919,2.1324684701859953,0.9767672661691904
1972,1.6655442714691162,51000,4080000,0.03281230479478836,2.3051728077232836,0.9719766993075609
1972,1.5286108255386353,51100,4088000,0.03153872489929199,2.3399418445304034,0.9639912322163582
1973,1.6287930011749268,51200,4096000,0.01884545013308525,2.02310008443892,0.9648537039756775
1973,1.6442945003509521,51300,4104000,0.030263924971222878,2.0623426022008062,0.9512418210506439
1973,1.6723754405975342,51400,4112000,0.020944815129041672,1.5487218666821718,0.9396046251058578
1973,1.6727828979492188,51500,4120000,0.0348319448530674,2.100003683939576,0.9573904201388359
1973,1.7041404247283936,51600,4128000,0.019462307915091515,1.4007871359586717,0.9130308851599693
1973,1.5796756744384766,51700,4136000,0.03702157363295555,2.2796566447243096,0.9621189087629318
1973,1.6344419717788696,51800,4144000,0.009061157703399658,2.650137434061617,0.9852721728384495
1974,1.6362730264663696,51900,4152000,0.016123207286000252,1.8176750713028014,0.9764757454395294
1973,1.6977342367172241,52000,4160000,0.019216295331716537,1.4940296076238155,0.9544714912772179
1973,1.6618194580078125,52100,4168000,0.020648598670959473,2.0073510121554134,0.9710030071437359
1973,1.613853096961975,52200,4176000,0.022131722420454025,2.5093529649078845,0.9785692375153303
1974,1.6337045431137085,52300,4184000,0.08961550891399384,2.660111095570028,0.9432721883058548
1974,1.6610428094863892,52400,4192000,0.01564330980181694,1.6993391815572978,0.9791791271418333
1974,1.6353332996368408,52500,4200000,0.029962409287691116,2.4807299990206957,0.966505378484726
1974,1.6583411693572998,52600,4208000,0.02196625992655754,2.454950512200594,0.9646157845854759
1974,1.640860915184021,52700,4216000,0.06194179505109787,1.929210376739502,0.5747351944446564
1975,1.6519205570220947,52800,4224000,0.016351614147424698,1.81981885060668,0.9756832905113697
1975,1.5809547901153564,52900,4232000,0.0402543842792511,1.9199798556044698,0.9295638352632523
1975,1.701909065246582,53000,4240000,0.02466638945043087,1.8652774987742304,0.9629767797887325
1975,1.663728952407837,53100,4248000,0.023847805336117744,2.223760594427586,0.9523822665214539
1975,1.6804310083389282,53200,4256000,0.020420411601662636,2.1558014787733555,0.9430896006524563
1975,1.5931094884872437,53300,4264000,0.012584020383656025,2.376827847212553,0.9898396926000714
1976,1.6353461742401123,53400,4272000,0.011896367184817791,2.184241666458547,0.9885319247841835
1976,1.7181708812713623,53500,4280000,0.029621487483382225,1.4912299625575542,0.9449713416397572
1975,1.7009563446044922,53600,4288000,0.05313754081726074,1.6670312190428376,0.9473770670592785
1976,1.618011713027954,53700,4296000,0.030117813497781754,2.2667952673509717,0.9526964463293552
1976,1.644531488418579,53800,4304000,0.027316048741340637,2.3628503255546094,0.9678959548473358
1976,1.5949240922927856,53900,4312000,0.035762201994657516,2.7388580420054494,0.94974235445261
1976,1.6024634838104248,54000,4320000,0.012004254385828972,2.2835092172492297,0.987378784455359
1976,1.6418192386627197,54100,4328000,0.03824774920940399,1.2490285984240472,0.9602094702422619
1976,1.5951350927352905,54200,4336000,0.02175482176244259,2.768862821906805,0.9691413231194019
1977,1.6583118438720703,54300,4344000,0.03916541486978531,1.9770094494102524,0.9627086855471134
1977,1.6708481311798096,54400,4352000,0.02637520432472229,1.7935283792670815,0.9643082804977894
1977,1.7025525569915771,54500,4360000,0.013452792540192604,1.3661826559779002,0.9842980746179819
1977,1.6455538272857666,54600,4368000,0.01946241408586502,2.1660525881685317,0.9832144659012556
1977,1.6030666828155518,54700,4376000,0.009405666962265968,2.3679827612126245,0.9924633614718914
1977,1.5293952226638794,54800,4384000,0.0165906623005867,2.458775392174721,0.9530079029500484
1977,1.5658577680587769,54900,4392000,0.02992464043200016,1.7324529580189847,0.9506558105349541
1977,1.5629628896713257,55000,4400000,0.021942172199487686,2.2135497868061065,0.9670746438205242
1978,1.5267128944396973,55100,4408000,0.02874547615647316,1.980197194032371,0.9713792614638805
1978,1.6366074085235596,55200,4416000,0.015102341771125793,1.5944900138420053,0.9870773078873754
1978,1.5544769763946533,55300,4424000,0.018073299899697304,2.594890482723713,0.971797551959753
1978,1.6503379344940186,55400,4432000,0.008427271619439125,1.2936169457621873,0.9880157187581062
1979,1.5975148677825928,55500,4440000,0.03157757967710495,2.2768615354318174,0.974788686260581
1979,1.5702705383300781,55600,4448000,0.043589066714048386,2.3425039359368385,0.9521752297878265
1979,1.6605857610702515,55700,4456000,0.02531423233449459,1.8457170682027937,0.9595184251666069
1979,1.6294234991073608,55800,4464000,0.024100860580801964,2.5680466376245024,0.9872504072263837
1979,1.6567609310150146,55900,4472000,0.013025321066379547,2.337652613967657,0.9897941164672375
1979,1.618756651878357,56000,4480000,0.07932126522064209,2.013447851128876,0.9055630937218666
1979,1.6726830005645752,56100,4488000,0.022925736382603645,1.800929122942034,0.9667178317904472
1979,1.731978416442871,56200,4496000,0.010060170665383339,1.7302848678082228,0.9896448655053973
1979,1.685742974281311,56300,4504000,0.03761771321296692,1.9375804462004453,0.9496213346719742
1980,1.6664997339248657,56400,4512000,0.24714842438697815,1.9989998421631754,0.6778708398342133
1980,1.6335294246673584,56500,4520000,0.20919379591941833,2.2079523647204042,0.7531190812587738
1980,1.658334732055664,56600,4528000,0.013695171102881432,2.081342401355505,0.9842542894184589
1980,1.553821086883545,56700,4536000,0.039330996572971344,2.1852846053428947,0.958441324532032
1980,1.611543893814087,56800,4544000,0.04530996084213257,1.8422406435012817,0.9304295033216476
1980,1.605205774307251,56900,4552000,0.026441127061843872,2.347513216617517,0.9721307046711445
1980,1.6146869659423828,57000,4560000,0.02804449573159218,1.9510543859563767,0.969451978802681
1980,1.6827678680419922,57100,4568000,0.015822727233171463,1.7877250759280288,0.9797248635441065
1980,1.652583122253418,57200,4576000,0.013731737621128559,1.5259930320084094,0.9796360656619072
1980,1.6229102611541748,57300,4584000,0.04746910184621811,2.8615878731012345,0.9630044102668762
1980,1.6478722095489502,57400,4592000,0.04972909390926361,1.8590193401556463,0.934841550886631
1980,1.7035703659057617,57500,4600000,0.012208087369799614,1.9517115075141191,0.985198238864541
1980,1.615348219871521,57600,4608000,0.058378249406814575,2.4041211411356924,0.9386953935027122
1980,1.6806093454360962,57700,4616000,0.003647702978923917,1.5140331253409385,0.9917257456108928
1981,1.637762427330017,57800,4624000,0.027366455644369125,2.301868041604757,0.9765104502439499
1981,1.5817956924438477,57900,4632000,0.0704403966665268,2.6029206246137617,0.9135062023997307
1981,1.6061410903930664,58000,4640000,0.016502579674124718,2.074311239644885,0.9735649563372135
1981,1.7095636129379272,58100,4648000,0.09614308923482895,2.009768255241215,0.9221290498971939
1981,1.63955819606781,58200,4656000,0.037235818803310394,2.902328566648066,0.9560403265058994
1982,1.648949384689331,58300,4664000,0.01120852492749691,2.3740809795213864,0.9844464976340532
1982,1.6621673107147217,58400,4672000,0.042690057307481766,2.115953379869461,0.9385132603347301
1982,1.659849762916565,58500,4680000,0.01032982487231493,1.936818439885974,0.9807064738124609
1982,1.6972938776016235,58600,4688000,0.00746375834569335,1.580972247570753,0.9809062592685223
1982,1.6617904901504517,58700,4696000,0.01142969448119402,1.9885203886777163,0.9808088559657335
1982,1.6771682500839233,58800,4704000,0.009992877021431923,1.68268088568002,0.9866518443450332
1982,1.6239721775054932,58900,4712000,0.041028644889593124,2.6795456748455764,0.9554421976208687
1982,1.6435846090316772,59000,4720000,0.024145347997546196,2.165266609471291,0.9712497889995575
1982,1.656905174255371,59100,4728000,0.032955728471279144,2.3080391947180035,0.9543209113180637
1983,1.625507116317749,59200,4736000,0.053107716143131256,2.037886969745159,0.9377569630742073
1983,1.640952706336975,59300,4744000,0.05444636195898056,1.4260799244046212,0.7894880026578903
1983,1.6293913125991821,59400,4752000,0.022370310500264168,2.1763561759144068,0.9734121691435575
1983,1.6304267644882202,59500,4760000,0.024557696655392647,2.7106303185224534,0.9717095587402582
1983,1.6158483028411865,59600,4768000,0.02785458229482174,2.181901260698214,0.9411112330853939
1983,1.6186546087265015,59700,4776000,0.014658814296126366,2.321292883902788,0.9747698847204447
1983,1.6898853778839111,59800,4784000,0.02887817844748497,1.6777629176154734,0.9580411054193974
1983,1.6271867752075195,59900,4792000,0.02212170884013176,2.555699306353927,0.9736062213778496
1984,1.6624253988265991,60000,4800000,0.02161463536322117,1.6008532074745745,0.9655112735927105
1984,1.5829910039901733,60100,4808000,0.1743468940258026,2.49441255889833,0.8067794889211655
1984,1.630735158920288,60200,4816000,0.0326647087931633,2.4711860533803702,0.9730394706130028
1984,1.5388002395629883,60300,4824000,0.024342944845557213,2.5783369090408086,0.9609124474227428
1984,1.672999620437622,60400,4832000,0.0107320137321949,1.9604560900479555,0.9888252019882202
1984,1.6311668157577515,60500,4840000,0.021116014569997787,2.0563782319426536,0.9333348572254181
1984,1.6655642986297607,60600,4848000,0.013702085241675377,2.6319390896707775,0.9833658318966627
1984,1.5845887660980225,60700,4856000,0.04208334535360336,2.563816951215267,0.9336808770895004
1985,1.6817280054092407,60800,4864000,0.022669196128845215,2.082650690898299,0.9580253474414349
1985,1.6336662769317627,60900,4872000,0.01170731894671917,1.6164844810497017,0.9698444399982691
1985,1.6186109781265259,61000,4880000,0.13274742662906647,2.277861957252026,0.8840183913707733
1985,1.606534719467163,61100,4888000,0.023749876767396927,1.75854214807041,0.9788549374789
1985,1.4860426187515259,61200,4896000,0.04676765203475952,2.2261056190356614,0.9499580338597298
1986,1.635057806968689,61300,4904000,0.04089674353599548,2.1906884625554084,0.882201537489891
1986,1.6461589336395264,61400,4912000,0.019743328914046288,2.030210630968213,0.9759336672723293
