fps,policy_entropy,nupdates,total_timesteps,value_loss,avg reward,explained_variance
1916,1.6496120691299438,10500,840000,0.03346366435289383,1.6224263915792108,0.921106331050396
1917,1.6055803298950195,10600,848000,0.023900294676423073,1.637609503045678,0.9553797543048859
1917,1.615582823753357,10700,856000,0.016692372038960457,1.454732248140499,0.9634914807975292
1918,1.6637223958969116,10800,864000,0.007539639715105295,1.249450240842998,0.9821074306964874
1917,1.6177234649658203,10900,872000,0.017283853143453598,1.0111487478017807,0.9743919558823109
1916,1.5858436822891235,11000,880000,0.015868185088038445,1.8657256320118905,0.9853449612855911
1917,1.6593570709228516,11100,888000,0.031845491379499435,1.5577411296777428,0.9253862053155899
1918,1.6665146350860596,11200,896000,0.013441452756524086,1.396160488948226,0.9751501400023699
1918,1.6538794040679932,11300,904000,0.0038668240886181593,1.322179402038455,0.9916295614093542
1918,1.7288281917572021,11400,912000,0.00395422987639904,0.9749891519546509,0.9861600799486041
1919,1.6668262481689453,11500,920000,0.02645619586110115,1.812906388018746,0.9719111192971468
1920,1.6442902088165283,11600,928000,0.01977759785950184,1.6902585331350566,0.9590119756758213
1919,1.7066154479980469,11700,936000,0.028233569115400314,1.296576513070613,0.8788893893361092
1919,1.7480430603027344,11800,944000,0.02723279967904091,1.1846293032169342,0.9254811555147171
1920,1.6239360570907593,11900,952000,0.041288070380687714,2.2039809064939617,0.9317200630903244
1921,1.561919927597046,12000,960000,0.02388847805559635,1.709803318604827,0.945695798844099
1921,1.6574627161026,12100,968000,0.011435333639383316,0.967171051260084,0.9774653352797031
1921,1.694342017173767,12200,976000,0.05870773643255234,1.75931541249156,0.9060427695512772
1921,1.633535623550415,12300,984000,0.011329574510455132,1.3987372383940966,0.9730595797300339
1921,1.7145678997039795,12400,992000,0.007137474603950977,1.106533719599247,0.965323343873024
1921,1.7251040935516357,12500,1000000,0.016421856358647346,1.0061831190483645,0.9543786346912384
1921,1.701164960861206,12600,1008000,0.0240645632147789,1.4084053739905358,0.9673661887645721
1922,1.6413133144378662,12700,1016000,0.01333483587950468,1.5327559884637594,0.9751638416200876
1923,1.6900631189346313,12800,1024000,0.028387408703565598,1.3972186645492912,0.9433858022093773
1923,1.6579065322875977,12900,1032000,0.013508778996765614,1.8046116087585689,0.9853579420596361
1923,1.7101548910140991,13000,1040000,0.0326213613152504,1.3499583905213512,0.9522507190704346
1923,1.7097995281219482,13100,1048000,0.025579538196325302,1.3466348841786384,0.9320023730397224
1924,1.6771615743637085,13200,1056000,0.04191676154732704,2.199394319485873,0.9380517639219761
1924,1.711806058883667,13300,1064000,0.0404634103178978,1.212566217314452,0.9297108352184296
1925,1.7004098892211914,13400,1072000,0.03834513574838638,1.5832387197762727,0.8853297382593155
1926,1.6388849020004272,13500,1080000,0.019653037190437317,1.638515378534794,0.9305376559495926
1925,1.6790984869003296,13600,1088000,0.012082909233868122,1.0256115167401731,0.964928787201643
1925,1.7199780941009521,13700,1096000,0.04087124764919281,1.3028283964842557,0.9066932797431946
1925,1.6757822036743164,13800,1104000,0.01383931003510952,1.8011229377239943,0.9818779453635216
1924,1.6833311319351196,13900,1112000,0.011557136662304401,1.5311306143121328,0.9834471438080072
1925,1.7032867670059204,14000,1120000,0.01542042475193739,1.3138562637381255,0.9444447755813599
1926,1.6445305347442627,14100,1128000,0.007028845604509115,1.8064655356109143,0.9895725836977363
1926,1.7329301834106445,14200,1136000,0.006658171769231558,1.261453745048493,0.9861666178330779
1926,1.6929235458374023,14300,1144000,0.05039332062005997,1.5705540234223008,0.898726724088192
1927,1.6275848150253296,14400,1152000,0.008270598016679287,1.135762949846685,0.9858416272327304
1927,1.6282695531845093,14500,1160000,0.014110979624092579,2.059114767611027,0.9813970383256674
1927,1.7282081842422485,14600,1168000,0.044305186718702316,1.1535695378668607,0.8548080772161484
1928,1.6473102569580078,14700,1176000,0.0352824404835701,1.6955785763449966,0.9503772221505642
1928,1.7059299945831299,14800,1184000,0.019352680072188377,1.608209327235818,0.9642422944307327
1928,1.731151819229126,14900,1192000,0.005223249085247517,1.069145750196185,0.9821107964962721
1928,1.7473735809326172,15000,1200000,0.028845692053437233,1.1008846854791046,0.876039557158947
1928,1.728448510169983,15100,1208000,0.00850546546280384,1.4188897624611854,0.971293929964304
1929,1.7419517040252686,15200,1216000,0.020168399438261986,1.2493253389373422,0.9463619254529476
1929,1.7535415887832642,15300,1224000,0.014074131846427917,1.0486167265102266,0.9472383931279182
1929,1.6622403860092163,15400,1232000,0.008288117125630379,0.962696569703985,0.9816926866769791
1930,1.609815001487732,15500,1240000,0.021923458203673363,0.8011714457534254,0.9177171438932419
1930,1.6241191625595093,15600,1248000,0.016852421686053276,1.7297871824353934,0.9762392975389957
1931,1.6521714925765991,15700,1256000,0.01734120026230812,1.8103062268346548,0.9626686908304691
1931,1.5438960790634155,15800,1264000,0.012478256598114967,1.0681808369234205,0.9717153497040272
1932,1.6174585819244385,15900,1272000,0.012834261171519756,1.3751530898734927,0.984775778837502
1932,1.6658366918563843,16000,1280000,0.013152442872524261,1.2977584712207317,0.9828852470964193
1932,1.6720201969146729,16100,1288000,0.029317136853933334,1.6697799369692803,0.8729726672172546
1932,1.717136025428772,16200,1296000,0.01185606885701418,1.1889034017920495,0.9618575163185596
1931,1.688726782798767,16300,1304000,0.014808127656579018,1.5024927891790867,0.9678509905934334
1932,1.572759747505188,16400,1312000,0.008428556844592094,1.5010485155973583,0.9849029770120978
1932,1.7134981155395508,16500,1320000,0.029856452718377113,1.0321138307452202,0.8888556659221649
1932,1.732649564743042,16600,1328000,0.021708806976675987,0.8887725796550512,0.9489660449326038
1932,1.6734002828598022,16700,1336000,0.006598649080842733,1.6996754770283586,0.9924329952336848
1932,1.7333663702011108,16800,1344000,0.012994753196835518,1.1991539568640293,0.9746410269290209
1932,1.6480610370635986,16900,1352000,0.012149004265666008,1.57387741394341,0.976626256480813
1932,1.7017529010772705,17000,1360000,0.008060017600655556,1.3515860559418797,0.9797996487468481
1933,1.7133538722991943,17100,1368000,0.02592359483242035,1.1181418722961098,0.910356841981411
1934,1.6283750534057617,17200,1376000,0.00815888773649931,1.8227173393563134,0.9901646263897419
1933,1.67051100730896,17300,1384000,0.009560423903167248,1.9330136327072978,0.9840827416628599
1933,1.715582251548767,17400,1392000,0.026073098182678223,1.199228874221444,0.9392515383660793
1933,1.731759786605835,17500,1400000,0.009326225146651268,1.2604704237543047,0.9798738639801741
1934,1.732978105545044,17600,1408000,0.012996172532439232,1.1602934992872178,0.9642036221921444
1934,1.674208402633667,17700,1416000,0.011334186419844627,1.31059799073264,0.9696714337915182
1933,1.628312349319458,17800,1424000,0.05212908983230591,1.1980227418243885,0.9310207441449165
1933,1.7260353565216064,17900,1432000,0.050219107419252396,1.5676156036555766,0.8839927762746811
1933,1.6951677799224854,18000,1440000,0.008200759999454021,1.5779339415952562,0.98614845238626
1933,1.7177683115005493,18100,1448000,0.005095337517559528,1.2895977360196411,0.986139708198607
1933,1.7099813222885132,18200,1456000,0.0208791121840477,1.3376791378483177,0.9567387737333775
1934,1.6912262439727783,18300,1464000,0.02117399126291275,1.532947102189064,0.9655842185020447
1934,1.6247116327285767,18400,1472000,0.013385171070694923,1.7618236292153597,0.9794389847666025
1934,1.6062761545181274,18500,1480000,0.023182107135653496,2.3662521235644816,0.9614034295082092
1935,1.7106558084487915,18600,1488000,0.007847422733902931,1.544528627768159,0.9908549366518855
1936,1.7504816055297852,18700,1496000,0.0053929053246974945,0.9846743594389409,0.9864814393222332
1936,1.712546706199646,18800,1504000,0.051611535251140594,1.888024255260825,0.942138459533453
1937,1.7340738773345947,18900,1512000,0.029927928000688553,1.7425964690744877,0.9346219226717949
1937,1.722184181213379,19000,1520000,0.02818548120558262,1.490010166913271,0.9473941437900066
1937,1.7409833669662476,19100,1528000,0.023993801325559616,1.0540252255275846,0.9239076897501945
1937,1.731850266456604,19200,1536000,0.04434346780180931,1.6171883650124073,0.9283907562494278
1938,1.743678331375122,19300,1544000,0.043428581207990646,1.9225860599428415,0.9243768751621246
1938,1.7547845840454102,19400,1552000,0.0071828365325927734,1.656637915596366,0.9811683259904385
1939,1.6780807971954346,19500,1560000,0.027345597743988037,2.0218002296052875,0.9797969795763493
1938,1.7285635471343994,19600,1568000,0.012630529701709747,1.1003679050132633,0.9547994807362556
1938,1.7125959396362305,19700,1576000,0.011049902997910976,1.6086735544726252,0.9770700298249722
1938,1.7083580493927002,19800,1584000,0.024195507168769836,1.8838598690927029,0.9741173069924116
1938,1.7131561040878296,19900,1592000,0.01785874366760254,1.0405680132098496,0.9493707604706287
1938,1.7474443912506104,20000,1600000,0.010441990569233894,1.1414142962545157,0.9659331366419792
1939,1.6710796356201172,20100,1608000,0.03114251233637333,1.631947423517704,0.9459513016045094
1939,1.7335199117660522,20200,1616000,0.03130057826638222,1.323738918825984,0.9429412893950939
1938,1.6987823247909546,20300,1624000,0.018765000626444817,1.6608400644734502,0.9543254338204861
1938,1.6917431354522705,20400,1632000,0.005194166209548712,1.4215268103405834,0.9912335844710469
1938,1.7555029392242432,20500,1640000,0.004474368412047625,1.4002552591264248,0.9931645230390131
1939,1.715815782546997,20600,1648000,0.11329595744609833,1.30009401217103,0.5783303380012512
1939,1.734143853187561,20700,1656000,0.008058248087763786,1.186135391658172,0.9868607232347131
1940,1.7703468799591064,20800,1664000,0.012892693281173706,0.8198300073971041,0.9593132920563221
1939,1.7123428583145142,20900,1672000,0.019585439935326576,1.2161890564486384,0.9519933015108109
1938,1.775783896446228,21000,1680000,0.004969233181327581,1.0771799437701701,0.9829650111496449
1938,1.7507693767547607,21100,1688000,0.013415789231657982,0.5958140945434934,0.9440926238894463
1938,1.6915760040283203,21200,1696000,0.03305841237306595,2.015400315076113,0.9553888849914074
1938,1.7341502904891968,21300,1704000,0.03859484940767288,1.6554322566837072,0.9030243009328842
1938,1.7259353399276733,21400,1712000,0.0089456457644701,1.7283124469220639,0.981846010312438
1938,1.6980186700820923,21500,1720000,0.01921401545405388,1.2919829627833679,0.9647204540669918
1938,1.7134780883789062,21600,1728000,0.03583032265305519,1.7847405325621366,0.8978276029229164
1938,1.7251851558685303,21700,1736000,0.012886459939181805,1.1736268279142679,0.9648248888552189
1937,1.7351118326187134,21800,1744000,0.008016481064260006,0.9782617835793644,0.9902672544121742
1937,1.685053825378418,21900,1752000,0.04666396602988243,2.149390910193324,0.9434963054955006
1938,1.7545039653778076,22000,1760000,0.01991398073732853,1.333317882940173,0.9595639519393444
1938,1.7024428844451904,22100,1768000,0.01847945898771286,1.1807803263887764,0.9583496190607548
1938,1.767186164855957,22200,1776000,0.008632505312561989,1.2325790636241436,0.9310595393180847
1937,1.7047398090362549,22300,1784000,0.043427787721157074,1.9930830270051956,0.8973748460412025
1938,1.7411199808120728,22400,1792000,0.008618766441941261,1.8777781836688519,0.9840083997696638
1938,1.7007935047149658,22500,1800000,0.02434229850769043,1.8451972832437604,0.9340598434209824
1938,1.7378034591674805,22600,1808000,0.01764565147459507,1.1145730707794428,0.9250805228948593
1938,1.716902732849121,22700,1816000,0.01681682839989662,1.330273162573576,0.9236274212598801
1938,1.702659249305725,22800,1824000,0.03197542577981949,1.6744633568450809,0.9458349831402302
1938,1.7328341007232666,22900,1832000,0.02637862041592598,1.5681742131710052,0.9414535351097584
1938,1.735452651977539,23000,1840000,0.004761268384754658,1.0778584316372872,0.9777454379945993
1938,1.768959403038025,23100,1848000,0.014417392201721668,1.9768827814608811,0.9760763440281153
1937,1.782217025756836,23200,1856000,0.024466315284371376,1.2840646654367447,0.9228688701987267
1937,1.7502139806747437,23300,1864000,0.07437561452388763,1.5777287879260258,0.8406370878219604
1937,1.750572919845581,23400,1872000,0.015672853216528893,0.8586329784011468,0.9408896937966347
1938,1.7431198358535767,23500,1880000,0.018495669588446617,1.438593046925962,0.950430441647768
1938,1.7627884149551392,23600,1888000,0.021372592076659203,1.4215970803052187,0.9542025774717331
1938,1.6652963161468506,23700,1896000,0.030337557196617126,2.18131462931633,0.9499912969768047
1938,1.745800256729126,23800,1904000,0.015074603259563446,1.3415584044530988,0.9557375833392143
1938,1.716475486755371,23900,1912000,0.005598454736173153,1.7449260655790568,0.9850789504125714
1939,1.7360111474990845,24000,1920000,0.019514426589012146,0.9342339877970517,0.9465554431080818
1939,1.7425107955932617,24100,1928000,0.030873943120241165,1.044473467482021,0.8917539045214653
1939,1.7493219375610352,24200,1936000,0.011584283784031868,1.2823001638054847,0.9634005054831505
1939,1.6954879760742188,24300,1944000,0.02668156661093235,1.2781693363387603,0.9449770338833332
1939,1.6882597208023071,24400,1952000,0.010702384635806084,1.309978055022657,0.9736123513430357
1939,1.7605282068252563,24500,1960000,0.007074306719005108,0.7513873619958759,0.9707361999899149
1939,1.6902332305908203,24600,1968000,0.016693389043211937,1.0816181050613523,0.9512274600565434
1940,1.6648120880126953,24700,1976000,0.026093225926160812,1.3774407865479588,0.9516940414905548
1940,1.720078468322754,24800,1984000,0.005625531543046236,1.1013256011181511,0.9905442511662841
1940,1.669773817062378,24900,1992000,0.005673880688846111,1.566163322981447,0.9810352232307196
1940,1.7133042812347412,25000,2000000,0.009670819155871868,1.3083258610218764,0.9675711318850517
1940,1.6914546489715576,25100,2008000,0.0348014160990715,1.5861924638506024,0.9340319931507111
1941,1.702337622642517,25200,2016000,0.014451476745307446,1.3737526656128467,0.9764235652983189
1941,1.6872568130493164,25300,2024000,0.007801254745572805,1.5732589797582477,0.9844161979854107
1941,1.7377214431762695,25400,2032000,0.018866168335080147,1.7320795628242194,0.9665502309799194
1941,1.6676502227783203,25500,2040000,0.02609049715101719,1.548975280742161,0.9210358113050461
1941,1.5368198156356812,25600,2048000,0.010475915856659412,2.140317620243877,0.9863818343728781
1941,1.6868120431900024,25700,2056000,0.037564050406217575,1.622796766832471,0.9058503657579422
1941,1.7477729320526123,25800,2064000,0.04521945118904114,1.9174761041998862,0.8857336044311523
1941,1.6161056756973267,25900,2072000,0.014359022490680218,1.2902012335136532,0.9832598306238651
1941,1.7355362176895142,26000,2080000,0.01496392022818327,1.2638886597938837,0.9715490620583296
1941,1.7592582702636719,26100,2088000,0.005621426738798618,1.213545615877956,0.9858087627217174
1941,1.766888976097107,26200,2096000,0.0056629301980137825,1.076186561852228,0.9893384175375104
1941,1.7398020029067993,26300,2104000,0.015158722177147865,1.2438110238872468,0.9535336866974831
1941,1.6978826522827148,26400,2112000,0.01271037943661213,1.8338518859818578,0.9868503799661994
1942,1.7266082763671875,26500,2120000,0.005975150503218174,1.2024345700629056,0.9899359960108995
1942,1.7515443563461304,26600,2128000,0.020628701895475388,1.9760408759117127,0.9645037464797497
1942,1.6999175548553467,26700,2136000,0.015275794081389904,2.0667541943490506,0.967403881251812
1942,1.7284204959869385,26800,2144000,0.012519853189587593,1.0976993653457612,0.9736703857779503
1942,1.6343152523040771,26900,2152000,0.012771549634635448,1.1246947959065436,0.9737420193850994
1942,1.7369511127471924,27000,2160000,0.03848754242062569,1.2012587903998793,0.9321107342839241
1942,1.7571640014648438,27100,2168000,0.02189330756664276,1.2869091764092446,0.931602381169796
1942,1.7183666229248047,27200,2176000,0.03163807839155197,1.6768451172858476,0.9505492895841599
1942,1.76163649559021,27300,2184000,0.004294257611036301,1.013385678420309,0.9872257160022855
1942,1.7802047729492188,27400,2192000,0.0026564665604382753,0.7994974821107462,0.9873273819684982
1942,1.7220141887664795,27500,2200000,0.02558174729347229,1.4904597857734188,0.9491005316376686
1942,1.7469580173492432,27600,2208000,0.029013067483901978,1.5451831380371004,0.9682317450642586
1942,1.7406820058822632,27700,2216000,0.01716650277376175,1.3285811209585519,0.961861964315176
1942,1.7481861114501953,27800,2224000,0.014468778856098652,1.223742093052715,0.9601851031184196
1943,1.750973105430603,27900,2232000,0.007374824024736881,1.2648110375041142,0.9827944654971361
1943,1.7640119791030884,28000,2240000,0.012106237933039665,1.3363653864711522,0.970823347568512
1943,1.7591516971588135,28100,2248000,0.012242665514349937,1.1473942866548896,0.9500242955982685
1943,1.7314083576202393,28200,2256000,0.02483857050538063,1.598629805073142,0.9551988504827023
1943,1.6820404529571533,28300,2264000,0.026613611727952957,1.6990896517410874,0.9504500031471252
1943,1.7281602621078491,28400,2272000,0.022357206791639328,1.8210465967422351,0.9753759503364563
1944,1.7554384469985962,28500,2280000,0.019624536857008934,1.2844928041566164,0.9542741067707539
1944,1.7355142831802368,28600,2288000,0.025141656398773193,1.63674640301615,0.949722409248352
1944,1.7031978368759155,28700,2296000,0.026445817202329636,1.4122141877771355,0.9532661214470863
1944,1.7519137859344482,28800,2304000,0.011178897693753242,1.3587665006984024,0.9735648967325687
1944,1.755232572555542,28900,2312000,0.015955226495862007,1.160683236271143,0.9468228556215763
1944,1.7419716119766235,29000,2320000,0.007786799222230911,1.180699846893549,0.9759867805987597
1944,1.738916039466858,29100,2328000,0.03752043843269348,2.104444802552462,0.9540405534207821
1944,1.7465333938598633,29200,2336000,0.031328778713941574,1.3426472187042235,0.9186621829867363
1945,1.7218669652938843,29300,2344000,0.006710603833198547,1.2006388248875737,0.9819752369076014
1945,1.7642896175384521,29400,2352000,0.011392105370759964,1.2926434565335512,0.9699150156229734
1945,1.7418415546417236,29500,2360000,0.02480187453329563,1.7853730939328671,0.9530605114996433
1945,1.7430410385131836,29600,2368000,0.013703321106731892,1.106749804498395,0.9686167053878307
1945,1.7277740240097046,29700,2376000,0.020482327789068222,1.487056714958453,0.9502078592777252
1945,1.754638910293579,29800,2384000,0.01866370067000389,1.3955588426440955,0.9587455205619335
1945,1.663086175918579,29900,2392000,0.0471821129322052,1.3555314420722424,0.9296244084835052
1945,1.744235634803772,30000,2400000,0.02572324313223362,1.3276518875034526,0.9140103831887245
1945,1.7617629766464233,30100,2408000,0.029507692903280258,0.812463071057573,0.9119043052196503
1945,1.7439311742782593,30200,2416000,0.01039719395339489,0.8049898268654943,0.9508244544267654
1945,1.7447307109832764,30300,2424000,0.016695119440555573,1.5984454095363616,0.9612167328596115
1945,1.7640272378921509,30400,2432000,0.020951727405190468,1.1413315009325742,0.8623149693012238
1945,1.7328612804412842,30500,2440000,0.0341222770512104,1.417547482997179,0.8105033338069916
1946,1.7403428554534912,30600,2448000,0.010291988961398602,1.4467343715718015,0.9816754553467035
1946,1.7173668146133423,30700,2456000,0.009697742760181427,1.1270432671299204,0.9792098850011826
