explained_variance,total_timesteps,value_loss,fps,nupdates,policy_entropy
-3.8388991355895996,80,3.6993773392168805e-05,82,1,1.7917592525482178
0.03154224157333374,8000,0.04952455684542656,1587,100,1.7917591333389282
0.19597285985946655,16000,0.01914335787296295,1793,200,1.7917587757110596
0.02543473243713379,24000,0.0365484356880188,1857,300,1.7917581796646118
0.8478735536336899,32000,0.0004435185401234776,1869,400,1.7917520999908447
0.06931412220001221,40000,0.041182346642017365,1867,500,1.7917053699493408
-0.05234980583190918,48000,0.052025966346263885,1880,600,1.7916284799575806
0.3951246738433838,56000,0.06073542684316635,1896,700,1.7913728952407837
0.9242402538657188,64000,0.0014977018581703305,1902,800,1.7906728982925415
0.97628078982234,72000,0.003350911196321249,1904,900,1.7908642292022705
0.8918660059571266,80000,0.00909039843827486,1890,1000,1.7863727807998657
0.9644786603748798,88000,0.004559800028800964,1878,1100,1.780544638633728
0.6294096112251282,96000,0.050766341388225555,1873,1200,1.7757418155670166
0.4219362139701843,104000,0.11182741820812225,1875,1300,1.7712160348892212
0.8150913119316101,112000,0.015393967740237713,1883,1400,1.7691103219985962
0.4164767861366272,120000,0.020935559645295143,1878,1500,1.7803577184677124
0.7405837774276733,128000,0.023646820336580276,1880,1600,1.7531483173370361
0.8385689407587051,136000,0.011842424049973488,1877,1700,1.7558872699737549
0.8276187777519226,144000,0.028476964682340622,1886,1800,1.7762079238891602
0.7408959865570068,152000,0.025468582287430763,1889,1900,1.772753357887268
0.7871760725975037,160000,0.026208749040961266,1891,2000,1.7655175924301147
0.9822604171931744,168000,0.0020461396779865026,1890,2100,1.762799859046936
0.8418908417224884,176000,0.00686995405703783,1886,2200,1.7768312692642212
0.7416674792766571,184000,0.02649828791618347,1888,2300,1.7635791301727295
0.8789470717310905,192000,0.011959794908761978,1883,2400,1.7788076400756836
0.9754813220351934,200000,0.0068564945831894875,1881,2500,1.7351270914077759
0.6950666904449463,208000,0.045315247029066086,1883,2600,1.7721675634384155
0.9611873812973499,216000,0.014635664410889149,1886,2700,1.760460615158081
0.9869410432875156,224000,0.0034091793932020664,1886,2800,1.7603404521942139
0.9938040529377759,232000,0.0031274997163563967,1886,2900,1.739831566810608
0.5424353182315826,240000,0.06216021627187729,1890,3000,1.7754062414169312
0.8449287712574005,248000,0.03323724493384361,1896,3100,1.771554708480835
0.3269340991973877,256000,0.06804005801677704,1898,3200,1.7823569774627686
0.9361526146531105,264000,0.015338920056819916,1893,3300,1.7642109394073486
0.9384945519268513,272000,0.03212831914424896,1895,3400,1.6807615756988525
0.9282817766070366,280000,0.007830159738659859,1900,3500,1.763707160949707
0.9456064067780972,288000,0.01533364225178957,1900,3600,1.7548739910125732
0.8952783569693565,296000,0.024177800863981247,1901,3700,1.7590347528457642
0.9537300132215023,304000,0.019152596592903137,1903,3800,1.740722417831421
0.9665141552686691,312000,0.006976637057960033,1906,3900,1.7485206127166748
0.9210308492183685,320000,0.0156844649463892,1907,4000,1.7305831909179688
0.890965573489666,328000,0.043457694351673126,1908,4100,1.7318260669708252
0.967127300798893,336000,0.021980244666337967,1911,4200,1.6797031164169312
0.9399168156087399,344000,0.02546250820159912,1914,4300,1.720391035079956
0.8968029543757439,352000,0.041775502264499664,1914,4400,1.708823800086975
0.9009438455104828,360000,0.03792017325758934,1917,4500,1.7137972116470337
0.9364404901862144,368000,0.01838894560933113,1920,4600,1.7117595672607422
0.8300027549266815,376000,0.07122625410556793,1922,4700,1.7314841747283936
0.9470873959362507,384000,0.02744472399353981,1922,4800,1.6843655109405518
0.9662208408117294,392000,0.015548604540526867,1923,4900,1.667097806930542
0.9536919072270393,400000,0.03582321107387543,1925,5000,1.526757001876831
0.9840314518660307,408000,0.004101554863154888,1926,5100,1.6599178314208984
0.9790359456092119,416000,0.005193547811359167,1926,5200,1.6619577407836914
0.9564517624676228,424000,0.013382313773036003,1928,5300,1.7099387645721436
0.9785376265645027,432000,0.005678275134414434,1929,5400,1.705163598060608
0.971739012748003,440000,0.009739762172102928,1929,5500,1.6968132257461548
0.9846276994794607,448000,0.013908861204981804,1927,5600,1.601862907409668
0.9850255427882075,456000,0.005178883206099272,1925,5700,1.6628334522247314
0.9679720178246498,464000,0.015483741648495197,1923,5800,1.6588304042816162
