#{"t_start": 1522435996.752835, "env_id": "MontezumaRevengeNoFrameskip-v0"}
r,l,t
0.0,396,15.028585
0.0,277,17.535219
0.0,342,20.599949
0.0,627,25.835685
0.0,257,27.914533
0.0,200,29.611586
0.0,374,32.863108
0.0,390,36.099409
0.0,523,40.792914
0.0,386,44.421855
0.0,556,49.370226
0.0,596,54.502468
0.0,544,59.415611
0.0,696,65.90216
0.0,768,73.020544
0.0,569,78.190161
0.0,299,80.858478
0.0,568,85.543569
0.0,877,93.949941
0.0,288,96.344114
0.0,293,99.000353
0.0,933,107.36455
0.0,627,112.74725
0.0,748,119.290102
0.0,515,123.831684
0.0,818,131.466135
0.0,1010,140.41517
0.0,596,145.908538
0.0,362,148.913206
0.0,637,154.200908
0.0,471,158.266968
0.0,637,163.83697
0.0,474,167.724111
0.0,815,174.945786
0.0,1517,188.758382
0.0,706,195.333676
0.0,581,200.522162
0.0,495,205.020956
0.0,195,206.685074
0.0,583,211.918233
0.0,993,221.371723
0.0,352,224.218621
0.0,370,227.384927
0.0,409,230.848408
0.0,754,237.625524
0.0,822,244.694399
0.0,357,247.66089
0.0,903,255.553265
0.0,1445,268.134417
0.0,272,270.348997
0.0,235,272.50409
0.0,655,278.485495
0.0,366,281.728959
0.0,432,285.527966
0.0,535,290.328487
0.0,365,293.600505
0.0,422,297.379178
0.0,1315,309.700864
0.0,1571,324.014644
0.0,449,328.177976
0.0,463,332.490264
0.0,334,335.641631
0.0,794,342.430689
0.0,372,345.687288
0.0,930,354.160468
0.0,864,361.894624
0.0,1454,374.971544
0.0,256,377.706028
0.0,751,384.851026
0.0,1156,395.535502
0.0,762,402.499088
0.0,453,406.763673
0.0,694,412.646939
0.0,751,418.973923
0.0,374,422.490521
0.0,191,424.067362
0.0,507,429.366223
0.0,593,435.022157
0.0,341,437.884826
0.0,305,440.599869
0.0,690,447.601081
0.0,579,452.792814
0.0,266,455.146129
0.0,601,460.309494
0.0,1009,469.856633
0.0,569,474.891878
0.0,1292,486.239883
0.0,266,488.530074
0.0,325,491.389194
0.0,680,497.717185
0.0,634,503.32792
0.0,322,506.005201
0.0,750,512.505364
0.0,376,516.245666
0.0,537,521.04733
0.0,505,525.430003
0.0,972,534.478623
0.0,245,536.622129
0.0,618,542.384151
0.0,800,549.651365
0.0,638,555.393231
0.0,302,558.112941
0.0,529,562.634583
0.0,347,565.767311
0.0,1194,576.66087
0.0,245,578.704468
0.0,272,580.97314
0.0,551,585.841549
0.0,697,591.753201
0.0,524,596.715814
0.0,398,600.089733
0.0,927,608.508997
0.0,391,611.946497
0.0,391,615.216878
0.0,814,622.163311
0.0,386,625.604391
0.0,413,629.013759
0.0,401,632.360755
0.0,481,636.663291
0.0,750,643.197208
0.0,304,646.273673
0.0,1252,657.802836
0.0,385,661.080888
0.0,614,666.741958
0.0,399,670.196832
0.0,677,676.539739
0.0,511,681.114165
0.0,522,686.124954
0.0,877,694.370088
0.0,616,699.919187
0.0,493,704.230471
0.0,350,707.130941
0.0,1220,718.316401
0.0,2493,741.237624
0.0,449,745.050497
0.0,475,749.803036
0.0,434,754.001033
0.0,546,758.841369
0.0,293,761.424518
0.0,411,764.730124
0.0,1083,774.192064
0.0,747,780.860268
0.0,1164,791.08139
0.0,512,795.737091
0.0,334,798.942466
0.0,216,800.933546
0.0,469,805.304143
0.0,753,812.140267
0.0,380,815.744957
0.0,743,822.563783
0.0,257,824.826144
0.0,829,832.249984
0.0,581,837.55864
0.0,607,843.297395
0.0,642,849.432089
0.0,369,852.617565
0.0,479,856.571697
0.0,411,860.214719
0.0,891,867.480288
0.0,979,876.039187
0.0,672,881.940829
0.0,569,886.769516
0.0,498,891.132432
0.0,610,896.7273
0.0,316,899.355493
0.0,569,904.568774
0.0,676,910.332198
0.0,487,914.691258
0.0,737,921.205629
0.0,216,923.035994
0.0,756,930.374845
0.0,506,934.899872
0.0,606,940.802688
0.0,200,942.462899
0.0,324,945.227567
0.0,749,951.795425
0.0,634,957.64088
0.0,674,964.303301
0.0,408,968.128711
0.0,194,969.768697
0.0,440,973.635724
0.0,722,980.273836
0.0,410,983.812229
0.0,671,989.881212
0.0,626,995.830251
0.0,1372,1008.735758
100.0,3047,1035.583786
0.0,374,1039.059906
0.0,396,1042.915558
0.0,264,1045.316021
0.0,562,1050.997121
0.0,954,1059.490909
0.0,455,1063.713487
0.0,1112,1073.405656
0.0,327,1076.529743
0.0,533,1081.164017
0.0,215,1082.93306
0.0,547,1087.947071
0.0,219,1089.792175
0.0,400,1093.590903
0.0,482,1097.857008
0.0,387,1101.312305
0.0,393,1104.653358
0.0,377,1107.919337
0.0,466,1112.00352
0.0,374,1115.279541
0.0,337,1118.210106
0.0,194,1119.988458
0.0,841,1127.214908
0.0,617,1132.697181
0.0,565,1137.853587
0.0,664,1143.86746
0.0,422,1147.360276
0.0,356,1150.700713
0.0,488,1155.073146
0.0,422,1158.477995
0.0,829,1165.841188
0.0,623,1171.241913
0.0,464,1175.348464
0.0,1052,1185.205146
0.0,750,1192.009705
0.0,1046,1201.426318
0.0,823,1208.889465
0.0,515,1213.577866
0.0,767,1220.717224
0.0,415,1224.589346
0.0,283,1226.967363
0.0,438,1230.85528
0.0,409,1234.247712
0.0,729,1240.545594
0.0,220,1242.382116
0.0,520,1246.81388
0.0,284,1249.378849
0.0,690,1255.567294
0.0,351,1258.63001
0.0,575,1263.377902
0.0,438,1267.248243
0.0,327,1269.945143
0.0,687,1276.442761
0.0,931,1284.635465
0.0,660,1290.827174
0.0,394,1294.582977
0.0,309,1297.881366
0.0,453,1302.16207
0.0,695,1308.539915
0.0,588,1313.810092
0.0,383,1317.423041
0.0,307,1320.089478
0.0,1145,1330.272213
0.0,251,1332.571451
0.0,460,1336.627512
0.0,281,1339.012904
0.0,970,1347.452123
0.0,401,1351.030968
0.0,494,1355.241865
0.0,648,1361.118882
0.0,207,1362.89607
0.0,473,1367.129786
0.0,608,1372.52809
0.0,591,1377.520757
0.0,445,1381.389639
0.0,412,1385.145822
0.0,338,1388.142597
0.0,812,1395.503704
0.0,211,1397.475234
0.0,979,1406.870326
0.0,428,1410.772293
0.0,371,1414.004211
0.0,397,1417.391234
0.0,296,1420.093663
0.0,451,1423.951854
0.0,688,1430.016525
0.0,285,1432.811398
0.0,580,1438.195224
0.0,491,1442.304275
0.0,480,1446.648082
0.0,233,1448.676372
0.0,637,1454.222606
0.0,530,1459.012586
0.0,278,1461.279913
0.0,293,1463.974575
0.0,362,1467.097398
0.0,432,1470.732547
0.0,600,1475.975179
0.0,253,1478.039799
0.0,499,1482.176906
0.0,299,1484.749009
0.0,422,1488.653342
0.0,406,1492.253898
0.0,369,1495.466114
0.0,539,1500.54398
0.0,701,1506.871405
0.0,672,1513.542639
0.0,601,1518.908141
0.0,1168,1529.142955
0.0,1335,1541.166184
0.0,554,1546.002417
0.0,339,1548.858289
0.0,828,1556.467554
0.0,363,1559.727671
0.0,570,1564.65468
0.0,1465,1577.821162
0.0,473,1582.132955
0.0,291,1584.700072
0.0,353,1587.788618
0.0,826,1595.484879
0.0,480,1600.216308
0.0,616,1605.946995
0.0,437,1610.011798
0.0,661,1615.78707
0.0,772,1622.880388
0.0,276,1625.160285
0.0,512,1629.521731
0.0,348,1632.458113
0.0,299,1635.354498
0.0,853,1643.038552
0.0,912,1651.83612
0.0,468,1655.820999
0.0,474,1660.339039
0.0,867,1668.227499
0.0,601,1673.598415
0.0,613,1678.991707
0.0,453,1682.793082
0.0,387,1686.261822
0.0,452,1690.139394
0.0,486,1694.210366
0.0,958,1702.97268
0.0,420,1706.494486
0.0,486,1710.610137
0.0,289,1713.252257
0.0,384,1716.59339
0.0,833,1724.648046
0.0,400,1728.118588
0.0,651,1733.886018
0.0,584,1739.199985
0.0,714,1745.43189
0.0,683,1751.71309
0.0,934,1759.941007
0.0,463,1763.832303
0.0,524,1768.51655
0.0,737,1775.067585
0.0,311,1777.591543
0.0,661,1783.822834
0.0,691,1789.975873
0.0,494,1794.417094
0.0,453,1798.454937
0.0,419,1801.840859
0.0,1231,1813.00893
0.0,240,1815.108622
0.0,310,1817.764099
0.0,1067,1827.93164
0.0,383,1831.180189
0.0,575,1836.250773
0.0,1038,1845.100837
0.0,663,1850.837224
