value_loss,explained_variance,total_timesteps,policy_entropy,nupdates,fps
0.004995869006961584,-20.51577377319336,80,2.8903708457946777,1,46
0.0013721641153097153,-0.20180737972259521,8000,2.8903703689575195,100,1204
0.0007387652294710279,0.09578597545623779,16000,2.8903703689575195,200,1422
0.0005962217692285776,0.18897724151611328,24000,2.8903708457946777,300,1549
0.0005835858173668385,0.15547114610671997,32000,2.8903703689575195,400,1604
0.0009802489075809717,0.17685073614120483,40000,2.8903706073760986,500,1633
0.000454229477327317,0.4931234121322632,48000,2.890367031097412,600,1656
0.00042520053102634847,-0.004323840141296387,56000,2.8903493881225586,700,1659
0.0007094856118783355,-0.35982072353363037,64000,2.8903393745422363,800,1665
0.0006954707787372172,-0.3329824209213257,72000,2.890320301055908,900,1680
0.0004990664892829955,-0.26197612285614014,80000,2.8902626037597656,1000,1692
0.0005385753465816379,-0.30647528171539307,88000,2.890227794647217,1100,1689
0.00016580891679041088,0.5129501223564148,96000,2.890167236328125,1200,1685
0.000354628951754421,-0.8243018388748169,104000,2.889955520629883,1300,1684
0.0002512976643629372,-0.44752049446105957,112000,2.8898966312408447,1400,1688
0.00030170290847308934,-1.0598647594451904,120000,2.8897900581359863,1500,1688
0.00018806662410497665,-0.05374646186828613,128000,2.8899312019348145,1600,1699
0.00028711603954434395,-0.8569221496582031,136000,2.890084743499756,1700,1698
0.00018361641559749842,-0.9672054052352905,144000,2.8900249004364014,1800,1694
0.00022642566182184964,-0.1426229476928711,152000,2.890038251876831,1900,1695
0.0001756551064318046,-0.6920979022979736,160000,2.890073776245117,2000,1695
0.00031313602812588215,0.10339885950088501,168000,2.890036106109619,2100,1700
0.00016077971667982638,-0.029503464698791504,176000,2.889997959136963,2200,1706
8.36965482449159e-05,-0.24445748329162598,184000,2.8901333808898926,2300,1711
0.00011264644854236394,-0.304254412651062,192000,2.890176773071289,2400,1713
0.00023024198890198022,-0.2828727960586548,200000,2.8902270793914795,2500,1716
0.00011733949941117316,-0.05746793746948242,208000,2.890216112136841,2600,1711
0.00019599078223109245,0.05899786949157715,216000,2.8902626037597656,2700,1715
0.00014189181092660874,-1.5098040103912354,224000,2.890263319015503,2800,1715
7.70642509451136e-05,-0.527532696723938,232000,2.890244483947754,2900,1714
0.00010766128252726048,-0.5696165561676025,240000,2.8902411460876465,3000,1717
0.00013508665142580867,-1.8497250080108643,248000,2.8901679515838623,3100,1723
7.70961050875485e-05,-1.854809284210205,256000,2.890146255493164,3200,1724
0.0001123019028455019,-0.743976354598999,264000,2.8902409076690674,3300,1725
7.25687641534023e-05,-2.8425650596618652,272000,2.8902385234832764,3400,1730
8.138908742694184e-05,-0.10200273990631104,280000,2.8901848793029785,3500,1730
5.73836914554704e-05,-0.6514555215835571,288000,2.890188694000244,3600,1732
3.3882457501022145e-05,-0.17900323867797852,296000,2.890162944793701,3700,1733
7.054362504277378e-05,-0.4062575101852417,304000,2.890239715576172,3800,1734
8.248821541201323e-05,-0.6497267484664917,312000,2.8901844024658203,3900,1730
6.227113772183657e-05,0.3209097385406494,320000,2.890204906463623,4000,1730
8.01601490820758e-05,-1.117363452911377,328000,2.8901851177215576,4100,1731
9.338183735962957e-05,-0.2306896448135376,336000,2.8902339935302734,4200,1730
6.828451296314597e-05,-0.32397305965423584,344000,2.8902974128723145,4300,1730
4.9754115025280043e-05,-0.20056819915771484,352000,2.890296697616577,4400,1729
6.412671791622415e-05,-2.5127999782562256,360000,2.8902792930603027,4500,1726
5.742623034166172e-05,-0.1283864974975586,368000,2.890256881713867,4600,1727
5.872491601621732e-05,-0.7090029716491699,376000,2.8902387619018555,4700,1729
6.70648951199837e-05,-0.3658837080001831,384000,2.890214204788208,4800,1730
6.292537727858871e-05,-0.6292150020599365,392000,2.8902268409729004,4900,1731
4.094527321285568e-05,-1.0967671871185303,400000,2.8902506828308105,5000,1731
6.785117147956043e-05,-1.8094971179962158,408000,2.8902511596679688,5100,1733
6.58971766824834e-05,-0.7896625995635986,416000,2.8902077674865723,5200,1734
6.912922981427982e-05,-1.8544650077819824,424000,2.8902134895324707,5300,1737
6.136542651802301e-05,-0.7514641284942627,432000,2.8902528285980225,5400,1738
4.98629997309763e-05,-0.6982041597366333,440000,2.890284538269043,5500,1740
5.808845889987424e-05,-0.8302019834518433,448000,2.890286684036255,5600,1740
6.11057403148152e-05,-0.5456411838531494,456000,2.8902690410614014,5700,1741
6.230593135114759e-05,-0.6365978717803955,464000,2.8902735710144043,5800,1739
9.986762597691268e-05,-0.5004498958587646,472000,2.8902668952941895,5900,1739
6.0595659306272864e-05,-1.6115195751190186,480000,2.890291929244995,6000,1739
8.602152956882492e-05,-0.5632319450378418,488000,2.8903145790100098,6100,1739
6.843032315373421e-05,-0.7551084756851196,496000,2.890310287475586,6200,1738
6.680462684016675e-05,-2.1767024993896484,504000,2.890324831008911,6300,1737
4.501461808104068e-05,-0.7939472198486328,512000,2.8903188705444336,6400,1736
3.9510934584541246e-05,-0.2974379062652588,520000,2.8903136253356934,6500,1736
5.464830246637575e-05,-1.4293735027313232,528000,2.8903238773345947,6600,1735
3.957922672270797e-05,-0.07269632816314697,536000,2.8903110027313232,6700,1736
2.7889012926607393e-05,-3.4831724166870117,544000,2.890314817428589,6800,1736
8.574272942496464e-05,-1.1243085861206055,552000,2.8903212547302246,6900,1736
6.453979585785419e-05,-0.6152302026748657,560000,2.890308141708374,7000,1734
4.5837579818908125e-05,-0.740971565246582,568000,2.8903040885925293,7100,1733
6.270809535635635e-05,-1.047602653503418,576000,2.89030122756958,7200,1735
4.402936974656768e-05,-0.18233346939086914,584000,2.8902676105499268,7300,1735
3.388920958968811e-05,0.021458685398101807,592000,2.890275478363037,7400,1734
4.1823324863798916e-05,-0.9631025791168213,600000,2.8903021812438965,7500,1735
2.3466120183002204e-05,-0.881162166595459,608000,2.89032244682312,7600,1734
6.033307363395579e-05,0.031809329986572266,616000,2.8903300762176514,7700,1735
3.9356826164294034e-05,-0.5940357446670532,624000,2.89034366607666,7800,1736
3.423426824156195e-05,-2.2358803749084473,632000,2.8903324604034424,7900,1736
3.68557266483549e-05,-0.7684279680252075,640000,2.890324592590332,8000,1733
5.4885058489162475e-05,-0.7279510498046875,648000,2.8903303146362305,8100,1732
5.729806798626669e-05,-1.6454048156738281,656000,2.8903350830078125,8200,1732
2.400858465989586e-05,-1.0806889533996582,664000,2.89033579826355,8300,1732
4.660990452975966e-05,-1.0800223350524902,672000,2.8903305530548096,8400,1731
5.59863583475817e-05,-0.6137220859527588,680000,2.890333890914917,8500,1730
1.871479253168218e-05,-0.3731881380081177,688000,2.8903145790100098,8600,1729
1.6430825780844316e-05,0.22227293252944946,696000,2.8903210163116455,8700,1731
2.709148066060152e-05,0.079628586769104,704000,2.8903305530548096,8800,1732
1.7527378076920286e-05,-0.21226215362548828,712000,2.890331268310547,8900,1732
2.231643520644866e-05,-0.3265594244003296,720000,2.8903281688690186,9000,1731
6.0168611526023597e-05,-1.18790864944458,728000,2.890324354171753,9100,1728
2.69331103481818e-05,-0.06328248977661133,736000,2.890326976776123,9200,1728
3.584824298741296e-05,-0.3949793577194214,744000,2.8903257846832275,9300,1728
3.711361932801083e-05,-1.829782485961914,752000,2.8903162479400635,9400,1727
1.4697482583869714e-05,-0.1896597146987915,760000,2.890321731567383,9500,1725
2.510546983103268e-05,-0.5611655712127686,768000,2.8903310298919678,9600,1725
3.267920692451298e-05,-0.269439697265625,776000,2.890336036682129,9700,1725
2.5635439669713378e-05,-0.39681708812713623,784000,2.8903446197509766,9800,1726
2.2313073714030907e-05,-1.981534481048584,792000,2.890345811843872,9900,1725
2.6234552933601663e-05,-0.001690983772277832,800000,2.890343427658081,10000,1724
5.195613994146697e-05,-0.7588388919830322,808000,2.890348434448242,10100,1725
3.5886088880943134e-05,-0.19571852684020996,816000,2.8903427124023438,10200,1726
2.0280076569179073e-05,-1.05452299118042,824000,2.890333652496338,10300,1727
3.838703196379356e-05,-0.841866135597229,832000,2.8903393745422363,10400,1727
2.3879225409473293e-05,-3.5365142822265625,840000,2.890331268310547,10500,1726
1.655295091040898e-05,-0.31824755668640137,848000,2.890338897705078,10600,1726
3.664230098365806e-05,-0.9389806985855103,856000,2.8903393745422363,10700,1727
2.5537763576721773e-05,-0.9601922035217285,864000,2.8903377056121826,10800,1727
4.944734973832965e-05,-0.8473087549209595,872000,2.890333890914917,10900,1727
2.5446928702876903e-05,-1.1862609386444092,880000,2.8903238773345947,11000,1727
