nupdates,explained_variance,value_loss,fps,policy_entropy,total_timesteps,avg reward
71900,-1.3497166633605957,434914.9375,1932,0.0,5752000,7885.816705322266
72000,0.4253653287887573,9988.3310546875,1932,0.0,5760000,-1617.7557739257813
72100,0.8009778559207916,73649.328125,1932,0.0,5768000,-8192.187030029298
72200,0.8478811681270599,90623.6640625,1932,0.0,5776000,-11613.652124023438
72300,0.7726682722568512,16330.4375,1932,0.0,5784000,4503.652743530273
72400,0.668442577123642,254525.171875,1932,0.0,5792000,-13284.737243652344
72500,0.7816615253686905,1845.015625,1932,0.0,5800000,-1277.962823486328
72600,-0.30992281436920166,126435.765625,1932,0.0,5808000,2367.1488983154295
72700,0.9669972695410252,380.6761779785156,1932,0.0,5816000,286.35162084698675
72800,0.3852002024650574,245712.0,1932,0.0,5824000,9126.972436523438
72900,-0.7068090438842773,3192644.5,1932,0.0,5832000,15675.21485595703
73000,0.7990390211343765,154451.375,1932,0.0,5840000,-12636.242333984375
73100,0.7072934508323669,385869.5,1932,0.0,5848000,18596.177795410156
73200,-0.6849797964096069,4530266.0,1931,0.0,5856000,17456.152783203124
73300,0.006851494312286377,3471499.5,1931,0.0,5864000,-4368.956982421875
73400,0.11764919757843018,5520425.5,1931,0.0,5872000,-13550.427770996093
73500,0.13997632265090942,3111672.75,1931,0.0,5880000,-9366.395538330078
73600,0.4074445962905884,673350.3125,1931,0.0,5888000,15861.664221191406
73700,0.862798273563385,92993.7421875,1931,0.0,5896000,11524.760498046875
73800,-0.2356884479522705,2514119.5,1931,0.0,5904000,6529.489129638672
73900,0.81424380838871,280916.875,1931,0.0,5912000,14378.438208007812
74000,0.9192507490515709,7009.59375,1931,0.0,5920000,3146.1106018066407
74100,-0.3538181781768799,51320.9453125,1931,0.0,5928000,1596.781608581543
74200,0.7069692611694336,82361.859375,1931,0.0,5936000,-10390.2748046875
74300,-0.08894515037536621,517739.84375,1930,0.0,5944000,4530.78669128418
74400,-0.5225074291229248,2030609.25,1930,0.0,5952000,16405.390075683594
74500,0.030660152435302734,2592441.0,1930,0.0,5960000,5777.776431274414
74600,0.6878511309623718,23458.05078125,1930,0.0,5968000,-4721.972326660156
74700,-0.060638427734375,5917.7861328125,1930,0.0,5976000,-1500.2863357543945
74800,-0.24766528606414795,1791090.625,1930,0.0,5984000,10998.48076171875
74900,0.16444873809814453,347151.6875,1930,0.0,5992000,2252.6777679443358
75000,0.48262882232666016,23662.65234375,1930,0.0,6000000,5112.4450012207035
75100,0.9395267851650715,123275.75,1930,0.0,6008000,-11263.063409423828
75200,-0.6623053550720215,78130.7734375,1930,0.0,6016000,-2461.7947784423827
75300,0.9600774571299553,267.47454833984375,1930,0.0,6024000,-35.25591287761927
75400,0.7470288276672363,17688.75390625,1930,0.0,6032000,5415.643383789063
75500,0.688000351190567,80765.3046875,1930,0.0,6040000,11756.044458007813
75600,-0.033493995666503906,8591010.0,1930,0.0,6048000,14225.450793457032
75700,0.5592232346534729,371958.5625,1930,0.0,6056000,15068.847814941406
75800,0.6615230143070221,343963.40625,1930,0.0,6064000,17971.384509277344
75900,0.911477230489254,63920.82421875,1930,0.0,6072000,8783.051641845703
76000,0.8193210661411285,21631.20703125,1930,0.0,6080000,5514.356896972657
76100,0.05232501029968262,182896.296875,1930,0.0,6088000,-2409.8190353393557
76200,0.8406453728675842,103519.3671875,1930,0.0,6096000,10923.782775878906
76300,0.3203791379928589,9731476.0,1930,0.0,6104000,18329.400524902343
76400,0.03942495584487915,112451.078125,1930,0.0,6112000,-1872.2408927917481
76500,0.009692013263702393,8730005.0,1930,0.0,6120000,-18902.24592285156
76600,0.7840977162122726,69218.2265625,1930,0.0,6128000,-9293.15464477539
76700,-0.9872853755950928,79031.484375,1930,0.0,6136000,-3309.1074462890624
76800,-0.5312772989273071,2882140.0,1930,0.0,6144000,-11054.668896484374
76900,0.5130627751350403,149550.78125,1930,0.0,6152000,13940.319372558593
77000,0.04243171215057373,5948941.0,1930,0.0,6160000,-10340.109497070312
77100,0.11695528030395508,6247317.0,1930,0.0,6168000,17367.81345214844
77200,0.04556936025619507,856192.625,1930,0.0,6176000,-4697.444299316407
77300,0.6498502492904663,139556.59375,1930,0.0,6184000,-13708.480090332032
77400,-0.08836030960083008,11642867.0,1930,0.0,6192000,-21407.037158203126
77500,-0.12421524524688721,4675465.0,1930,0.0,6200000,22101.031689453124
77600,0.6451178789138794,101968.09375,1929,0.0,6208000,-9645.218859863282
77700,0.9374427199363708,365.61529541015625,1929,0.0,6216000,97.13230490684509
77800,0.6153050065040588,1258183.625,1929,0.0,6224000,-11501.411059570313
77900,0.7233006656169891,136544.28125,1929,0.0,6232000,-11361.669592285156
78000,0.8881724178791046,315992.5,1929,0.0,6240000,20274.95224609375
78100,0.9388595558702946,124076.1875,1929,0.0,6248000,14026.254028320312
78200,-0.5414389371871948,5590123.0,1929,0.0,6256000,-19781.892236328124
78300,0.9163454994559288,82549.421875,1929,0.0,6264000,-11298.723388671875
78400,-0.11818563938140869,134280.96875,1929,0.0,6272000,-4418.563986206054
78500,-0.14257574081420898,101438.359375,1929,0.0,6280000,-2423.9732208251953
78600,-0.07949936389923096,8050051.0,1929,0.0,6288000,-17676.82393798828
78700,-1.1447346210479736,381608.25,1929,0.0,6296000,-11144.142944335938
