total_timesteps,policy_entropy,learning rate,explained_variance,nupdates,fps,avg reward,value_loss
4328000,1.6579170227050781,0.0007,0.6828720271587372,54100,1963,-0.40480192825198175,0.013963980600237846
4336000,1.706524133682251,0.0007,0.8867561519145966,54200,1963,-0.852875329554081,0.002679634839296341
4344000,1.6587257385253906,0.0007,0.773219957947731,54300,1963,-0.7131218027323485,0.0176201481372118
4352000,1.6518709659576416,0.0007,0.8552528470754623,54400,1963,-0.6672013849020004,0.01067405380308628
4360000,1.6889444589614868,0.0007,0.9077118188142776,54500,1963,-0.7876860471442342,0.014296730980277061
4368000,1.6531553268432617,0.0007,0.9479641579091549,54600,1963,-0.557168011367321,0.003780979663133621
4376000,1.5275204181671143,0.0007,0.8161454796791077,54700,1963,-0.8871342655271292,0.009914198890328407
4384000,1.583322286605835,0.0007,0.8293501883745193,54800,1963,-1.1220417961478233,0.00823317188769579
4392000,1.6220792531967163,0.0007,0.9112681001424789,54900,1963,-1.0253193370997906,0.0060659549199044704
4400000,1.6721378564834595,0.0007,0.8441005796194077,55000,1963,-0.790508446842432,0.02368300035595894
4408000,1.6607640981674194,0.0007,0.8453627228736877,55100,1963,-0.9541921425610781,0.005899087991565466
4416000,1.668627142906189,0.0007,0.8244689106941223,55200,1963,-0.5581102161115268,0.008451206609606743
4424000,1.6867955923080444,0.0007,0.6949618756771088,55300,1963,-0.6418027136474848,0.030647456645965576
4432000,1.6255327463150024,0.0007,0.8634650111198425,55400,1964,-0.5632760597392916,0.004383925348520279
4440000,1.5422546863555908,0.0007,0.6419225335121155,55500,1964,-0.5762446217238903,0.02122415229678154
4448000,1.6772010326385498,0.0007,0.8403400182723999,55600,1964,-0.5803432539105415,0.005380518734455109
4456000,1.6866836547851562,0.0007,0.8410187214612961,55700,1965,-0.630867189541459,0.010885601863265038
4464000,1.6392408609390259,0.0007,0.9453863427042961,55800,1965,-0.5305566369672305,0.00453989626839757
4472000,1.6586799621582031,0.0007,0.8050632476806641,55900,1965,-1.0041465912014247,0.013665720820426941
4480000,1.66693913936615,0.0007,0.23515945672988892,56000,1965,-0.8437780868262053,0.03165422007441521
4488000,1.5810548067092896,0.0007,0.6235908567905426,56100,1965,-0.6941369310952723,0.017300833016633987
4496000,1.6679185628890991,0.0007,0.6332689523696899,56200,1965,-0.6016720801591873,0.018155574798583984
4504000,1.6197112798690796,0.0007,0.8413741588592529,56300,1965,-0.7852979399263859,0.008305191993713379
4512000,1.5584802627563477,0.0007,0.9475996941328049,56400,1965,-0.7957885071635247,0.00661284988746047
4520000,1.5922801494598389,0.0007,0.8045071214437485,56500,1966,-0.7522021178156137,0.00779896741732955
4528000,1.6617673635482788,0.0007,0.8730372041463852,56600,1966,-0.7647997695952654,0.00448587303981185
4536000,1.7104440927505493,0.0007,0.9015176147222519,56700,1966,-0.7036544254049659,0.0035799152683466673
4544000,1.6590286493301392,0.0007,0.6997203826904297,56800,1967,-0.669420437142253,0.012054851278662682
4552000,1.647245168685913,0.0007,0.7601195275783539,56900,1967,-0.7686023462563754,0.011573931202292442
4560000,1.7149896621704102,0.0007,0.5729192197322845,57000,1967,-0.5337883573956788,0.01885698176920414
4568000,1.6642860174179077,0.0007,0.7191126942634583,57100,1967,-0.4820651113986969,0.008387105539441109
4576000,1.6397279500961304,0.0007,0.8706684112548828,57200,1967,-0.7010207300074398,0.010161852464079857
4584000,1.7451261281967163,0.0007,0.7002623081207275,57300,1967,-0.7137371957302093,0.00278114783577621
4592000,1.647618055343628,0.0007,0.7000839114189148,57400,1967,-0.5931699479930103,0.033097632229328156
4600000,1.6815448999404907,0.0007,0.9082337617874146,57500,1967,-0.5894667010754346,0.005100183188915253
4608000,1.6352274417877197,0.0007,0.7730999290943146,57600,1968,-0.702779901213944,0.019604122266173363
4616000,1.683275818824768,0.0007,0.4701014757156372,57700,1968,-0.6358257971704007,0.046438027173280716
4624000,1.6161251068115234,0.0007,0.6705261468887329,57800,1968,-0.4580934148281813,0.016245169565081596
4632000,1.6486866474151611,0.0007,0.7026337087154388,57900,1968,-0.23042911081574857,0.013184532523155212
4640000,1.6918551921844482,0.0007,0.855439156293869,58000,1968,-0.7714450251311064,0.007750874850898981
4648000,1.6241843700408936,0.0007,0.9067045524716377,58100,1968,-0.4524404981639236,0.0119280144572258
4656000,1.652085304260254,0.0007,0.7629910707473755,58200,1968,-0.7498613499104977,0.010546013712882996
4664000,1.6392323970794678,0.0007,0.769980177283287,58300,1968,-0.8990736193954945,0.007948747836053371
4672000,1.7101866006851196,0.0007,0.9235468730330467,58400,1968,-0.39954880834557116,0.008557422086596489
4680000,1.6195589303970337,0.0007,0.7272177934646606,58500,1968,-0.7141179993748665,0.006533822510391474
4688000,1.6048009395599365,0.0007,0.806231826543808,58600,1968,-0.4399599745869637,0.028909560292959213
4696000,1.696133017539978,0.0007,0.8241821229457855,58700,1968,-0.8158832933753729,0.012540752068161964
4704000,1.658456802368164,0.0007,0.8039108216762543,58800,1968,-0.7576972573064268,0.02091386541724205
4712000,1.7469638586044312,0.0007,0.7055104970932007,58900,1968,-0.7530452407896518,0.02727309800684452
4720000,1.6760305166244507,0.0007,0.9030736684799194,59000,1968,-0.46887758988887074,0.01745610311627388
4728000,1.7075588703155518,0.0007,0.924251988530159,59100,1968,-0.7033084996044636,0.005438485648483038
4736000,1.6409523487091064,0.0007,0.8155433237552643,59200,1968,-0.6787887658923865,0.010166850872337818
4744000,1.6909023523330688,0.0007,0.7307381629943848,59300,1968,-0.8130035933107138,0.008512692525982857
4752000,1.56812584400177,0.0007,0.8031275570392609,59400,1968,-0.3681959512410685,0.018952906131744385
4760000,1.6250404119491577,0.0007,0.5655638575553894,59500,1968,-0.5403950669802725,0.013695758767426014
4768000,1.6524064540863037,0.0007,0.856191024184227,59600,1968,-0.5583221016451716,0.007781089283525944
4776000,1.7229284048080444,0.0007,0.8863109946250916,59700,1968,-0.4674969483166933,0.009631101042032242
4784000,1.649950385093689,0.0007,0.8928253948688507,59800,1969,-0.5938125193119049,0.005784821696579456
4792000,1.7030112743377686,0.0007,0.7772912085056305,59900,1969,-0.5895512175746263,0.01361431460827589
4800000,1.6097627878189087,0.0007,0.6725978255271912,60000,1969,-0.8068814624100924,0.010178633965551853
4808000,1.6862024068832397,0.0007,0.936616025865078,60100,1970,-0.7230625275522471,0.009111622348427773
4816000,1.6624835729599,0.0007,0.8560147732496262,60200,1970,-0.6805291116237641,0.01192419696599245
4824000,1.6292657852172852,0.0007,0.9133840352296829,60300,1970,-0.7155635047703981,0.0062378267757594585
4832000,1.6874077320098877,0.0007,0.8393536508083344,60400,1970,-0.7553552515804768,0.007559640798717737
4840000,1.6065642833709717,0.0007,0.8476449251174927,60500,1970,-0.3359206288587302,0.011905069462954998
4848000,1.5951462984085083,0.0007,0.8143526017665863,60600,1970,-0.7452979007735848,0.008193422108888626
4856000,1.6475799083709717,0.0007,0.8791276440024376,60700,1970,-0.8709583673626184,0.006065955851227045
4864000,1.7146074771881104,0.0007,0.8109104931354523,60800,1971,-0.7552646096795798,0.014107799157500267
4872000,1.6602789163589478,0.0007,0.9403046220541,60900,1971,-0.2819111399352551,0.007672285195440054
4880000,1.6116222143173218,0.0007,0.8703905194997787,61000,1971,-0.6478872111067175,0.007064742501825094
4888000,1.628208875656128,0.0007,0.9169178754091263,61100,1972,-0.5172613229602575,0.007224877830594778
4896000,1.5564247369766235,0.0007,0.7481043934822083,61200,1972,-0.37863342063501476,0.03135867416858673
4904000,1.712179183959961,0.0007,0.7820074111223221,61300,1972,-0.6010467119049281,0.00828737672418356
4912000,1.647996187210083,0.0007,0.6030067205429077,61400,1973,-0.5153729021782055,0.0072367265820503235
4920000,1.5837889909744263,0.0007,0.7819937020540237,61500,1973,-0.9289598107337952,0.02304287813603878
4928000,1.6504939794540405,0.0007,0.876605711877346,61600,1973,-0.1385403518564999,0.012442459352314472
4936000,1.667759656906128,0.0007,0.8453373312950134,61700,1974,-0.3470320520922542,0.011894182302057743
4944000,1.6777312755584717,0.0007,0.9198281690478325,61800,1974,-0.5700112696737051,0.0070285373367369175
4952000,1.6618669033050537,0.0007,0.8397715985774994,61900,1974,-0.7910107812844217,0.006740974728018045
4960000,1.686851143836975,0.0007,0.9172454699873924,62000,1974,-0.804700369760394,0.010591280646622181
4968000,1.7151817083358765,0.0007,0.8820052444934845,62100,1974,-0.42031314596533775,0.009226596914231777
4976000,1.588531494140625,0.0007,0.8006633669137955,62200,1974,-0.6634894302114844,0.005668377038091421
4984000,1.6873233318328857,0.0007,0.8509686440229416,62300,1974,-0.5327126353047789,0.00989129301160574
4992000,1.7057348489761353,0.0007,0.7713072746992111,62400,1974,-0.6381778717041016,0.009535524062812328
5000000,1.6405818462371826,0.0007,0.7513004839420319,62500,1974,-0.7026795677840709,0.021899430081248283
5008000,1.6660106182098389,0.0007,0.7367120385169983,62600,1974,-0.6509928926825523,0.014096388593316078
5016000,1.699945092201233,0.0007,0.8982218950986862,62700,1974,-0.7897706562653184,0.008418628945946693
5024000,1.723142385482788,0.0007,0.8126193881034851,62800,1974,-0.3871659267228097,0.009581749327480793
5032000,1.656106948852539,0.0007,0.5332234799861908,62900,1974,-0.7068354651331902,0.020210321992635727
5040000,1.552882432937622,0.0007,0.8694996237754822,63000,1974,-0.6345720140263438,0.013998240232467651
5048000,1.5738210678100586,0.0007,0.8998847380280495,63100,1974,-0.5985263034235686,0.013667276129126549
5056000,1.5880253314971924,0.0007,0.7688290178775787,63200,1974,-0.7045396849513054,0.019412243738770485
5064000,1.5940910577774048,0.0007,0.9260894134640694,63300,1974,-0.5146367616951466,0.00603841058909893
5072000,1.6916987895965576,0.0007,0.6354861557483673,63400,1974,-0.7534195281565189,0.017619363963603973
5080000,1.6798107624053955,0.0007,0.6364063322544098,63500,1974,-0.5493776017799974,0.010449392721056938
5088000,1.6382427215576172,0.0007,0.7702308893203735,63600,1974,-0.5200180977582931,0.01775655522942543
5096000,1.6556316614151,0.0007,0.8293513357639313,63700,1974,-0.5899331456515938,0.027913454920053482
5104000,1.6544872522354126,0.0007,0.8219247162342072,63800,1974,-0.5594561038073153,0.006030036602169275
5112000,1.651803970336914,0.0007,0.7059017419815063,63900,1974,-0.6491343397647142,0.007863819599151611
5120000,1.7351840734481812,0.0007,0.849788248538971,64000,1974,-0.47174804341048004,0.012244241312146187
5128000,1.6399062871932983,0.0007,0.058858394622802734,64100,1974,-0.7438676036894322,0.02873378060758114
5136000,1.6846669912338257,0.0007,0.9090863019227982,64200,1975,-0.3806997857056558,0.008400100283324718
5144000,1.6463874578475952,0.0007,0.8105911612510681,64300,1975,-0.6602165956050158,0.008787896484136581
5152000,1.5056815147399902,0.0007,0.6432429850101471,64400,1975,-0.36591918803751466,0.02129438892006874
5160000,1.6086658239364624,0.0007,0.8643488883972168,64500,1974,-0.8536114618182182,0.007353733293712139
5168000,1.7235662937164307,0.0007,0.8965374976396561,64600,1975,-0.4754793687723577,0.014905767515301704
5176000,1.6447252035140991,0.0007,0.5518996119499207,64700,1975,-0.481682479288429,0.014567661099135876
5184000,1.7144428491592407,0.0007,0.8344444632530212,64800,1975,-0.5484149916097522,0.008986608125269413
5192000,1.6445980072021484,0.0007,0.922313280403614,64900,1975,-0.4234785648295656,0.004373499192297459
5200000,1.6723544597625732,0.0007,0.9255408197641373,65000,1975,-0.5853291269391775,0.005827487446367741
5208000,1.6238377094268799,0.0007,0.9173732995986938,65100,1975,-0.14240425415337085,0.005881667602807283
5216000,1.5037225484848022,0.0007,0.7893197238445282,65200,1975,-0.3661350446171127,0.01688699796795845
5224000,1.673797845840454,0.0007,0.8617652058601379,65300,1975,-0.491551198461093,0.013519270345568657
5232000,1.6358039379119873,0.0007,0.8525190651416779,65400,1975,-0.4328116655815393,0.005396663211286068
5240000,1.6273695230484009,0.0007,0.7760096192359924,65500,1974,-0.27434371943818403,0.021400006487965584
5248000,1.6403919458389282,0.0007,0.6955150663852692,65600,1974,-0.5178708072053269,0.012084459885954857
5256000,1.6343570947647095,0.0007,0.9233589842915535,65700,1974,-0.26403609532862904,0.011069951578974724
5264000,1.7542240619659424,0.0007,0.9253848791122437,65800,1974,-0.36768990717828276,0.008491803891956806
5272000,1.5896116495132446,0.0007,0.8609936982393265,65900,1974,-0.5157670939341188,0.0074457088485360146
5280000,1.6972278356552124,0.0007,0.9338345155119896,66000,1974,-0.5065795206464827,0.006839667446911335
5288000,1.695317029953003,0.0007,0.6615467071533203,66100,1975,-0.32407676896546034,0.04223395138978958
5296000,1.7060892581939697,0.0007,0.7887694090604782,66200,1975,-0.6956895016133785,0.007660319563001394
5304000,1.6338924169540405,0.0007,0.8792434707283974,66300,1975,-0.7565911345183849,0.012287305667996407
5312000,1.662161111831665,0.0007,0.7650950700044632,66400,1975,-0.4708806037902832,0.011389916762709618
5320000,1.604617714881897,0.0007,0.8122396320104599,66500,1975,-0.4754519607871771,0.006608730647712946
5328000,1.7174460887908936,0.0007,0.9354892075061798,66600,1975,-0.472285683080554,0.005249641835689545
5336000,1.6213327646255493,0.0007,0.7583327293395996,66700,1975,-0.631138482503593,0.012664747424423695
5344000,1.737571358680725,0.0007,0.9284811094403267,66800,1975,-0.3593846311792731,0.004859350621700287
5352000,1.6015985012054443,0.0007,0.7616469860076904,66900,1976,-0.47658799001947044,0.011947819031774998
5360000,1.640310287475586,0.0007,0.9253965020179749,67000,1976,-0.20376056146342308,0.008817873895168304
5368000,1.7188720703125,0.0007,0.9326232001185417,67100,1976,-0.3520785443484783,0.007088573183864355
5376000,1.6357450485229492,0.0007,0.925968237221241,67200,1976,-0.3651588961482048,0.005136263556778431
5384000,1.6309093236923218,0.0007,0.8805749118328094,67300,1976,-0.5314782538916916,0.00801193155348301
5392000,1.6426990032196045,0.0007,0.9188339412212372,67400,1976,-0.25858506937511266,0.007708512246608734
5400000,1.659807562828064,0.0007,0.793459415435791,67500,1976,-0.4595445056911558,0.006956795696169138
5408000,1.5937042236328125,0.0007,0.6905356049537659,67600,1976,-0.3712106256745756,0.023136431351304054
5416000,1.7055593729019165,0.0007,0.8282800912857056,67700,1976,-0.8263378534466028,0.016836486756801605
5424000,1.6912673711776733,0.0007,0.8987570628523827,67800,1976,-0.5812910564243794,0.006277395877987146
5432000,1.6711429357528687,0.0007,0.8594114482402802,67900,1976,-0.6287650620564819,0.005923599004745483
5440000,1.6448043584823608,0.0007,0.8246913850307465,68000,1976,-0.5992861356586218,0.015105405822396278
5448000,1.6420364379882812,0.0007,0.836174800992012,68100,1976,-0.5017057695426047,0.009296822361648083
5456000,1.642244577407837,0.0007,0.8553074896335602,68200,1976,-0.5620482375845313,0.010256782174110413
5464000,1.6360759735107422,0.0007,0.9369471669197083,68300,1976,-0.38628312526270747,0.006287367548793554
5472000,1.5658385753631592,0.0007,0.8680551201105118,68400,1976,-0.41812145040603355,0.015109064988791943
5480000,1.5961897373199463,0.0007,0.8872027322649956,68500,1976,-0.4731655779760331,0.01250196062028408
5488000,1.5949910879135132,0.0007,0.8179808259010315,68600,1976,-0.5211643777787686,0.01742045395076275
5496000,1.7214523553848267,0.0007,0.7806211113929749,68700,1976,-0.5237132947135251,0.016233578324317932
5504000,1.6051899194717407,0.0007,0.9122422710061073,68800,1976,-0.7123877251986415,0.00749552994966507
5512000,1.6172291040420532,0.0007,0.9423054307699203,68900,1976,-0.21484994012862443,0.009649447165429592
5520000,1.620542287826538,0.0007,0.8892415538430214,69000,1976,-0.5393837965093553,0.010594818741083145
5528000,1.5713779926300049,0.0007,0.7557522356510162,69100,1976,-0.4801800098735839,0.016547804698348045
5536000,1.6977325677871704,0.0007,0.9564418494701385,69200,1976,-0.3336433056741953,0.005998305045068264
5544000,1.6037838459014893,0.0007,0.7758489549160004,69300,1976,-0.4453214037232101,0.005941390059888363
5552000,1.6454179286956787,0.0007,0.6419778764247894,69400,1976,-0.5755836490541697,0.00666433572769165
5560000,1.6342856884002686,0.0007,0.9460239186882973,69500,1976,-0.21682526189833878,0.009953023865818977
5568000,1.5499752759933472,0.0007,0.8292510062456131,69600,1976,-0.29689459623768927,0.0195991899818182
5576000,1.6750904321670532,0.0007,0.9357504844665527,69700,1976,-0.4234876788686961,0.0019714059308171272
5584000,1.6339998245239258,0.0007,0.7415174841880798,69800,1976,-0.3001582682441949,0.011911263689398766
5592000,1.7430355548858643,0.0007,0.9074322134256363,69900,1977,-0.40799802280962466,0.013520369306206703
5600000,1.6154781579971313,0.0007,0.935280330479145,70000,1977,-0.4317841574549675,0.007139268331229687
5608000,1.492831826210022,0.0007,0.6419164836406708,70100,1977,-0.39541493747383355,0.062073998153209686
5616000,1.5893338918685913,0.0007,0.8729609400033951,70200,1977,0.04363220809027553,0.019886508584022522
5624000,1.6099188327789307,0.0007,0.8947292044758797,70300,1977,-0.1678912497125566,0.009230847470462322
5632000,1.546465277671814,0.0007,0.8493351638317108,70400,1977,-0.334991410933435,0.014645026996731758
5640000,1.5821853876113892,0.0007,0.8824197128415108,70500,1977,-0.3437777034938335,0.013128893449902534
5648000,1.6422202587127686,0.0007,0.8219977021217346,70600,1977,-0.6119844457134604,0.012955896556377411
5656000,1.661440134048462,0.0007,0.8838775530457497,70700,1977,-0.18015545958187432,0.01108063105493784
5664000,1.6956768035888672,0.0007,0.8028590530157089,70800,1977,0.19802897821646184,0.020828181877732277
5672000,1.6913490295410156,0.0007,0.9461904130876064,70900,1977,-0.30255327010527255,0.007353278808295727
5680000,1.6010560989379883,0.0007,0.9043309837579727,71000,1977,-0.8141293438151479,0.00700334319844842
5688000,1.675538420677185,0.0007,0.8178452104330063,71100,1978,-0.583389569632709,0.008926726877689362
5696000,1.5098493099212646,0.0007,0.9528793878853321,71200,1978,-0.028567882929928602,0.00878820288926363
5704000,1.6261608600616455,0.0007,0.7357616126537323,71300,1978,-0.35238958019763233,0.028427308425307274
5712000,1.7412227392196655,0.0007,0.6907340884208679,71400,1978,-0.19619636415154673,0.022223567590117455
5720000,1.5722920894622803,0.0007,0.9191495850682259,71500,1978,-0.09933943618088961,0.017652370035648346
5728000,1.6869663000106812,0.0007,0.9114614278078079,71600,1978,-0.4079646835103631,0.0043803490698337555
5736000,1.643262267112732,0.0007,0.7499051690101624,71700,1978,-0.4194332853658125,0.02216605842113495
5744000,1.5673561096191406,0.0007,0.8864903450012207,71800,1978,-0.174102212395519,0.012039996683597565
5752000,1.6957340240478516,0.0007,0.9565903916954994,71900,1978,-0.3749956499785185,0.00466395728290081
5760000,1.7293685674667358,0.0007,0.9264357909560204,72000,1978,-0.29933812158415096,0.007019501179456711
5768000,1.546236276626587,0.0007,0.868332177400589,72100,1978,-0.4736382792703807,0.00832504965364933
5776000,1.7122167348861694,0.0007,0.8779273107647896,72200,1978,-0.03692240419331938,0.01842334307730198
5784000,1.736596703529358,0.0007,0.8048857301473618,72300,1978,-0.32030909243039785,0.004111425019800663
5792000,1.6464080810546875,0.0007,0.7985956370830536,72400,1978,-0.4099575442029163,0.015891894698143005
5800000,1.6427685022354126,0.0007,0.8672881424427032,72500,1978,-0.5313807073049247,0.012725874781608582
5808000,1.4939470291137695,0.0007,0.9364716708660126,72600,1978,-0.2866212137043476,0.0055435397662222385
5816000,1.7320897579193115,0.0007,0.9004580229520798,72700,1978,-0.589586834423244,0.007769857533276081
5824000,1.6308701038360596,0.0007,0.8963053524494171,72800,1978,-0.34248109692707657,0.014376664534211159
5832000,1.6005010604858398,0.0007,0.9618206433951855,72900,1979,-0.4472543468698859,0.006769378669559956
5840000,1.6845964193344116,0.0007,0.8338066935539246,73000,1978,-0.5504387355875224,0.011085127480328083
5848000,1.5594189167022705,0.0007,0.8849488273262978,73100,1979,-0.4857498182216659,0.010975902900099754
5856000,1.6983709335327148,0.0007,0.7546828985214233,73200,1979,-0.5133884937502444,0.007897463627159595
5864000,1.5353107452392578,0.0007,0.8313032537698746,73300,1979,-0.21328793959692122,0.03607439249753952
5872000,1.5641101598739624,0.0007,0.9117955639958382,73400,1979,-0.2981690184213221,0.009514180943369865
5880000,1.6670644283294678,0.0007,0.8591298907995224,73500,1979,-0.40292375115677714,0.006656336132436991
5888000,1.638058066368103,0.0007,0.9207301810383797,73600,1979,-0.28387726618675513,0.008507832884788513
5896000,1.6933739185333252,0.0007,0.8933998495340347,73700,1979,-0.33771934718824925,0.010391013696789742
5904000,1.5647861957550049,0.0007,0.8640528917312622,73800,1979,-0.41271472950465976,0.01986326277256012
5912000,1.6371999979019165,0.0007,0.9087218269705772,73900,1979,-0.16169448569417,0.01099174004048109
5920000,1.7224502563476562,0.0007,0.7941742092370987,74000,1979,-0.4577101881150156,0.01108530629426241
5928000,1.5641953945159912,0.0007,0.8144845515489578,74100,1979,0.021835891250520944,0.014305880293250084
5936000,1.6698577404022217,0.0007,0.8585546910762787,74200,1979,-0.2786281553795561,0.004572191275656223
5944000,1.5771392583847046,0.0007,0.9443158768117428,74300,1979,0.16026928188512102,0.004365494009107351
5952000,1.6414289474487305,0.0007,0.8625142425298691,74400,1979,-0.21770671269623562,0.016238825395703316
5960000,1.610765814781189,0.0007,0.9079530611634254,74500,1979,-0.1564547136425972,0.00627831881865859
5968000,1.580058217048645,0.0007,0.450722336769104,74600,1979,0.04817453440045938,0.03840702772140503
5976000,1.6964250802993774,0.0007,0.34546834230422974,74700,1979,-0.5636209018528462,0.021419884636998177
5984000,1.6360080242156982,0.0007,0.9149746000766754,74800,1979,-0.19319423185661436,0.013770665042102337
5992000,1.6228973865509033,0.0007,0.905196875333786,74900,1979,-0.3245347741874866,0.008579296991229057
6000000,1.4974076747894287,0.0007,0.7460841834545135,75000,1979,-0.09145622523501515,0.023213591426610947
6008000,1.6254104375839233,0.0007,0.9037233740091324,75100,1979,-0.16321888915263116,0.018324505537748337
6016000,1.635067343711853,0.0007,0.672364205121994,75200,1979,-0.3204563170205802,0.01322117168456316
6024000,1.6273924112319946,0.0007,0.8268400430679321,75300,1979,-0.2038097171112895,0.015643185004591942
6032000,1.620365858078003,0.0007,0.9444639049470425,75400,1979,0.14569247242761776,0.006437403615564108
6040000,1.7223217487335205,0.0007,0.9384094662964344,75500,1979,0.05883173718466424,0.008117293938994408
6048000,1.7014992237091064,0.0007,0.9757878184318542,75600,1979,-0.0625667736516334,0.004120337776839733
6056000,1.589371919631958,0.0007,0.9570749625563622,75700,1979,-0.21758538954891266,0.005253005772829056
6064000,1.6419079303741455,0.0007,0.930486872792244,75800,1979,-0.07212892272509634,0.008101093582808971
6072000,1.729260802268982,0.0007,0.8615383952856064,75900,1979,-0.1957716242177412,0.007657092995941639
6080000,1.6818656921386719,0.0007,0.9271281063556671,76000,1979,-0.04459448449779302,0.010557680390775204
6088000,1.6185626983642578,0.0007,0.810578390955925,76100,1979,-0.09836615964304656,0.018311865627765656
6096000,1.6239055395126343,0.0007,0.9413262456655502,76200,1979,-0.016152972169220448,0.007971462793648243
6104000,1.5395009517669678,0.0007,0.7505313754081726,76300,1979,-0.24524550362402806,0.03408109024167061
6112000,1.4325520992279053,0.0007,0.8773198798298836,76400,1980,-0.02326603743422311,0.01987103745341301
6120000,1.5351135730743408,0.0007,0.8977478519082069,76500,1980,0.029435032233595847,0.013934964314103127
6128000,1.553748369216919,0.0007,0.9441918954253197,76600,1980,0.0902358561870642,0.006962046027183533
6136000,1.6636959314346313,0.0007,0.8302057087421417,76700,1980,-0.4647290835157037,0.016494978219270706
6144000,1.5918738842010498,0.0007,0.8980566188693047,76800,1980,-0.6213403001893312,0.017455467954277992
6152000,1.531638741493225,0.0007,0.7457050383090973,76900,1980,-0.3391765054315329,0.02744651399552822
6160000,1.5955108404159546,0.0007,0.8705951422452927,77000,1980,-0.13464902869891376,0.014723408035933971
6168000,1.640700340270996,0.0007,0.9112902134656906,77100,1981,-0.3408127103699371,0.011850090697407722
6176000,1.4545763731002808,0.0007,0.9458707980811596,77200,1981,-0.3515169402584434,0.009187315590679646
6184000,1.6443853378295898,0.0007,0.9563364200294018,77300,1981,-0.24832988819107413,0.004577767103910446
6192000,1.4680349826812744,0.0007,0.9346886500716209,77400,1981,-0.11881820583948866,0.007902910001575947
6200000,1.7143388986587524,0.0007,0.7645152360200882,77500,1981,-0.1868494191672653,0.004466399550437927
6208000,1.4818670749664307,0.0007,0.7731359302997589,77600,1981,-0.19294668561778963,0.015512672252953053
6216000,1.6579501628875732,0.0007,0.8657641261816025,77700,1981,-0.32288535609841346,0.008614588528871536
6224000,1.6673829555511475,0.0007,0.94431172311306,77800,1981,-0.37603455120697615,0.005934698041528463
6232000,1.661969542503357,0.0007,0.8770740181207657,77900,1981,-0.40380237232893706,0.010758467949926853
6240000,1.6930195093154907,0.0007,0.8576285392045975,78000,1981,-0.46100930490065367,0.00987011007964611
6248000,1.4879703521728516,0.0007,0.9175744727253914,78100,1981,-0.22471930735046045,0.011409556493163109
6256000,1.6028954982757568,0.0007,0.9014633148908615,78200,1981,-0.28762575830332937,0.013178308494389057
6264000,1.6749837398529053,0.0007,0.9378705434501171,78300,1981,-0.005276750749908387,0.008501260541379452
6272000,1.4733493328094482,0.0007,0.9233217164874077,78400,1981,-0.2953246248885989,0.007334889378398657
6280000,1.6903972625732422,0.0007,0.9331819713115692,78500,1981,-0.3446528377942741,0.0067273713648319244
6288000,1.6387993097305298,0.0007,0.5956071615219116,78600,1981,-0.5273839948698879,0.008721786551177502
6296000,1.6070101261138916,0.0007,0.6715851724147797,78700,1981,-0.29963821354322134,0.03148091211915016
6304000,1.702033281326294,0.0007,0.9495970197021961,78800,1982,-0.23810166877228767,0.0044924309477210045
6312000,1.4687297344207764,0.0007,0.9257995262742043,78900,1982,-0.5923212567344308,0.0098735261708498
6320000,1.6193466186523438,0.0007,0.8294531404972076,79000,1982,-0.370670816116035,0.014769366011023521
6328000,1.5754581689834595,0.0007,0.7603510320186615,79100,1982,-0.21319846829865127,0.015142438933253288
6336000,1.6102616786956787,0.0007,0.8332552462816238,79200,1982,-0.514309894759208,0.011935653164982796
6344000,1.6390752792358398,0.0007,0.8798202499747276,79300,1982,-0.651674878783524,0.007747660391032696
6352000,1.5975812673568726,0.0007,0.9185736328363419,79400,1982,-0.42743144009727985,0.007972752675414085
6360000,1.5236040353775024,0.0007,0.9094686135649681,79500,1982,-0.0639596530876588,0.014731593430042267
6368000,1.6910381317138672,0.0007,0.8452721983194351,79600,1982,-0.26299120602488985,0.016026563942432404
6376000,1.4809976816177368,0.0007,0.8854849487543106,79700,1982,-0.7072453144937754,0.01128771249204874
6384000,1.48409903049469,0.0007,0.8855683356523514,79800,1982,-0.18960978584364058,0.021759148687124252
6392000,1.617967963218689,0.0007,0.7939005345106125,79900,1982,-0.22556726210750638,0.03861750289797783
6400000,1.6176109313964844,0.0007,0.7358600199222565,80000,1982,-0.1677386635914445,0.028275568038225174
6408000,1.5408333539962769,0.0007,0.7264159917831421,80100,1982,-0.16689147842698732,0.01862836442887783
6416000,1.5535038709640503,0.0007,0.8134205043315887,80200,1982,-0.03062379688490182,0.013526690192520618
6424000,1.3454581499099731,0.0007,0.7154024541378021,80300,1982,-0.26369911471065277,0.03425008803606033
6432000,1.6608508825302124,0.0007,0.7883116155862808,80400,1982,-0.4212087871041149,0.016263674944639206
6440000,1.5681474208831787,0.0007,0.8191208988428116,80500,1982,-0.2984499433077872,0.017641166225075722
6448000,1.5974805355072021,0.0007,0.8860738649964333,80600,1982,-0.06708452790044248,0.01255613099783659
6456000,1.5773582458496094,0.0007,0.8560166656970978,80700,1982,-0.02633202908327803,0.022303830832242966
6464000,1.717267632484436,0.0007,0.9264007210731506,80800,1982,-0.37933247016044336,0.0025704605504870415
6472000,1.682879090309143,0.0007,0.7328463196754456,80900,1982,-0.2509559314203216,0.011271839961409569
6480000,1.7049148082733154,0.0007,0.9769670683890581,81000,1982,-0.2289230736438185,0.003128164215013385
