fps,explained_variance,nupdates,value_loss,total_timesteps,policy_entropy,learning rate,epsilonValue,avg reward,policy_loss
1843,-1.2617535591125488,9200,7.156554602261167e-06,736000,1.0985682010650635,0.001,0.0007272674363255627,-0.001142113316745963,-0.0014287710655480623
1845,-0.9399057626724243,9300,5.594159119937103e-06,744000,1.0985403060913086,0.001,0.0007272674363255627,0.004150868589931633,-0.0012257747584953904
1846,-0.6161372661590576,9400,7.349506631726399e-06,752000,1.098525047302246,0.001,0.0007272674363255627,0.0015839121346289176,-0.0008672730182297528
1844,-0.36012041568756104,9500,8.381203770113643e-06,760000,1.0985246896743774,0.001,0.0007272674363255627,0.002221831961287535,-0.0016625626012682915
1843,-1.059363842010498,9600,8.708998393558431e-06,768000,1.0985701084136963,0.001,0.0007272674363255627,-5.183355533517897e-05,-0.0006640488863922656
1844,-0.8704468011856079,9700,8.38979485706659e-06,776000,1.098595380783081,0.001,0.0007272674363255627,0.011605757311917842,-0.0015503800241276622
1844,-1.2174787521362305,9800,9.74301110545639e-06,784000,1.0985324382781982,0.001,0.0007272674363255627,-0.004826342166779796,-0.00165480503346771
1842,-0.4366194009780884,9900,5.617279384750873e-06,792000,1.098565697669983,0.001,0.0007272674363255627,0.005343851842917502,4.646397428587079e-06
1843,-0.7620869874954224,10000,7.194664704002207e-06,800000,1.098555326461792,0.001,0.0007272674363255627,0.0009844422042533552,-0.00027134025003761053
1844,-1.869020700454712,10100,6.29056739853695e-06,808000,1.0985907316207886,0.001,0.0007272674363255627,0.006268449805793353,0.0004672635695897043
1845,-1.0095112323760986,10200,7.832129995222203e-06,816000,1.0985714197158813,0.001,0.0007272674363255627,0.004915092677401844,-0.00043690804159268737
1842,-0.6526415348052979,10300,7.927208571345545e-06,824000,1.0985946655273438,0.001,0.0007272674363255627,-0.0018047158726403722,-0.0022225312422960997
1842,-3.417503833770752,10400,6.277867214521393e-06,832000,1.0986005067825317,0.001,0.0007272674363255627,-0.002983257958658214,-0.000764041265938431
1844,0.02245396375656128,10500,8.07315700512845e-06,840000,1.098604440689087,0.001,0.0007272674363255627,-0.002068371522909729,-0.0009249794529750943
1845,-0.6824601888656616,10600,5.3094922805030365e-06,848000,1.0986111164093018,0.001,0.0007272674363255627,0.00706317592121195,-0.00046573689905926585
1842,-0.30877506732940674,10700,7.400286449410487e-06,856000,1.09859037399292,0.001,0.0007272674363255627,0.0028876094994757296,-0.00023632726515643299
1843,-0.3102836608886719,10800,8.386695299122948e-06,864000,1.0985885858535767,0.001,0.0007272674363255627,0.005193174330997863,-0.0003199232160113752
1844,-0.8599491119384766,10900,6.198629762366181e-06,872000,1.0986003875732422,0.001,0.0007272674363255627,0.0021939858059340624,0.0007178834057413042
1845,-1.5619611740112305,11000,6.734620001225267e-06,880000,1.098598837852478,0.001,0.0007272674363255627,0.002282076276264888,-0.0008171314257197082
1843,-0.540012001991272,11100,4.594219717546366e-06,888000,1.098570466041565,0.001,0.0007272674363255627,0.014236104593146592,0.00025021578767336905
1844,-0.2715078592300415,11200,6.184503035910893e-06,896000,1.0985593795776367,0.001,0.0007272674363255627,0.010794199520023539,-0.000990567379631102
1845,-0.5612863302230835,11300,5.612966560875066e-06,904000,1.0985934734344482,0.001,0.0007272674363255627,0.012954279757104814,-7.44165008654818e-05
1845,-0.8288205862045288,11400,6.7725668486673385e-06,912000,1.098595380783081,0.001,0.0007272674363255627,0.006567074960912578,4.53872125945054e-05
1843,0.03790557384490967,11500,3.256999434597674e-06,920000,1.098583698272705,0.001,0.0007272674363255627,0.003345029142792555,0.0005305758095346391
1844,-0.5263164043426514,11600,7.571353307866957e-06,928000,1.0985891819000244,0.001,0.0007272674363255627,0.007504599148523994,0.0002168203063774854
1845,-0.15883314609527588,11700,5.477330432768213e-06,936000,1.0985969305038452,0.001,0.0007272674363255627,0.005251847859835834,-5.270913243293762e-05
1847,-2.532285213470459,11800,4.749547770188656e-06,944000,1.0985915660858154,0.001,0.0007272674363255627,-0.00037954861504658767,0.00050662353169173
1845,-0.539469838142395,11900,5.642657015414443e-06,952000,1.0985825061798096,0.001,0.0007272674363255627,-0.0038433064668879522,-7.861026097089052e-05
1846,-0.5804884433746338,12000,5.950476861471543e-06,960000,1.0985928773880005,0.001,0.0007272674363255627,-0.007541818343452178,0.0003953397390432656
1846,-1.4006774425506592,12100,4.597867700795177e-06,968000,1.09859037399292,0.001,0.0007272674363255627,-0.00806415966944769,0.00017307927191723138
1847,-0.9618191719055176,12200,7.093000931490678e-06,976000,1.0985902547836304,0.001,0.0007272674363255627,-0.008430782641516999,-0.0004690776695497334
1845,-0.8355393409729004,12300,6.203680641192477e-06,984000,1.0985890626907349,0.001,0.0007272674363255627,0.003677812162641203,0.00043270085006952286
1846,-1.8117153644561768,12400,6.543773451994639e-06,992000,1.0985820293426514,0.001,0.0007272674363255627,-0.002433855804338236,-0.0004354759003035724
1847,-0.21271920204162598,12500,7.202764209068846e-06,1000000,1.0986053943634033,0.001,0.0007272674363255627,0.003940101393118312,-0.0005609734798781574
1847,-2.162590265274048,12600,6.2717663240619e-06,1008000,1.0985987186431885,0.001,0.0007272674363255627,-0.003915692312148167,0.0005279096076264977
1846,-1.1126470565795898,12700,7.4601398409868125e-06,1016000,1.0986080169677734,0.001,0.0007272674363255627,0.0013438146823318675,1.2547522601380479e-05
1847,-1.7857682704925537,12800,7.838259989512153e-06,1024000,1.0986039638519287,0.001,0.0007272674363255627,8.601605077274144e-06,-0.0004273773229215294
1848,-0.7423487901687622,12900,8.336322025570553e-06,1032000,1.0985990762710571,0.001,0.0007272674363255627,-0.0010859977463042014,-0.0006269452278502285
1849,-0.4828147888183594,13000,8.203222932934295e-06,1040000,1.098604440689087,0.001,0.0007272674363255627,-0.0033761067534214817,6.219605097612657e-07
1847,-0.43274712562561035,13100,5.109056473884266e-06,1048000,1.0986111164093018,0.001,0.0007272674363255627,0.00012959686828253325,6.474488327512518e-05
1847,-0.2546117305755615,13200,4.4249536585994065e-06,1056000,1.0986088514328003,0.001,0.0007272674363255627,6.20185247498739e-05,0.0008453807095065713
1847,-0.7092158794403076,13300,6.999689503572881e-06,1064000,1.0986053943634033,0.001,0.0007272674363255627,0.0003618555312641547,0.0002748176921159029
1848,-0.3878587484359741,13400,3.972395916207461e-06,1072000,1.0986063480377197,0.001,0.0007272674363255627,0.0021244953120913125,0.0003726386930793524
1846,-1.0572583675384521,13500,5.813808456878178e-06,1080000,1.0986018180847168,0.001,0.0007272674363255627,0.005260734738567407,0.00026035140035673976
1847,-1.2887768745422363,13600,5.684560619556578e-06,1088000,1.0985983610153198,0.001,0.0007272674363255627,-0.0009426876225916203,-0.0007655452354811132
1848,-0.07172572612762451,13700,2.7259047783445567e-06,1096000,1.0986015796661377,0.001,0.0007272674363255627,-0.00046468292057397773,0.00013529093121178448
1849,-0.3554401397705078,13800,5.4749079936300404e-06,1104000,1.0985928773880005,0.001,0.0007272674363255627,0.00045356768987403484,-0.00016628610319457948
1849,-0.5559518337249756,13900,5.971056907583261e-06,1112000,1.0985442399978638,0.001,0.0007272674363255627,-0.0012471773814468178,0.00030193396378308535
1848,-2.1754422187805176,14000,6.896546437928919e-06,1120000,1.0986038446426392,0.001,0.0007272674363255627,0.011774279514793307,-0.0006320614484138787
1848,-0.5971908569335938,14100,6.287555152084678e-06,1128000,1.0986039638519287,0.001,0.0007272674363255627,0.007196220877813175,-0.0004557125794235617
1849,-1.9273464679718018,14200,6.213638698682189e-06,1136000,1.0985987186431885,0.001,0.0007272674363255627,0.004562795991660096,-0.0001254449161933735
1849,-0.4097784757614136,14300,5.6311955631827004e-06,1144000,1.0986040830612183,0.001,0.0007272674363255627,0.00164281699253479,-0.00107747339643538
1848,0.10226529836654663,14400,4.3133295548614115e-06,1152000,1.098602294921875,0.001,0.0007272674363255627,-0.003607790541536815,-0.0009744381532073021
1848,-0.8083839416503906,14500,5.961247552477289e-06,1160000,1.098596215248108,0.001,0.0007272674363255627,0.0003149517040583305,0.00033802137477323413
1849,-0.6274082660675049,14600,5.042028533353005e-06,1168000,1.0985997915267944,0.001,0.0007272674363255627,-0.000165026934882917,0.0005484885768964887
1850,-0.3482004404067993,14700,7.526450644945726e-06,1176000,1.0985949039459229,0.001,0.0007272674363255627,-0.004444759480429638,-0.000771988823544234
1847,-1.5335047245025635,14800,4.239989266352495e-06,1184000,1.0985908508300781,0.001,0.0007272674363255627,-0.008727946225553751,-0.0009775592479854822
1848,-0.12458932399749756,14900,5.933245120104402e-06,1192000,1.0985822677612305,0.001,0.0007272674363255627,-0.006548384679626906,-0.0001822651393013075
1848,-0.2974510192871094,15000,7.357465619861614e-06,1200000,1.0985647439956665,0.001,0.0007272674363255627,-0.006447272302466445,-1.5486706615774892e-05
1849,0.04166913032531738,15100,5.3884491535427514e-06,1208000,1.0985610485076904,0.001,0.0007272674363255627,0.0013525479556847132,-0.0010846523800864816
1847,-0.4925805330276489,15200,5.259030331217218e-06,1216000,1.0985832214355469,0.001,0.0007272674363255627,0.0045173142367275435,0.0013124498073011637
1846,-1.3221514225006104,15300,3.983301212429069e-06,1224000,1.0985934734344482,0.001,0.0007272674363255627,0.005201096183736808,0.00010642995766829699
1846,-0.9420257806777954,15400,4.059673756273696e-06,1232000,1.098588466644287,0.001,0.0007272674363255627,0.00823884341516532,0.00035277934512123466
1846,-0.4665106534957886,15500,8.59382089402061e-06,1240000,1.0985803604125977,0.001,0.0007272674363255627,0.007498732660315,-0.00028873057453893125
1845,0.24536436796188354,15600,3.2800653571030125e-06,1248000,1.0985703468322754,0.001,0.0007272674363255627,-0.0031685874098911883,0.0004536325577646494
1846,-2.1507816314697266,15700,4.8125680223165546e-06,1256000,1.0985952615737915,0.001,0.0007272674363255627,-0.005742037689196877,-0.00011546228779479861
1847,-0.20505857467651367,15800,5.271175268717343e-06,1264000,1.098597764968872,0.001,0.0007272674363255627,-0.008642151011736132,-0.0002526457828935236
1847,-1.171497106552124,15900,4.656873898056801e-06,1272000,1.0985901355743408,0.001,0.0007272674363255627,-0.006049611768685281,0.0004940441576763988
1846,-0.7814223766326904,16000,6.687691438855836e-06,1280000,1.0985846519470215,0.001,0.0007272674363255627,0.0004299667305986077,0.00019088074623141438
1847,-1.2939436435699463,16100,4.117502157896524e-06,1288000,1.0985883474349976,0.001,0.0007272674363255627,0.0034934566014271696,-0.00037578181945718825
1848,-0.08681762218475342,16200,4.537362201517681e-06,1296000,1.0986058712005615,0.001,0.0007272674363255627,0.0035912488297981326,0.00011191559315193444
1849,-0.42725086212158203,16300,4.043990429636324e-06,1304000,1.0985918045043945,0.001,0.0007272674363255627,0.008207005329313687,-0.0006952866679057479
1847,0.0019418001174926758,16400,5.380143647926161e-06,1312000,1.0986053943634033,0.001,0.0007272674363255627,-0.00902360313339159,-0.00029703305335715413
1847,-0.24949204921722412,16500,5.93217691857717e-06,1320000,1.0986007452011108,0.001,0.0007272674363255627,-0.005980656179599464,0.0010823914781212807
1848,-0.5428471565246582,16600,5.030672582506668e-06,1328000,1.0986063480377197,0.001,0.0007272674363255627,-0.006295968785707373,0.00112389144487679
1849,0.07149332761764526,16700,3.3215233088412788e-06,1336000,1.0986086130142212,0.001,0.0007272674363255627,0.0020550897964540125,4.9089023377746344e-05
1847,-0.2636491060256958,16800,4.865240043727681e-06,1344000,1.098604440689087,0.001,0.0007272674363255627,0.003387709899106994,-0.00043275198549963534
1848,-1.5051212310791016,16900,4.0016793718677945e-06,1352000,1.0986030101776123,0.001,0.0007272674363255627,-0.002876438732164388,5.81251697440166e-05
1849,-0.4643280506134033,17000,5.991295438434463e-06,1360000,1.098597526550293,0.001,0.0007272674363255627,-0.0019935432263082477,-1.2252596206963062e-05
1849,-0.6166237592697144,17100,5.221233550400939e-06,1368000,1.0985950231552124,0.001,0.0007272674363255627,-0.004184203979821177,-0.001734880032017827
1848,-0.5628571510314941,17200,4.062096650159219e-06,1376000,1.0985887050628662,0.001,0.0007272674363255627,0.004502526512078475,-0.0004513232852332294
1848,-0.567475438117981,17300,4.192199867247837e-06,1384000,1.0986073017120361,0.001,0.0007272674363255627,-0.002614892598376173,9.834293450694531e-05
1849,-1.594691514968872,17400,3.1814295198273612e-06,1392000,1.0986049175262451,0.001,0.0007272674363255627,-0.0019863000781697336,0.00020638616115320474
1849,-0.36164188385009766,17500,3.4377139854768757e-06,1400000,1.0985978841781616,0.001,0.0007272674363255627,-0.004522293524314591,0.00038833613507449627
1847,-0.14212632179260254,17600,2.643595053086756e-06,1408000,1.0986014604568481,0.001,0.0007272674363255627,0.0021544091295254476,-0.00016517459880560637
1848,0.044538915157318115,17700,4.142212219448993e-06,1416000,1.0985891819000244,0.001,0.0007272674363255627,0.0024595316044724314,-0.00012784772843588144
1849,-0.5169045925140381,17800,5.198628059588373e-06,1424000,1.098578691482544,0.001,0.0007272674363255627,0.0036386063278769144,-0.0005189951625652611
1850,-0.567909836769104,17900,5.705359853891423e-06,1432000,1.098602533340454,0.001,0.0007272674363255627,0.005354409713436326,-0.0014546845341101289
1849,-0.5505273342132568,18000,5.129192231834168e-06,1440000,1.098610281944275,0.001,0.0007272674363255627,-0.0018029041640147624,0.0010501977521926165
1849,-1.689828634262085,18100,2.7371129363018554e-06,1448000,1.0986063480377197,0.001,0.0007272674363255627,0.0010167340058615082,9.764816059032455e-05
1850,-0.18147039413452148,18200,2.765943918348057e-06,1456000,1.0985946655273438,0.001,0.0007272674363255627,-0.0014234214605494343,0.0004836703301407397
1850,0.1758219599723816,18300,3.3550691114214715e-06,1464000,1.0985972881317139,0.001,0.0007272674363255627,0.00303532523848844,0.0004408084787428379
1850,-1.3045387268066406,18400,5.6188387134170625e-06,1472000,1.0985918045043945,0.001,0.0007272674363255627,-0.002116209102314315,0.0019339004065841436
1849,-0.7547470331192017,18500,4.407575943332631e-06,1480000,1.0986077785491943,0.001,0.0007272674363255627,-0.0013644418242620305,9.044376201927662e-05
1850,-0.8087230920791626,18600,2.3143384169088677e-06,1488000,1.0986016988754272,0.001,0.0007272674363255627,-0.0024338112737495978,0.00016825862985569984
1850,-0.7631125450134277,18700,5.893327852390939e-06,1496000,1.098598837852478,0.001,0.0007272674363255627,-0.008792484880541452,-3.629018465289846e-05
1850,-1.4057443141937256,18800,3.864656719088089e-06,1504000,1.0985965728759766,0.001,0.0007272674363255627,-0.007260384148685262,-0.0006095741991885006
1849,-1.2948522567749023,18900,6.832849521742901e-06,1512000,1.0985969305038452,0.001,0.0007272674363255627,0.0058325029823436125,0.00043366040335968137
