#{"t_start": 1523927756.3169696, "env_id": "EnduroNoFrameskip-v0"}
r,l,t
0.0,3324,39.252975
0.0,3327,65.716466
0.0,3327,91.979107
0.0,3325,118.287409
0.0,3327,144.921486
0.0,3325,171.486606
0.0,3322,198.016879
0.0,3324,224.615976
0.0,3325,250.767828
0.0,3325,277.473697
0.0,3325,304.006922
0.0,3322,330.37545
0.0,3322,356.949483
0.0,3323,383.485425
0.0,3326,409.901997
0.0,3323,436.353164
0.0,3326,462.999855
0.0,3323,489.59162
0.0,3327,516.339494
0.0,3325,542.926346
0.0,3323,569.180831
0.0,3324,595.508096
0.0,3322,621.912399
0.0,3324,648.329259
0.0,3322,674.692935
0.0,3325,701.492007
0.0,3323,728.027008
0.0,3326,754.662745
0.0,3323,781.234587
0.0,3327,807.819396
0.0,3322,834.236834
0.0,3322,860.711957
0.0,3324,887.253446
0.0,3328,913.835407
0.0,3324,940.536659
0.0,3325,967.145924
0.0,3326,994.139533
0.0,3324,1020.755593
0.0,3328,1047.449404
0.0,3321,1074.084761
0.0,3328,1100.793426
0.0,3327,1127.504886
0.0,3327,1154.084016
0.0,3325,1180.493681
0.0,3325,1206.775743
0.0,3328,1233.256586
0.0,3321,1259.518171
0.0,3325,1286.120041
0.0,3323,1312.773715
0.0,3322,1339.325727
0.0,3326,1365.682956
0.0,3325,1391.745734
0.0,3322,1418.313763
0.0,3322,1444.657418
0.0,3323,1471.024728
0.0,3328,1497.985738
0.0,3324,1524.188292
0.0,3324,1550.715763
0.0,3321,1576.987359
0.0,3322,1603.112525
0.0,3321,1629.616693
0.0,3324,1656.331062
0.0,3328,1682.894359
0.0,3328,1709.273674
0.0,3324,1735.903754
0.0,3327,1762.299212
0.0,3324,1788.945799
0.0,3322,1815.372522
0.0,3327,1841.698788
0.0,3324,1868.121865
0.0,3322,1894.645286
0.0,3322,1921.09
0.0,3325,1947.574828
0.0,3323,1974.38614
0.0,3322,2000.853331
0.0,3321,2027.311583
0.0,3325,2053.908698
0.0,3326,2080.668562
0.0,3324,2107.31166
0.0,3323,2133.766261
0.0,3328,2160.056336
0.0,3321,2186.67635
0.0,3321,2213.182502
0.0,3321,2239.696885
0.0,3323,2266.362882
0.0,3322,2292.769514
0.0,3327,2319.417688
0.0,3325,2345.985724
0.0,3324,2372.511055
0.0,3322,2398.761022
0.0,3327,2425.322931
0.0,3324,2452.252817
0.0,3322,2478.863118
0.0,3324,2505.419991
0.0,3323,2531.846362
0.0,3326,2558.688668
0.0,3327,2585.143309
0.0,3322,2611.565123
0.0,3322,2638.290537
0.0,3325,2664.83985
0.0,3321,2691.240017
0.0,3324,2717.850058
0.0,3323,2744.204942
0.0,3324,2770.810577
0.0,3327,2797.465259
0.0,3328,2823.702298
0.0,3325,2850.170795
0.0,3321,2876.968766
0.0,3326,2903.484112
0.0,3328,2930.000221
0.0,3322,2956.364827
0.0,3327,2982.805538
0.0,3328,3009.227016
0.0,3326,3035.676657
0.0,3321,3062.061198
0.0,3327,3088.806067
0.0,3328,3115.272652
0.0,3324,3141.439771
0.0,3325,3168.38248
0.0,3325,3194.906674
0.0,3328,3221.495158
0.0,3327,3248.262765
0.0,3326,3274.669473
0.0,3328,3301.355707
0.0,3327,3328.144712
0.0,3327,3354.750149
0.0,3322,3381.129112
0.0,3325,3407.459899
0.0,3328,3434.059241
0.0,3327,3460.635393
0.0,3328,3487.313722
0.0,3325,3514.345999
0.0,3328,3541.045966
0.0,3322,3567.270572
0.0,3324,3593.751304
0.0,3325,3620.313767
0.0,3324,3646.456913
0.0,3327,3673.01345
0.0,3325,3699.141676
0.0,3325,3725.521666
0.0,3325,3752.073794
0.0,3325,3778.855385
0.0,3324,3805.231468
0.0,3327,3831.812521
0.0,3322,3858.086415
0.0,3324,3884.573268
0.0,3327,3911.151523
0.0,3321,3937.520538
0.0,3323,3963.961322
0.0,3322,3989.965774
0.0,3327,4016.696096
0.0,3324,4042.788615
0.0,3328,4069.868856
0.0,3324,4096.290498
0.0,3327,4122.982012
0.0,3327,4149.678196
0.0,3323,4176.050409
0.0,3322,4202.408385
0.0,3327,4228.940195
0.0,3326,4255.243495
0.0,3327,4282.163553
0.0,3328,4308.614668
0.0,3323,4334.935283
0.0,3326,4361.386147
0.0,3325,4387.775889
0.0,3325,4414.292861
0.0,3324,4440.621804
0.0,3322,4467.208168
0.0,3327,4493.768206
0.0,3326,4520.241106
0.0,3321,4546.755506
0.0,3328,4573.405072
0.0,3326,4599.915313
0.0,3327,4626.420042
0.0,3325,4652.778045
0.0,3325,4679.660911
0.0,3323,4706.212352
0.0,3326,4732.857799
0.0,3325,4759.30544
0.0,3322,4785.871316
0.0,3326,4812.45604
0.0,3324,4838.911858
0.0,3326,4865.492977
0.0,3326,4892.149532
0.0,3327,4918.538655
0.0,3325,4945.073228
0.0,3327,4971.857008
0.0,3322,4998.26538
0.0,3326,5024.634389
0.0,3325,5051.333277
0.0,3322,5077.994288
0.0,3326,5104.587861
0.0,3321,5131.230923
0.0,3322,5157.824595
0.0,3327,5184.496761
0.0,3322,5211.057856
0.0,3328,5237.258545
0.0,3328,5263.962102
0.0,3323,5290.63601
0.0,3323,5317.061353
0.0,3322,5343.61911
0.0,3324,5370.259456
0.0,3323,5396.755225
0.0,3327,5423.155566
0.0,3327,5449.730894
0.0,3326,5476.41463
