explained_variance,total_timesteps,policy_entropy,nupdates,avg reward,value_loss,fps
-49.70513153076172,80,2.1972222328186035,1,0.46439667567610743,0.022168917581439018,33
-1.9464731216430664,8000,2.197221279144287,100,0.4110466692596674,0.0008601971785537899,1248
-1.4619920253753662,16000,2.197139024734497,200,0.022472813475178554,0.0008991809445433319,1560
-0.345650315284729,24000,2.1972134113311768,300,0.1599994351156056,0.0006102469051256776,1702
-0.4867457151412964,32000,2.1972174644470215,400,0.14121088664978743,0.0008598791318945587,1776
-0.09234952926635742,40000,2.1971511840820312,500,-0.052146536053624,0.00036416720831766725,1826
-1.0080583095550537,48000,2.197183132171631,600,0.06335813641780988,0.0008544313022866845,1859
-0.3966008424758911,56000,2.1970419883728027,700,-0.05842011964414269,0.00044909241842105985,1859
-0.06397175788879395,64000,2.1967899799346924,800,0.033895483469677856,0.00037859813892282546,1880
-0.014097929000854492,72000,2.1913716793060303,900,-0.11696685841307045,0.0004955142503604293,1895
-0.8311293125152588,80000,2.196953058242798,1000,0.06355399226304144,0.0005082425777800381,1912
-0.5441641807556152,88000,2.1968865394592285,1100,0.009571146301459521,0.0006081906030885875,1921
-0.3025546073913574,96000,2.195300817489624,1200,0.03163762231124565,0.0001245194289367646,1930
-0.584043025970459,104000,2.1951630115509033,1300,0.05722870050230995,0.0008553676307201385,1941
-0.3279527425765991,112000,2.1962153911590576,1400,-0.05151799325831234,0.00035318834125064313,1933
-0.19244778156280518,120000,2.191390037536621,1500,0.0314489433192648,0.00019896242883987725,1941
-0.2865622043609619,128000,2.1970648765563965,1600,-0.12819393249228597,0.00024318124633282423,1950
-0.2535548210144043,136000,2.1970162391662598,1700,-0.0723765630275011,0.00028404220938682556,1959
-0.5804200172424316,144000,2.1970009803771973,1800,-0.02763687234837562,5.3674750233767554e-05,1966
-0.16425848007202148,152000,2.1970713138580322,1900,0.003242117410991341,0.0002387239073868841,1971
-0.913544774055481,160000,2.1971325874328613,2000,0.013321853738307254,0.00011003825056832284,1962
-0.4249023199081421,168000,2.197115659713745,2100,-0.0108529256132897,8.022717520361766e-05,1965
-0.5063356161117554,176000,2.196516990661621,2200,-0.014797245130102965,0.00010473497968632728,1971
-0.15230584144592285,184000,2.197148323059082,2300,-0.002993542075273581,0.00010901781206484884,1975
-0.6735954284667969,192000,2.1971287727355957,2400,-0.011870515980990603,0.00027589258388616145,1980
-0.5344669818878174,200000,2.1971726417541504,2500,0.0036835409078776137,4.2825784476008266e-05,1983
-0.9071351289749146,208000,2.197152614593506,2600,0.0038758991518989204,0.00017615430988371372,1986
-1.4493684768676758,216000,2.197178840637207,2700,-0.010452795814489945,7.294191891560331e-05,1976
-0.8978561162948608,224000,2.1971535682678223,2800,-0.0033157770223624537,7.415815343847498e-05,1979
-0.09041476249694824,232000,2.1968815326690674,2900,0.01902166372456122,8.952086500357836e-05,1980
-0.14111721515655518,240000,2.197171211242676,3000,-0.0030131120525766163,5.1442068070173264e-05,1982
-0.38443124294281006,248000,2.197136163711548,3100,0.005721122567774728,0.00016937998589128256,1985
-0.32646429538726807,256000,2.197174310684204,3200,0.00326851799582073,3.264783663325943e-05,1987
-1.760282039642334,264000,2.197110176086426,3300,-0.0010462172984261997,0.00015246300608851016,1988
-0.21442925930023193,272000,2.1971676349639893,3400,-0.007635868735815165,3.600793570512906e-05,1982
-0.8810611963272095,280000,2.197035312652588,3500,-0.004124627653072821,4.545633419184014e-05,1984
-0.47109103202819824,288000,2.197195529937744,3600,0.006251928300844156,0.00010236800881102681,1986
-0.22670626640319824,296000,2.197174072265625,3700,-0.004497645381707116,0.00012433427036739886,1987
-0.38871073722839355,304000,2.1972057819366455,3800,-0.0021344285320083144,1.867373430286534e-05,1988
0.05118715763092041,312000,2.197200059890747,3900,-0.005815361114218831,0.0001568557054270059,1990
-0.3271317481994629,320000,2.197195529937744,4000,0.008217162138680578,0.0001088596400222741,1983
-0.5201488733291626,328000,2.197195529937744,4100,-0.005370722978841514,3.524261774145998e-05,1984
-0.3488626480102539,336000,2.196920394897461,4200,-0.0018727080590906554,3.5196215321775526e-05,1984
-0.5485637187957764,344000,2.1971960067749023,4300,-0.0015671386892790907,4.8025416617747396e-05,1986
-0.6553417444229126,352000,2.197197675704956,4400,0.008093987625761656,0.00014194757386576384,1989
-0.21253037452697754,360000,2.197185754776001,4500,0.000488131814472581,1.7598231352167204e-05,1990
0.1670122742652893,368000,2.197195529937744,4600,-0.018448331532999872,0.00011049765453208238,1991
-0.9404680728912354,376000,2.1972038745880127,4700,0.0033081510846386664,2.9834176530130208e-05,1985
0.15401232242584229,384000,2.1972033977508545,4800,-0.0015739843402116094,2.9316619475139305e-05,1986
0.5320843160152435,392000,2.1970605850219727,4900,0.0074912000858603275,1.8037300833384506e-05,1987
-0.4072519540786743,400000,2.1972031593322754,5000,-0.0050518087315140296,4.689082197728567e-05,1989
-0.13753855228424072,408000,2.197199583053589,5100,0.005057110617053695,8.455688657704741e-05,1989
0.12872320413589478,416000,2.1972007751464844,5200,0.0022766885143937544,1.9884326320607215e-05,1991
-1.799858570098877,424000,2.19718861579895,5300,0.010324259488697862,0.00016612221952527761,1992
-0.2597310543060303,432000,2.197206974029541,5400,0.0048322791673854225,2.5580779038136825e-05,1986
-1.2803678512573242,440000,2.197009563446045,5500,0.006310527249297593,2.7859041438205168e-05,1988
-0.06616926193237305,448000,2.197216033935547,5600,0.005764145247303532,5.966453318251297e-05,1990
-0.186745285987854,456000,2.197211742401123,5700,0.0007950371684273705,8.148669439833611e-05,1992
0.031387150287628174,464000,2.197211742401123,5800,-0.0010649026298779063,1.4110829397395719e-05,1994
-0.2970083951950073,472000,2.1972107887268066,5900,0.003700145504262764,0.0001099279397749342,1994
-2.120218515396118,480000,2.1972146034240723,6000,-0.0010500315227545797,6.04868218943011e-05,1992
-0.3000267744064331,488000,2.1972110271453857,6100,0.0036969913257053123,2.8253276468603872e-05,1993
0.24243736267089844,496000,2.1970906257629395,6200,-0.007590059674839722,2.6921223252429627e-05,1994
0.09675639867782593,504000,2.197218418121338,6300,-0.0014399250229871542,3.001189361384604e-05,1995
-0.7996870279312134,512000,2.197211265563965,6400,-0.005595819984591799,8.893818448996171e-05,1995
-0.7489005327224731,520000,2.197208881378174,6500,-0.004788680512137944,2.1468609702424146e-05,1996
-0.5527135133743286,528000,2.197205066680908,6600,-0.003917626562179066,0.00017851937445811927,1996
-0.7889540195465088,536000,2.197213649749756,6700,-0.006100967383099487,2.0239409423083998e-05,1992
-0.5813101530075073,544000,2.1970887184143066,6800,0.0025190919885062614,4.95167332701385e-05,1993
-2.335395336151123,552000,2.1971230506896973,6900,0.008064595147152432,6.912753451615572e-05,1994
-0.9562078714370728,560000,2.1972122192382812,7000,-0.004474323019530857,1.744585097185336e-05,1995
0.09874993562698364,568000,2.1972081661224365,7100,-0.010506834703846835,6.989273242652416e-05,1996
0.2345055341720581,576000,2.197201728820801,7200,-0.0005336230155080557,1.1806214388343506e-05,1996
-1.3314852714538574,584000,2.197205066680908,7300,-0.0003286911600298481,0.00011240743333473802,1997
-1.1018924713134766,592000,2.1972150802612305,7400,-0.0006122954073362052,1.7614702301216312e-05,1993
-0.3227255344390869,600000,2.1971707344055176,7500,0.004939904338971246,1.0833706255652942e-05,1994
-0.4540902376174927,608000,2.1972157955169678,7600,-0.0008334216465300415,2.5979901693062857e-05,1995
-0.7626097202301025,616000,2.1972086429595947,7700,-0.0016347559685527813,8.150080975610763e-05,1996
0.034630417823791504,624000,2.1972055435180664,7800,0.0021015358546719654,7.1197400757228024e-06,1997
-0.08981454372406006,632000,2.1972031593322754,7900,-0.009027247087215074,4.8784491809783503e-05,1997
-0.05875587463378906,640000,2.1972103118896484,8000,0.0029542910851887427,1.6972993762465194e-05,1994
-0.2345423698425293,648000,2.1972079277038574,8100,-0.006060406666529161,2.5871317120618187e-05,1994
0.31944966316223145,656000,2.1971468925476074,8200,-0.005410773707262706,1.6304664313793182e-05,1995
-2.061793088912964,664000,2.1972103118896484,8300,-0.0062885955121601,3.4526347008068115e-05,1995
-0.7220807075500488,672000,2.1971960067749023,8400,-0.0029412536275231103,5.2369909099070355e-05,1995
-0.19037151336669922,680000,2.197206735610962,8500,-0.00020841490995735513,1.0173481314268429e-05,1996
-0.8840177059173584,688000,2.1971912384033203,8600,0.004974011207377771,0.00011367760453140363,1997
-0.11254847049713135,696000,2.1972103118896484,8700,-0.0035913975872972513,2.0546114683384076e-05,1994
-0.07072329521179199,704000,2.197174549102783,8800,0.008479008797439746,1.0501193173695356e-05,1994
-0.3826092481613159,712000,2.197214365005493,8900,0.0016721071704523637,2.5318333428003825e-05,1994
-0.9818624258041382,720000,2.1972124576568604,9000,-0.004992716043489054,6.464876787504181e-05,1995
-0.11808013916015625,728000,2.197206735610962,9100,0.00039289979526984097,3.646762343123555e-05,1996
-0.5182878971099854,736000,2.1972062587738037,9200,-0.00043246180225651185,0.00010909658158197999,1997
-0.48190009593963623,744000,2.1972007751464844,9300,-0.005031121012507356,7.564936822745949e-05,1998
-0.44184935092926025,752000,2.197201728820801,9400,-0.0016875607572728768,1.061092370946426e-05,1994
-0.40918445587158203,760000,2.197148561477661,9500,-0.005457180638768477,1.531530506326817e-05,1995
-0.308225154876709,768000,2.197200298309326,9600,0.0009374663355629309,2.5801851734286174e-05,1996
-0.4861057996749878,776000,2.1971993446350098,9700,0.0011318185599520803,4.812224506167695e-05,1997
0.0032279491424560547,784000,2.19720196723938,9800,-0.0016473321797093377,1.1353593436069787e-05,1998
-0.39117157459259033,792000,2.1972057819366455,9900,-0.006797578055011399,5.3228064643917605e-05,1998
-0.8952560424804688,800000,2.197211265563965,10000,0.0005342889307939913,2.2521408027387224e-05,1995
-0.1252152919769287,808000,2.1972134113311768,10100,-0.003456852937506483,1.3496630344889127e-05,1996
-0.9298194646835327,816000,2.197185516357422,10200,-0.02417882054578513,1.83080028364202e-05,1996
0.07631689310073853,824000,2.197216510772705,10300,-0.0008862848453645711,1.5556957805529237e-05,1997
-0.2905442714691162,832000,2.1972079277038574,10400,0.0020080376758414785,4.3588086555246264e-05,1998
-0.4434465169906616,840000,2.197218418121338,10500,-0.00377883448591092,6.7255241447128356e-06,1999
-0.2396378517150879,848000,2.1972055435180664,10600,-0.006925606958702701,5.5021482694428414e-05,1999
-1.0711159706115723,856000,2.1972174644470215,10700,-0.004001271310244192,1.9405255443416536e-05,1997
-0.022036194801330566,864000,2.1971981525421143,10800,-0.0027614731217909137,1.0737236152635887e-05,1997
-0.9752553701400757,872000,2.1972203254699707,10900,0.003037087930351845,3.679218571051024e-05,1998
-1.3271558284759521,880000,2.1972076892852783,11000,0.0010188895619648974,5.574629904003814e-05,1998
-0.16667556762695312,888000,2.1972198486328125,11100,0.006949246882868465,1.0419852515042294e-05,1999
-1.6696815490722656,896000,2.197208881378174,11200,0.0028783786328858696,5.71897835470736e-05,1999
-0.384291410446167,904000,2.19722056388855,11300,0.0041632088024925904,1.788838744687382e-05,1997
-1.045356035232544,912000,2.1972200870513916,11400,-0.0011853032519866247,1.2459413483156823e-05,1997
