nupdates,policy_entropy,total_timesteps,fps,explained_variance,value_loss
8400,2.890321969985962,672000,1717,-0.07229626178741455,3.584358637453988e-05
8500,2.890315294265747,680000,1717,-0.7047040462493896,3.32525341946166e-05
8600,2.890326738357544,688000,1717,-0.8088221549987793,4.172750050202012e-05
8700,2.890336036682129,696000,1715,-0.4868091344833374,3.118099266430363e-05
8800,2.8903374671936035,704000,1715,-1.1986019611358643,1.6468551621073857e-05
8900,2.890324831008911,712000,1716,-0.7948900461196899,3.081226896028966e-05
9000,2.8903400897979736,720000,1716,-0.3816167116165161,3.68930705008097e-05
9100,2.8903443813323975,728000,1716,-0.4141503572463989,1.8645307136466727e-05
9200,2.890346050262451,736000,1715,-0.18082916736602783,2.3849846911616623e-05
9300,2.890347719192505,744000,1715,-0.2034153938293457,3.269203443778679e-05
9400,2.8903472423553467,752000,1715,-0.5511292219161987,2.8632915928028524e-05
9500,2.8903446197509766,760000,1715,-0.2607264518737793,1.7029229638865218e-05
9600,2.8903348445892334,768000,1714,-1.6486542224884033,8.039885869948193e-05
9700,2.890322208404541,776000,1714,-0.7755510807037354,3.6138633731752634e-05
9800,2.8903331756591797,784000,1713,-0.9682180881500244,2.728215986280702e-05
9900,2.890331983566284,792000,1714,-0.6524573564529419,3.683232353068888e-05
10000,2.8903250694274902,800000,1714,-0.598322868347168,1.9933286239393055e-05
10100,2.8903417587280273,808000,1715,-0.7654339075088501,4.152823021286167e-05
10200,2.8903346061706543,816000,1716,-1.0492587089538574,2.496196611900814e-05
10300,2.8903298377990723,824000,1715,-0.4667588472366333,4.536976484814659e-05
10400,2.8903260231018066,832000,1715,-0.329817533493042,3.531917172949761e-05
10500,2.89031982421875,840000,1716,-1.5894927978515625,3.5438330087345093e-05
10600,2.8903133869171143,848000,1716,-0.5701907873153687,3.6686778912553564e-05
10700,2.8903121948242188,856000,1717,-3.2720770835876465,2.822960595949553e-05
10800,2.8903110027313232,864000,1718,-0.492129921913147,3.4410852094879374e-05
10900,2.8903164863586426,872000,1718,-1.8828115463256836,2.941723505500704e-05
11000,2.8903164863586426,880000,1719,-0.6972675323486328,3.0223565772757865e-05
11100,2.890312433242798,888000,1719,-0.9900695085525513,2.314984521945007e-05
11200,2.890321731567383,896000,1718,-1.7457337379455566,2.964248415082693e-05
11300,2.890320301055908,904000,1719,-1.4676947593688965,2.683599086594768e-05
11400,2.890320062637329,912000,1720,-0.8123445510864258,3.897703572874889e-05
11500,2.8903188705444336,920000,1719,-0.23304128646850586,2.1213705622358248e-05
11600,2.890242576599121,928000,1719,-0.3525197505950928,1.6558924471610226e-05
11700,2.890268564224243,936000,1720,-1.4198236465454102,2.3888776922831312e-05
11800,2.8902840614318848,944000,1721,-1.406696081161499,2.267060335725546e-05
11900,2.8902854919433594,952000,1722,-1.235975980758667,1.4074683349463157e-05
12000,2.8902883529663086,960000,1721,-0.47566545009613037,2.8795780963264406e-05
12100,2.890294313430786,968000,1720,-0.32016587257385254,2.3509361199103296e-05
12200,2.8903040885925293,976000,1721,-2.1257824897766113,2.0323554053902626e-05
12300,2.890319585800171,984000,1722,-1.2978570461273193,2.710416811169125e-05
12400,2.8903305530548096,992000,1722,-0.0076667070388793945,2.5189438019879162e-05
12500,2.89033842086792,1000000,1721,-0.2635476589202881,2.6882024030783214e-05
12600,2.890338182449341,1008000,1721,-0.6767407655715942,1.4131697753327899e-05
12700,2.8903377056121826,1016000,1722,-0.3211740255355835,2.5123848899966106e-05
12800,2.8903286457061768,1024000,1721,-1.845595359802246,1.6431153198936954e-05
12900,2.890340805053711,1032000,1721,-0.6397068500518799,3.489071241347119e-05
13000,2.890334129333496,1040000,1722,-0.939319372177124,2.238715569546912e-05
13100,2.89033579826355,1048000,1723,0.020245790481567383,2.5603580070310272e-05
13200,2.890329599380493,1056000,1723,-1.2980313301086426,2.184162804041989e-05
13300,2.890331745147705,1064000,1723,0.12552154064178467,1.1875838026753627e-05
13400,2.8903355598449707,1072000,1722,-0.3614194393157959,2.0604342353180982e-05
13500,2.8903281688690186,1080000,1722,-1.2518904209136963,3.2225325412582606e-05
13600,2.8903298377990723,1088000,1722,-1.2721104621887207,2.0095063518965617e-05
13700,2.8903286457061768,1096000,1722,-0.41114115715026855,1.7406107872375287e-05
13800,2.8903427124023438,1104000,1721,-0.8615424633026123,2.3619160856469534e-05
13900,2.8903450965881348,1112000,1722,-0.6508442163467407,1.9904580767615698e-05
14000,2.890343189239502,1120000,1721,-0.5861656665802002,1.9895684090442955e-05
14100,2.89033842086792,1128000,1721,-0.1865018606185913,3.5671946534421295e-05
14200,2.890338659286499,1136000,1720,-1.1467838287353516,2.504884105292149e-05
14300,2.8903374671936035,1144000,1718,-1.049903392791748,3.41558079526294e-05
14400,2.890338182449341,1152000,1718,-1.8443517684936523,2.1997244402882643e-05
14500,2.8903450965881348,1160000,1718,-1.166947364807129,2.280201624671463e-05
14600,2.890349864959717,1168000,1718,-1.651261568069458,2.0359893824206665e-05
14700,2.8903470039367676,1176000,1718,-0.9655615091323853,1.7308064343524165e-05
14800,2.890342950820923,1184000,1719,-1.1516168117523193,1.6348163626389578e-05
14900,2.890334129333496,1192000,1719,-1.3208730220794678,3.32344752678182e-05
15000,2.890336513519287,1200000,1719,-0.5082372426986694,2.0817769836867228e-05
15100,2.8903415203094482,1208000,1719,-1.3358988761901855,2.321135252714157e-05
15200,2.8903450965881348,1216000,1718,-1.1623618602752686,1.639675065234769e-05
15300,2.89034366607666,1224000,1717,-0.9729055166244507,1.329845872533042e-05
15400,2.8903450965881348,1232000,1718,-0.9160321950912476,1.458712631574599e-05
15500,2.8903517723083496,1240000,1718,-1.934662103652954,1.598109520273283e-05
15600,2.890357732772827,1248000,1718,-1.7995693683624268,1.738320861477405e-05
15700,2.890352725982666,1256000,1718,-0.36999762058258057,1.807328408176545e-05
15800,2.890340805053711,1264000,1718,-1.206197738647461,2.2764268578612246e-05
15900,2.8903470039367676,1272000,1717,-1.0894660949707031,1.8818445823853835e-05
16000,2.890343189239502,1280000,1717,-0.6633851528167725,1.718120984151028e-05
16100,2.890347480773926,1288000,1718,-1.2429053783416748,1.902648182294797e-05
16200,2.8903422355651855,1296000,1718,-1.7073698043823242,2.8059817850589752e-05
16300,2.8903489112854004,1304000,1718,-0.4428286552429199,1.3105981452099513e-05
16400,2.8903579711914062,1312000,1718,-0.8753459453582764,2.913439311669208e-05
16500,2.890355348587036,1320000,1718,-1.3282735347747803,1.3203665730543435e-05
16600,2.8903496265411377,1328000,1718,-1.297166109085083,2.038060119957663e-05
16700,2.8903515338897705,1336000,1718,-0.7170779705047607,3.887985440087505e-05
16800,2.8903496265411377,1344000,1718,-1.4334230422973633,2.572844641690608e-05
16900,2.8903448581695557,1352000,1718,-4.213328838348389,1.744368637446314e-05
17000,2.890346050262451,1360000,1718,-1.685941219329834,2.0023429897264577e-05
17100,2.890347957611084,1368000,1717,-1.293936014175415,2.671035508683417e-05
17200,2.8903450965881348,1376000,1717,-0.398207426071167,1.1399368304410018e-05
17300,2.8903307914733887,1384000,1717,-1.771613597869873,2.2118239940027706e-05
17400,2.890328884124756,1392000,1717,-0.6418458223342896,1.7597258192836307e-05
17500,2.8903183937072754,1400000,1717,-0.43628013134002686,1.5396453818539158e-05
17600,2.890324115753174,1408000,1717,-0.9932812452316284,1.550775414216332e-05
17700,2.8903279304504395,1416000,1717,-1.1036581993103027,2.5860277673928067e-05
17800,2.890328884124756,1424000,1717,-0.26748108863830566,3.0784925911575556e-05
17900,2.890329360961914,1432000,1718,-0.21367168426513672,1.1945752703468315e-05
18000,2.8903350830078125,1440000,1718,-0.5729403495788574,2.9430462745949626e-05
18100,2.890338897705078,1448000,1718,-1.2620220184326172,2.514488369342871e-05
18200,2.890340566635132,1456000,1718,-0.7322826385498047,1.4185327927407343e-05
18300,2.8903393745422363,1464000,1719,0.11457473039627075,1.3481144378602039e-05
18400,2.8903450965881348,1472000,1720,-0.296628475189209,2.1949013898847625e-05
18500,2.8903465270996094,1480000,1720,-0.6041430234909058,9.62565445661312e-06
18600,2.8903517723083496,1488000,1720,-0.23879575729370117,1.0988765097863507e-05
18700,2.890350103378296,1496000,1720,-0.8452497720718384,3.447740527917631e-05
18800,2.890350818634033,1504000,1720,-0.4728316068649292,1.9708237232407555e-05
18900,2.8903491497039795,1512000,1721,-0.5101792812347412,1.6967296687653288e-05
19000,2.890347957611084,1520000,1721,-1.081322193145752,2.901591687987093e-05
19100,2.8903439044952393,1528000,1721,-0.6376886367797852,1.622050695004873e-05
19200,2.890350341796875,1536000,1722,-0.6299161911010742,1.7556096281623468e-05
19300,2.890350818634033,1544000,1722,-2.76845645904541,1.908402373373974e-05
19400,2.8903496265411377,1552000,1722,-0.47350430488586426,1.1726066077244468e-05
19500,2.8903462886810303,1560000,1722,-1.457423210144043,1.3873240277462173e-05
19600,2.890343427658081,1568000,1722,0.25683116912841797,9.110834980674554e-06
19700,2.8903403282165527,1576000,1722,-1.6354570388793945,1.1312283277220558e-05
19800,2.8903441429138184,1584000,1722,-0.5590555667877197,8.008214535948355e-06
19900,2.890343189239502,1592000,1722,-2.245879650115967,1.3062427569821011e-05
20000,2.8903391361236572,1600000,1722,-0.23723196983337402,1.3678771210834384e-05
20100,2.890338182449341,1608000,1722,-0.9097760915756226,1.4438557627727278e-05
20200,2.8903396129608154,1616000,1722,-0.14500880241394043,1.2067552233929746e-05
20300,2.89034104347229,1624000,1722,-0.8393853902816772,8.84513974597212e-06
20400,2.8903374671936035,1632000,1722,-0.051024675369262695,1.0409194146632217e-05
20500,2.890346050262451,1640000,1723,-2.7147045135498047,1.6985679394565523e-05
20600,2.890349864959717,1648000,1722,-1.1178126335144043,2.749208579189144e-05
20700,2.8903491497039795,1656000,1722,-0.5419391393661499,1.2452475857571699e-05
20800,2.890348196029663,1664000,1723,-0.22030436992645264,1.1723778698069509e-05
20900,2.8903496265411377,1672000,1722,-0.7807512283325195,2.0910099920001812e-05
21000,2.8903443813323975,1680000,1723,-1.9655821323394775,1.2602968126884662e-05
21100,2.890350341796875,1688000,1723,-0.5077838897705078,1.8936032574856654e-05
21200,2.890349864959717,1696000,1723,-0.7901085615158081,1.3111352927808184e-05
21300,2.890352487564087,1704000,1723,-1.4786694049835205,7.288997039722744e-06
21400,2.890350818634033,1712000,1723,0.027671396732330322,9.868990673567168e-06
21500,2.890348434448242,1720000,1723,-0.6383010149002075,1.0438910976517946e-05
21600,2.890348196029663,1728000,1723,-0.9334386587142944,1.459916074963985e-05
21700,2.890350818634033,1736000,1723,-1.5584909915924072,1.9859649910358712e-05
21800,2.890349864959717,1744000,1723,-0.6487969160079956,8.763978257775307e-06
21900,2.890349864959717,1752000,1723,-0.5143033266067505,9.377876267535612e-06
22000,2.8903496265411377,1760000,1723,-0.2617924213409424,2.017651240748819e-05
22100,2.8903536796569824,1768000,1723,-0.6858423948287964,2.491101622581482e-05
22200,2.890333652496338,1776000,1723,-3.5049118995666504,1.2306282769714016e-05
22300,2.8903369903564453,1784000,1723,0.11649686098098755,1.873181463452056e-05
22400,2.8903377056121826,1792000,1724,-0.6605401039123535,1.497302309871884e-05
22500,2.8903355598449707,1800000,1724,-1.98970365524292,1.5497871572733857e-05
22600,2.8903350830078125,1808000,1725,-0.6460869312286377,1.0814541383297183e-05
22700,2.8903400897979736,1816000,1724,-1.2086050510406494,1.4628140888817143e-05
22800,2.8903443813323975,1824000,1725,-1.367802381515503,1.3044116712990217e-05
22900,2.890349864959717,1832000,1724,-1.784945011138916,1.5506606359849684e-05
23000,2.890345335006714,1840000,1725,-0.0688396692276001,1.3636677067552228e-05
23100,2.890347719192505,1848000,1725,-0.5162484645843506,1.6412272088928148e-05
23200,2.8903536796569824,1856000,1725,-0.7948911190032959,6.970488357183058e-06
23300,2.890354871749878,1864000,1725,-1.0934720039367676,1.538926335342694e-05
23400,2.8903603553771973,1872000,1725,-0.7934404611587524,8.796397196420003e-06
23500,2.8903536796569824,1880000,1725,-0.5235754251480103,8.645276466268115e-06
23600,2.8902926445007324,1888000,1725,0.05315142869949341,6.164037586131599e-06
23700,2.8902995586395264,1896000,1725,-0.5021382570266724,1.3439645044854842e-05
23800,2.890314817428589,1904000,1725,0.03425711393356323,7.657954483875073e-06
23900,2.890329360961914,1912000,1725,-1.6456694602966309,1.2587038327183109e-05
24000,2.8903286457061768,1920000,1725,-0.08672428131103516,6.484609912149608e-06
24100,2.8903355598449707,1928000,1725,-0.009145975112915039,1.400486689817626e-05
24200,2.890346050262451,1936000,1725,-1.0293896198272705,6.92565936333267e-06
24300,2.8903441429138184,1944000,1724,-0.9811807870864868,8.033131962292828e-06
24400,2.890352249145508,1952000,1724,-0.9746565818786621,1.0641864719218574e-05
24500,2.8903589248657227,1960000,1724,-0.6429448127746582,1.267215975531144e-05
24600,2.8903579711914062,1968000,1724,-0.3137766122817993,1.9767952835536562e-05
24700,2.8903584480285645,1976000,1724,-0.5900313854217529,1.659252666286193e-05
24800,2.8903586864471436,1984000,1724,-3.2760276794433594,1.1168898709001951e-05
24900,2.8903605937957764,1992000,1724,0.0025110244750976562,1.6032790881581604e-05
25000,2.8903591632843018,2000000,1724,-0.6160047054290771,1.7713797205942683e-05
25100,2.8903608322143555,2008000,1724,-0.6268049478530884,6.322710305539658e-06
25200,2.8903584480285645,2016000,1725,-0.6811642646789551,1.1437032298999839e-05
25300,2.890359878540039,2024000,1725,-1.13193941116333,1.1110357263532933e-05
25400,2.8903615474700928,2032000,1725,-0.898730993270874,2.2520665879710577e-05
25500,2.8903605937957764,2040000,1725,-1.4027400016784668,6.850122645118972e-06
25600,2.8903636932373047,2048000,1725,-0.9055647850036621,1.2407594113028608e-05
25700,2.890347719192505,2056000,1725,-0.8002601861953735,1.194058404507814e-05
25800,2.890343189239502,2064000,1725,-0.5521605014801025,7.410146736219758e-06
25900,2.8903450965881348,2072000,1726,-0.025524020195007324,6.8421554715314414e-06
26000,2.8903470039367676,2080000,1726,-1.702800989151001,1.0421788829262368e-05
26100,2.890348434448242,2088000,1726,-2.0641849040985107,1.955971856659744e-05
26200,2.8903510570526123,2096000,1726,-0.5223946571350098,1.0904846021730918e-05
26300,2.890350580215454,2104000,1725,-2.666369915008545,7.0252704063022975e-06
26400,2.8903534412384033,2112000,1725,-1.2927215099334717,6.443427082558628e-06
26500,2.8903555870056152,2120000,1725,-1.655644178390503,1.1804114365077112e-05
26600,2.8903567790985107,2128000,1725,-0.7436549663543701,1.326996698480798e-05
26700,2.8903584480285645,2136000,1725,-0.23376703262329102,7.4002600740641356e-06
26800,2.8903579711914062,2144000,1725,-3.041484832763672,1.0004894647863694e-05
26900,2.8903584480285645,2152000,1725,-0.49175381660461426,6.219163424248109e-06
27000,2.890359401702881,2160000,1725,-1.2452876567840576,6.911853233759757e-06
27100,2.8903610706329346,2168000,1725,-1.0236847400665283,1.3847105947206728e-05
27200,2.89036226272583,2176000,1725,-1.2860615253448486,9.265028893423732e-06
27300,2.890359878540039,2184000,1725,-0.1739652156829834,8.515971785527654e-06
27400,2.8903603553771973,2192000,1725,-0.630475640296936,8.475692084175535e-06
27500,2.8903615474700928,2200000,1725,-1.481480360031128,1.2501352102844976e-05
27600,2.890364170074463,2208000,1725,-1.1972429752349854,1.1763775546569377e-05
27700,2.890366554260254,2216000,1725,0.07403361797332764,7.682800060138106e-06
27800,2.8903675079345703,2224000,1726,-1.301466464996338,1.2014917047054041e-05
27900,2.8903648853302,2232000,1726,-0.7277393341064453,8.943252396420576e-06
28000,2.8903656005859375,2240000,1725,-0.6827876567840576,1.5047025044623297e-05
28100,2.8903636932373047,2248000,1726,-0.5516117811203003,1.0979186299664434e-05
28200,2.890364170074463,2256000,1726,-1.4507455825805664,7.814031960151624e-06
28300,2.8903636932373047,2264000,1726,-0.4950582981109619,1.0366073183831759e-05
28400,2.8903629779815674,2272000,1727,-0.9158467054367065,1.583258381288033e-05
28500,2.8903613090515137,2280000,1727,-0.5348974466323853,1.3908601431467105e-05
28600,2.890359401702881,2288000,1726,-1.2491035461425781,1.1892991096829064e-05
28700,2.890359401702881,2296000,1726,-2.4831783771514893,8.086404704954475e-06
28800,2.8903584480285645,2304000,1726,-0.5757670402526855,4.807106051885057e-06
28900,2.8903565406799316,2312000,1726,-0.6618092060089111,4.639889084501192e-06
29000,2.890357494354248,2320000,1726,-1.5983195304870605,1.2415907804097515e-05
29100,2.8903584480285645,2328000,1727,-1.5798609256744385,1.2633810001716483e-05
29200,2.8903584480285645,2336000,1727,-1.2214202880859375,9.645038517192006e-06
29300,2.890359878540039,2344000,1727,-0.952914834022522,7.581745649076765e-06
29400,2.8903615474700928,2352000,1727,-0.3772531747817993,5.4006932259653695e-06
29500,2.8903603553771973,2360000,1727,-3.3090009689331055,1.3822890650772024e-05
29600,2.890362024307251,2368000,1727,-1.0927879810333252,1.4805031241849065e-05
29700,2.890357494354248,2376000,1727,0.0027747154235839844,7.680160706513561e-06
29800,2.8903567790985107,2384000,1727,-1.0070226192474365,6.104136900830781e-06
29900,2.890355110168457,2392000,1727,-0.4813828468322754,1.3699156625079922e-05
30000,2.890357494354248,2400000,1727,-2.460739850997925,8.69967152539175e-06
30100,2.8903563022613525,2408000,1727,-0.9631677865982056,9.740281711856369e-06
30200,2.890355348587036,2416000,1727,-0.34528791904449463,1.0616780855343677e-05
30300,2.8903534412384033,2424000,1727,-2.0781726837158203,5.085729753773194e-06
30400,2.890354871749878,2432000,1728,-0.6597810983657837,1.8376400475972332e-05
30500,2.890357494354248,2440000,1728,-1.3768749237060547,9.891360605251975e-06
30600,2.8903584480285645,2448000,1728,-0.6292561292648315,9.651053915149532e-06
30700,2.8903586864471436,2456000,1728,-0.6057999134063721,1.1233009900024626e-05
30800,2.890357732772827,2464000,1728,-0.36229217052459717,4.51032747150748e-06
30900,2.890359401702881,2472000,1728,-0.6248173713684082,1.0420063517813105e-05
31000,2.890357494354248,2480000,1728,-1.096663236618042,1.1503530913614668e-05
31100,2.8903613090515137,2488000,1728,-1.7479150295257568,1.0106309673574287e-05
31200,2.89036226272583,2496000,1728,-1.9863042831420898,7.008817192399874e-06
31300,2.8903632164001465,2504000,1728,-0.3641582727432251,6.327017217699904e-06
31400,2.890362501144409,2512000,1728,-3.5768675804138184,1.110632911149878e-05
31500,2.8903605937957764,2520000,1728,-0.8459173440933228,6.280061825236771e-06
31600,2.8903591632843018,2528000,1727,-0.26644015312194824,7.074505447235424e-06
31700,2.8903558254241943,2536000,1727,-2.0850281715393066,5.699619123333832e-06
31800,2.8903555870056152,2544000,1726,-0.25647807121276855,1.1530119991221e-05
31900,2.8903560638427734,2552000,1726,-0.29844486713409424,4.2323858906456735e-06
32000,2.8903605937957764,2560000,1726,-0.672869086265564,5.78233766646008e-06
32100,2.89036226272583,2568000,1726,-2.8435189723968506,8.946201887738425e-06
32200,2.8903608322143555,2576000,1726,-1.694467306137085,1.3129063518135808e-05
32300,2.890359401702881,2584000,1726,-0.22390365600585938,1.2652422810788266e-05
32400,2.8903613090515137,2592000,1726,-0.15264880657196045,7.193803412519628e-06
32500,2.89036226272583,2600000,1726,-0.4110841751098633,1.0858430869120639e-05
32600,2.8903605937957764,2608000,1726,-1.0712859630584717,7.5756133810500614e-06
32700,2.8903613090515137,2616000,1725,-0.47212445735931396,6.8483072936942335e-06
32800,2.8903632164001465,2624000,1726,-1.604135513305664,6.9894108492007945e-06
32900,2.890364646911621,2632000,1726,-0.3925960063934326,1.2641353350772988e-05
33000,2.8903653621673584,2640000,1725,-0.8972201347351074,1.2944535228598397e-05
33100,2.890367031097412,2648000,1725,-1.0702545642852783,9.794853212952148e-06
33200,2.8903675079345703,2656000,1726,-2.2430403232574463,7.836139047867619e-06
33300,2.8903660774230957,2664000,1726,-0.4776332378387451,7.240089416882256e-06
33400,2.890366554260254,2672000,1725,-0.22101640701293945,8.539667760487646e-06
33500,2.8903679847717285,2680000,1725,-0.702566385269165,8.066394002526067e-06
33600,2.890367031097412,2688000,1724,-0.03962588310241699,5.506187790160766e-06
33700,2.890366315841675,2696000,1724,-0.21362817287445068,3.6287499369791476e-06
33800,2.890364646911621,2704000,1724,-0.8453822135925293,1.3833259799866937e-05
33900,2.8903653621673584,2712000,1724,-0.9782470464706421,1.2670601790887304e-05
34000,2.890366792678833,2720000,1724,0.09684330224990845,3.690616722451523e-06
34100,2.8903656005859375,2728000,1724,-1.4873716831207275,1.007689115795074e-05
34200,2.8903636932373047,2736000,1724,-0.393035888671875,9.047313142218627e-06
34300,2.890363931655884,2744000,1724,-0.9591050148010254,9.52964364842046e-06
34400,2.890364408493042,2752000,1724,-2.4776434898376465,9.25865606404841e-06
34500,2.8903534412384033,2760000,1724,-1.4564740657806396,7.701046342845075e-06
34600,2.8903541564941406,2768000,1724,-1.475271463394165,1.0020293302659411e-05
34700,2.890352964401245,2776000,1723,-0.9054187536239624,5.48812749912031e-06
34800,2.890355110168457,2784000,1723,-2.0430290699005127,7.968055797391571e-06
34900,2.8903567790985107,2792000,1723,-0.9413479566574097,9.237509402737487e-06
35000,2.8903565406799316,2800000,1723,-1.9966776371002197,1.136198807216715e-05
35100,2.8903563022613525,2808000,1723,-1.3567028045654297,1.2672590855800081e-05
35200,2.890354633331299,2816000,1723,-1.2589571475982666,9.446406693314202e-06
35300,2.890353202819824,2824000,1723,-0.8341165781021118,9.277398930862546e-06
35400,2.8903541564941406,2832000,1723,-0.3775705099105835,5.217655598244164e-06
35500,2.8903555870056152,2840000,1723,-2.1834616661071777,6.493602995760739e-06
35600,2.8903555870056152,2848000,1723,-0.9614375829696655,5.854621122125536e-06
35700,2.8903517723083496,2856000,1723,-0.799463152885437,3.660372840386117e-06
35800,2.8903515338897705,2864000,1723,-0.864397406578064,7.420718702633167e-06
35900,2.890352249145508,2872000,1723,-0.8722802400588989,8.055058970057871e-06
36000,2.890352964401245,2880000,1723,-1.209925889968872,5.5766590776329394e-06
36100,2.890350580215454,2888000,1723,-0.06380259990692139,6.156693416414782e-06
36200,2.8903489112854004,2896000,1723,-0.5617159605026245,9.698567737359554e-06
36300,2.890350580215454,2904000,1723,-1.1658244132995605,6.423252671083901e-06
