nupdates,policy_entropy,total_timesteps,avg reward,explained_variance,fps,value_loss
30800,1.709114670753479,2464000,1.1746655746363104,0.9182416275143623,1929,0.021718086674809456
30900,1.646649718284607,2472000,1.9445773983374237,0.9338674023747444,1929,0.0138911884278059
31000,1.592995047569275,2480000,2.015906219184399,0.7435685396194458,1929,0.10567058622837067
31100,1.7000885009765625,2488000,1.535701338108629,0.9241358712315559,1929,0.032631926238536835
31200,1.6261810064315796,2496000,2.9795517206192015,0.8439024239778519,1929,0.043424345552921295
31300,1.6813465356826782,2504000,1.9534958356060088,0.9280019104480743,1929,0.047448404133319855
31400,1.7135579586029053,2512000,2.076010478287935,0.7754340171813965,1929,0.057891130447387695
31500,1.704700231552124,2520000,1.6856781028211116,0.9477274566888809,1929,0.027828138321638107
31600,1.6849212646484375,2528000,2.000183862447739,0.9212230071425438,1928,0.01885034702718258
31700,1.6377394199371338,2536000,1.4998772562248632,0.9703001696616411,1928,0.021420862525701523
31800,1.6567437648773193,2544000,2.3787989154458047,0.8057855516672134,1929,0.048454366624355316
31900,1.6406015157699585,2552000,1.6216719465330243,0.8937435373663902,1929,0.06433705985546112
32000,1.6588799953460693,2560000,1.9394638345576822,0.9064204394817352,1929,0.04499411582946777
32100,1.6972033977508545,2568000,1.902045876160264,0.9683868736028671,1929,0.020782841369509697
32200,1.6394926309585571,2576000,2.689132856950164,0.9341748282313347,1929,0.030898069962859154
32300,1.6612980365753174,2584000,2.551525327889249,0.9392342194914818,1929,0.042570777237415314
32400,1.6440792083740234,2592000,1.96561791151762,0.9050256386399269,1929,0.03912205249071121
32500,1.6292232275009155,2600000,2.8212571144104004,0.8823409527540207,1929,0.030360469594597816
32600,1.6287329196929932,2608000,1.8548888673074544,0.9505512230098248,1930,0.02333332598209381
32700,1.7027994394302368,2616000,1.3141471663489939,0.781880259513855,1930,0.07254914194345474
32800,1.7285312414169312,2624000,0.5488957574125379,0.8380002379417419,1930,0.09663049131631851
32900,1.6207412481307983,2632000,2.4940691024065016,0.8900219351053238,1929,0.0656648725271225
33000,1.671356439590454,2640000,2.610059232823551,0.9494640231132507,1929,0.05152948945760727
33100,1.608496904373169,2648000,2.118883751099929,0.8807411342859268,1929,0.07484643161296844
33200,1.7409470081329346,2656000,2.2077425310388206,0.952259823679924,1929,0.03578726202249527
33300,1.695601463317871,2664000,1.1797410409897566,0.8494547009468079,1929,0.04923408851027489
33400,1.683807373046875,2672000,2.1420033115893604,0.9238663762807846,1929,0.04711237549781799
33500,1.7281782627105713,2680000,1.6854102628305554,0.9905308643355966,1929,0.007590826600790024
33600,1.6865768432617188,2688000,2.398670722916722,0.747306227684021,1929,0.07313011586666107
33700,1.7359569072723389,2696000,1.903831145534059,0.9417614713311195,1929,0.03876327723264694
33800,1.7114441394805908,2704000,2.2339233392849565,0.8469337373971939,1929,0.12138581275939941
33900,1.7015568017959595,2712000,2.375661477446556,0.6408249139785767,1929,0.12758228182792664
34000,1.6150343418121338,2720000,2.5340349674224854,0.8148068785667419,1930,0.08933618664741516
34100,1.7354692220687866,2728000,1.0433263971004636,0.9631359092891216,1930,0.0085929986089468
34200,1.7171707153320312,2736000,1.7081948147155344,0.9079249203205109,1930,0.044133033603429794
34300,1.6968414783477783,2744000,2.2379628006368875,0.9156577363610268,1931,0.06449215114116669
34400,1.675166130065918,2752000,2.0807937648147345,0.963161900639534,1931,0.0397137887775898
34500,1.6757217645645142,2760000,2.3457891131634825,0.9539944976568222,1931,0.03376080468297005
34600,1.6688671112060547,2768000,2.3251990731805563,0.7947225123643875,1931,0.03749343007802963
34700,1.7112070322036743,2776000,1.712582278251648,0.9210239425301552,1930,0.05619509145617485
34800,1.692023515701294,2784000,1.4739941540639847,0.9751234445720911,1930,0.013317406177520752
34900,1.6660497188568115,2792000,3.2691987961530686,0.9184897243976593,1930,0.026688525453209877
35000,1.668421745300293,2800000,1.8201184288598597,0.9503732956945896,1931,0.0170929953455925
35100,1.6494596004486084,2808000,2.291256276704371,0.9676425531506538,1931,0.020593710243701935
35200,1.6882730722427368,2816000,2.3156277792528273,0.9011446461081505,1931,0.048561956733465195
35300,1.7382171154022217,2824000,2.483615292236209,0.8476714789867401,1931,0.10214482247829437
35400,1.6806339025497437,2832000,2.735729506611824,0.4045361876487732,1931,0.06557741016149521
35500,1.6797723770141602,2840000,1.695112355425954,0.9810636360198259,1932,0.02111433632671833
35600,1.7379417419433594,2848000,1.7872651344630868,0.9418510682880878,1932,0.055601220577955246
35700,1.725618600845337,2856000,1.4644648080691696,0.9395544119179249,1932,0.038630954921245575
35800,1.659654974937439,2864000,2.1925863518379627,0.9658074788749218,1931,0.02712465263903141
35900,1.6210006475448608,2872000,1.9601607237011194,0.9145178720355034,1931,0.036866381764411926
36000,1.6422526836395264,2880000,2.078279863297939,0.7864056676626205,1931,0.03502294421195984
36100,1.618308663368225,2888000,2.0874279567273333,0.9712564311921597,1932,0.022579630836844444
36200,1.6505693197250366,2896000,1.992910550488159,0.9561544917523861,1932,0.039365917444229126
36300,1.6263803243637085,2904000,2.4745964414905757,0.9490824230015278,1932,0.04226741939783096
36400,1.7090179920196533,2912000,2.4015389531850815,0.8810466304421425,1932,0.03356706351041794
36500,1.7393144369125366,2920000,2.05599320596084,0.8889956995844841,1932,0.04687284305691719
36600,1.6836299896240234,2928000,2.3087451168801634,0.9257605522871017,1932,0.04363398626446724
36700,1.6676536798477173,2936000,2.3321231534704565,0.9397413022816181,1932,0.050972212105989456
36800,1.6600399017333984,2944000,2.7322471722960473,0.9307873845100403,1932,0.11221303790807724
36900,1.6631717681884766,2952000,1.6620020355097949,0.9725080095231533,1933,0.0327090360224247
37000,1.6431671380996704,2960000,2.9220523092895747,0.9661394841969013,1932,0.03855631500482559
37100,1.7010835409164429,2968000,1.8100280359387397,0.9160473868250847,1933,0.07697562873363495
37200,1.59208083152771,2976000,1.5005207762122155,0.9139597564935684,1933,0.054132718592882156
37300,1.6338436603546143,2984000,2.715834797732532,0.9494769424200058,1933,0.06341178715229034
37400,1.6862633228302002,2992000,2.3653593465918674,0.9629936814308167,1933,0.026012981310486794
37500,1.6985251903533936,3000000,1.655458802357316,0.9263604506850243,1933,0.0263044536113739
37600,1.6581147909164429,3008000,2.5371439442038537,0.8767446130514145,1933,0.046344589442014694
37700,1.6513125896453857,3016000,1.912839655019343,0.9834845382720232,1933,0.024249879643321037
37800,1.629712462425232,3024000,2.3375772919505833,0.9344735890626907,1933,0.04473798722028732
37900,1.6053283214569092,3032000,2.936030663334532,0.9145862832665443,1934,0.08171999454498291
38000,1.6682987213134766,3040000,2.3182836779393257,0.9669233113527298,1934,0.04741113632917404
38100,1.5966447591781616,3048000,2.546067474596202,0.881072111427784,1934,0.12744195759296417
38200,1.5620874166488647,3056000,2.6596061940304936,0.9343339055776596,1934,0.05990858003497124
38300,1.6042125225067139,3064000,2.5276113878935575,0.9516356363892555,1934,0.041730720549821854
38400,1.6005033254623413,3072000,3.292154148221016,0.9263060614466667,1934,0.06564358621835709
38500,1.5112473964691162,3080000,3.005611853674054,0.9718538988381624,1934,0.0356409028172493
38600,1.6884177923202515,3088000,1.5367141714319588,0.9804931934922934,1935,0.015860654413700104
38700,1.6659151315689087,3096000,2.6949767887592317,0.9806487821042538,1935,0.029204394668340683
38800,1.688415288925171,3104000,1.568171521858312,0.9760038033127785,1935,0.02350487932562828
38900,1.6222025156021118,3112000,2.381711080507375,0.9130904898047447,1936,0.055335987359285355
39000,1.5933196544647217,3120000,2.9782238051295282,0.9011763483285904,1936,0.058861613273620605
39100,1.6410191059112549,3128000,1.9901789748109877,0.9066060930490494,1936,0.08339749276638031
39200,1.5922757387161255,3136000,3.18644899725914,0.8233466893434525,1936,0.110285185277462
39300,1.6020857095718384,3144000,2.373716576723382,0.9743529502302408,1937,0.031664229929447174
39400,1.5842463970184326,3152000,2.5131008686497807,0.925955206155777,1937,0.05822647362947464
39500,1.6044143438339233,3160000,2.450833525508642,0.9310028553009033,1937,0.06834922730922699
39600,1.5836188793182373,3168000,2.7174862468615175,0.8749509900808334,1937,0.08272000402212143
39700,1.6518824100494385,3176000,2.8820308335125446,0.954635638743639,1937,0.04377984255552292
39800,1.6382755041122437,3184000,2.719395478651859,0.9629715420305729,1937,0.02881867252290249
39900,1.6837726831436157,3192000,2.1658298643305898,0.9769860114902258,1938,0.020856274291872978
40000,1.6311166286468506,3200000,2.4766112707555292,0.975123381242156,1938,0.01704009249806404
40100,1.606405258178711,3208000,3.3395079180598257,0.980964083224535,1938,0.029301851987838745
40200,1.7176151275634766,3216000,1.8639266518875957,0.8523889034986496,1938,0.11721564829349518
40300,1.606519341468811,3224000,2.7576819702982904,0.9505165815353394,1937,0.023105498403310776
40400,1.6541483402252197,3232000,2.4525294977240266,0.9592859447002411,1938,0.02966199815273285
40500,1.6413284540176392,3240000,2.753566092997789,0.8852692991495132,1938,0.07358939945697784
40600,1.676163911819458,3248000,2.295063631609082,0.9538749791681767,1938,0.06396964192390442
40700,1.5745298862457275,3256000,2.1365526635199785,0.8766056448221207,1938,0.08796900510787964
40800,1.6310323476791382,3264000,2.420321062207222,0.9552456922829151,1938,0.03091592527925968
40900,1.5154558420181274,3272000,3.047001950442791,0.9613550417125225,1939,0.04361046105623245
41000,1.6013416051864624,3280000,2.5321470234543084,0.94169557467103,1939,0.040554024279117584
41100,1.6305128335952759,3288000,1.7497988311573862,0.915721483528614,1939,0.0661035105586052
41200,1.6310703754425049,3296000,2.1805588260293005,0.9456038922071457,1939,0.037134189158678055
41300,1.607263207435608,3304000,3.17864305973053,0.9549921751022339,1939,0.045885778963565826
41400,1.6318473815917969,3312000,2.5342764940112827,0.95475659891963,1939,0.06457878649234772
41500,1.6575191020965576,3320000,1.5641414917074143,0.9320701062679291,1939,0.05484936758875847
41600,1.5875321626663208,3328000,2.3773548003286122,0.9885149700567126,1940,0.01176529098302126
41700,1.5831987857818604,3336000,2.876104138791561,0.9674888923764229,1940,0.03917541727423668
41800,1.5789953470230103,3344000,2.7391192677430807,0.9769922737032175,1940,0.028773045167326927
41900,1.6439859867095947,3352000,1.8316678699105977,0.9366635903716087,1940,0.04500128701329231
42000,1.6500650644302368,3360000,1.9295063846278935,0.9764556027948856,1940,0.036822449415922165
42100,1.6626790761947632,3368000,2.7506030559539796,0.9730572123080492,1941,0.02418174222111702
42200,1.6964823007583618,3376000,3.226089910976589,0.982872199267149,1941,0.025986086577177048
42300,1.6704890727996826,3384000,2.357843804731965,0.9450510069727898,1941,0.06377717852592468
42400,1.5677006244659424,3392000,2.7119836188852786,0.9717068299651146,1941,0.024424929171800613
42500,1.5956329107284546,3400000,2.2012151345610618,0.9006524980068207,1941,0.09220613539218903
42600,1.6760218143463135,3408000,2.014753659442067,0.9800053425133228,1941,0.009718773886561394
42700,1.583543062210083,3416000,2.6451223865151405,0.9511966854333878,1941,0.027514245361089706
42800,1.651282548904419,3424000,2.6500547675881534,0.9878759011626244,1941,0.016560565680265427
42900,1.6406357288360596,3432000,2.571034758351743,0.9640808254480362,1941,0.03622139245271683
43000,1.6631972789764404,3440000,1.8237049049232155,0.9627709873020649,1941,0.04346492886543274
43100,1.5865768194198608,3448000,2.6716208130121233,0.974148565903306,1941,0.03441881388425827
43200,1.6382347345352173,3456000,2.6875271245837213,0.9666427373886108,1941,0.02572895959019661
43300,1.656510591506958,3464000,1.4196846715174616,0.9644568599760532,1941,0.024704240262508392
43400,1.597226858139038,3472000,3.721149331331253,0.9008871763944626,1941,0.0631820410490036
43500,1.6231199502944946,3480000,2.451365657977294,0.9751093909144402,1941,0.020674237981438637
43600,1.6837879419326782,3488000,1.5162074126303196,0.9190773218870163,1941,0.03738320991396904
43700,1.5356426239013672,3496000,3.6597117102646735,0.9579475037753582,1941,0.0563233382999897
43800,1.5537289381027222,3504000,2.3248583413660526,0.9796396940946579,1941,0.024328412488102913
43900,1.6215038299560547,3512000,2.7460410825908186,0.9419653378427029,1941,0.03623693063855171
44000,1.6052366495132446,3520000,2.7694262728560717,0.9559884294867516,1942,0.061374127864837646
44100,1.5768463611602783,3528000,2.8534943606704473,0.9492578133940697,1942,0.06227607652544975
44200,1.6369006633758545,3536000,2.204606083780527,0.9589821398258209,1941,0.029624611139297485
44300,1.603258728981018,3544000,1.7832779883872718,0.9550190754234791,1942,0.043900180608034134
44400,1.651788353919983,3552000,2.935723412502557,0.9892821656540036,1942,0.01630030944943428
44500,1.6807470321655273,3560000,2.143736431747675,0.9595285281538963,1942,0.04365077614784241
44600,1.6764371395111084,3568000,1.5994586738524958,0.963970672339201,1941,0.02400510385632515
44700,1.615660309791565,3576000,2.829453395307064,0.8621949702501297,1942,0.06305292993783951
44800,1.6262048482894897,3584000,3.035740862041712,0.9589434862136841,1942,0.03344231843948364
44900,1.6560680866241455,3592000,1.4921336355328094,0.9384743385016918,1942,0.07005148380994797
45000,1.6131839752197266,3600000,2.518167925439775,0.9534071795642376,1942,0.06276990473270416
45100,1.6315486431121826,3608000,2.471078530699015,0.9774647951126099,1942,0.026904737576842308
45200,1.5796284675598145,3616000,3.3586032674647868,0.9751703292131424,1942,0.024556320160627365
45300,1.632205605506897,3624000,2.0742179067456163,0.975032877177,1943,0.026647016406059265
45400,1.6696193218231201,3632000,2.836358716338873,0.9207879155874252,1943,0.06621012836694717
45500,1.5563552379608154,3640000,2.661010731616989,0.9566963650286198,1943,0.048822443932294846
45600,1.6158384084701538,3648000,2.3155303400941194,0.9193170666694641,1943,0.05247168615460396
45700,1.6429798603057861,3656000,2.361485236790031,0.9695841129869223,1943,0.038815002888441086
45800,1.6377960443496704,3664000,1.9964115794376993,0.8996759578585625,1943,0.12011297792196274
45900,1.5765035152435303,3672000,2.5376633033156395,0.9057479128241539,1943,0.0830325111746788
46000,1.6520683765411377,3680000,2.323260509222746,0.956321481615305,1944,0.023045450448989868
46100,1.6055679321289062,3688000,3.1307609766721725,0.9553559124469757,1944,0.03615982457995415
46200,1.6659303903579712,3696000,2.759538371860981,0.9426654651761055,1944,0.03736124187707901
46300,1.6334829330444336,3704000,2.2370658829808234,0.9693242814391851,1944,0.039467114955186844
46400,1.4795068502426147,3712000,2.5921041657682506,0.9132097363471985,1944,0.11467459052801132
46500,1.6701421737670898,3720000,2.1188613567501307,0.9815715476870537,1945,0.024054376408457756
46600,1.548841953277588,3728000,3.7513068199157713,0.9333018511533737,1945,0.04728241637349129
46700,1.6368951797485352,3736000,2.281444089487195,0.9774246104061604,1945,0.02102012000977993
46800,1.5192502737045288,3744000,3.267911346256733,0.9549947120249271,1945,0.04236698895692825
46900,1.647403359413147,3752000,1.5561752203851937,0.7830581068992615,1946,0.29755088686943054
47000,1.608346939086914,3760000,3.5629930417984723,0.9666293822228909,1946,0.05525605008006096
47100,1.6535577774047852,3768000,2.4281610481441023,0.9472644291818142,1946,0.03818396106362343
47200,1.5212316513061523,3776000,3.286186696588993,0.9606826864182949,1946,0.03257694095373154
47300,1.560495376586914,3784000,2.636782480031252,0.8638070970773697,1945,0.0852016806602478
47400,1.6702133417129517,3792000,2.2419651288539173,0.8931015729904175,1946,0.11378210783004761
47500,1.5805786848068237,3800000,3.0435471035540105,0.8818717896938324,1946,0.07264161109924316
47600,1.5657289028167725,3808000,2.5731698856689036,0.9262366816401482,1946,0.07791845500469208
47700,1.6034904718399048,3816000,2.7548271503299473,0.9597833082079887,1946,0.06083521246910095
47800,1.5570875406265259,3824000,1.9100473255850374,0.9610775075852871,1946,0.06213759258389473
47900,1.5987552404403687,3832000,2.5774883650243283,0.8743175864219666,1946,0.06872396916151047
48000,1.6194047927856445,3840000,2.7063228636980057,0.9662591554224491,1946,0.0211944617331028
48100,1.6298291683197021,3848000,2.599680991843343,0.9794520437717438,1946,0.0310645941644907
48200,1.5137020349502563,3856000,2.7448875511065127,0.9425936564803123,1946,0.05971907451748848
48300,1.683039665222168,3864000,1.9217816565651447,0.967497143894434,1946,0.029523521661758423
48400,1.5800397396087646,3872000,2.726977252960205,0.8247092664241791,1946,0.0752609595656395
48500,1.7184760570526123,3880000,2.222937296133023,0.9407250620424747,1946,0.059442829340696335
48600,1.5852829217910767,3888000,3.2433300904929636,0.9648092053830624,1946,0.07290469110012054
48700,1.653122901916504,3896000,1.8983416200266219,0.9847393650561571,1947,0.023154454305768013
48800,1.639758825302124,3904000,2.3360715232789517,0.794323667883873,1947,0.14407214522361755
48900,1.5473381280899048,3912000,2.0924589786678554,0.986647080630064,1947,0.02177397906780243
49000,1.4468549489974976,3920000,2.898321907967329,0.9668700322508812,1947,0.03528764098882675
49100,1.5929124355316162,3928000,2.0799730819649995,0.8367574661970139,1947,0.09080185741186142
49200,1.6259565353393555,3936000,3.0668611017987133,0.988130634650588,1947,0.009908957406878471
49300,1.542519211769104,3944000,2.85913932165131,0.9180269613862038,1947,0.07565747201442719
49400,1.5705673694610596,3952000,2.6834533073008062,0.7573455721139908,1947,0.20393237471580505
49500,1.622714638710022,3960000,2.543455611541867,0.9461117722094059,1947,0.055053841322660446
49600,1.5427131652832031,3968000,2.9495861629024147,0.9632813520729542,1947,0.035453036427497864
49700,1.5953243970870972,3976000,1.9773865893948823,0.882996216416359,1947,0.07854495197534561
49800,1.5437358617782593,3984000,2.573526322003454,0.9693588372319937,1947,0.032622091472148895
49900,1.469270944595337,3992000,2.5657683365046977,0.9308290854096413,1947,0.04466049745678902
50000,1.5774837732315063,4000000,2.816557880397886,0.974929690361023,1947,0.02470843493938446
50100,1.4759730100631714,4008000,3.2039625972509382,0.890209436416626,1947,0.030282020568847656
50200,1.6262528896331787,4016000,2.1345950894057752,0.9541059583425522,1947,0.028160253539681435
50300,1.5306767225265503,4024000,3.245260451734066,0.910856656730175,1947,0.05793334171175957
50400,1.5390746593475342,4032000,2.8219008351676167,0.9687509164214134,1947,0.04108559712767601
50500,1.5826358795166016,4040000,2.0196119633037597,0.975232619792223,1948,0.031151220202445984
50600,1.5210838317871094,4048000,3.5169993340969086,0.9625001288950443,1948,0.02010171115398407
50700,1.6718463897705078,4056000,1.8090684490045532,0.9679940231144428,1948,0.028216063976287842
50800,1.6363551616668701,4064000,1.943277496472001,0.9592628479003906,1948,0.025292035192251205
50900,1.493371605873108,4072000,2.917393482103944,0.9650077223777771,1947,0.02993711829185486
51000,1.6379235982894897,4080000,1.6572597928752657,0.9738419055938721,1947,0.03318791463971138
51100,1.563565969467163,4088000,2.5174752057908334,0.9641388915479183,1948,0.056077826768159866
51200,1.5871769189834595,4096000,2.085475342720747,0.9679372124373913,1948,0.04599437862634659
51300,1.5829530954360962,4104000,2.6519422963261605,0.9669320173561573,1948,0.037058793008327484
51400,1.5970218181610107,4112000,2.5131844986230134,0.9520035535097122,1948,0.057458966970443726
51500,1.565856695175171,4120000,2.044283095002174,0.8699031621217728,1948,0.12502411007881165
51600,1.5674912929534912,4128000,2.848289339244366,0.9156903848052025,1948,0.07382218539714813
51700,1.5515334606170654,4136000,2.1605096902698278,0.9869708037003875,1949,0.026739154011011124
51800,1.5354712009429932,4144000,2.8285705879330636,0.9819679614156485,1949,0.012116980738937855
51900,1.5811355113983154,4152000,3.1965346224606037,0.973222317174077,1949,0.03912865370512009
52000,1.606684923171997,4160000,2.1530611054506155,0.9138878807425499,1949,0.17993828654289246
52100,1.5321547985076904,4168000,2.21926542512374,0.9863960137590766,1949,0.018627550452947617
52200,1.6017086505889893,4176000,3.085984006524086,0.9818817675113678,1949,0.017807891592383385
52300,1.5042760372161865,4184000,2.884947829693556,0.9746077097952366,1949,0.041092514991760254
52400,1.5981895923614502,4192000,2.268291385425255,0.9496457800269127,1950,0.05573538690805435
52500,1.4866268634796143,4200000,3.265969202667475,0.9621127843856812,1950,0.05693408101797104
52600,1.5242559909820557,4208000,2.525237067602575,0.9910876462236047,1950,0.023447930812835693
52700,1.6777973175048828,4216000,1.6981125209480523,0.824204832315445,1950,0.06676602363586426
52800,1.615792989730835,4224000,1.9777216525515542,0.9625541977584362,1950,0.050981305539608
52900,1.5797746181488037,4232000,3.028074287250638,0.9632814936339855,1950,0.03808599337935448
53000,1.6779186725616455,4240000,2.2564423040952533,0.943524893373251,1950,0.07319431006908417
53100,1.5854310989379883,4248000,3.0247071243822576,0.863328605890274,1950,0.11435426771640778
53200,1.6539405584335327,4256000,2.58671039910987,0.9587779492139816,1950,0.053695887327194214
53300,1.512683391571045,4264000,3.9646331533789634,0.957332793623209,1950,0.03145794942975044
53400,1.5828980207443237,4272000,3.111210172995925,0.9899293966591358,1951,0.025719543918967247
53500,1.564378023147583,4280000,3.0583315001102163,0.967583391815424,1951,0.04320434853434563
53600,1.6021182537078857,4288000,2.8149080988718196,0.96762640401721,1951,0.0557587631046772
53700,1.5182451009750366,4296000,3.0460432596504687,0.9462554380297661,1951,0.07663313299417496
53800,1.627844214439392,4304000,2.2043161598499865,0.9680426307022572,1951,0.04393627122044563
53900,1.5858492851257324,4312000,2.799667130969465,0.9655604958534241,1951,0.06436897814273834
54000,1.6006240844726562,4320000,2.4883119361940773,0.9821839015930891,1952,0.03576964884996414
54100,1.6002004146575928,4328000,1.856678207218647,0.9335335120558739,1952,0.03882284089922905
54200,1.5719735622406006,4336000,2.1751977977342905,0.9667396321892738,1952,0.030867481604218483
54300,1.616760492324829,4344000,2.7693164915777744,0.9885479602962732,1952,0.0151602728292346
54400,1.501793622970581,4352000,2.6003314876928925,0.9763152971863747,1952,0.021244166418910027
54500,1.6200367212295532,4360000,2.4305855462444015,0.974687485024333,1952,0.035836346447467804
54600,1.5702792406082153,4368000,2.9359440386295317,0.9087950736284256,1953,0.05933339521288872
54700,1.6550986766815186,4376000,2.0831352423876526,0.9948132857680321,1953,0.005586969666182995
54800,1.645948052406311,4384000,2.404090088419616,0.8900745436549187,1953,0.09097476303577423
54900,1.5649782419204712,4392000,2.9265120569616556,0.961573701351881,1953,0.08044125884771347
55000,1.507278323173523,4400000,3.4515446655452253,0.9648054391145706,1953,0.035502705723047256
55100,1.632982611656189,4408000,2.6695409514009953,0.9315174743533134,1954,0.05201951414346695
55200,1.5490870475769043,4416000,3.0180949598550795,0.92906504124403,1954,0.02627434767782688
55300,1.5500977039337158,4424000,2.7901883222162724,0.9808986186981201,1954,0.02919703722000122
55400,1.577246069908142,4432000,2.1529240823118014,0.9816049635410309,1954,0.02977590635418892
55500,1.5856091976165771,4440000,3.3054639283567666,0.96884392388165,1954,0.026275554671883583
55600,1.5943373441696167,4448000,2.92035355232656,0.9633760750293732,1954,0.081840381026268
55700,1.6436687707901,4456000,2.3033719196915627,0.9187698215246201,1954,0.04696256294846535
55800,1.5666910409927368,4464000,3.010777473449707,0.9179700762033463,1954,0.04464080184698105
55900,1.54163658618927,4472000,1.9226899712812155,0.9282980933785439,1954,0.17973816394805908
56000,1.6040735244750977,4480000,2.7430237460881473,0.9755418598651886,1954,0.07146990299224854
56100,1.6513068675994873,4488000,1.7812681537121535,0.8150835335254669,1955,0.1161363497376442
56200,1.6015716791152954,4496000,3.0265565916895865,0.9841404352337122,1955,0.02427518740296364
56300,1.6509395837783813,4504000,2.375275418162346,0.9210021942853928,1955,0.09729478508234024
56400,1.6412988901138306,4512000,3.046528858691454,0.9561164490878582,1955,0.06100074574351311
56500,1.550574541091919,4520000,4.094689151644706,0.9598160125315189,1955,0.07560143619775772
56600,1.454067349433899,4528000,3.13007373996079,0.9722168818116188,1955,0.05056745558977127
56700,1.5371931791305542,4536000,3.3020692534744738,0.9709265511482954,1955,0.05276290327310562
56800,1.6317743062973022,4544000,2.397670354694128,0.980128264054656,1955,0.025965970009565353
56900,1.5776078701019287,4552000,3.294934754818678,0.9747382756322622,1955,0.031970761716365814
57000,1.6341291666030884,4560000,2.073356213630177,0.9418123364448547,1956,0.09318850189447403
57100,1.554364562034607,4568000,2.1185517007485033,0.9605559147894382,1956,0.02634773775935173
57200,1.5192750692367554,4576000,3.6394552268087863,0.9428087808191776,1956,0.04730414226651192
57300,1.5721714496612549,4584000,2.2179366601631045,0.9603101909160614,1956,0.03760376572608948
57400,1.5834171772003174,4592000,3.22478098962456,0.9530082307755947,1956,0.042192570865154266
57500,1.6229188442230225,4600000,2.1315235681831837,0.8356680870056152,1956,0.16523462533950806
57600,1.5122666358947754,4608000,2.7724950099596755,0.9810859635472298,1956,0.03477408364415169
57700,1.6845552921295166,4616000,2.113119570061099,0.9424684904515743,1957,0.10287779569625854
57800,1.4719460010528564,4624000,2.6559662711806595,0.9336155652999878,1957,0.06583596765995026
57900,1.5025705099105835,4632000,2.5205458337441087,0.9657184220850468,1957,0.040730059146881104
58000,1.6385759115219116,4640000,2.521026724949479,0.9821648318320513,1957,0.027720695361495018
58100,1.5354773998260498,4648000,2.2823260920122266,0.9665055796504021,1957,0.05329592898488045
58200,1.5865217447280884,4656000,2.603434956073761,0.8889704495668411,1957,0.1882937252521515
58300,1.574313998222351,4664000,2.7075419018045066,0.9429318159818649,1958,0.07169519364833832
58400,1.6279195547103882,4672000,2.201029345579445,0.9601017236709595,1958,0.06943453848361969
58500,1.627650499343872,4680000,2.0327860871329904,0.8786825463175774,1958,0.13085469603538513
58600,1.6131751537322998,4688000,2.5438253180123866,0.9488097056746483,1958,0.07575695216655731
58700,1.4681416749954224,4696000,3.4778453734936194,0.9852586165070534,1958,0.03136379271745682
58800,1.6013845205307007,4704000,2.01527045184921,0.9440585300326347,1958,0.06483941525220871
58900,1.6250793933868408,4712000,2.512601565849036,0.9664208255708218,1958,0.036153052002191544
59000,1.5418304204940796,4720000,2.0963326352648437,0.9933416293933988,1958,0.009023142978549004
59100,1.568760633468628,4728000,2.6990145936608316,0.9535745456814766,1959,0.030468503013253212
59200,1.5202836990356445,4736000,2.786649358132854,0.8581721633672714,1959,0.2610767185688019
59300,1.58185613155365,4744000,2.2946815811097623,0.8988028839230537,1959,0.1482936292886734
59400,1.5789977312088013,4752000,2.2716904316097497,0.9232719019055367,1959,0.09135082364082336
59500,1.5163986682891846,4760000,3.1259996302425863,0.9409405067563057,1959,0.05828598886728287
59600,1.4832518100738525,4768000,2.6624056028202174,0.8530246168375015,1959,0.14731238782405853
59700,1.4918317794799805,4776000,2.4856008301489054,0.9203628674149513,1959,0.09197928011417389
59800,1.6021677255630493,4784000,2.535011588782072,0.9361904859542847,1959,0.06421796977519989
59900,1.501645803451538,4792000,3.0041604289785027,0.9489885158836842,1959,0.08128046989440918
60000,1.6146125793457031,4800000,2.2236026140395553,0.9680985361337662,1959,0.03539595007896423
60100,1.551288366317749,4808000,2.8074303029105065,0.9899760279804468,1959,0.020740054547786713
60200,1.6063528060913086,4816000,2.392711931467056,0.9787969030439854,1960,0.029048243537545204
60300,1.6248483657836914,4824000,2.1026851281523706,0.9731294438242912,1960,0.01757568120956421
60400,1.421522855758667,4832000,3.439263520017266,0.9682057499885559,1960,0.04351773113012314
60500,1.5845870971679688,4840000,2.72016890225932,0.9748378749936819,1960,0.04422220587730408
60600,1.5455644130706787,4848000,2.727249191701412,0.9859905755147338,1960,0.016108039766550064
60700,1.6384305953979492,4856000,2.512154269963503,0.8644872307777405,1960,0.16996324062347412
60800,1.663956642150879,4864000,2.0217545005492865,0.9596589095890522,1960,0.04305490478873253
60900,1.6363996267318726,4872000,2.6846207161433995,0.9620161987841129,1960,0.03862348198890686
61000,1.5920665264129639,4880000,2.143510149655049,0.9650557674467564,1960,0.040181778371334076
61100,1.4721826314926147,4888000,3.2079017172567545,0.9524315595626831,1961,0.0845179334282875
61200,1.5633735656738281,4896000,2.518494786694646,0.9758617710322142,1961,0.026673614978790283
61300,1.5699559450149536,4904000,2.439303056895733,0.9305448532104492,1961,0.1114359125494957
61400,1.4675002098083496,4912000,3.2920096412301065,0.9767068438231945,1961,0.029037797823548317
61500,1.603036642074585,4920000,2.450645941495895,0.9457782581448555,1961,0.07048515975475311
