nupdates,policy_entropy,total_timesteps,avg reward,explained_variance,fps,value_loss
12200,1.6244055032730103,976000,1.6381022933870555,0.9654436074197292,1910,0.020952504128217697
12300,1.6288530826568604,984000,1.2300696304067968,0.965543694794178,1911,0.018031295388936996
12400,1.6326158046722412,992000,2.2624921910464764,0.9852969292551279,1912,0.014165371656417847
12500,1.7019641399383545,1000000,1.35944710560143,0.968435600399971,1913,0.009031996130943298
12600,1.6282762289047241,1008000,1.6690147149842232,0.9762596786022186,1914,0.020595049485564232
12700,1.679708480834961,1016000,1.1500598048791288,0.9861454414203763,1914,0.006085271947085857
12800,1.7013065814971924,1024000,1.4686981739476324,0.9868366727605462,1915,0.007896552793681622
12900,1.6550419330596924,1032000,1.4179474783413752,0.9842623341828585,1915,0.006546055432409048
13000,1.6528213024139404,1040000,1.9753963442519307,0.9511236138641834,1916,0.02741628885269165
13100,1.6708837747573853,1048000,1.5930463407188653,0.9733310099691153,1915,0.014045169577002525
13200,1.703253149986267,1056000,1.3598907544277608,0.9872608883306384,1916,0.00561667513102293
13300,1.6388118267059326,1064000,1.5355335273779929,0.9871472325176001,1917,0.01078361738473177
13400,1.641841173171997,1072000,1.4657380312681199,0.9204308018088341,1917,0.01905890926718712
13500,1.7202198505401611,1080000,1.0607980774715542,0.8288523107767105,1917,0.026302427053451538
13600,1.699218511581421,1088000,1.5857908226549626,0.9498616680502892,1918,0.01932615041732788
13700,1.689149260520935,1096000,1.0975409450940787,0.9777683168649673,1919,0.008030952885746956
13800,1.6989043951034546,1104000,1.958658017218113,0.89974744617939,1918,0.04869817942380905
13900,1.669028639793396,1112000,1.719099606014788,0.8980666399002075,1918,0.033304788172245026
14000,1.5685139894485474,1120000,2.2138302005827426,0.9696772787719965,1918,0.020049329847097397
14100,1.7014061212539673,1128000,1.0471996090607718,0.9391914457082748,1918,0.02078351192176342
14200,1.6337966918945312,1136000,1.376066042855382,0.9582443386316299,1918,0.021182823926210403
14300,1.6262859106063843,1144000,1.4226914595812559,0.9957623388618231,1918,0.004491813480854034
14400,1.677178144454956,1152000,1.5484617022331804,0.9847882250323892,1918,0.008268492296338081
14500,1.691030502319336,1160000,1.3587824176996945,0.9505627453327179,1919,0.011487254872918129
14600,1.689104676246643,1168000,1.6871839471161365,0.989013297483325,1919,0.007163164205849171
14700,1.7269195318222046,1176000,1.1512538162060082,0.8706694096326828,1920,0.050185877829790115
14800,1.7393386363983154,1184000,1.220260991062969,0.9307601973414421,1920,0.009557836689054966
14900,1.6806386709213257,1192000,0.8888330810703338,0.9269276484847069,1921,0.017335515469312668
15000,1.6941604614257812,1200000,1.1393846500199287,0.9864442348480225,1921,0.007089921738952398
15100,1.7103618383407593,1208000,1.3390172936022282,0.9747158009558916,1922,0.011909326538443565
15200,1.717736840248108,1216000,1.3099910466931761,0.9568578861653805,1923,0.018339650705456734
15300,1.670764684677124,1224000,1.3185550667345525,0.9727387614548206,1923,0.008872847072780132
15400,1.672959327697754,1232000,1.3401253577321768,0.9496568515896797,1923,0.02609279192984104
15500,1.71926748752594,1240000,0.9617605520412326,0.8872698172926903,1923,0.01433445792645216
15600,1.718038558959961,1248000,1.2290680412203074,0.9292217940092087,1923,0.013340895064175129
15700,1.7193387746810913,1256000,1.7080324608832598,0.9512822404503822,1923,0.025054261088371277
15800,1.747071623802185,1264000,1.386972437798977,0.9138408377766609,1923,0.024225130677223206
15900,1.7077735662460327,1272000,1.3477181538939476,0.9091160520911217,1923,0.0296441949903965
16000,1.7461109161376953,1280000,1.440510842949152,0.8645888566970825,1923,0.029161592945456505
16100,1.7126188278198242,1288000,1.0869123198266606,0.9940655552782118,1924,0.0033304349053651094
16200,1.6746962070465088,1296000,1.296165181323886,0.9285721555352211,1924,0.02259332872927189
16300,1.7307628393173218,1304000,1.6100836902856828,0.8773968666791916,1925,0.02997702918946743
16400,1.7446043491363525,1312000,1.4679234694689511,0.9793361537158489,1925,0.005656109191477299
16500,1.726354956626892,1320000,1.661539888381958,0.9184772670269012,1925,0.02804369293153286
16600,1.7251536846160889,1328000,1.7562645003199577,0.8833262324333191,1926,0.02890695072710514
16700,1.709313988685608,1336000,1.494663493335247,0.8922763913869858,1925,0.025786537677049637
16800,1.6935724020004272,1344000,1.5502786437282339,0.9076140522956848,1925,0.05121533200144768
16900,1.7375452518463135,1352000,1.5223543915897608,0.9277417808771133,1925,0.020447317510843277
17000,1.7668660879135132,1360000,0.9916123315691948,0.922281876206398,1925,0.012217479757964611
17100,1.7705354690551758,1368000,0.7795965414494276,0.8497986942529678,1925,0.03703918680548668
17200,1.728611707687378,1376000,1.86589913982898,0.8702178299427032,1925,0.09136173129081726
17300,1.7264060974121094,1384000,1.7141418535262347,0.9675650596618652,1925,0.02012404054403305
17400,1.6920435428619385,1392000,1.4536379855126143,0.9066155105829239,1925,0.04264483600854874
17500,1.6742395162582397,1400000,1.7602517729625107,0.9814205411821604,1926,0.010183536447584629
17600,1.6900898218154907,1408000,1.2237223382107913,0.9165690243244171,1926,0.042116135358810425
17700,1.6807035207748413,1416000,1.4151210606098175,0.9696229621767998,1926,0.016398992389440536
17800,1.7165988683700562,1424000,1.2234455802943558,0.9769431333988905,1927,0.00611024908721447
17900,1.7131423950195312,1432000,1.3803214551880956,0.898587629199028,1927,0.0481012687087059
18000,1.6880567073822021,1440000,1.6832058381289243,0.8605205863714218,1927,0.04081898182630539
18100,1.7105166912078857,1448000,0.9851148788817227,0.8569985926151276,1928,0.02661050297319889
18200,1.683218240737915,1456000,1.520797587558627,0.9240728095173836,1927,0.029181022197008133
18300,1.6900886297225952,1464000,1.5046053944155573,0.9478924721479416,1926,0.04175658896565437
18400,1.7177550792694092,1472000,1.386854126956314,0.8572025299072266,1926,0.048736050724983215
18500,1.678291916847229,1480000,1.4994412438943983,0.9612872898578644,1925,0.020408939570188522
18600,1.7257534265518188,1488000,1.757739858329296,0.9606905393302441,1925,0.017324557527899742
18700,1.5882024765014648,1496000,2.2828342474997045,0.9390354119241238,1925,0.030268466100096703
18800,1.6797873973846436,1504000,1.5836004599928857,0.9141819179058075,1926,0.041836000978946686
18900,1.6514390707015991,1512000,1.2307850746903568,0.9608815871179104,1926,0.018100803717970848
19000,1.7177149057388306,1520000,1.2803070448338985,0.9821354411542416,1926,0.008894747123122215
19100,1.6454286575317383,1528000,1.599839036166668,0.9556425772607327,1926,0.031415052711963654
19200,1.641855239868164,1536000,1.9674708418548108,0.9637766256928444,1927,0.01130303181707859
19300,1.704185128211975,1544000,1.4371590621769428,0.9146310612559319,1927,0.02981112338602543
19400,1.7370522022247314,1552000,1.1901510652154683,0.9851374821737409,1927,0.0036551759112626314
19500,1.7019933462142944,1560000,1.4746679374948144,0.9514843411743641,1927,0.01448199711740017
19600,1.7578494548797607,1568000,1.4442463649436832,0.9900092603638768,1927,0.003303316654637456
19700,1.771447777748108,1576000,1.009180175885558,0.758457288146019,1926,0.024455834180116653
19800,1.6131671667099,1584000,2.222303956747055,0.8914826214313507,1926,0.02277904935181141
19900,1.7476733922958374,1592000,1.6450992811471223,0.9687704350799322,1926,0.007721554487943649
20000,1.7317348718643188,1600000,1.1752527778968216,0.9188026562333107,1926,0.01891533099114895
20100,1.7697169780731201,1608000,1.0726971331983806,0.8227471560239792,1926,0.023698825389146805
20200,1.7183202505111694,1616000,1.5302657682448626,0.9385749623179436,1926,0.02286365255713463
20300,1.7543033361434937,1624000,0.9157161476090551,0.9613827057182789,1927,0.012277035042643547
20400,1.7306654453277588,1632000,1.445532519929111,0.92926836758852,1926,0.03232044726610184
20500,1.7202889919281006,1640000,1.252320073544979,0.9348671287298203,1926,0.024258801713585854
20600,1.7150030136108398,1648000,1.4473361378069967,0.9586858302354813,1926,0.01856144703924656
20700,1.692246675491333,1656000,1.740182671416551,0.9339611232280731,1926,0.04911065846681595
20800,1.6806223392486572,1664000,1.4510627010837198,0.9646488055586815,1927,0.013862019404768944
20900,1.744948148727417,1672000,1.383466119132936,0.9655613899230957,1927,0.018126914277672768
21000,1.7313312292099,1680000,1.2857816157396882,0.8961315825581551,1927,0.036558203399181366
21100,1.7417598962783813,1688000,1.3634286403656006,0.94026904925704,1927,0.03097849152982235
21200,1.7169296741485596,1696000,1.644429076462984,0.9945856402628124,1928,0.00318346731364727
21300,1.7036184072494507,1704000,1.4026120997965337,0.9849986843764782,1928,0.007451329380273819
21400,1.6960723400115967,1712000,1.6604463279247283,0.8779785335063934,1927,0.08914459496736526
21500,1.7716327905654907,1720000,0.990781638585031,0.9718191660940647,1927,0.008052573539316654
21600,1.704079031944275,1728000,1.7118893586099149,0.9773214124143124,1927,0.01108727790415287
21700,1.7369304895401,1736000,1.0777910593897104,0.9618855454027653,1927,0.020237047225236893
21800,1.769884467124939,1744000,0.9817775893956423,0.979701392352581,1927,0.00410287594422698
21900,1.730689287185669,1752000,1.5439854906406254,0.9865554645657539,1926,0.011026481166481972
22000,1.7151384353637695,1760000,1.82264547618106,0.977227333933115,1926,0.01579372212290764
22100,1.7638928890228271,1768000,1.0027914704754948,0.9719115067273378,1926,0.008635170757770538
22200,1.7602243423461914,1776000,1.205413986183703,0.9380902908742428,1926,0.02259216085076332
22300,1.7323663234710693,1784000,1.6551000386476518,0.9380685612559319,1926,0.04490778595209122
22400,1.7560088634490967,1792000,0.9924765281379223,0.9719735961407423,1926,0.005806651897728443
22500,1.7372300624847412,1800000,0.921758929360658,0.9831944722682238,1926,0.007648815400898457
22600,1.7489274740219116,1808000,1.1564900974743069,0.9585064761340618,1926,0.01861569657921791
22700,1.749201774597168,1816000,0.9373930217698216,0.9799972865730524,1926,0.0060509005561470985
22800,1.6954885721206665,1824000,1.6666585352271794,0.9185057505965233,1926,0.030094509944319725
22900,1.616603136062622,1832000,1.6901936300098896,0.97529754973948,1927,0.021748995408415794
23000,1.7457040548324585,1840000,1.1978780232369899,0.9264945685863495,1927,0.013652494177222252
23100,1.6919662952423096,1848000,1.63194013312459,0.9604665115475655,1927,0.019059469923377037
23200,1.7423750162124634,1856000,1.4897824235260486,0.9691228475421667,1927,0.011525804176926613
23300,1.748248815536499,1864000,1.0101932895602659,0.9427016563713551,1927,0.0332542322576046
23400,1.7207645177841187,1872000,1.39124735314399,0.9884902900084853,1927,0.006184308789670467
23500,1.7209380865097046,1880000,1.3926216885913163,0.9572672583162785,1927,0.02556793950498104
23600,1.7052099704742432,1888000,1.4612780675292014,0.9850930022075772,1927,0.011283060535788536
23700,1.7639291286468506,1896000,1.804648506315425,0.9853148087859154,1928,0.009051453322172165
23800,1.7695071697235107,1904000,1.350842535495758,0.6196798384189606,1928,0.0359610840678215
23900,1.6664550304412842,1912000,1.781209461018443,0.9521554633975029,1928,0.0121281947940588
24000,1.7459466457366943,1920000,1.4443498488515616,0.9483478553593159,1928,0.023391377180814743
24100,1.7705475091934204,1928000,1.0500220300629735,0.6894805729389191,1928,0.027093809098005295
24200,1.7519137859344482,1936000,1.5646302372217178,0.9071259498596191,1928,0.02624903991818428
24300,1.759664535522461,1944000,1.0517864012625069,0.8540131896734238,1928,0.04815433919429779
24400,1.7604331970214844,1952000,1.006634240038693,0.9600110314786434,1929,0.014036600477993488
24500,1.7397034168243408,1960000,1.803206467628479,0.9344630688428879,1929,0.01697271317243576
24600,1.7160298824310303,1968000,1.5099947570357473,0.9249062761664391,1929,0.028571894392371178
24700,1.7173118591308594,1976000,1.5034019216895103,0.8738424181938171,1929,0.028166215866804123
24800,1.7356536388397217,1984000,1.7316285736858845,0.980619203299284,1928,0.011772971600294113
24900,1.7723585367202759,1992000,1.0451789213344456,0.9305262789130211,1928,0.01674680784344673
25000,1.7364656925201416,2000000,1.8847162127494812,0.9048289209604263,1928,0.02860998548567295
25100,1.7307506799697876,2008000,1.1086950164288283,0.5836219489574432,1928,0.04937904328107834
25200,1.7350966930389404,2016000,1.5120268385857343,0.9434605427086353,1927,0.02215290069580078
25300,1.7400329113006592,2024000,1.6567694276571274,0.864141121506691,1928,0.023641161620616913
25400,1.735487699508667,2032000,1.40142457857728,0.8116535544395447,1928,0.04989682510495186
25500,1.7486358880996704,2040000,1.464450798742473,0.9375495463609695,1928,0.026914576068520546
25600,1.7546675205230713,2048000,1.2393239304423331,0.9717201925814152,1928,0.0060453093610703945
25700,1.7021026611328125,2056000,1.913293706253171,0.9873843397945166,1928,0.011873537674546242
25800,1.702439546585083,2064000,2.3321606323122976,0.7999787926673889,1928,0.0871497392654419
25900,1.7573484182357788,2072000,1.3127728596329689,0.8628687858581543,1927,0.010976305231451988
26000,1.731927514076233,2080000,1.8154339205473662,0.9230232387781143,1927,0.040291257202625275
26100,1.7563575506210327,2088000,1.20728457570076,0.8043196499347687,1927,0.08335535228252411
26200,1.7208906412124634,2096000,1.808297692774795,0.9475333355367184,1927,0.0278039388358593
26300,1.7171342372894287,2104000,1.56551413834095,0.896200381219387,1927,0.012931538745760918
26400,1.694506287574768,2112000,2.2605586156249045,0.9269966259598732,1927,0.03645337000489235
26500,1.7031888961791992,2120000,1.7065757654607296,0.8290359973907471,1927,0.054556705057621
26600,1.7283684015274048,2128000,1.3169138545170427,0.8802833929657936,1928,0.02516576088964939
26700,1.7301982641220093,2136000,1.4665934644639491,0.8768581449985504,1928,0.04356089234352112
26800,1.7205709218978882,2144000,1.6622485205531121,0.5934474766254425,1928,0.11117079108953476
26900,1.7504364252090454,2152000,1.0732334092259408,0.94736123457551,1928,0.01211907435208559
27000,1.7358859777450562,2160000,1.2437323695630766,0.9134913086891174,1928,0.024518150836229324
27100,1.7320339679718018,2168000,0.7832559566246345,0.9658282250165939,1927,0.012239960953593254
27200,1.70333731174469,2176000,1.9188313752412796,0.9853190155699849,1927,0.00889884028583765
27300,1.7124006748199463,2184000,1.3766945187584496,0.7150253653526306,1927,0.08456061035394669
27400,1.725070595741272,2192000,1.1995593336410821,0.6047726571559906,1927,0.04777025431394577
27500,1.6890525817871094,2200000,1.4005613916553556,0.8436047583818436,1927,0.10172685235738754
27600,1.6994603872299194,2208000,1.7448215829208493,0.907839447259903,1927,0.051490724086761475
27700,1.6247389316558838,2216000,2.1143106788396837,0.7960337400436401,1927,0.04220666363835335
27800,1.687824010848999,2224000,1.042489698389545,0.9209312945604324,1926,0.023669946938753128
27900,1.7314916849136353,2232000,1.3794937893748282,0.61678546667099,1926,0.08240102976560593
28000,1.6963809728622437,2240000,1.7082426808774471,0.6980423033237457,1926,0.05460313707590103
28100,1.7436349391937256,2248000,1.3125809147953986,0.8232375234365463,1926,0.04193199798464775
28200,1.719861388206482,2256000,1.461702300235629,0.8719252943992615,1926,0.01926613412797451
28300,1.6707528829574585,2264000,1.9936367377638817,0.9153733849525452,1926,0.010750511661171913
28400,1.7182502746582031,2272000,2.0959503792226313,0.8603733032941818,1926,0.037993866950273514
28500,1.706862211227417,2280000,1.5354999961331486,0.9364009276032448,1926,0.024349428713321686
28600,1.6826927661895752,2288000,2.096150977909565,0.902681514620781,1927,0.023463424295186996
28700,1.7389370203018188,2296000,1.3359718868508934,0.9352006539702415,1927,0.019174640998244286
28800,1.7403218746185303,2304000,1.415632047317922,0.940208226442337,1927,0.022265251725912094
28900,1.7026426792144775,2312000,1.7652882181107998,0.8521948754787445,1927,0.04713089019060135
29000,1.7505661249160767,2320000,1.789340192452073,0.8119678050279617,1927,0.03032895363867283
29100,1.674864411354065,2328000,1.930890117958188,0.9002021327614784,1928,0.04189745709300041
29200,1.7119371891021729,2336000,1.6907693980261684,0.860828161239624,1928,0.10491237789392471
29300,1.7426788806915283,2344000,1.3715662229806185,0.805634006857872,1928,0.06661636382341385
29400,1.7086976766586304,2352000,2.3239739244803785,0.8660517930984497,1927,0.06006721779704094
29500,1.682740569114685,2360000,2.0528223080560566,0.9705775585025549,1927,0.011034108698368073
29600,1.7048580646514893,2368000,2.158260288462043,0.9260299578309059,1928,0.024445002898573875
29700,1.672490119934082,2376000,1.9127528861165046,0.9847244247794151,1928,0.017325235530734062
29800,1.6548173427581787,2384000,1.9801556915044785,0.9173082336783409,1928,0.05845170468091965
29900,1.6243667602539062,2392000,2.624947242438793,0.7925799787044525,1929,0.11069212108850479
30000,1.678161382675171,2400000,1.7862869841046631,0.9369179084897041,1929,0.03973545506596565
30100,1.6925594806671143,2408000,1.827029741741717,0.8817485645413399,1929,0.058284323662519455
30200,1.72882080078125,2416000,1.647057593986392,0.816877156496048,1929,0.0758063942193985
30300,1.6636136770248413,2424000,2.2245030329562723,0.9284818097949028,1929,0.03824465721845627
30400,1.6862510442733765,2432000,1.7639174658805132,0.8915679156780243,1929,0.04636047035455704
30500,1.7027171850204468,2440000,1.2360995277762412,0.8569108545780182,1929,0.04322407767176628
30600,1.7064462900161743,2448000,1.605883231665939,0.8444573432207108,1929,0.08310410380363464
30700,1.6927576065063477,2456000,1.8781510135158896,0.9359990358352661,1929,0.07245325297117233
