#{"t_start": 1523592754.4381459, "env_id": "SpaceInvadersNoFrameskip-v0"}
r,l,t
60.0,272,5.247948
80.0,502,9.421058
65.0,405,12.699788
210.0,636,18.283604
155.0,565,22.981882
155.0,465,26.9792
120.0,386,30.368546
155.0,471,34.492593
260.0,966,42.694283
50.0,378,45.917813
345.0,549,50.431833
105.0,473,54.661918
120.0,517,58.850497
35.0,283,61.199123
155.0,573,65.961271
220.0,731,72.043238
50.0,293,74.510066
85.0,292,76.926118
10.0,383,79.946553
100.0,592,84.846689
150.0,445,88.443761
50.0,385,91.682443
110.0,460,95.46381
20.0,291,97.909077
110.0,481,101.692721
135.0,590,106.567002
210.0,614,111.728733
210.0,727,117.581992
165.0,589,122.316073
210.0,619,127.417906
210.0,612,132.529353
155.0,594,137.344544
55.0,287,139.742359
335.0,595,144.561361
185.0,601,149.327728
180.0,608,154.20875
105.0,478,157.999596
75.0,408,161.340442
180.0,606,166.119273
210.0,622,171.095403
105.0,475,174.839694
155.0,600,179.760017
180.0,619,184.922712
260.0,729,190.795103
50.0,302,193.526795
135.0,591,198.522724
335.0,595,203.534285
155.0,596,208.463592
210.0,618,213.504409
210.0,629,218.43075
210.0,620,223.457832
135.0,585,228.187983
565.0,1081,237.079301
380.0,638,242.345079
430.0,820,248.888568
155.0,604,253.972431
180.0,663,259.851757
380.0,596,264.900574
210.0,637,270.173552
210.0,618,275.34747
240.0,813,281.994663
305.0,815,288.666562
180.0,624,293.826374
355.0,599,298.708087
210.0,627,303.849327
180.0,612,308.96685
155.0,594,313.897236
160.0,584,318.636888
380.0,628,323.484604
355.0,594,328.22834
210.0,627,333.438813
105.0,493,337.760076
210.0,622,342.896438
180.0,597,347.935573
120.0,579,352.565352
355.0,597,357.331252
165.0,602,362.221778
135.0,585,367.043518
135.0,580,371.785656
210.0,643,377.216206
180.0,650,382.356504
210.0,621,387.445531
135.0,599,392.27966
380.0,606,397.001295
210.0,618,402.04106
180.0,629,406.830501
265.0,746,413.243539
440.0,720,419.090912
525.0,807,425.627559
180.0,601,430.73233
180.0,627,435.895792
30.0,292,438.167995
275.0,763,444.495787
460.0,749,450.395091
260.0,780,456.554466
355.0,607,461.862409
180.0,606,467.063864
75.0,306,469.701676
210.0,629,474.618253
410.0,649,480.239794
180.0,623,485.703572
450.0,759,492.27372
135.0,593,497.234379
120.0,584,502.041414
105.0,482,506.256635
180.0,613,511.189603
180.0,621,516.036759
440.0,753,522.02386
240.0,702,527.390512
180.0,611,532.246346
120.0,485,536.145542
565.0,1097,544.937385
380.0,625,550.13277
420.0,1124,559.126719
105.0,480,563.030403
110.0,486,566.830448
415.0,1177,576.150586
270.0,773,582.797909
185.0,604,587.674227
140.0,590,592.469823
210.0,634,597.703478
280.0,742,603.791207
155.0,606,608.539724
210.0,636,613.499109
255.0,742,619.518353
180.0,614,624.448706
210.0,626,629.331069
180.0,632,634.097485
320.0,830,640.926346
275.0,756,647.037056
95.0,276,649.218501
260.0,728,655.350938
200.0,604,660.198286
210.0,617,665.208441
210.0,627,670.17979
380.0,639,675.221974
105.0,474,679.11015
465.0,770,685.246738
140.0,479,689.022129
180.0,643,694.211269
105.0,482,698.337957
180.0,616,703.48659
410.0,633,708.553056
710.0,1273,719.029109
215.0,613,724.015025
210.0,624,728.757438
70.0,257,730.716255
305.0,760,737.095711
260.0,739,742.943859
275.0,815,749.466968
305.0,831,756.322408
210.0,606,761.705396
215.0,602,766.807323
155.0,587,771.745028
210.0,588,776.705964
225.0,615,781.471603
280.0,767,787.740476
180.0,611,792.560373
210.0,615,797.545713
260.0,725,803.369862
180.0,608,808.235845
180.0,659,813.647022
240.0,700,819.661248
75.0,272,821.966948
215.0,703,827.692538
240.0,720,833.682448
110.0,399,836.888747
90.0,300,839.205434
90.0,296,841.54534
180.0,595,846.33089
410.0,627,851.723111
260.0,730,857.939383
480.0,762,863.958481
180.0,620,868.750712
115.0,485,872.638327
255.0,751,878.664146
175.0,503,882.631941
95.0,480,886.77201
180.0,599,891.793988
110.0,527,896.166064
210.0,622,901.232684
125.0,342,903.966581
90.0,389,907.291657
430.0,717,913.272054
240.0,610,918.241412
120.0,425,921.764185
180.0,527,926.37987
395.0,1118,935.466377
515.0,806,941.977249
180.0,602,946.754695
465.0,743,952.795835
105.0,484,956.70454
180.0,605,961.677236
50.0,309,964.094126
150.0,494,968.052484
105.0,344,970.812822
705.0,1070,979.504314
210.0,633,984.430737
250.0,748,990.480792
185.0,507,994.432309
225.0,571,998.938275
85.0,292,1001.518649
270.0,792,1008.0321
260.0,730,1013.785832
450.0,1214,1023.678753
50.0,344,1026.430072
210.0,483,1030.6793
315.0,506,1034.902696
120.0,457,1038.663977
170.0,535,1042.972174
630.0,854,1050.359997
610.0,709,1056.010484
500.0,622,1061.279366
210.0,645,1066.365052
135.0,381,1069.546563
135.0,505,1073.711623
150.0,530,1078.365673
155.0,452,1082.027235
155.0,451,1085.65951
250.0,488,1089.815117
235.0,543,1094.102619
370.0,703,1099.758182
190.0,497,1103.699408
45.0,279,1105.945391
90.0,281,1108.168675
370.0,820,1114.467028
125.0,508,1118.687
435.0,1186,1129.063446
115.0,357,1132.081338
110.0,389,1135.201911
505.0,756,1141.291745
135.0,303,1143.962071
110.0,303,1146.548565
460.0,845,1153.442072
150.0,419,1157.208466
105.0,345,1159.984034
135.0,399,1163.333865
285.0,706,1169.287422
85.0,602,1174.075677
55.0,468,1177.952485
580.0,783,1184.309572
130.0,447,1187.783936
390.0,692,1193.139526
215.0,533,1197.318258
70.0,473,1201.178473
120.0,489,1205.024706
290.0,922,1212.529467
130.0,465,1216.383439
70.0,422,1219.830101
295.0,666,1225.482255
250.0,758,1231.495142
75.0,351,1234.194261
110.0,313,1236.579334
290.0,773,1242.589112
55.0,286,1244.793388
150.0,464,1248.413713
150.0,474,1252.248078
90.0,410,1255.513998
105.0,290,1257.993047
120.0,381,1261.178819
450.0,956,1268.689623
200.0,490,1272.65295
310.0,813,1279.458034
155.0,696,1285.247293
90.0,478,1289.186325
295.0,578,1293.743512
85.0,447,1297.306645
220.0,610,1302.406058
90.0,330,1305.091819
200.0,812,1312.175189
440.0,1021,1320.526795
360.0,772,1326.61523
155.0,395,1329.92563
405.0,781,1336.175904
220.0,563,1340.791406
210.0,483,1344.610925
170.0,567,1348.974616
315.0,739,1354.912084
105.0,404,1358.121089
310.0,688,1364.18947
155.0,657,1369.710979
185.0,369,1372.755976
300.0,563,1377.3307
275.0,546,1381.591707
165.0,426,1385.121348
635.0,805,1391.679485
375.0,844,1398.549257
545.0,778,1404.735742
125.0,381,1407.961488
465.0,675,1413.197447
625.0,742,1418.89722
425.0,700,1424.494007
130.0,425,1427.791516
535.0,655,1433.037053
205.0,527,1437.451668
240.0,569,1442.597242
370.0,797,1448.990345
50.0,380,1451.91627
105.0,365,1454.867607
270.0,843,1461.369559
245.0,790,1467.463675
455.0,824,1474.032961
195.0,476,1478.036424
115.0,463,1481.871704
510.0,1150,1491.502737
220.0,685,1496.937242
490.0,836,1503.714296
155.0,569,1508.358485
195.0,500,1512.332605
280.0,671,1517.760134
35.0,377,1520.779528
230.0,592,1525.245776
380.0,651,1530.5152
575.0,804,1536.979462
190.0,651,1542.115782
170.0,511,1546.411954
185.0,557,1550.922577
270.0,693,1556.331937
365.0,722,1562.041495
165.0,579,1566.608965
245.0,799,1573.008208
580.0,629,1578.046651
215.0,494,1582.060742
490.0,691,1587.391412
410.0,599,1592.246498
555.0,1112,1600.790385
365.0,804,1607.031919
805.0,812,1613.329242
470.0,751,1619.122236
410.0,852,1625.860948
725.0,983,1633.522692
290.0,646,1638.640658
440.0,629,1643.702638
410.0,741,1649.546513
445.0,783,1655.883582
390.0,862,1663.01362
200.0,624,1668.079834
370.0,758,1673.931394
490.0,948,1681.518587
340.0,701,1686.875236
470.0,801,1693.088331
240.0,557,1697.453841
205.0,544,1702.02452
355.0,735,1707.908241
435.0,835,1714.421458
725.0,914,1721.51979
395.0,726,1727.170032
625.0,775,1733.228925
410.0,823,1739.651893
405.0,759,1745.705042
325.0,609,1750.61171
440.0,926,1758.19298
385.0,718,1763.978438
405.0,687,1769.560237
220.0,650,1774.883384
385.0,673,1780.509674
465.0,773,1786.619509
440.0,1016,1795.107394
450.0,740,1801.295947
195.0,473,1805.058564
475.0,855,1811.576044
715.0,865,1818.274998
395.0,777,1824.794049
340.0,724,1830.429551
455.0,746,1836.680588
745.0,863,1843.616263
790.0,1411,1854.563156
340.0,709,1860.136526
360.0,638,1865.335059
275.0,713,1870.782072
280.0,713,1876.4588
175.0,498,1880.552613
540.0,543,1884.967066
590.0,666,1890.164962
400.0,719,1895.625626
435.0,816,1901.91775
715.0,900,1908.929482
700.0,1150,1917.970088
320.0,626,1922.743602
860.0,807,1928.881819
370.0,590,1933.407542
450.0,854,1940.184198
355.0,639,1945.642864
485.0,691,1951.35002
265.0,549,1955.618434
365.0,821,1962.340273
495.0,908,1969.838404
315.0,634,1975.022938
400.0,810,1981.151347
380.0,697,1986.591283
370.0,686,1992.178796
415.0,797,1998.383211
450.0,791,2004.764593
