total_timesteps,avgReward,policy_entropy,nupdates,value_loss,explained_variance,fps
1168000,0.4475156368105672,1.3462841510772705,14600,0.000783642171882093,0.9953843196853995,450
1176000,0.39326835645770186,1.3493341207504272,14700,0.0016060943016782403,0.9913962259888649,450
1184000,0.3459841554693412,1.3521145582199097,14800,0.0008080134284682572,0.9945279960520566,450
1192000,0.2088440609164536,1.358791708946228,14900,0.028042107820510864,0.6419429779052734,450
1200000,0.49302308160986286,1.3365669250488281,15000,0.002289303345605731,0.9826499223709106,450
1208000,0.39853585801902225,1.3543145656585693,15100,0.010209554806351662,0.8713398873806,450
1216000,0.46066951791290195,1.3563090562820435,15200,0.0005604418693110347,0.9967201999388635,450
1224000,0.6534310391172766,1.3518584966659546,15300,0.0024809003807604313,0.9854431012645364,450
1232000,0.3195835780352354,1.3652405738830566,15400,0.0015350671019405127,0.9839807208627462,450
1240000,0.5462748082005419,1.359398603439331,15500,0.00031124582164920866,0.9980471181916073,450
1248000,0.31408162456937133,1.3552370071411133,15600,0.0007795457495376468,0.991770307533443,450
1256000,0.5747998289793032,1.35270094871521,15700,0.0018643442308530211,0.9903214443475008,450
1264000,0.34765420930925756,1.3531490564346313,15800,0.00031027657678350806,0.9973051056731492,450
1272000,0.5589590954012238,1.3450263738632202,15900,0.0012967169750481844,0.993785151746124,450
1280000,0.42979146105935795,1.3434913158416748,16000,0.000899097416549921,0.9906359389424324,450
1288000,0.35994958877563477,1.3566265106201172,16100,0.0014285944635048509,0.9892188124358654,450
1296000,0.30140156086417846,1.361567735671997,16200,0.00874040275812149,0.9102864563465118,450
1304000,0.3345976048381999,1.3556873798370361,16300,0.008968286216259003,0.904842309653759,450
1312000,0.15831179109518417,1.3639960289001465,16400,0.0018280122894793749,0.9762937277555466,450
1320000,0.32033695684513075,1.3647983074188232,16500,0.002917646896094084,0.969382468611002,451
1328000,0.35078254288528116,1.3717349767684937,16600,0.0021222722716629505,0.9788912124931812,451
1336000,0.7324727389961481,1.3447133302688599,16700,0.0060755410231649876,0.9573405459523201,451
1344000,0.350299490976613,1.357909083366394,16800,0.00034384304308332503,0.9971159691922367,451
1352000,0.48567889430560174,1.3562514781951904,16900,0.013022294268012047,0.8935052305459976,451
1360000,0.4239668805035762,1.360723853111267,17000,0.004180793184787035,0.9586978293955326,451
1368000,0.25587103911675513,1.3687864542007446,17100,0.0037309001199901104,0.9613929465413094,451
1376000,0.4913008766423445,1.3677253723144531,17200,0.0017465002601966262,0.9880874268710613,451
1384000,0.5626681752808509,1.3637480735778809,17300,0.009279904887080193,0.9579079374670982,451
1392000,0.3506876840845507,1.3551547527313232,17400,0.0007572961621917784,0.993172260466963,451
1400000,0.3973342429380864,1.3598620891571045,17500,0.0035074041225016117,0.9746302161365747,451
1408000,0.5675382627174258,1.355432152748108,17600,0.0017624853644520044,0.9877552483230829,451
1416000,0.3680844855844043,1.3628127574920654,17700,0.009411945939064026,0.9372916221618652,451
1424000,0.3546900248620659,1.3650668859481812,17800,0.0026617073453962803,0.980436135083437,451
1432000,0.5723354210378602,1.3487117290496826,17900,0.002173015382140875,0.9847924476489425,451
1440000,0.5865688662859612,1.348212480545044,18000,0.00031431796378456056,0.9981453060172498,451
1448000,0.3309353750606533,1.3625248670578003,18100,0.0013767372583970428,0.9868438076227903,451
1456000,0.252175248414278,1.3690426349639893,18200,0.00040062953485175967,0.9957823730073869,451
1464000,0.36308343771961515,1.3681427240371704,18300,0.0016799416625872254,0.9862506510689855,451
1472000,0.5238466282316949,1.372626543045044,18400,0.0026300656609237194,0.9870439060032368,451
1480000,0.5843454657122493,1.3619134426116943,18500,0.0018018849659711123,0.9887172672897577,451
1488000,0.2770806915592402,1.359684705734253,18600,0.0012995925499126315,0.9830595254898071,451
1496000,0.48662501680664716,1.3482099771499634,18700,0.004679929465055466,0.9603105448186398,451
1504000,0.5130317040835507,1.3445972204208374,18800,0.0016974530881270766,0.9903659857809544,452
1512000,0.31297245587338696,1.3765647411346436,18900,0.012783512473106384,0.8802894130349159,452
1520000,0.6399156076833605,1.3678247928619385,19000,0.004550217650830746,0.9681456536054611,452
1528000,0.45117016709846214,1.3618173599243164,19100,0.003980564419180155,0.9708517640829086,452
1536000,0.33002319526858626,1.370203971862793,19200,0.0026259361766278744,0.9639240205287933,452
1544000,0.5442747668363154,1.3659155368804932,19300,0.0018155537545681,0.9876716043800116,452
1552000,0.5983844631584361,1.3586742877960205,19400,0.015146774239838123,0.8895489126443863,452
1560000,0.39907650009263307,1.3642109632492065,19500,0.008329338394105434,0.9228401854634285,452
1568000,0.31476155407726764,1.3716808557510376,19600,0.0034299963153898716,0.9548852443695068,452
1576000,0.6227514405618422,1.356144666671753,19700,0.014669239521026611,0.8912210464477539,452
1584000,0.4200121721019968,1.3616936206817627,19800,0.010266943834722042,0.9098483696579933,452
1592000,0.3755553585244343,1.3660941123962402,19900,0.0024724146351218224,0.967892911285162,452
1600000,0.5297781338915228,1.3464977741241455,20000,0.0006769255269318819,0.9958358826115727,452
1608000,0.42051141320262103,1.359304428100586,20100,0.002078509656712413,0.9855783889070153,452
1616000,0.2315269824815914,1.3618602752685547,20200,0.004436647053807974,0.9578260630369186,452
1624000,0.33075718879699706,1.3686389923095703,20300,0.006096628028899431,0.9424067996442318,452
1632000,0.16544321979163215,1.3708693981170654,20400,0.0008056922815740108,0.9867412205785513,452
1640000,0.30519048931309956,1.3697720766067505,20500,0.0012420018902048469,0.985802698880434,452
1648000,0.3871690862346441,1.3422845602035522,20600,0.0007850264082662761,0.9935201904736459,452
1656000,0.3274105948075885,1.37863028049469,20700,0.007161082234233618,0.9427928477525711,452
1664000,0.3862358602229506,1.3783458471298218,20800,0.016366826370358467,0.870301678776741,452
1672000,0.37167686196626165,1.360419511795044,20900,0.002592104719951749,0.9772046394646168,452
1680000,0.4407816912513226,1.3715482950210571,21000,0.009930571541190147,0.8883000016212463,452
1688000,0.28702339773299174,1.3742730617523193,21100,0.0014574158703908324,0.9824798107147217,452
1696000,0.2740449301782064,1.3699743747711182,21200,0.0008296208688989282,0.9923308049328625,452
1704000,0.7483511849306523,1.352215051651001,21300,0.0031351246871054173,0.9779471568763256,452
1712000,0.39237267221324146,1.355181097984314,21400,0.005191158968955278,0.9476077035069466,452
1720000,0.26459896922460757,1.3663337230682373,21500,0.001385183073580265,0.980821730569005,452
1728000,0.33198133764963134,1.3648064136505127,21600,0.005669050849974155,0.9507814683020115,452
1736000,0.4866831297520548,1.369139313697815,21700,0.008275063708424568,0.9354203343391418,452
1744000,0.5456044647027738,1.3620693683624268,21800,0.00501964520663023,0.9633996076881886,452
1752000,0.4031905960466247,1.3631973266601562,21900,0.010226408950984478,0.902041882276535,452
1760000,0.1890734589251224,1.3639583587646484,22000,0.0038310375530272722,0.9498888850212097,452
1768000,0.4164762773842085,1.353907585144043,22100,0.0024663035292178392,0.9802790433168411,452
1776000,0.5392657479154878,1.360339879989624,22200,0.008251694962382317,0.9506355486810207,452
1784000,0.2962681950943079,1.3491100072860718,22300,0.006396766752004623,0.9243770092725754,452
1792000,0.05900203125784174,1.3766543865203857,22400,0.0022837927099317312,0.9558173418045044,453
1800000,0.5110399437136948,1.3586136102676392,22500,0.022333083674311638,0.8218643218278885,453
1808000,0.47136346257757394,1.30592942237854,22600,0.0022611944004893303,0.9838933032006025,453
1816000,0.4393929365091026,1.365941047668457,22700,0.02403758279979229,0.7716820389032364,453
1824000,0.3935309084889013,1.3543058633804321,22800,0.01477010827511549,0.8416867554187775,453
1832000,0.2535609697253676,1.3761645555496216,22900,0.004852842073887587,0.9548482932150364,453
1840000,0.3821092678233981,1.3611716032028198,23000,0.002442454919219017,0.9642744176089764,453
1848000,0.684456879273057,1.3412891626358032,23100,0.01337483525276184,0.9093763902783394,453
1856000,0.23207314582541586,1.3506066799163818,23200,0.002315934281796217,0.9538797996938229,453
1864000,0.29018281192111317,1.3644462823867798,23300,0.005351180676370859,0.9420495890080929,453
1872000,0.6942639978602528,1.298830270767212,23400,0.006177196279168129,0.9562064781785011,453
1880000,0.638703262526542,1.3537830114364624,23500,0.0026228497736155987,0.983496505767107,453
1888000,0.25501704317284746,1.3620750904083252,23600,0.005406700074672699,0.9124647453427315,453
1896000,0.5914261077065021,1.3479036092758179,23700,0.013561300933361053,0.9233115762472153,453
1904000,0.5140125833218917,1.3603248596191406,23800,0.0033938128035515547,0.977115461602807,453
1912000,0.5546848522732034,1.3461498022079468,23900,0.015161174349486828,0.8843872547149658,453
1920000,0.5416657964233309,1.3224060535430908,24000,0.005147249437868595,0.9656286537647247,453
1928000,0.23782988750608638,1.362701654434204,24100,0.003965247888118029,0.951668057590723,453
1936000,0.2848518965707626,1.3655893802642822,24200,0.0022723092697560787,0.9772048313170671,453
1944000,0.428382491832599,1.3597447872161865,24300,0.006365292705595493,0.9400874115526676,453
1952000,0.5567907778546214,1.3313225507736206,24400,0.004864649847149849,0.9427270293235779,453
1960000,0.9705544095486403,1.299698829650879,24500,0.02338160015642643,0.8666742742061615,453
1968000,0.35547863487299763,1.3496888875961304,24600,0.004357337951660156,0.9705700278282166,453
1976000,0.38103692457079885,1.332942247390747,24700,0.0025285836309194565,0.9785445854067802,453
1984000,0.03900575423613191,1.3606996536254883,24800,0.006281544454395771,0.8068855106830597,453
1992000,0.5715247924614232,1.3201756477355957,24900,0.0020058597438037395,0.9908004431053996,453
2000000,0.24263608459150418,1.3519948720932007,25000,0.004468381870537996,0.9399796947836876,453
2008000,0.5089058564277366,1.328559160232544,25100,0.012736709788441658,0.8178637772798538,453
2016000,0.5735370135807898,1.3580617904663086,25200,0.004570405930280685,0.9682095870375633,453
2024000,0.5690436938384664,1.3389586210250854,25300,0.018860971555113792,0.8949535042047501,453
2032000,0.5324957601726055,1.3458751440048218,25400,0.0038632997311651707,0.9733195025473833,453
2040000,0.6716957237571478,1.331524133682251,25500,0.006098384037613869,0.948120966553688,453
2048000,0.6890750149730593,1.3471877574920654,25600,0.001888013444840908,0.9828197173774242,453
2056000,0.7799074813723564,1.341634750366211,25700,0.033320486545562744,0.8020476251840591,453
2064000,0.527644120901823,1.3115711212158203,25800,0.007092230021953583,0.9137766659259796,453
2072000,0.48870703419670464,1.3386224508285522,25900,0.003704868955537677,0.9509226009249687,453
2080000,0.7685319047421217,1.3136271238327026,26000,0.003821316407993436,0.9670925550162792,453
2088000,0.6667591247707605,1.334387183189392,26100,0.004065061919391155,0.9722561929374933,454
2096000,0.5184081375598908,1.2978527545928955,26200,0.002874334342777729,0.9802669510245323,454
2104000,0.7478937109932303,1.35800039768219,26300,0.022843139246106148,0.8688849210739136,454
2112000,0.38169478145428004,1.2922871112823486,26400,0.002988622058182955,0.9451042413711548,454
2120000,0.32984723860572557,1.3185912370681763,26500,0.022438371554017067,0.5408447086811066,454
2128000,0.4523621905129403,1.2852890491485596,26600,0.006660700775682926,0.9157320335507393,454
2136000,0.3616598768508993,1.3067915439605713,26700,0.012068521231412888,0.8461670130491257,454
2144000,0.45108797391876576,1.3196132183074951,26800,0.0012491202214732766,0.9861761452630162,454
2152000,0.47078918296174377,1.2856101989746094,26900,0.007698878645896912,0.940296832472086,454
2160000,0.6017487241886557,1.2957656383514404,27000,0.03488614410161972,0.7070908844470978,454
2168000,0.499292801017873,1.2967339754104614,27100,0.021680176258087158,0.8354354202747345,454
2176000,0.5405886173248291,1.2740471363067627,27200,0.010350516065955162,0.9282543286681175,454
2184000,0.5785021986579523,1.2884230613708496,27300,0.008476155810058117,0.9530059471726418,454
2192000,0.8179579445160925,1.2855840921401978,27400,0.009471140801906586,0.9210577011108398,454
2200000,0.2782438657712191,1.2858245372772217,27500,0.0027404518332332373,0.9690505713224411,454
2208000,0.7433971900492906,1.1415694952011108,27600,0.010227610357105732,0.9018726348876953,454
2216000,0.39263748154044154,1.301435112953186,27700,0.008616351522505283,0.9137359410524368,454
2224000,0.6327830436639488,1.273537278175354,27800,0.014232099056243896,0.8563511967658997,454
2232000,0.24483893997821723,1.3151410818099976,27900,0.00878421775996685,0.892022006213665,454
2240000,0.4682129372609779,1.2831628322601318,28000,0.007552525494247675,0.9443407095968723,454
2248000,0.43604708659258906,1.2653796672821045,28100,0.005032856948673725,0.9475260674953461,454
2256000,0.40187984143849464,1.2959378957748413,28200,0.01903042010962963,0.7810159027576447,454
2264000,0.47293769534444435,1.2870993614196777,28300,0.003922522068023682,0.9697167221456766,454
2272000,0.565503487084061,1.2568302154541016,28400,0.014433068223297596,0.8994937539100647,454
2280000,0.32447944483719765,1.2674320936203003,28500,0.0026070710737258196,0.9622257389128208,454
2288000,0.47660413433331994,1.2765804529190063,28600,0.011772525496780872,0.9032004475593567,454
2296000,0.34528697985224427,1.2698084115982056,28700,0.00414839293807745,0.9389437139034271,454
2304000,0.6986390539095737,1.2045032978057861,28800,0.015349979512393475,0.8935339748859406,454
2312000,0.6374790328089148,1.2541837692260742,28900,0.019634855911135674,0.7969137728214264,454
2320000,0.5748480195179582,1.332086205482483,29000,0.027373844757676125,0.7695198655128479,454
2328000,0.42587043065577745,1.2581058740615845,29100,0.00942434836179018,0.7805637568235397,454
2336000,0.6951289288699627,1.3155755996704102,29200,0.012537265196442604,0.8934513404965401,454
2344000,0.3202271287329495,1.317468285560608,29300,0.008641375228762627,0.9274333715438843,454
2352000,0.6579947839025408,1.2756248712539673,29400,0.004062909632921219,0.9712333381175995,454
2360000,0.2750623562373221,1.289101481437683,29500,0.008390897884964943,0.8584718108177185,454
2368000,0.14923457152181072,1.29593825340271,29600,0.0036525395698845387,0.9423074796795845,454
2376000,0.6464235715568065,1.2154009342193604,29700,0.016614988446235657,0.8219586163759232,454
2384000,0.6732164051383733,1.3089709281921387,29800,0.04045563191175461,0.7117784917354584,454
2392000,1.063319781050086,1.2351948022842407,29900,0.013382879085838795,0.945319939404726,454
2400000,0.6141924348659813,1.2740814685821533,30000,0.009326498955488205,0.9362974986433983,454
2408000,0.795411167666316,1.3036532402038574,30100,0.020234044641256332,0.8645506799221039,454
2416000,0.40169483337085693,1.3153413534164429,30200,0.009977078065276146,0.9069675654172897,454
2424000,0.5119827162590809,1.3456205129623413,30300,0.003522702259942889,0.9723702613264322,454
2432000,0.5262100845808163,1.3300451040267944,30400,0.018547603860497475,0.8415011763572693,454
2440000,0.3841478648129851,1.235823631286621,30500,0.004640021361410618,0.9495759047567844,455
2448000,0.9008312979713082,1.247431755065918,30600,0.008315322920680046,0.9049149602651596,455
2456000,0.5138570428360254,1.283208966255188,30700,0.011608803644776344,0.9281811639666557,455
2464000,0.30243285807955544,1.2941713333129883,30800,0.0071272654458880424,0.8996004834771156,454
2472000,0.49051792377140374,1.2504932880401611,30900,0.010425285436213017,0.9279433637857437,455
2480000,0.5576280116103589,1.2816574573516846,31000,0.012231128290295601,0.8792133405804634,455
2488000,0.5271948085166513,1.2355622053146362,31100,0.007954503409564495,0.9314148351550102,455
