total_timesteps,avgReward,policy_entropy,nupdates,value_loss,explained_variance,fps
80,0.048457447066903116,1.386291265487671,1,0.0046183448284864426,-46.66893005371094,308
8000,0.10505130626261235,1.3862934112548828,100,0.0035780612379312515,-1.3220915794372559,461
16000,0.17928739227354526,1.3862738609313965,200,0.001684538321569562,-0.3845498561859131,460
24000,0.23370691100135446,1.3862934112548828,300,0.003963548690080643,-0.09081506729125977,433
32000,0.17023409148678184,1.3862755298614502,400,0.012087997980415821,0.058676183223724365,431
40000,0.23255029432475566,1.3859901428222656,500,0.02588043175637722,0.030565500259399414,432
48000,0.11654232535511255,1.38515305519104,600,0.013264735229313374,-0.01114809513092041,430
56000,0.034814526907575784,1.3861606121063232,700,0.006261271424591541,-0.019771814346313477,430
64000,-0.01880846101203133,1.384014368057251,800,8.632415119791403e-05,0.3508937358856201,431
72000,0.4080584540963173,1.365779161453247,900,0.030910834670066833,-0.02732086181640625,432
80000,-0.0013177471613744275,1.3608607053756714,1000,0.00018768802692648023,-0.26877105236053467,433
88000,0.13123512882739305,1.3385385274887085,1100,0.0020786430686712265,0.2170453667640686,433
96000,0.08325350945815443,1.3792709112167358,1200,0.012000815011560917,0.07000190019607544,434
104000,0.2906166110187769,1.380478858947754,1300,0.003516631666570902,0.17898279428482056,434
112000,0.21128288004547358,1.3856618404388428,1400,0.005338665097951889,-0.08193826675415039,435
120000,0.26964000165462493,1.3859574794769287,1500,0.014536996372044086,-0.01485586166381836,435
128000,0.25025148782879114,1.384744644165039,1600,0.002743666060268879,0.0563393235206604,435
136000,0.14422972416505217,1.381942629814148,1700,0.008279996924102306,0.00816953182220459,435
144000,0.1642650056630373,1.3817598819732666,1800,3.925509372493252e-05,0.9232742488384247,436
152000,0.22746367007493973,1.3846435546875,1900,0.007292439695447683,0.011617302894592285,436
160000,0.29663908667862415,1.3848392963409424,2000,0.009204049594700336,0.03088510036468506,436
168000,0.22695379368960858,1.3855135440826416,2100,0.02472451888024807,0.08382987976074219,436
176000,0.17587281502783297,1.3847582340240479,2200,0.00012311559112276882,0.7612857669591904,436
184000,0.19754753690212964,1.3847662210464478,2300,0.00274102995172143,0.07740116119384766,437
192000,0.07271007960662246,1.3851115703582764,2400,5.8290886954637244e-05,0.8320322036743164,437
200000,0.20619140509516,1.384212851524353,2500,0.011813233606517315,0.13798034191131592,437
208000,0.37725528590381147,1.3845469951629639,2600,0.008792698383331299,0.12554693222045898,437
216000,0.2244177356362343,1.384652853012085,2700,0.06010843440890312,0.03326296806335449,437
224000,0.10963993463665248,1.3844643831253052,2800,0.006448204163461924,0.19372409582138062,437
232000,0.10193426432088018,1.384203553199768,2900,0.0006541480543091893,0.5737040638923645,437
240000,0.30001121796667574,1.3850185871124268,3000,0.050039567053318024,0.19917047023773193,437
248000,0.19639981407672166,1.3852962255477905,3100,0.0003311973996460438,0.7503065764904022,437
256000,0.13827131213620306,1.3857017755508423,3200,0.0009807543829083443,0.6137765049934387,437
264000,0.32098154462873935,1.3856760263442993,3300,0.0027696648612618446,0.29575616121292114,437
272000,0.35370499938726424,1.3850504159927368,3400,0.006508880760520697,0.31298989057540894,437
280000,0.46975399293005465,1.3845728635787964,3500,0.04018387198448181,0.2681273818016052,437
288000,0.21826237719506025,1.384975790977478,3600,0.017051007598638535,0.30024951696395874,437
296000,0.1278890990652144,1.3859282732009888,3700,0.015441631898283958,0.37029457092285156,437
304000,0.08386644152924419,1.3861716985702515,3800,0.0006151035195216537,0.30927789211273193,437
312000,0.26588599048554895,1.3855136632919312,3900,0.026211809366941452,0.32857805490493774,437
320000,0.278973838314414,1.3854026794433594,4000,0.021994439885020256,0.3353712558746338,437
328000,0.44138332083821297,1.3857572078704834,4100,0.009367475286126137,0.3144991397857666,437
336000,-0.06699879111511109,1.3854267597198486,4200,0.00015543494373559952,0.8233229070901871,437
344000,0.19614121029153467,1.3852968215942383,4300,0.010785583406686783,0.6768356263637543,437
352000,0.016978192878741537,1.385784387588501,4400,0.0022378575522452593,0.5129821598529816,437
360000,0.23575332220643758,1.3860743045806885,4500,0.002769557759165764,0.6037264466285706,437
368000,0.4024309813976288,1.385636329650879,4600,0.02531503699719906,0.48524367809295654,437
376000,0.07025871639489197,1.3846728801727295,4700,0.0020571681670844555,0.8034914284944534,437
384000,0.23120764698833227,1.3844783306121826,4800,0.010351361706852913,0.655179500579834,437
392000,0.19012571045896037,1.3857494592666626,4900,0.010518394410610199,0.5787400901317596,437
400000,-0.014049560634884984,1.3843482732772827,5000,0.005369930993765593,0.7020860910415649,437
408000,0.09341839323751629,1.3833979368209839,5100,0.013586977496743202,0.6239716112613678,437
416000,0.25674036706332115,1.3831806182861328,5200,0.040057502686977386,0.5797590911388397,437
424000,0.2754482842981815,1.38309907913208,5300,0.010553264990448952,0.10565292835235596,437
432000,0.4256948048248887,1.3827656507492065,5400,0.030969899147748947,0.7368435859680176,437
440000,0.19224996720149648,1.3788807392120361,5500,0.00969297718256712,0.7629682421684265,437
448000,0.42196504920721056,1.3816415071487427,5600,0.014756409451365471,0.7650745958089828,438
456000,0.4812548004090786,1.3812077045440674,5700,0.014565320685505867,0.6910662651062012,438
464000,-0.015480403258698061,1.377044916152954,5800,0.016442229971289635,0.5988068282604218,438
472000,0.33298628199845554,1.3758389949798584,5900,0.004951930604875088,0.9224060624837875,438
480000,0.028188012016471475,1.3775737285614014,6000,0.0036872043274343014,0.8972988426685333,439
488000,-0.0880362561554648,1.3709522485733032,6100,0.007100053131580353,0.0014681220054626465,439
496000,0.047589249932207166,1.3733786344528198,6200,0.0052994838915765285,0.4663248658180237,439
504000,0.5922713959589601,1.376312017440796,6300,0.02932562306523323,0.6712924242019653,440
512000,0.31066722930409013,1.3735463619232178,6400,0.004043397959321737,0.943103302270174,440
520000,0.28675821418873965,1.373814582824707,6500,0.007057689130306244,0.8979936614632607,440
528000,0.47785228919237854,1.36911141872406,6600,0.008477726951241493,0.9121793806552887,440
536000,0.10762644354545045,1.3722683191299438,6700,0.009979818016290665,0.7533128708600998,440
544000,0.28199832151876764,1.377021074295044,6800,0.009533892385661602,0.850908026099205,441
552000,0.7068033751100302,1.367344617843628,6900,0.010648481547832489,0.8896686211228371,441
560000,0.28899217704311014,1.3637521266937256,7000,0.005734563339501619,0.9219369366765022,441
568000,0.22865675248322076,1.35672926902771,7100,0.007656180299818516,0.9246812015771866,441
576000,0.42845806358382105,1.3629194498062134,7200,0.004413629416376352,0.9510968364775181,442
584000,0.3363916045986116,1.3633836507797241,7300,0.004006858915090561,0.9621101059019566,442
592000,0.4036997209303081,1.363247275352478,7400,0.005120225250720978,0.9267287105321884,442
600000,0.49025157168507577,1.3587749004364014,7500,0.011095146648585796,0.8925609588623047,442
608000,0.4047794570913538,1.3456532955169678,7600,0.011243325658142567,0.9252902790904045,443
616000,0.13810715219005942,1.3568813800811768,7700,0.010481944307684898,0.8479804396629333,443
624000,0.11574087964836507,1.339681625366211,7800,0.005443827249109745,0.9031544700264931,443
632000,0.5030666614740766,1.355820894241333,7900,0.00820215418934822,0.9492757134139538,443
640000,0.19363293388887542,1.352291226387024,8000,0.003652584506198764,0.9234410971403122,443
648000,0.305238341333461,1.3562159538269043,8100,0.01295288186520338,0.8784139752388,444
656000,0.3693968163337559,1.357154130935669,8200,0.010213914327323437,0.8984424322843552,444
664000,0.8578189010731876,1.3530653715133667,8300,0.004621255211532116,0.9716662243008614,444
672000,0.23845549460384063,1.3593169450759888,8400,0.004259555600583553,0.9397214874625206,444
680000,0.30168888326734306,1.3554251194000244,8500,0.014059789478778839,0.8733958303928375,444
688000,0.34706807527691125,1.349374532699585,8600,0.006697594188153744,0.9289590567350388,444
696000,0.023562760405184235,1.353163480758667,8700,0.003077868837863207,0.8653101325035095,445
704000,0.4217128609947395,1.3531982898712158,8800,0.008726855739951134,0.925404503941536,445
712000,0.2702913462577271,1.3593826293945312,8900,0.013245117850601673,0.8708353638648987,445
720000,0.5995828278275439,1.3572471141815186,9000,0.005432936362922192,0.9502313621342182,445
728000,0.5454758152918657,1.3335412740707397,9100,0.011237427592277527,0.906437337398529,445
736000,0.39741675308905544,1.3479598760604858,9200,0.003349288599565625,0.9633846059441566,445
744000,0.9128707131836563,1.3363600969314575,9300,0.00303482823073864,0.988661446608603,445
752000,0.5441048112232238,1.3503520488739014,9400,0.004065426532179117,0.9744712729007006,446
760000,0.26890845438465477,1.3557279109954834,9500,0.0074479118920862675,0.9200353547930717,446
768000,0.27128663070034237,1.34937584400177,9600,0.001991421449929476,0.9830876532942057,446
776000,0.22659682935627642,1.35332190990448,9700,0.0040971687994897366,0.9397374875843525,446
784000,0.07196723306551575,1.3438183069229126,9800,0.0013841947074979544,0.9312584772706032,446
792000,0.492200130270794,1.3511989116668701,9900,0.003492682706564665,0.9735032748430967,446
800000,0.9671225000172854,1.3442339897155762,10000,0.006822532508522272,0.9243548735976219,446
808000,0.1630392638966441,1.347193717956543,10100,0.0029467763379216194,0.9709631279110909,446
816000,0.4419982046354562,1.340636968612671,10200,0.0015444575110450387,0.9904604284092784,446
824000,0.2614691419439623,1.3475319147109985,10300,0.005372245796024799,0.9392411224544048,446
832000,0.6391124478948769,1.3480955362319946,10400,0.029454562813043594,0.8690334409475327,446
840000,0.2882112691208022,1.3527971506118774,10500,0.010859368368983269,0.9143958687782288,446
848000,0.7372992671094835,1.3447418212890625,10600,0.010736440308392048,0.931001752614975,447
856000,0.7187807816080749,1.3391964435577393,10700,0.006052124314010143,0.9754147510975599,447
864000,0.5714096040814184,1.3436416387557983,10800,0.004909276030957699,0.978507911786437,447
872000,0.3237925896421075,1.3465230464935303,10900,0.0025464394129812717,0.9840810392051935,447
880000,0.42380245756212387,1.3478314876556396,11000,0.003089363221079111,0.9791586622595787,447
888000,0.5818308519781568,1.3444678783416748,11100,0.004296175669878721,0.9694570191204548,447
896000,0.3583078438125085,1.3441064357757568,11200,0.00902013573795557,0.9195547923445702,447
904000,0.22388338259770535,1.3502142429351807,11300,0.0008017707732506096,0.992132562212646,447
912000,0.42312909816391764,1.3431276082992554,11400,0.0012169075198471546,0.9918413059785962,447
920000,0.5131706158514134,1.3423314094543457,11500,0.007525256369262934,0.9558013044297695,447
928000,0.4195902347331867,1.357183814048767,11600,0.0036422170232981443,0.9676739946007729,447
936000,0.3664464630703151,1.3569201231002808,11700,0.005218959413468838,0.9560878239572048,448
944000,0.5063968823073083,1.3509247303009033,11800,0.011004788801074028,0.9050602316856384,448
952000,0.16555512941413325,1.3563740253448486,11900,0.0009306942811235785,0.9866238422691822,448
960000,0.16595248285448178,1.3521806001663208,12000,0.000757738365791738,0.9900377904996276,448
968000,0.21316875524353235,1.3476959466934204,12100,0.0011433345498517156,0.9863321101292968,448
976000,0.519248050742317,1.339595079421997,12200,0.0020254869014024734,0.9796048644930124,448
984000,0.5329436861182331,1.338553547859192,12300,0.0012424651067703962,0.9920799741521478,448
992000,0.6012634603190236,1.338491678237915,12400,0.0012014152016490698,0.9932891670614481,448
1000000,0.4841033320873976,1.3463376760482788,12500,0.0017436668276786804,0.9911181833595037,448
1008000,0.5660410409793257,1.3425062894821167,12600,0.005814702715724707,0.9602548144757748,448
1016000,0.41899575139395895,1.3535206317901611,12700,0.001856721588410437,0.9818023592233658,448
1024000,0.3255122680682689,1.3525245189666748,12800,0.0034124974627047777,0.9635994397103786,448
1032000,0.359199107834138,1.349516749382019,12900,0.0010800648014992476,0.9840096794068813,448
1040000,0.26906640789238734,1.3518502712249756,13000,0.011919328942894936,0.8567173928022385,449
1048000,0.48636348414584063,1.3541423082351685,13100,0.0009422378498129547,0.994748632889241,449
1056000,0.4534310987684876,1.3460476398468018,13200,0.004899061284959316,0.9625429213047028,449
1064000,0.416601047135191,1.3515247106552124,13300,0.0013191491598263383,0.9898714544251561,449
1072000,0.6053679383301642,1.3441087007522583,13400,0.0016195379430428147,0.9890863774344325,449
1080000,0.29041614558082074,1.355559229850769,13500,0.002310225274413824,0.9708240777254105,449
1088000,0.22533350967569277,1.3502510786056519,13600,0.0016878150636330247,0.9808791019022465,449
1096000,0.2923318809072953,1.3491904735565186,13700,0.0013236182276159525,0.9874912165105343,449
1104000,0.2774145409697667,1.3528292179107666,13800,0.004139476455748081,0.9490504153072834,449
1112000,0.28946719848318025,1.345570683479309,13900,0.0008875370258465409,0.9895448237657547,449
1120000,0.2648915955214761,1.359061360359192,14000,0.0033983003813773394,0.9605726562440395,449
1128000,0.30544435578631235,1.3556214570999146,14100,0.0006544447969645262,0.9960135039873421,449
1136000,0.539836864665267,1.3527746200561523,14200,0.011122814379632473,0.898549996316433,449
1144000,0.5658093651756644,1.346311092376709,14300,0.01048602256923914,0.9224500805139542,449
1152000,0.366280144364282,1.3519307374954224,14400,0.0006944948108866811,0.9934808765538037,449
1160000,0.28405086644925176,1.3540751934051514,14500,0.004774903412908316,0.9647719003260136,449
