policy_entropy,avg reward,fps,explained_variance,value_loss,nupdates,total_timesteps
1.6770298480987549,1.084018575772643,1870,0.8625651299953461,0.03335948288440704,4200,336000
1.6240028142929077,1.1191921588033438,1872,0.9504762701690197,0.014357107691466808,4300,344000
1.64425528049469,1.2744046745821833,1875,0.982312785461545,0.007739571388810873,4400,352000
1.6800482273101807,1.4039349500555545,1877,0.992383741773665,0.0044249012134969234,4500,360000
1.6641002893447876,1.3092899886891245,1878,0.9338471591472626,0.031069334596395493,4600,368000
1.6795399188995361,1.2850020049139856,1875,0.950908325612545,0.022544998675584793,4700,376000
1.699880599975586,0.6870127362199128,1877,0.9298725873231888,0.013536015525460243,4800,384000
1.6012626886367798,1.435150819271803,1877,0.9582575596868992,0.02354907989501953,4900,392000
1.6329425573349,1.0225583041086792,1877,0.9127558693289757,0.022522715851664543,5000,400000
1.6230270862579346,2.019733307766728,1880,0.9620496220886707,0.030248289927840233,5100,408000
1.5769792795181274,2.1523722734302284,1881,0.9823377560824156,0.015258660539984703,5200,416000
1.6477375030517578,1.558817328605801,1883,0.9658619165420532,0.016417622566223145,5300,424000
1.682953119277954,0.9992536108009518,1883,0.9603740014135838,0.018301699310541153,5400,432000
1.6622912883758545,0.8693998396396637,1881,0.9829312451183796,0.008031112141907215,5500,440000
1.6538177728652954,1.252282345108688,1881,0.9319910854101181,0.017066659405827522,5600,448000
1.6161901950836182,1.2063291891478003,1882,0.9393681325018406,0.028754448518157005,5700,456000
1.635785460472107,1.5095702230930328,1883,0.8829427659511566,0.04101523011922836,5800,464000
1.6418721675872803,1.1725867815315723,1884,0.9370538517832756,0.023189609870314598,5900,472000
1.647051453590393,1.3091586221475153,1884,0.9317986443638802,0.033555157482624054,6000,480000
1.6538801193237305,1.5382706213742494,1886,0.9607006348669529,0.02144446410238743,6100,488000
1.6571063995361328,1.5483479738235473,1887,0.9847034672275186,0.007225775625556707,6200,496000
1.590075135231018,1.0554892413434573,1888,0.9763753805309534,0.00694399606436491,6300,504000
1.5812796354293823,1.3825814771000295,1889,0.9872001064941287,0.010290997102856636,6400,512000
1.6094592809677124,1.5436992932111024,1890,0.9724521897733212,0.011037150397896767,6500,520000
1.6834434270858765,0.696716736862436,1891,0.9663780592381954,0.009018915705382824,6600,528000
1.6709200143814087,1.40619161631912,1892,0.9733042493462563,0.016361040994524956,6700,536000
1.6602290868759155,1.1912359895184637,1893,0.9218224659562111,0.021262021735310555,6800,544000
1.6619462966918945,1.0437362347496673,1893,0.953654371201992,0.013477626256644726,6900,552000
1.6543680429458618,1.3814638806972652,1892,0.9577505551278591,0.024056559428572655,7000,560000
1.6396598815917969,1.849890449643135,1893,0.9351969808340073,0.03607768937945366,7100,568000
1.6837594509124756,1.1581549388356507,1894,0.9792171809822321,0.007099912967532873,7200,576000
1.6918220520019531,1.1642393613234163,1894,0.9685359299182892,0.013712933287024498,7300,584000
1.6744983196258545,1.1954204650595783,1895,0.9858059929683805,0.006174759473651648,7400,592000
1.6810747385025024,1.076554604806006,1895,0.9765021540224552,0.007866213098168373,7500,600000
1.6308472156524658,1.296236082399264,1895,0.9966056470293552,0.002244768664240837,7600,608000
1.6600710153579712,1.1849362302571536,1895,0.9757592119276524,0.009507463313639164,7700,616000
1.6992915868759155,0.8816451411694288,1896,0.9854303887113929,0.00530898617580533,7800,624000
1.6077381372451782,1.5729114106390625,1897,0.9879826623946428,0.010449079796671867,7900,632000
1.640732765197754,1.8148283790796995,1895,0.9686096981167793,0.01812155172228813,8000,640000
1.7014787197113037,1.2569345210446046,1897,0.9450845830142498,0.015380536206066608,8100,648000
1.7178138494491577,0.9667221053037792,1898,0.8504791855812073,0.03469463065266609,8200,656000
1.645916223526001,1.811272991122678,1899,0.9806770049035549,0.015097972936928272,8300,664000
1.611588716506958,1.858166266232729,1900,0.8860134854912758,0.06119357794523239,8400,672000
1.6308330297470093,1.176249202946201,1899,0.9961026075761765,0.002226198324933648,8500,680000
1.631962537765503,1.2755885554477573,1900,0.9671923108398914,0.019121047109365463,8600,688000
1.652949333190918,1.3909491713624447,1900,0.9748266842216253,0.008464425802230835,8700,696000
1.669386863708496,1.187957400130108,1902,0.8607732355594635,0.04470028355717659,8800,704000
1.6922107934951782,1.1820177935995162,1903,0.9563126415014267,0.01249870378524065,8900,712000
1.6631879806518555,1.5134397562593223,1904,0.9420880116522312,0.01848873682320118,9000,720000
1.6119880676269531,1.536703818012029,1905,0.9914239710196853,0.005475518759340048,9100,728000
1.622288465499878,1.6400063292589038,1905,0.9487730488181114,0.027956951409578323,9200,736000
1.5120636224746704,2.071736305207014,1906,0.9882672242820263,0.01471460610628128,9300,744000
1.6930351257324219,1.0438492108136415,1908,0.9476778320968151,0.018973827362060547,9400,752000
1.7213938236236572,1.1610679805278779,1908,0.928080603480339,0.018671255558729172,9500,760000
1.7219409942626953,1.1544133661314846,1908,0.9677124246954918,0.011242874898016453,9600,768000
1.6696048974990845,1.4691991552710533,1909,0.9532163925468922,0.017081450670957565,9700,776000
1.7053515911102295,1.1518384158611297,1910,0.9821262769401073,0.006849410943686962,9800,784000
1.6999725103378296,1.344814371317625,1911,0.8796228915452957,0.039537906646728516,9900,792000
1.7012355327606201,1.4147607881575823,1911,0.974061319604516,0.011046232655644417,10000,800000
1.7159278392791748,1.3601333364844321,1912,0.9144763126969337,0.029386837035417557,10100,808000
1.6712043285369873,1.6216123910620808,1913,0.9352329596877098,0.021512890234589577,10200,816000
1.7089678049087524,1.3273135980591177,1913,0.974331708624959,0.008915284648537636,10300,824000
1.7344030141830444,1.3877645570784807,1912,0.9486861899495125,0.018628355115652084,10400,832000
1.7222446203231812,1.4250745743513107,1912,0.9756873492151499,0.010637153871357441,10500,840000
1.6894042491912842,1.881062330119312,1912,0.9821953903883696,0.011301378719508648,10600,848000
1.7331733703613281,1.0763791823759674,1912,0.9757495410740376,0.008620082400739193,10700,856000
1.7341487407684326,1.1897773075848819,1914,0.9774433057755232,0.01120286900550127,10800,864000
1.7290188074111938,1.2933371752034872,1914,0.9382072202861309,0.049261704087257385,10900,872000
1.7541577816009521,1.2414793581701815,1915,0.9405194036662579,0.01900496706366539,11000,880000
1.6855930089950562,1.7127214709296823,1916,0.9485011585056782,0.018261928111314774,11100,888000
1.7012275457382202,1.6070608273148537,1916,0.9884391594678164,0.011337075382471085,11200,896000
1.7332929372787476,0.7758812005631626,1917,0.9542633704841137,0.00936889834702015,11300,904000
1.7493318319320679,1.4172562155872583,1917,0.9447325654327869,0.03555808588862419,11400,912000
1.6919691562652588,1.6693179373629392,1918,0.9887974821031094,0.006404033862054348,11500,920000
1.654266595840454,1.8604449175298214,1918,0.9408840462565422,0.012853370979428291,11600,928000
1.6862742900848389,1.0255133582279086,1919,0.990384946577251,0.00554795004427433,11700,936000
1.6741297245025635,1.758667694730684,1920,0.9363829791545868,0.03456157073378563,11800,944000
1.645306944847107,1.8118963316082954,1919,0.7808055728673935,0.066384457051754,11900,952000
1.5871738195419312,1.285693069268018,1920,0.9691395945847034,0.007709490600973368,12000,960000
1.5487045049667358,1.3924620661884546,1920,0.9696517046540976,0.010220480151474476,12100,968000
1.664014458656311,1.025219479680527,1920,0.982099736109376,0.010272804647684097,12200,976000
1.674530267715454,1.7182699088007212,1920,0.9074541479349136,0.06064387038350105,12300,984000
1.6795666217803955,0.8674222061410546,1921,0.9698704816401005,0.008330145850777626,12400,992000
1.5921638011932373,1.7299098823219539,1921,0.940739069133997,0.015704521909356117,12500,1000000
1.586582064628601,1.464445247501135,1922,0.9660667814314365,0.026138436049222946,12600,1008000
1.6897693872451782,1.1391129875555634,1923,0.9768073707818985,0.014432979747653008,12700,1016000
1.6567586660385132,1.8858654897660017,1923,0.9557722099125385,0.02795928157866001,12800,1024000
1.5785489082336426,2.197447883989662,1924,0.9575507156550884,0.040351737290620804,12900,1032000
1.6967766284942627,1.5997906550765038,1924,0.9610383734107018,0.022053617984056473,13000,1040000
1.6106160879135132,2.5173403838649393,1924,0.9629884846508503,0.02262182906270027,13100,1048000
1.6152442693710327,1.8147534019313754,1924,0.8686610758304596,0.048340506851673126,13200,1056000
1.6703646183013916,1.308257121499628,1925,0.9528211764991283,0.02739586867392063,13300,1064000
1.6582084894180298,1.374914031091612,1926,0.9962217495776713,0.0035179026890546083,13400,1072000
1.6734215021133423,1.9466865167021752,1927,0.8161581158638,0.04375322908163071,13500,1080000
1.6637952327728271,1.4642588233575224,1927,0.9568903371691704,0.018398720771074295,13600,1088000
1.6461896896362305,1.4469653475098312,1927,0.9432588554918766,0.017122650519013405,13700,1096000
1.7046321630477905,1.189653952792287,1926,0.94662269577384,0.010578644461929798,13800,1104000
1.692657232284546,1.7036637742072345,1927,0.9299070760607719,0.0352550745010376,13900,1112000
1.7210063934326172,1.3740969519130886,1927,0.9393428713083267,0.010427961125969887,14000,1120000
1.7668529748916626,1.2023358911275863,1927,0.4266752004623413,0.0806368812918663,14100,1128000
1.7768020629882812,1.4629363529384136,1926,0.9183888137340546,0.009465332143008709,14200,1136000
1.7517433166503906,1.4574640213977545,1925,0.934735931456089,0.024020563811063766,14300,1144000
1.6618015766143799,1.4214774574153126,1925,0.9619380570948124,0.020375069230794907,14400,1152000
1.7031129598617554,1.8425837449729443,1926,0.9658683389425278,0.01103903166949749,14500,1160000
1.6774126291275024,1.7671581260859965,1925,0.9800818059593439,0.008515670895576477,14600,1168000
1.6765636205673218,1.2882338233292103,1926,0.9852224700152874,0.01148480735719204,14700,1176000
1.7198295593261719,1.338281218148768,1926,0.8827904462814331,0.05205145478248596,14800,1184000
1.7513176202774048,1.1207032755948603,1926,0.9746808651834726,0.008623262867331505,14900,1192000
1.7173888683319092,0.9192488880828023,1926,0.9659106992185116,0.019898822531104088,15000,1200000
1.729046106338501,1.4389303274452687,1926,0.9276604577898979,0.025664810091257095,15100,1208000
1.6341094970703125,1.587175676971674,1927,0.9030882567167282,0.02173188328742981,15200,1216000
1.6009143590927124,1.9440013044048101,1928,0.9665870741009712,0.02286534011363983,15300,1224000
1.676344633102417,1.2168760968372225,1929,0.9145111292600632,0.025157887488603592,15400,1232000
1.6868648529052734,1.2326727900654078,1929,0.9758865851908922,0.007506263442337513,15500,1240000
1.7697556018829346,1.0750491977669299,1930,0.9448024518787861,0.02028070017695427,15600,1248000
1.699150800704956,2.1354458229616284,1929,0.9257075861096382,0.058582089841365814,15700,1256000
1.7488250732421875,1.0067701634019612,1930,0.591282993555069,0.0859922394156456,15800,1264000
1.7616121768951416,1.3444416902959346,1929,0.8629621863365173,0.021693155169487,15900,1272000
1.7214733362197876,1.7926099050790072,1929,0.9854670409113169,0.005401105619966984,16000,1280000
1.6471830606460571,1.4123467603698372,1929,0.9570950120687485,0.011417479254305363,16100,1288000
1.6637922525405884,1.3437057529343293,1929,0.9620331898331642,0.01856161095201969,16200,1296000
1.565290093421936,2.1583582684397697,1930,0.9696607775986195,0.017048025503754616,16300,1304000
1.7299365997314453,1.0311475967988373,1930,0.9457701630890369,0.009745091199874878,16400,1312000
1.7094719409942627,1.1043877840042113,1930,0.9634024426341057,0.011289444752037525,16500,1320000
1.7368452548980713,1.7706203989684581,1930,0.9683355465531349,0.011111894622445107,16600,1328000
1.6028976440429688,2.116983613371849,1930,0.9755104631185532,0.012666759081184864,16700,1336000
1.683349370956421,1.539017666131258,1930,0.9510431066155434,0.010240169242024422,16800,1344000
1.720150351524353,1.0393229126930237,1930,0.9705706052482128,0.01016742829233408,16900,1352000
1.6574089527130127,2.2366818219423292,1931,0.8785421848297119,0.04759582132101059,17000,1360000
1.6769731044769287,1.3973306966014207,1932,0.9854919984936714,0.008838517591357231,17100,1368000
1.71396803855896,1.3309444583952428,1933,0.9496379643678665,0.022375203669071198,17200,1376000
1.7288360595703125,1.0068743891082703,1933,0.9752371571958065,0.010951075702905655,17300,1384000
1.7253745794296265,1.5648270998150111,1933,0.9236415028572083,0.05941129848361015,17400,1392000
1.6978356838226318,1.316761395148933,1933,0.9540031887590885,0.017537645995616913,17500,1400000
1.6832818984985352,1.2944016521796584,1934,0.9824286866933107,0.01182494591921568,17600,1408000
1.7050487995147705,1.7028549253940581,1934,0.9571722559630871,0.019084786996245384,17700,1416000
1.6479114294052124,1.4538243844173848,1934,0.9659251421689987,0.027843311429023743,17800,1424000
1.6510660648345947,1.547552913427353,1935,0.9217090085148811,0.030583133921027184,17900,1432000
1.6706345081329346,1.4623698339040856,1935,0.9849386988207698,0.011000433936715126,18000,1440000
1.7548134326934814,1.2713833379559218,1935,0.9565985016524792,0.012520944699645042,18100,1448000
1.730402946472168,1.08769272537902,1936,0.9101156517863274,0.02747107669711113,18200,1456000
1.7559573650360107,0.9070042463950813,1936,0.9684345424175262,0.009491280652582645,18300,1464000
1.7685047388076782,1.188825722131878,1936,0.9186865016818047,0.03969356417655945,18400,1472000
1.7113735675811768,1.1021836540428922,1937,0.9681727662682533,0.02171732671558857,18500,1480000
1.7709461450576782,1.0616654397919774,1937,0.834972083568573,0.03855075314640999,18600,1488000
1.7576408386230469,1.0876905683428049,1937,0.9533461928367615,0.012184735387563705,18700,1496000
1.761606216430664,0.9662046428769827,1938,0.929253101348877,0.031017351895570755,18800,1504000
1.6752653121948242,1.104611081132316,1938,0.9029050320386887,0.031732067465782166,18900,1512000
1.7193939685821533,1.9563654199242593,1939,0.9698377624154091,0.014136113226413727,19000,1520000
1.7591018676757812,1.4121394746005536,1939,0.9246869012713432,0.015443021431565285,19100,1528000
1.7543119192123413,1.406435712426901,1939,0.9882267499342561,0.0055236294865608215,19200,1536000
1.7582212686538696,1.42379816561006,1939,0.9809575527906418,0.0062264325097203255,19300,1544000
1.7188911437988281,1.6761153191328049,1939,0.9561109840869904,0.034384071826934814,19400,1552000
1.7645604610443115,1.1505190749652683,1939,0.9837054871022701,0.003965573851019144,19500,1560000
1.7575442790985107,1.1577781178057194,1939,0.9233081638813019,0.0302425529807806,19600,1568000
1.698919653892517,1.3592758066020907,1940,0.9662992879748344,0.018619006499648094,19700,1576000
1.7021394968032837,1.4657411362044512,1939,0.965169258415699,0.017660794779658318,19800,1584000
1.7544152736663818,0.9543417984619736,1940,0.9872145876288414,0.005008012056350708,19900,1592000
1.6560099124908447,1.1508900677785276,1939,0.9684331603348255,0.027751663699746132,20000,1600000
1.7246392965316772,1.3872696738690138,1940,0.978438863530755,0.009453103877604008,20100,1608000
1.759766936302185,1.6478844612836838,1940,0.9544460773468018,0.012683024629950523,20200,1616000
1.69696044921875,1.3311494883149861,1940,0.9870858266949654,0.01008346863090992,20300,1624000
1.7478446960449219,1.3440784400794654,1940,0.9858542587608099,0.005327251739799976,20400,1632000
1.7382577657699585,1.43053645985201,1940,0.9797679558396339,0.01978132501244545,20500,1640000
1.7722446918487549,1.2626283627934753,1940,0.8777683451771736,0.0783168151974678,20600,1648000
1.7420231103897095,1.2660531878005714,1941,0.937395416200161,0.025862568989396095,20700,1656000
1.7525876760482788,1.2614346742630005,1941,0.983803778886795,0.008704235777258873,20800,1664000
1.7352592945098877,1.4488180128857493,1941,0.9730366300791502,0.013530205003917217,20900,1672000
1.7103374004364014,1.4777745731174945,1941,0.9564594849944115,0.017989903688430786,21000,1680000
1.671594262123108,1.221659428626299,1941,0.9761453457176685,0.01070687361061573,21100,1688000
1.7123018503189087,2.025925737246871,1941,0.9860765086486936,0.009215411730110645,21200,1696000
1.740468978881836,1.0882587376981974,1941,0.9594486393034458,0.013571783900260925,21300,1704000
1.7569576501846313,1.4151097490655957,1942,0.970432985574007,0.024516966193914413,21400,1712000
1.7572076320648193,2.033069781959057,1941,0.9686564467847347,0.017683112993836403,21500,1720000
1.753151297569275,1.3746991768479346,1941,0.981713617220521,0.014912828803062439,21600,1728000
1.7522138357162476,1.402118246629834,1942,0.9813075233250856,0.01621844619512558,21700,1736000
1.7171881198883057,1.4289167842827737,1942,0.9655410498380661,0.021023977547883987,21800,1744000
1.7345176935195923,1.7953240409493447,1942,0.9843173902481794,0.010084755718708038,21900,1752000
1.7616393566131592,1.5186935184523462,1942,0.975342657417059,0.012236414477229118,22000,1760000
1.7459443807601929,1.889614687114954,1942,0.8135761022567749,0.05877063423395157,22100,1768000
1.7226359844207764,1.069303082069382,1942,0.9736639503389597,0.007734963204711676,22200,1776000
1.6066787242889404,1.7439927577972412,1942,0.9631474018096924,0.02632186748087406,22300,1784000
1.7306321859359741,0.8729437078814953,1942,0.9458862915635109,0.01423816941678524,22400,1792000
1.6914840936660767,1.385738859232515,1942,0.9849659120664,0.011139990761876106,22500,1800000
1.743483304977417,1.5933685340452939,1943,0.9597290083765984,0.02851109765470028,22600,1808000
1.736717939376831,2.149233638914302,1943,0.904526561498642,0.03344205021858215,22700,1816000
1.7402527332305908,1.3691273822449148,1943,0.9722302090376616,0.009124699048697948,22800,1824000
1.7576806545257568,1.1600369207561017,1943,0.9123329147696495,0.026156997308135033,22900,1832000
1.7440786361694336,1.3265350686153397,1944,0.9743762109428644,0.013114226050674915,23000,1840000
1.744367241859436,1.7628386048600078,1944,0.9611491858959198,0.017711134627461433,23100,1848000
1.7653615474700928,0.7115463220980018,1944,0.951335970312357,0.012091855518519878,23200,1856000
1.7430404424667358,0.9762399485713104,1944,0.9824578147381544,0.00858820229768753,23300,1864000
1.7023890018463135,1.6151997037697583,1945,0.9511379562318325,0.046522777527570724,23400,1872000
1.7257407903671265,1.2691886856220662,1945,0.9732195809483528,0.016664640977978706,23500,1880000
1.7360527515411377,1.6687763197347523,1945,0.9412245266139507,0.01690332032740116,23600,1888000
1.7492218017578125,1.3333390099927782,1945,0.9466909393668175,0.019311537966132164,23700,1896000
1.727903127670288,1.3495121074840426,1945,0.9874216038733721,0.008705793879926205,23800,1904000
1.7639987468719482,1.351265139505267,1946,0.9699427634477615,0.011605453677475452,23900,1912000
1.7315528392791748,1.7911010414827615,1946,0.9411309398710728,0.029238274320960045,24000,1920000
1.752768874168396,1.348351082019508,1946,0.9751075487583876,0.011982657015323639,24100,1928000
1.7282822132110596,1.7497454231604934,1946,0.9262594655156136,0.039502955973148346,24200,1936000
1.7483422756195068,2.1702052645385264,1946,0.9676484428346157,0.02155405655503273,24300,1944000
1.7428767681121826,1.2296963281929494,1946,0.9468413889408112,0.01823258027434349,24400,1952000
1.6618051528930664,1.743594178929925,1946,0.9004749804735184,0.032200887799263,24500,1960000
1.7509567737579346,1.213054805668071,1946,0.9808863531798124,0.006781002040952444,24600,1968000
1.6419258117675781,1.5919466391205788,1946,0.9834253638982773,0.012170407921075821,24700,1976000
1.6592376232147217,1.6361609767191112,1946,0.9534209296107292,0.03209087997674942,24800,1984000
1.6997944116592407,1.5994468179182149,1946,0.9753633830696344,0.022367378696799278,24900,1992000
1.7273199558258057,1.5176790423691273,1946,0.9048370644450188,0.04816490411758423,25000,2000000
1.7370870113372803,1.3876906644552947,1946,0.9712823610752821,0.02285255864262581,25100,2008000
1.7529020309448242,1.0383450381457806,1945,0.8743613213300705,0.02629299834370613,25200,2016000
1.749198317527771,1.7990898065268994,1946,0.9395802021026611,0.033460833132267,25300,2024000
1.7383477687835693,0.9391596295405179,1945,0.960561215877533,0.011153976432979107,25400,2032000
1.6846592426300049,1.4974791469052433,1946,0.7713995575904846,0.15454913675785065,25500,2040000
1.7145065069198608,1.469004818238318,1945,0.9618816636502743,0.02249138243496418,25600,2048000
1.7292808294296265,0.8711069611832499,1946,0.9418773092329502,0.019707832485437393,25700,2056000
1.713597297668457,1.883214895427227,1946,0.9320329204201698,0.03330919146537781,25800,2064000
1.7231903076171875,1.6381660026032479,1946,0.9706163890659809,0.02185792289674282,25900,2072000
1.7194169759750366,1.860069146193564,1947,0.9722783770412207,0.012880916707217693,26000,2080000
1.762732744216919,1.2300647892989218,1947,0.9218049794435501,0.028102736920118332,26100,2088000
1.6774072647094727,1.7816928289830685,1947,0.9564295597374439,0.016502026468515396,26200,2096000
1.734747290611267,1.829508626461029,1947,0.838873878121376,0.04760473221540451,26300,2104000
1.7237640619277954,1.9927527390420436,1947,0.9762474298477173,0.02156428061425686,26400,2112000
1.7523597478866577,1.0245441652834415,1948,0.9135674610733986,0.013227967545390129,26500,2120000
1.774706244468689,1.0620265632867814,1948,0.9385481961071491,0.020721808075904846,26600,2128000
1.7450698614120483,1.588519899919629,1948,0.9623090475797653,0.011316640302538872,26700,2136000
1.7684959173202515,1.6224005326628685,1948,0.7316871285438538,0.07524368911981583,26800,2144000
1.7456995248794556,1.4514935687533579,1948,0.8964706361293793,0.04552493616938591,26900,2152000
1.6357555389404297,2.0664475254714487,1948,0.8832856565713882,0.06552465260028839,27000,2160000
1.724949598312378,1.296452784538269,1948,0.9679782390594482,0.014189571142196655,27100,2168000
1.7388527393341064,1.2444220677018165,1949,0.9478995241224766,0.01652311161160469,27200,2176000
1.737407922744751,1.9209821693599225,1949,0.9787715133279562,0.016864310950040817,27300,2184000
1.775519609451294,0.8149250170215965,1949,0.8736709505319595,0.010473865084350109,27400,2192000
1.7597519159317017,1.4299485497176647,1949,0.7865828424692154,0.04009178280830383,27500,2200000
1.7639058828353882,1.025794039759785,1949,0.9539884403347969,0.017562542110681534,27600,2208000
1.7529914379119873,1.2270154753699898,1949,0.9411296136677265,0.019930223003029823,27700,2216000
1.7456144094467163,1.1196561176329851,1949,0.9133354052901268,0.03224045783281326,27800,2224000
1.7052757740020752,1.1306794845499097,1949,0.9730641301721334,0.015287011861801147,27900,2232000
1.7100427150726318,1.6859040513634682,1949,0.9536917768418789,0.015916405245661736,28000,2240000
1.6870701313018799,1.0699158099014312,1949,0.9731933157891035,0.01211974211037159,28100,2248000
1.6872848272323608,1.5932101065292954,1949,0.984566105529666,0.008510280400514603,28200,2256000
1.748950719833374,1.0699970349669456,1949,0.8656005412340164,0.042675890028476715,28300,2264000
1.7329822778701782,1.499243924766779,1949,0.8284010738134384,0.05565478280186653,28400,2272000
1.741263747215271,1.4850990347564221,1949,0.8444483876228333,0.038155652582645416,28500,2280000
1.7520023584365845,1.127148735919036,1949,0.8335495889186859,0.047091446816921234,28600,2288000
1.7378242015838623,1.4464433352462946,1950,0.9539135284721851,0.023147324100136757,28700,2296000
1.7334579229354858,1.5456683598458767,1950,0.9759144298732281,0.010376932099461555,28800,2304000
1.7613134384155273,0.9982398099615238,1950,0.9635419994592667,0.01093254517763853,28900,2312000
1.7375946044921875,1.577928740158677,1950,0.9605040065944195,0.02173989824950695,29000,2320000
1.72726309299469,1.5115346267819405,1950,0.9304667264223099,0.019897466525435448,29100,2328000
1.7156671285629272,1.3881536640226841,1950,0.9892076728865504,0.007200402207672596,29200,2336000
1.7402160167694092,1.423053965717554,1951,0.9699592031538486,0.02410465106368065,29300,2344000
1.7477424144744873,1.4745215656002983,1951,0.9617110639810562,0.01664656028151512,29400,2352000
1.7007408142089844,1.413420184981078,1951,0.9486328512430191,0.0332990437746048,29500,2360000
1.6894397735595703,1.481745040602982,1951,0.9530515447258949,0.041277606040239334,29600,2368000
1.6985664367675781,1.2041195556521416,1951,0.9144723489880562,0.013563388958573341,29700,2376000
1.7230517864227295,1.1131231075152754,1951,0.972475154325366,0.0091863963752985,29800,2384000
1.7130508422851562,1.304351134351964,1952,0.9395244158804417,0.045111946761608124,29900,2392000
1.7501583099365234,1.348719865642488,1952,0.9863217538222671,0.007539913058280945,30000,2400000
1.7339420318603516,1.951666322350502,1952,0.9807848129421473,0.014553405344486237,30100,2408000
1.735757827758789,2.0110827676951883,1952,0.9768702685832977,0.012764597311615944,30200,2416000
1.7401759624481201,1.3174789541400969,1952,0.9393128678202629,0.021953174844384193,30300,2424000
1.7565349340438843,1.465022538555786,1952,0.9310922101140022,0.02728203497827053,30400,2432000
1.701379418373108,1.42839566845214,1953,0.864708885550499,0.07717379927635193,30500,2440000
1.654555320739746,1.6758128928020597,1953,0.9522247277200222,0.020029408857226372,30600,2448000
1.7074241638183594,1.1763817523606122,1953,0.9384507238864899,0.022222213447093964,30700,2456000
1.7126579284667969,1.4190867941826582,1953,0.9104016199707985,0.07370109856128693,30800,2464000
