fps,policy_entropy,nupdates,explained_variance,value_loss,total_timesteps,learning rate,avg reward
1732,2.8903679847717285,87000,-0.9746565818786621,1.5718920849394635e-06,6960000,0.001,-0.0008203773622426525
1732,2.890368938446045,87100,-0.90169358253479,1.3751861160926637e-06,6968000,0.001,-2.9491311204310476e-05
1732,2.890368700027466,87200,-0.7399674654006958,8.305291885335464e-07,6976000,0.001,0.0013161926504835718
1732,2.8903684616088867,87300,-0.29798197746276855,1.2034266774207936e-06,6984000,0.001,0.0011712251565313635
1732,2.890369415283203,87400,-1.6702044010162354,1.1405306850065244e-06,6992000,0.001,0.0011642536062481668
1732,2.890369415283203,87500,-0.7982945442199707,1.4266573771237745e-06,7000000,0.001,-8.207462424252299e-05
1732,2.890369415283203,87600,-1.728405237197876,1.189385898214823e-06,7008000,0.001,-3.12465088427416e-05
1732,2.890369415283203,87700,-1.8120145797729492,5.790464001620421e-07,7016000,0.001,-0.0012240687381563475
1732,2.890369415283203,87800,-0.39638257026672363,1.2301462675168295e-06,7024000,0.001,0.0005033114000980276
1732,2.890368938446045,87900,-0.2307589054107666,5.314197437655821e-07,7032000,0.001,8.452525835309644e-05
1732,2.890369176864624,88000,-5.230105400085449,6.771717266929045e-07,7040000,0.001,0.00012598125967997476
1732,2.8903698921203613,88100,-1.0459487438201904,7.25709696780541e-07,7048000,0.001,0.00010746248601662955
1732,2.890369415283203,88200,-1.2199163436889648,9.751859124662587e-07,7056000,0.001,-0.00024933052291089555
1732,2.890368938446045,88300,-0.04542064666748047,1.0051406889033387e-06,7064000,0.001,0.0001879141198060097
1732,2.890369415283203,88400,-1.9023568630218506,7.813766274011869e-07,7072000,0.001,0.0003492287352173662
1732,2.890369415283203,88500,0.006909787654876709,4.762338505770458e-07,7080000,0.001,-0.0007667642208616599
1732,2.8903696537017822,88600,-0.07122671604156494,4.1982403331530804e-07,7088000,0.001,-0.00021681809115534634
1732,2.890368938446045,88700,-1.0427520275115967,5.621271839117981e-07,7096000,0.001,0.00026471133690506574
1732,2.8903698921203613,88800,-0.8579530715942383,9.889265584206441e-07,7104000,0.001,0.0011475116925794282
1732,2.890368938446045,88900,-0.9971612691879272,1.5982556078597554e-06,7112000,0.001,0.0005051980607731821
1732,2.890368938446045,89000,-2.229867935180664,7.045123879834136e-07,7120000,0.001,0.00066659789579262
1732,2.890368938446045,89100,-0.5233572721481323,1.1655814660116448e-06,7128000,0.001,5.2205807241989534e-05
1732,2.8903698921203613,89200,-1.2050178050994873,8.195758027795819e-07,7136000,0.001,0.0002822596492478624
1732,2.8903698921203613,89300,-0.5974340438842773,1.994700141949579e-06,7144000,0.001,0.001502805531345075
1732,2.890369415283203,89400,-0.3568054437637329,6.055139465388493e-07,7152000,0.001,0.0003952074745029677
1732,2.8903698921203613,89500,-0.2349708080291748,8.563113738091488e-07,7160000,0.001,-0.00013072242745408856
1732,2.8903698921203613,89600,-0.22361302375793457,8.841793714964297e-07,7168000,0.001,0.000611429027367194
1732,2.8903698921203613,89700,-0.6737650632858276,1.1752343880289118e-06,7176000,0.001,-0.00016223872999034938
1732,2.890369415283203,89800,-0.562134861946106,5.114055738886236e-07,7184000,0.001,4.236695176587091e-05
1732,2.8903698921203613,89900,-0.23334240913391113,1.32306183786568e-06,7192000,0.001,0.00024169344069377985
1732,2.8903701305389404,90000,-0.6494767665863037,7.398709271910775e-07,7200000,0.001,-0.00013237570183264325
1732,2.8903701305389404,90100,-0.36085307598114014,4.679542087160371e-07,7208000,0.001,-0.00027071262861682043
1732,2.8903701305389404,90200,-0.5939124822616577,6.931653047104192e-07,7216000,0.001,0.001121263299955899
