nupdates,total_timesteps,policy_entropy,explained_variance,fps,value_loss
28900,2312000,1.2633998394012451,0.8499108105897903,1277,0.01336232852190733
29000,2320000,1.3126903772354126,0.9330252632498741,1278,0.008813532069325447
29100,2328000,1.322492241859436,0.8385516405105591,1278,0.02279241755604744
29200,2336000,1.3194297552108765,0.9428570941090584,1279,0.006969512440264225
29300,2344000,1.3291271924972534,0.9198349639773369,1279,0.007956443354487419
29400,2352000,1.3174160718917847,0.909987322986126,1279,0.0057474225759506226
29500,2360000,1.306180715560913,0.9205168411135674,1280,0.00925731472671032
29600,2368000,1.3231552839279175,0.7907108962535858,1280,0.01537143625319004
29700,2376000,1.3137791156768799,0.9423789903521538,1281,0.00446698721498251
29800,2384000,1.3172791004180908,0.8639658391475677,1281,0.015870116651058197
29900,2392000,1.3288886547088623,0.9541824534535408,1281,0.003741539316251874
30000,2400000,1.3190797567367554,0.9479867778718472,1281,0.006000205408781767
30100,2408000,1.2786595821380615,0.8965335860848427,1282,0.015409121289849281
30200,2416000,1.3304097652435303,0.9175154492259026,1282,0.012784264981746674
30300,2424000,1.3270981311798096,0.9176234975457191,1282,0.004105010535567999
30400,2432000,1.3014265298843384,0.625847727060318,1282,0.012507898733019829
30500,2440000,1.283681869506836,0.8845702856779099,1282,0.01293678767979145
30600,2448000,1.318214774131775,0.8619100153446198,1283,0.016529852524399757
30700,2456000,1.308409571647644,0.9766388144344091,1283,0.0032920322846621275
30800,2464000,1.3342838287353516,0.8619300127029419,1284,0.009788110852241516
30900,2472000,1.280083417892456,0.9381258301436901,1284,0.006757193710654974
31000,2480000,1.3023189306259155,0.9345258325338364,1284,0.006533116102218628
31100,2488000,1.3439546823501587,0.9091022983193398,1284,0.014700442552566528
31200,2496000,1.2900506258010864,0.9171765074133873,1285,0.007395097520202398
31300,2504000,1.2701857089996338,0.9076230376958847,1285,0.011404633522033691
31400,2512000,1.3140380382537842,0.9252484440803528,1285,0.012906861491501331
31500,2520000,1.3132128715515137,0.8403789550065994,1286,0.010761621408164501
31600,2528000,1.3010162115097046,0.9530305154621601,1286,0.006222736090421677
31700,2536000,1.2955055236816406,0.9486424662172794,1287,0.006594445556402206
31800,2544000,1.2898024320602417,0.8666969239711761,1287,0.010234762914478779
31900,2552000,1.2935329675674438,0.8446987271308899,1288,0.009340398944914341
32000,2560000,1.2879421710968018,0.776460662484169,1288,0.009640248492360115
32100,2568000,1.3128572702407837,0.9094435200095177,1289,0.013595396652817726
32200,2576000,1.2944144010543823,0.8545841127634048,1289,0.015073122456669807
32300,2584000,1.3143317699432373,0.8340774923563004,1289,0.02657352015376091
32400,2592000,1.253720998764038,0.9555358253419399,1290,0.005845557898283005
32500,2600000,1.3121020793914795,0.6500247716903687,1290,0.04971587657928467
32600,2608000,1.30375337600708,0.8859995007514954,1291,0.00966670922935009
32700,2616000,1.2667042016983032,0.9556502401828766,1291,0.005111876875162125
32800,2624000,1.2454369068145752,0.8784186691045761,1292,0.01480860449373722
32900,2632000,1.2521567344665527,0.7833563387393951,1292,0.024091487750411034
33000,2640000,1.2826402187347412,0.8949807658791542,1293,0.008991115726530552
33100,2648000,1.286200761795044,0.8565895855426788,1293,0.012734328396618366
33200,2656000,1.262508749961853,0.7716540992259979,1294,0.023548679426312447
33300,2664000,1.28101646900177,0.5424361228942871,1295,0.01438293606042862
33400,2672000,1.2423269748687744,0.9122687429189682,1295,0.012073171325027943
33500,2680000,1.2880444526672363,0.8854456543922424,1296,0.008509082719683647
33600,2688000,1.21542227268219,0.6679278910160065,1296,0.01900690235197544
33700,2696000,1.2820430994033813,0.9303124025464058,1296,0.010973782278597355
33800,2704000,1.2331444025039673,0.9130565598607063,1297,0.009009115397930145
33900,2712000,1.268824577331543,0.9215001091361046,1297,0.00872686319053173
34000,2720000,1.2544524669647217,0.7463729083538055,1298,0.014307847246527672
34100,2728000,1.2802979946136475,0.7845370769500732,1299,0.02640577219426632
34200,2736000,1.2768816947937012,0.902330718934536,1299,0.013385641388595104
34300,2744000,1.2466533184051514,0.7512231916189194,1300,0.032317958772182465
34400,2752000,1.2210386991500854,0.9528122432529926,1300,0.005298356059938669
34500,2760000,1.225740909576416,0.7639374881982803,1301,0.014086766168475151
34600,2768000,1.2279136180877686,0.5775440037250519,1302,0.04920545965433121
34700,2776000,1.2576791048049927,0.8931524828076363,1303,0.007970432750880718
34800,2784000,1.2781591415405273,0.717296302318573,1303,0.02819782868027687
34900,2792000,1.2783873081207275,0.9241849407553673,1304,0.006517049856483936
35000,2800000,1.2820227146148682,0.8555118441581726,1305,0.012424136511981487
35100,2808000,1.173540711402893,0.7914489507675171,1305,0.020997431129217148
35200,2816000,1.2290512323379517,0.8840099424123764,1306,0.009595410898327827
35300,2824000,1.2052838802337646,0.8736057728528976,1306,0.008980637416243553
35400,2832000,1.2488816976547241,0.9144392982125282,1307,0.015550345182418823
35500,2840000,1.1681122779846191,0.8384690135717392,1308,0.01790541037917137
35600,2848000,1.2013323307037354,0.8839837461709976,1309,0.007651223335415125
35700,2856000,1.1908347606658936,0.7559477984905243,1309,0.0285984817892313
35800,2864000,1.2691426277160645,0.8076330572366714,1310,0.028056180104613304
35900,2872000,1.2144391536712646,0.8671875596046448,1311,0.008263559080660343
36000,2880000,1.2361749410629272,0.7745402306318283,1311,0.018962405622005463
36100,2888000,1.286491870880127,0.7696692198514938,1312,0.02516763284802437
36200,2896000,1.266014814376831,0.8885736167430878,1312,0.012687872163951397
36300,2904000,1.2235523462295532,0.8778638243675232,1313,0.016023490577936172
36400,2912000,1.279386281967163,0.9295288994908333,1314,0.007010361645370722
36500,2920000,1.2295818328857422,0.863415002822876,1315,0.013110066764056683
36600,2928000,1.228998064994812,0.7666662335395813,1315,0.01828628219664097
36700,2936000,1.2219276428222656,0.9152729958295822,1316,0.01067238487303257
36800,2944000,1.2901235818862915,0.8919016495347023,1317,0.011112356558442116
36900,2952000,1.2347434759140015,0.9017789587378502,1318,0.008562727831304073
37000,2960000,1.2371002435684204,0.9336583465337753,1318,0.005509811453521252
37100,2968000,1.2026112079620361,0.5585217773914337,1319,0.03195019066333771
37200,2976000,1.2815786600112915,0.8354200273752213,1320,0.01724732108414173
37300,2984000,1.2385889291763306,0.7752406746149063,1320,0.03426670283079147
37400,2992000,1.1479934453964233,0.5933586061000824,1321,0.02286878600716591
37500,3000000,1.2435108423233032,0.8515273481607437,1322,0.01793813332915306
37600,3008000,1.1216905117034912,0.7841576188802719,1322,0.023597117513418198
37700,3016000,1.2032395601272583,0.7837063372135162,1323,0.024603605270385742
37800,3024000,1.170454978942871,0.9203616455197334,1323,0.011207478120923042
