nupdates,value_loss,total_timesteps,explained_variance,policy_entropy,avg reward,fps
1,0.022860698401927948,80,-29.73489761352539,2.1972222328186035,0.46930691339075564,38
100,0.00072193902451545,8000,-0.07067239284515381,2.197221040725708,0.4276804577559233,1297
200,0.0005306328530423343,16000,-0.2582741975784302,2.197174072265625,-0.022744422539835794,1608
300,0.0005334378220140934,24000,-0.15228474140167236,2.1972150802612305,0.17420959947630762,1745
400,0.0010118376230821013,32000,-0.37244200706481934,2.1972155570983887,0.1409158457070589,1814
500,0.0004470569547265768,40000,-0.5094921588897705,2.197136640548706,-0.01809683381652576,1867
600,0.0007579215453006327,48000,-1.294013500213623,2.1971518993377686,0.1025069803930819,1905
700,0.0004941459628753364,56000,-0.036463022232055664,2.1969122886657715,-0.06115850717760622,1902
800,0.00034331559436395764,64000,-0.3386188745498657,2.1965904235839844,-0.0601983139757067,1917
900,0.0004071352886967361,72000,0.5091607868671417,2.1781911849975586,-0.01332609294622671,1928
1000,0.000314629462081939,80000,0.06280839443206787,2.196326732635498,-0.011510661485226592,1936
1100,0.0006522662006318569,88000,-0.9280463457107544,2.1971888542175293,0.03144255612613733,1947
1200,0.00011392352462280542,96000,0.6040984094142914,2.1970629692077637,-0.012526514379715081,1955
1300,0.0009101595496758819,104000,-0.2585991621017456,2.197021961212158,0.024096086446661502,1962
1400,0.00017430944717489183,112000,-1.4023940563201904,2.197150945663452,0.034044760116375986,1958
1500,0.00013155685155652463,120000,0.13279402256011963,2.188939332962036,-0.11031486531719566,1963
1600,0.0001471320865675807,128000,0.292871356010437,2.1969504356384277,-0.07699617645703256,1965
1700,0.00019805776537396014,136000,0.0740194320678711,2.1970157623291016,-0.0422960126074031,1969
1800,3.5125929571222514e-05,144000,0.12173086404800415,2.1969006061553955,0.023025669134221972,1974
1900,0.00023316180158872157,152000,-0.23882997035980225,2.197070598602295,-0.024285059143585384,1979
2000,0.00019915550365112722,160000,-0.22455811500549316,2.197066307067871,0.02384503250796115,1972
2100,6.659626524196938e-05,168000,-0.6291117668151855,2.197089433670044,0.0040103278864989985,1963
2200,7.362628821283579e-05,176000,-0.1423795223236084,2.196894645690918,-0.04156966812442988,1963
2300,0.00011807902774307877,184000,-0.325628399848938,2.1971540451049805,0.0013459488829539624,1968
2400,0.0001502727682236582,192000,-0.5321155786514282,2.1971423625946045,-0.008945442003459902,1971
2500,5.771255382569507e-05,200000,-0.18799316883087158,2.197180986404419,-0.028843779454473407,1977
2600,0.00017844971443992108,208000,-0.9737458229064941,2.1971335411071777,-0.012019609549315646,1980
2700,6.30953727522865e-05,216000,-1.1518311500549316,2.1971347332000732,-0.0041544462132151235,1974
2800,6.604011286981404e-05,224000,-0.8825284242630005,2.1970973014831543,-0.009089549744385295,1978
2900,5.97207217651885e-05,232000,-0.14401733875274658,2.196953296661377,0.0008892562618711963,1982
3000,8.503374556312338e-05,240000,-0.27535295486450195,2.1971523761749268,-0.003595584142021835,1985
3100,0.00010733767703641206,248000,-0.44105005264282227,2.1971302032470703,0.009001358509704006,1987
3200,2.236565705970861e-05,256000,0.22602218389511108,2.197154998779297,0.0028406104123860133,1991
3300,0.000227481170441024,264000,-0.22818076610565186,2.197103500366211,-0.005415884335525334,1994
3400,5.072709245723672e-05,272000,-0.23193109035491943,2.1971592903137207,-0.005227325792657211,1987
3500,2.6015641196863726e-05,280000,0.23130255937576294,2.196892738342285,-0.021834242978366093,1989
3600,7.291829388123006e-05,288000,-0.23032939434051514,2.1971592903137207,0.00019433452198427403,1991
3700,0.00013316763215698302,296000,-0.18923461437225342,2.1971325874328613,-0.011434057654696517,1994
3800,2.2009126041666605e-05,304000,-0.2953951358795166,2.197174072265625,-0.0047673798677351446,1995
3900,0.0001255443785339594,312000,-0.8207662105560303,2.1971466541290283,0.003727728227386251,1997
4000,6.074284465285018e-05,320000,0.2640193700790405,2.1971755027770996,0.010506050601179595,1993
4100,3.851680230582133e-05,328000,-1.2498843669891357,2.197157144546509,0.011293179036147193,1993
4200,8.460544631816447e-05,336000,-0.43531203269958496,2.1968631744384766,0.012067624980409164,1995
4300,6.907283386681229e-05,344000,-1.0013353824615479,2.1971378326416016,0.0036736186375492252,1998
4400,0.00021110796660650522,352000,-0.8339788913726807,2.1971654891967773,0.0017621024271647912,2001
4500,3.681763701024465e-05,360000,0.006032586097717285,2.1971471309661865,-0.01277825059805764,2003
4600,0.0001093218888854608,368000,-1.1892359256744385,2.197179079055786,-0.009514989684976171,2003
4700,3.0430896003963426e-05,376000,-0.15691304206848145,2.1971912384033203,-0.003442619631823618,1996
4800,3.816906246356666e-05,384000,-0.5975730419158936,2.197188138961792,-0.005778040453151334,1996
4900,4.0503713535144925e-05,392000,0.25110572576522827,2.1970715522766113,0.0035861391254002227,1996
5000,6.464913894888014e-05,400000,-0.14949023723602295,2.197183609008789,0.0018775436386931688,1997
5100,0.00013243824650999159,408000,0.16286134719848633,2.197183847427368,-0.008153894474526168,1998
5200,2.22970647882903e-05,416000,-0.06002604961395264,2.197181224822998,0.002678674548951676,1999
5300,0.00012972611875738949,424000,-1.5973634719848633,2.1971962451934814,-0.015658665195223874,1999
5400,4.9467569624539465e-05,432000,-0.3537651300430298,2.1972036361694336,-0.0008510832376487087,1994
5500,2.033239979937207e-05,440000,-1.8099257946014404,2.1971051692962646,0.012850039917975665,1996
5600,3.592673965613358e-05,448000,-0.1074075698852539,2.197188138961792,0.0019971236775745637,1998
5700,0.00010278339323122054,456000,-1.550938606262207,2.197165012359619,0.006542103111860343,1999
5800,1.1899022865691222e-05,464000,-0.6823098659515381,2.1971590518951416,0.002500983588379313,2000
5900,0.0001346456992905587,472000,-0.24460172653198242,2.1971631050109863,0.0043905815153266305,2001
6000,3.975502113462426e-05,480000,-0.4659700393676758,2.1971828937530518,0.0032525136319236482,1999
6100,2.5404588086530566e-05,488000,0.020537137985229492,2.197181224822998,0.003460877214820357,2001
6200,3.932349500246346e-05,496000,-0.696925163269043,2.1970386505126953,0.007534600272265379,2001
6300,3.946491779061034e-05,504000,-0.27746617794036865,2.1971964836120605,-0.007527485538412293,2003
6400,8.14932573121041e-05,512000,-0.42993831634521484,2.1971890926361084,-0.0023030808231851553,2003
6500,1.2747745131491683e-05,520000,-1.1899006366729736,2.197180986404419,-0.007552456652047112,2004
6600,0.00016271274944301695,528000,-0.4254775047302246,2.1971611976623535,0.006956542970146984,2005
6700,3.075836139032617e-05,536000,-0.024316906929016113,2.197185516357422,0.0002551377161580604,2002
6800,6.555772415595129e-05,544000,-0.6490964889526367,2.196932077407837,-0.024215177289443092,2004
6900,4.0225677366834134e-05,552000,0.3761858344078064,2.1970632076263428,0.010044715841650032,2004
7000,2.3162871002568863e-05,560000,-0.20834887027740479,2.1971917152404785,-0.0052545693812135145,2006
7100,8.226298814406618e-05,568000,-0.31303083896636963,2.1971726417541504,0.0020540771511150524,2007
7200,1.981127934413962e-05,576000,-0.55462646484375,2.197188377380371,0.0019268751012589292,2008
7300,0.0001222417049575597,584000,-0.5431246757507324,2.1971547603607178,-0.0020621467101591406,2009
7400,2.3406326363328844e-05,592000,-0.6304290294647217,2.1972031593322754,-0.0030778319691307844,2006
