total_timesteps,nupdates,fps,policy_entropy,value_loss,avgReward,explained_variance
80,1,184,1.386291265487671,0.0045159319415688515,0.047554657934233545,-109.75392150878906
8000,100,853,1.3862740993499756,0.008339693769812584,0.1551201084628701,-0.16968894004821777
16000,200,861,1.3862603902816772,0.07929810881614685,0.37695590145885943,-0.016187429428100586
24000,300,866,1.3861300945281982,0.010256503708660603,0.19749575182795526,-0.11240816116333008
32000,400,868,1.3862806558609009,0.0012867806944996119,0.11030088942497969,-0.4336310625076294
40000,500,870,1.3861292600631714,0.009354501962661743,0.14316640850156545,-0.00029587745666503906
48000,600,874,1.3846254348754883,0.0005288530956022441,0.15942080169916154,0.04476821422576904
56000,700,874,1.3855947256088257,0.024882400408387184,0.15089870113879442,-0.035593271255493164
64000,800,876,1.3849093914031982,0.0073166415095329285,0.001298512010544073,-0.1433011293411255
72000,900,877,1.380876898765564,0.020579997450113297,0.5075651481747627,-0.032285094261169434
80000,1000,877,1.3825494050979614,0.020687125623226166,0.35443317219614984,0.016217291355133057
88000,1100,879,1.3755899667739868,0.00467997882515192,0.12860501781105996,0.18253099918365479
96000,1200,880,1.3826143741607666,0.02391904592514038,0.2191455639898777,0.06759971380233765
104000,1300,881,1.38260817527771,0.0046197762712836266,0.3806865282356739,0.22457891702651978
112000,1400,882,1.3848145008087158,0.025818858295679092,0.2528827849775553,0.023175477981567383
120000,1500,881,1.384446382522583,0.0008722768980078399,0.13556165592744945,0.2676055431365967
128000,1600,882,1.3847272396087646,0.0019183112308382988,0.2714276539161801,0.24962478876113892
136000,1700,883,1.3851686716079712,0.026775851845741272,0.19056962803006172,-0.02913987636566162
144000,1800,883,1.384645700454712,0.001136957434937358,0.23006530292332172,0.17570239305496216
152000,1900,883,1.384919285774231,0.037142474204301834,0.22948462497442962,0.020461738109588623
160000,2000,883,1.3834025859832764,0.004606825765222311,0.23467680718749762,-0.0636969804763794
168000,2100,883,1.3835515975952148,0.0067254104651510715,0.11188438031822442,0.06643801927566528
176000,2200,883,1.3829560279846191,0.0053465417586266994,0.1742501424625516,-0.07505249977111816
184000,2300,883,1.383947730064392,0.015529233030974865,0.2890489872545004,-0.011368274688720703
192000,2400,883,1.3855828046798706,0.0004284929600544274,0.1278286062180996,0.30614006519317627
200000,2500,883,1.3846458196640015,0.001175333745777607,0.18836994748562574,0.25297731161117554
208000,2600,883,1.3845230340957642,0.023067811504006386,0.172775852214545,0.04281884431838989
216000,2700,883,1.3823047876358032,0.0020056322682648897,0.14393278397619724,0.16453427076339722
224000,2800,883,1.3828837871551514,0.016649657860398293,0.16321362098678946,0.15352791547775269
232000,2900,883,1.3827543258666992,0.003004356985911727,0.26941474378108976,0.00256425142288208
240000,3000,883,1.3824682235717773,0.02621985413134098,0.24484788924455642,0.16261011362075806
248000,3100,883,1.3812706470489502,0.025156402960419655,0.23499196618795395,0.16420048475265503
256000,3200,883,1.3822914361953735,0.002311060670763254,0.16789945308119059,0.0624045729637146
264000,3300,883,1.380976915359497,0.00044298614375293255,0.1252826124429703,0.3224186897277832
272000,3400,884,1.3834537267684937,0.015003189444541931,0.3128272116184235,0.15226811170578003
280000,3500,884,1.3819022178649902,0.0351947620511055,0.1889576304703951,0.12417322397232056
288000,3600,884,1.3814204931259155,0.028054678812623024,0.40745446272194386,0.19347470998764038
296000,3700,885,1.378406286239624,0.002581654116511345,0.36463081985712054,0.014292001724243164
304000,3800,884,1.3797379732131958,0.012864897027611732,0.40250019617378713,0.234086811542511
312000,3900,885,1.3802438974380493,0.018297847360372543,0.26320536788553,0.24124103784561157
320000,4000,885,1.382859706878662,0.02321147546172142,0.2858876807615161,0.3972686529159546
