#{"t_start": 1519426845.9158976, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,155,4.195251
0.0,129,6.289315
0.0,127,8.314464
0.0,125,10.342578
0.0,127,12.49378
0.0,129,14.62114
0.0,127,16.702541
4.0,317,22.176534
1.0,171,25.057891
1.0,157,27.68916
1.0,175,30.586469
1.0,173,33.45988
1.0,157,36.063722
0.0,125,38.155803
0.0,127,40.166661
0.0,129,42.303692
0.0,127,44.340215
0.0,127,46.445247
2.0,221,50.174103
5.0,352,56.188905
1.0,157,58.779917
0.0,127,60.867645
0.0,129,62.959267
1.0,155,65.568997
0.0,127,67.649934
1.0,173,70.473922
1.0,170,73.254491
1.0,157,75.743996
3.0,235,79.820609
4.0,280,84.641853
2.0,224,88.500942
0.0,125,90.478148
3.0,246,94.676766
2.0,190,97.793369
0.0,129,99.842407
3.0,269,104.487373
0.0,129,106.550494
2.0,223,110.207667
3.0,251,114.432184
0.0,129,116.545831
0.0,129,118.582288
2.0,203,122.028909
2.0,188,125.112792
1.0,175,127.979112
3.0,232,131.912164
0.0,125,133.964202
0.0,129,136.096118
2.0,184,139.099719
0.0,129,141.138464
1.0,171,144.01783
2.0,203,147.366721
1.0,172,150.138961
1.0,171,152.965701
0.0,129,155.055718
0.0,129,157.169937
2.0,198,160.498428
0.0,129,162.566009
0.0,129,164.707109
0.0,129,166.815728
1.0,172,169.670902
1.0,173,172.50524
1.0,155,175.080394
3.0,248,179.246446
0.0,127,181.244964
0.0,129,183.291019
2.0,206,186.77319
1.0,172,189.633445
2.0,202,193.116862
1.0,173,196.013372
1.0,154,198.559354
0.0,127,200.638586
3.0,254,204.862679
5.0,334,210.57061
2.0,199,213.954549
3.0,252,218.349502
0.0,127,220.370064
2.0,201,223.714971
8.0,376,230.25022
1.0,173,233.226622
4.0,303,238.461548
0.0,129,240.509907
1.0,175,243.372355
1.0,157,246.002073
1.0,173,248.964726
0.0,127,250.984766
0.0,129,253.032535
2.0,186,256.190256
1.0,177,259.179418
1.0,173,262.116704
3.0,250,266.346728
2.0,224,270.095745
1.0,173,272.987259
3.0,251,277.225291
0.0,127,279.306362
1.0,175,282.231939
2.0,203,285.688227
0.0,127,287.767453
0.0,129,289.753872
0.0,125,291.764621
1.0,153,294.299442
0.0,127,296.247174
0.0,127,298.342625
1.0,177,301.258136
1.0,155,303.791299
1.0,173,306.603877
0.0,127,308.57837
0.0,129,310.703035
2.0,221,314.361112
3.0,252,318.690711
2.0,221,322.439076
1.0,178,325.391871
4.0,301,330.461786
2.0,202,333.729599
1.0,173,336.584072
2.0,202,340.075338
4.0,304,345.259194
0.0,129,347.274368
5.0,345,353.170403
0.0,125,355.117601
4.0,319,360.472909
3.0,272,365.109908
0.0,125,367.105721
0.0,127,369.100102
0.0,125,371.083394
0.0,129,373.081956
2.0,200,376.369265
0.0,127,378.358111
4.0,318,383.740884
1.0,171,386.573839
0.0,127,388.6262
0.0,129,390.678859
0.0,129,392.746053
0.0,129,394.841707
4.0,265,399.352457
0.0,127,401.416509
0.0,127,403.400723
1.0,157,405.925303
3.0,230,409.677395
0.0,127,411.737261
1.0,158,414.33306
1.0,157,416.864611
1.0,175,419.741469
0.0,127,421.796999
0.0,127,423.843435
0.0,127,425.842699
2.0,202,429.290817
1.0,175,432.148344
0.0,127,434.162456
2.0,204,437.611814
2.0,203,440.944877
0.0,127,442.988434
2.0,220,446.584997
1.0,155,449.127168
2.0,202,452.435449
0.0,129,454.438763
1.0,153,456.954964
3.0,230,460.76335
1.0,173,463.523288
2.0,202,466.886783
0.0,129,468.93935
0.0,125,470.958046
0.0,127,472.97034
6.0,339,478.722642
5.0,348,484.660855
0.0,127,486.682778
0.0,127,488.626857
9.0,393,495.271355
4.0,295,500.315924
5.0,328,505.970732
4.0,301,510.952475
0.0,129,513.018106
0.0,129,514.994864
0.0,129,517.024054
2.0,200,520.315453
2.0,202,523.601355
0.0,129,525.529242
1.0,155,528.048051
8.0,373,534.287366
0.0,129,536.312757
1.0,153,538.75215
0.0,129,540.816086
6.0,399,547.617649
2.0,204,551.062149
3.0,238,555.075881
2.0,220,558.674752
1.0,175,561.547951
1.0,173,564.307046
3.0,272,568.922188
0.0,127,570.926741
1.0,171,573.677438
0.0,127,575.641142
2.0,198,578.972888
2.0,198,582.228249
0.0,127,584.208207
5.0,350,590.180522
0.0,127,592.18253
2.0,224,595.912308
5.0,350,601.910629
2.0,202,605.208767
1.0,173,608.011022
0.0,127,610.005782
9.0,425,617.21147
3.0,264,621.743324
0.0,129,623.806354
0.0,127,625.713218
3.0,248,629.898623
1.0,173,632.786682
2.0,198,636.019998
2.0,200,639.301303
0.0,129,641.33514
4.0,301,646.419109
2.0,201,649.774132
0.0,129,651.735296
3.0,248,655.889178
0.0,129,657.921807
0.0,127,659.837507
4.0,280,664.54055
4.0,297,669.492384
4.0,299,674.540359
3.0,232,678.366442
0.0,127,680.335086
3.0,248,684.457818
0.0,127,686.453064
0.0,123,688.295773
2.0,224,692.025642
0.0,129,694.040874
2.0,183,697.068277
3.0,248,701.157634
5.0,350,706.898934
0.0,127,708.902509
5.0,349,714.905594
0.0,129,716.953273
3.0,272,721.44558
0.0,127,723.449857
0.0,129,725.430249
0.0,123,727.371611
0.0,127,729.296528
5.0,331,734.951078
0.0,127,736.899392
2.0,202,740.136538
0.0,129,742.156039
5.0,350,748.112587
0.0,127,750.134381
0.0,127,752.101628
0.0,129,754.091494
0.0,125,756.118421
2.0,224,759.87085
0.0,129,761.890122
2.0,202,765.154307
0.0,127,767.156533
3.0,248,771.217988
0.0,125,773.143376
2.0,202,776.400816
0.0,127,778.471302
5.0,352,784.392289
9.0,404,791.143246
0.0,125,793.082544
0.0,129,795.032455
0.0,125,796.934367
0.0,129,798.955712
0.0,127,800.920639
10.0,468,808.765836
0.0,129,810.671087
10.0,454,818.312433
9.0,404,825.201087
0.0,125,827.215956
3.0,250,831.306381
5.0,346,837.044641
2.0,200,840.390272
0.0,127,842.338788
0.0,127,844.313757
0.0,127,846.318077
5.0,350,852.20673
3.0,250,856.339315
0.0,129,858.409724
0.0,127,860.441161
0.0,127,862.52101
5.0,350,868.331774
5.0,344,874.046516
2.0,198,877.233992
7.0,432,884.264833
2.0,198,887.566655
0.0,129,889.568063
5.0,350,895.296253
0.0,127,897.284362
5.0,350,903.134031
1.0,173,905.957228
3.0,268,910.443421
4.0,297,915.385665
8.0,375,921.616584
4.0,297,926.621112
5.0,330,932.141772
7.0,432,939.395652
0.0,125,941.386075
2.0,202,944.740794
8.0,352,950.461811
4.0,297,955.489703
4.0,297,960.457429
2.0,202,963.718865
4.0,299,968.602372
5.0,350,974.36269
2.0,202,977.746842
2.0,202,981.096359
3.0,230,984.918144
0.0,125,986.924656
0.0,129,988.945498
1.0,175,991.734156
2.0,200,994.958859
0.0,129,996.985212
0.0,129,999.010904
0.0,129,1001.056066
9.0,404,1007.778989
8.0,372,1014.101145
5.0,350,1019.971028
9.0,404,1026.758337
0.0,129,1028.746091
2.0,202,1032.004355
7.0,409,1038.97874
0.0,129,1041.062493
2.0,202,1044.311366
0.0,127,1046.237528
2.0,202,1049.618434
0.0,129,1051.67994
2.0,202,1055.002334
2.0,202,1058.24504
5.0,352,1064.057446
8.0,375,1070.42016
2.0,202,1073.724083
9.0,404,1080.350802
0.0,129,1082.320374
2.0,200,1085.615736
0.0,127,1087.62113
0.0,127,1089.623893
1.0,172,1092.403441
2.0,202,1095.699363
2.0,198,1098.971868
4.0,299,1103.863613
0.0,127,1105.835159
5.0,350,1111.616991
5.0,350,1117.598711
0.0,127,1119.533758
0.0,127,1121.515778
0.0,127,1123.544871
2.0,200,1126.870367
2.0,226,1130.549547
5.0,350,1136.420183
0.0,129,1138.398658
0.0,129,1140.385358
0.0,129,1142.435613
3.0,246,1146.536744
0.0,125,1148.511127
0.0,127,1150.44934
0.0,127,1152.453631
2.0,200,1155.664847
9.0,404,1162.480639
2.0,200,1165.692917
0.0,129,1167.716996
5.0,350,1173.581343
6.0,399,1180.05917
0.0,125,1181.988102
0.0,127,1183.94018
0.0,127,1185.9208
0.0,129,1187.906555
0.0,127,1189.924082
0.0,129,1191.899213
3.0,248,1195.995402
0.0,129,1198.025138
0.0,129,1200.020742
5.0,350,1205.871836
0.0,127,1207.853147
2.0,218,1211.325501
2.0,223,1214.92536
2.0,202,1218.217385
0.0,123,1220.110873
0.0,129,1222.183719
0.0,125,1224.083956
2.0,200,1227.329641
3.0,248,1231.283621
0.0,129,1233.269432
0.0,129,1235.297205
10.0,454,1243.010232
0.0,129,1245.047288
0.0,129,1247.074516
0.0,129,1249.048629
9.0,404,1255.825622
3.0,248,1260.00208
0.0,129,1261.999001
0.0,127,1264.087538
0.0,129,1266.184606
0.0,125,1268.129719
2.0,202,1271.483824
0.0,129,1273.505647
2.0,198,1276.724842
0.0,129,1278.736219
0.0,129,1280.748962
5.0,350,1286.786894
5.0,346,1292.544941
0.0,125,1294.452997
2.0,202,1297.656335
9.0,380,1304.128653
5.0,350,1310.045039
0.0,129,1312.151687
0.0,129,1314.130918
0.0,125,1316.079495
0.0,127,1318.124463
0.0,129,1320.153826
0.0,127,1322.105743
0.0,127,1324.030228
0.0,127,1326.078606
4.0,297,1331.062778
0.0,127,1333.026511
4.0,297,1337.872518
0.0,129,1339.877905
10.0,450,1347.363199
0.0,127,1349.315462
3.0,248,1353.466936
0.0,129,1355.487247
0.0,125,1357.425652
2.0,202,1360.718379
0.0,127,1362.686893
1.0,173,1365.530541
0.0,129,1367.545339
0.0,129,1369.579667
0.0,125,1371.556531
4.0,297,1376.629927
9.0,404,1383.411331
0.0,129,1385.393413
3.0,270,1389.878494
6.0,397,1396.893823
5.0,327,1402.374541
5.0,350,1408.319607
0.0,127,1410.267637
2.0,202,1413.616024
2.0,198,1416.864624
10.0,450,1424.381005
0.0,125,1426.343232
0.0,129,1428.302473
4.0,297,1433.230916
0.0,125,1435.181189
0.0,125,1437.112783
3.0,248,1441.31745
1.0,173,1444.200904
1.0,155,1446.741007
0.0,127,1448.722489
0.0,127,1450.699919
9.0,404,1457.679852
2.0,202,1461.051541
0.0,123,1463.061766
0.0,129,1465.127392
2.0,204,1468.491903
0.0,129,1470.54262
1.0,155,1473.044792
0.0,127,1475.056835
3.0,248,1479.14716
2.0,200,1482.458106
2.0,202,1485.939852
0.0,129,1487.96871
1.0,175,1490.717955
9.0,404,1497.707331
6.0,397,1504.472262
0.0,129,1506.547071
0.0,129,1508.654591
11.0,477,1516.83476
1.0,175,1519.717414
3.0,248,1523.879704
2.0,202,1527.200612
2.0,202,1530.567579
3.0,230,1534.371065
2.0,198,1537.849025
0.0,129,1539.825391
1.0,176,1542.663157
2.0,202,1546.043689
1.0,176,1548.860126
0.0,129,1550.860573
5.0,350,1556.771892
4.0,297,1561.855952
3.0,230,1565.731194
3.0,251,1569.81976
0.0,127,1571.819269
5.0,350,1577.543902
5.0,350,1583.289235
2.0,220,1586.963336
0.0,129,1589.0398
1.0,173,1591.835866
0.0,125,1593.837213
0.0,129,1596.020074
0.0,127,1598.009152
2.0,202,1601.334489
9.0,404,1608.198992
0.0,127,1610.158448
1.0,175,1612.979865
4.0,259,1617.305127
9.0,404,1624.143557
1.0,156,1626.580758
3.0,250,1630.752791
2.0,202,1634.005682
0.0,129,1636.068255
7.0,408,1643.080419
0.0,125,1645.097143
0.0,125,1646.982269
0.0,127,1649.020731
0.0,127,1651.038092
0.0,127,1653.055412
0.0,129,1655.081858
1.0,171,1657.834039
0.0,127,1659.85766
5.0,348,1665.809222
2.0,182,1668.765192
1.0,157,1671.355239
1.0,155,1673.802305
0.0,125,1675.826335
2.0,192,1678.970624
0.0,129,1680.965795
4.0,280,1685.66654
2.0,205,1688.907785
2.0,202,1692.165747
1.0,176,1695.021691
1.0,173,1697.911752
5.0,350,1703.727223
3.0,268,1708.194426
5.0,348,1714.060897
0.0,129,1716.119057
0.0,127,1718.114365
2.0,200,1721.499124
7.0,445,1728.952498
4.0,297,1733.746887
1.0,153,1736.141684
0.0,127,1738.088373
6.0,378,1744.388987
5.0,350,1750.339714
4.0,299,1755.330782
3.0,230,1759.120368
5.0,352,1764.926999
14.0,466,1772.962636
2.0,202,1776.214363
3.0,230,1780.055372
0.0,127,1782.029888
4.0,278,1786.683481
5.0,350,1792.578494
4.0,297,1797.510859
1.0,157,1800.020931
8.0,495,1808.319124
2.0,202,1811.546037
0.0,123,1813.51444
5.0,350,1819.526294
0.0,129,1821.54494
2.0,198,1824.785781
2.0,198,1827.974145
5.0,352,1833.938727
2.0,202,1837.191379
2.0,205,1840.528411
3.0,249,1844.656172
0.0,129,1846.676245
9.0,398,1853.301538
3.0,248,1857.364208
5.0,350,1863.034439
5.0,372,1869.255194
2.0,223,1872.927539
0.0,129,1874.890987
0.0,129,1876.833124
9.0,404,1883.627213
9.0,404,1890.457495
1.0,157,1892.929046
5.0,352,1898.696767
9.0,404,1905.506862
1.0,155,1907.916751
0.0,125,1909.882532
2.0,201,1913.115715
10.0,430,1920.386578
0.0,129,1922.404308
2.0,202,1925.684545
4.0,321,1930.9503
6.0,403,1937.667315
2.0,222,1941.233954
2.0,186,1944.229072
6.0,398,1950.956221
5.0,350,1956.788435
1.0,157,1959.192425
4.0,297,1964.096034
0.0,125,1965.983541
9.0,404,1972.702415
0.0,129,1974.681986
1.0,175,1977.362162
3.0,230,1981.040772
0.0,129,1983.069775
4.0,299,1988.004237
3.0,216,1991.601629
4.0,299,1996.566962
0.0,129,1998.533258
1.0,155,2001.007701
0.0,123,2002.888847
3.0,218,2006.411353
3.0,247,2010.487634
3.0,229,2014.232343
2.0,200,2017.52082
1.0,155,2020.04579
4.0,280,2024.643457
0.0,129,2026.731956
1.0,155,2029.23266
5.0,350,2034.994001
0.0,129,2036.954466
2.0,184,2039.994392
2.0,202,2043.299962
3.0,268,2047.692525
2.0,185,2050.652146
6.0,382,2056.988867
3.0,251,2061.106359
10.0,451,2068.685038
0.0,129,2070.668628
4.0,261,2074.926525
2.0,202,2078.172738
2.0,200,2081.361937
1.0,171,2084.197253
3.0,235,2087.988394
1.0,155,2090.469731
2.0,187,2093.455512
3.0,232,2097.229423
0.0,129,2099.226667
3.0,231,2103.060701
0.0,125,2105.064338
3.0,246,2109.120467
0.0,129,2111.137244
4.0,296,2116.048639
2.0,187,2119.119134
3.0,216,2122.563816
5.0,307,2127.612466
0.0,127,2129.701772
1.0,154,2132.125589
2.0,202,2135.390899
0.0,127,2137.27208
1.0,155,2139.708622
1.0,157,2142.212188
9.0,404,2149.082934
3.0,230,2152.881141
2.0,185,2155.763106
4.0,299,2160.674047
10.0,433,2167.949811
1.0,155,2170.405279
0.0,129,2172.379033
3.0,236,2176.375634
1.0,155,2178.875315
2.0,222,2182.435022
0.0,129,2184.420694
3.0,234,2188.233857
1.0,155,2190.693093
0.0,129,2192.742209
3.0,248,2196.807001
9.0,404,2203.474792
9.0,424,2210.566027
