total_timesteps,fps,nupdates,explained_variance,policy_entropy,value_loss
576000,1754,7200,-0.11913657188415527,2.890324115753174,4.2806321289390326e-05
584000,1755,7300,-0.04438614845275879,2.8903133869171143,5.1239294407423586e-05
592000,1754,7400,-0.4879075288772583,2.890336513519287,4.021176209789701e-05
600000,1753,7500,-1.0479586124420166,2.89031982421875,3.016801201738417e-05
608000,1751,7600,-0.07845091819763184,2.890328884124756,2.7927435439778492e-05
616000,1752,7700,-0.33376622200012207,2.890313148498535,7.855721923988312e-05
624000,1755,7800,-0.48612940311431885,2.890315532684326,2.3810833226889372e-05
632000,1755,7900,-2.7814455032348633,2.890305757522583,5.379447975428775e-05
640000,1756,8000,-0.13178467750549316,2.890307903289795,2.427109211566858e-05
648000,1756,8100,-0.2265775203704834,2.8903260231018066,4.885994712822139e-05
656000,1756,8200,-0.5591931343078613,2.8903167247772217,2.517040047678165e-05
664000,1755,8300,-0.44010818004608154,2.8903088569641113,3.3496304240543395e-05
672000,1752,8400,-0.18272650241851807,2.890296459197998,3.029456092917826e-05
680000,1753,8500,-1.5980172157287598,2.890302896499634,4.135366543778218e-05
688000,1754,8600,-0.7072913646697998,2.890308380126953,2.6231788069708273e-05
696000,1754,8700,-0.7448033094406128,2.890305280685425,4.618966340785846e-05
704000,1754,8800,-1.1541063785552979,2.890310287475586,4.712995723821223e-05
712000,1755,8900,-1.3248255252838135,2.8902955055236816,3.776477387873456e-05
720000,1755,9000,-0.9163432121276855,2.8902931213378906,2.2803907995694317e-05
728000,1755,9100,-0.4507730007171631,2.8902878761291504,4.528925273916684e-05
736000,1756,9200,-0.7088260650634766,2.8902928829193115,3.3156633435282856e-05
744000,1756,9300,-0.2409723997116089,2.8902831077575684,1.2233185771037824e-05
752000,1757,9400,-0.9774863719940186,2.8902969360351562,4.9423739255871624e-05
760000,1756,9500,-0.5231809616088867,2.8903160095214844,2.6904404876404442e-05
768000,1756,9600,-0.4427030086517334,2.890321731567383,2.9831619031028822e-05
776000,1756,9700,-0.2391810417175293,2.8903191089630127,2.924285945482552e-05
784000,1756,9800,-1.0707128047943115,2.890320301055908,3.3143012842629105e-05
792000,1756,9900,-0.7785353660583496,2.8903164863586426,3.42247512890026e-05
800000,1758,10000,-2.077307939529419,2.8903260231018066,1.725446418276988e-05
808000,1758,10100,-2.121406316757202,2.8903329372406006,4.925549728795886e-05
816000,1758,10200,-1.5224995613098145,2.8903350830078125,2.8178672437206842e-05
824000,1758,10300,-0.6363439559936523,2.8903350830078125,2.6315761715522967e-05
832000,1759,10400,-0.42316222190856934,2.8903350830078125,3.2884250686038285e-05
840000,1759,10500,-1.0833044052124023,2.8903326988220215,4.988270302419551e-05
848000,1759,10600,-0.3990086317062378,2.8903346061706543,2.753776789177209e-05
856000,1759,10700,-0.04202604293823242,2.890338659286499,3.719441156135872e-05
864000,1757,10800,-0.5001890659332275,2.890334367752075,2.418367876089178e-05
872000,1758,10900,0.3313049077987671,2.8903403282165527,2.1466217731358483e-05
880000,1757,11000,-1.0008273124694824,2.8903393745422363,2.7576577849686146e-05
888000,1757,11100,-0.5307391881942749,2.890338897705078,1.93168998521287e-05
896000,1757,11200,-1.3071441650390625,2.8903374671936035,2.537219552323222e-05
904000,1758,11300,-0.4287905693054199,2.8903422355651855,3.279849624959752e-05
912000,1758,11400,-0.4031178951263428,2.8903489112854004,1.757199061103165e-05
920000,1758,11500,-0.3221665620803833,2.890348434448242,3.665852636913769e-05
928000,1758,11600,-0.4535501003265381,2.890349864959717,3.636868132161908e-05
936000,1758,11700,-0.34618043899536133,2.890345573425293,3.8091740862000734e-05
944000,1757,11800,-0.13085460662841797,2.8903465270996094,3.3080566936405376e-05
952000,1756,11900,-1.3711094856262207,2.8903489112854004,3.53557916241698e-05
960000,1756,12000,-0.14361095428466797,2.890347957611084,2.3269389203051105e-05
968000,1756,12100,-0.4889601469039917,2.8903489112854004,3.762144478969276e-05
976000,1756,12200,-1.2180533409118652,2.890350103378296,2.5308923795819283e-05
984000,1757,12300,0.31434541940689087,2.8903470039367676,1.7602205844013952e-05
992000,1758,12400,0.017874956130981445,2.8903515338897705,2.182810021622572e-05
1000000,1758,12500,-1.6555488109588623,2.890352725982666,1.1971523235843051e-05
1008000,1759,12600,-0.5376625061035156,2.8903450965881348,3.6236840969650075e-05
1016000,1759,12700,-1.1513431072235107,2.8903493881225586,1.7284819477936253e-05
1024000,1759,12800,-0.4875633716583252,2.8903565406799316,3.2993943023029715e-05
1032000,1759,12900,-1.688727617263794,2.8903520107269287,3.255740011809394e-05
1040000,1760,13000,-1.3820116519927979,2.8903536796569824,2.566266994108446e-05
1048000,1761,13100,-1.2163000106811523,2.890352725982666,2.548472912167199e-05
1056000,1762,13200,-0.32176637649536133,2.8903517723083496,1.7047143046511337e-05
1064000,1762,13300,-1.6680142879486084,2.8903534412384033,1.6719499399187043e-05
1072000,1762,13400,-0.8274093866348267,2.8903489112854004,2.9844009986845776e-05
1080000,1763,13500,-0.4575674533843994,2.8903441429138184,1.9486788005451672e-05
1088000,1763,13600,-0.03166306018829346,2.89033579826355,1.5805280781933106e-05
1096000,1764,13700,-0.21431410312652588,2.8903415203094482,2.129453423549421e-05
1104000,1764,13800,-0.7700369358062744,2.890345573425293,2.8170328732812777e-05
1112000,1764,13900,-1.6894166469573975,2.890349864959717,2.700912045838777e-05
1120000,1763,14000,-0.5669395923614502,2.8903496265411377,3.055509296245873e-05
1128000,1762,14100,-0.7848246097564697,2.8903417587280273,1.93053074326599e-05
1136000,1762,14200,-0.8495371341705322,2.890333652496338,2.04734878934687e-05
1144000,1763,14300,-1.956406593322754,2.890345811843872,1.5168689060374163e-05
1152000,1762,14400,-2.3657610416412354,2.890341281890869,1.4381582332134712e-05
1160000,1762,14500,-0.4451131820678711,2.890338897705078,4.0497609006706625e-05
1168000,1760,14600,-0.5310641527175903,2.8903393745422363,3.2603311410639435e-05
1176000,1760,14700,-3.1476621627807617,2.8903472423553467,1.719216743367724e-05
1184000,1760,14800,-0.9122178554534912,2.8903515338897705,2.5868939701467752e-05
1192000,1761,14900,-0.7398474216461182,2.890350818634033,3.7203499232418835e-05
1200000,1762,15000,-0.04132688045501709,2.8903450965881348,1.3480115740094334e-05
1208000,1763,15100,0.2611507773399353,2.8903422355651855,1.829639404604677e-05
1216000,1763,15200,-0.6790909767150879,2.8903374671936035,1.960125518962741e-05
1224000,1764,15300,-0.3549083471298218,2.8903393745422363,1.3720045899390243e-05
1232000,1764,15400,-0.6326849460601807,2.890341281890869,3.239044963265769e-05
1240000,1764,15500,-0.40909862518310547,2.890347719192505,1.7434140318073332e-05
1248000,1764,15600,-2.9506146907806396,2.8903450965881348,1.9794551917584613e-05
1256000,1764,15700,-1.2004859447479248,2.890336275100708,2.7209316613152623e-05
1264000,1763,15800,-0.16589927673339844,2.89034366607666,2.2266534870141186e-05
1272000,1763,15900,-0.36665987968444824,2.890338897705078,2.4891956854844466e-05
1280000,1762,16000,-0.24056780338287354,2.890336275100708,2.9626238756463863e-05
1288000,1761,16100,-0.7403692007064819,2.890336513519287,1.8321481547900476e-05
1296000,1761,16200,-0.4356086254119873,2.8903391361236572,2.9130376788089052e-05
1304000,1762,16300,-0.4753226041793823,2.8903450965881348,9.10210201254813e-06
1312000,1763,16400,-3.2501487731933594,2.8903472423553467,1.776797216734849e-05
1320000,1763,16500,-0.28064537048339844,2.8903493881225586,2.605996633064933e-05
1328000,1763,16600,-0.21708440780639648,2.890343189239502,1.620345028641168e-05
1336000,1762,16700,-1.7879395484924316,2.890340566635132,1.8116383216693066e-05
1344000,1762,16800,-0.4778127670288086,2.8903441429138184,1.4566520803782623e-05
1352000,1762,16900,-1.4495995044708252,2.8903446197509766,3.635392204159871e-05
1360000,1761,17000,-1.4131755828857422,2.8903372287750244,2.3721677280263975e-05
1368000,1760,17100,-1.3034732341766357,2.8903307914733887,1.824841820052825e-05
1376000,1759,17200,-0.605819821357727,2.89033842086792,1.1964960322075058e-05
1384000,1760,17300,-0.9239305257797241,2.8903369903564453,1.2684494322456885e-05
1392000,1760,17400,-0.7828370332717896,2.890345335006714,2.1294679754646495e-05
1400000,1761,17500,-0.7815446853637695,2.890345811843872,1.806173713703174e-05
1408000,1761,17600,-0.9974884986877441,2.890350103378296,2.1909669158048928e-05
1416000,1761,17700,-0.7173912525177002,2.890349864959717,1.3476454114424996e-05
1424000,1761,17800,-0.5512733459472656,2.8903489112854004,1.3220394976087846e-05
1432000,1761,17900,-0.7001383304595947,2.890347719192505,3.094133717240766e-05
1440000,1760,18000,-1.0533311367034912,2.8903534412384033,2.6433608582010493e-05
1448000,1760,18100,-0.7684652805328369,2.8903555870056152,1.2662085282499902e-05
1456000,1761,18200,-0.5559283494949341,2.890354871749878,1.2852930012741126e-05
1464000,1760,18300,-1.1897690296173096,2.8903560638427734,2.2980459107202478e-05
1472000,1760,18400,-0.6949082612991333,2.890350818634033,2.7198180760024115e-05
1480000,1761,18500,-0.3653181791305542,2.890350103378296,1.3560968909587245e-05
1488000,1761,18600,-0.2244892120361328,2.890347719192505,1.1607718988670968e-05
1496000,1761,18700,-1.093409538269043,2.8903515338897705,2.0709780073957518e-05
1504000,1762,18800,-0.5060504674911499,2.8903536796569824,1.3406082871370018e-05
1512000,1763,18900,-0.7025421857833862,2.890352964401245,1.7822541849454865e-05
1520000,1763,19000,-0.5090649127960205,2.8903555870056152,1.1338930562487803e-05
1528000,1763,19100,-1.203552007675171,2.8903579711914062,1.169822189694969e-05
1536000,1763,19200,-0.9766236543655396,2.8903565406799316,1.2031227015540935e-05
1544000,1763,19300,-1.791031837463379,2.8903563022613525,1.9215283828089014e-05
1552000,1762,19400,-1.5292704105377197,2.8903555870056152,1.8781254766508937e-05
1560000,1763,19500,-1.7477302551269531,2.8903563022613525,2.9049781005596742e-05
1568000,1763,19600,-1.4161410331726074,2.8903565406799316,1.917605914059095e-05
1576000,1763,19700,-0.570029616355896,2.8903563022613525,1.452590095141204e-05
1584000,1763,19800,-1.0912113189697266,2.8903560638427734,1.6325062460964546e-05
1592000,1763,19900,-0.5809438228607178,2.89035701751709,1.0159917110286187e-05
1600000,1762,20000,-0.33511340618133545,2.8903555870056152,1.2398159014992416e-05
1608000,1763,20100,-0.16219019889831543,2.8903517723083496,1.0742737686086912e-05
1616000,1762,20200,-1.3706390857696533,2.890349864959717,2.3151924324338324e-05
1624000,1762,20300,-2.262890100479126,2.8903441429138184,1.430448901373893e-05
1632000,1762,20400,-0.39574944972991943,2.8903470039367676,1.5839284969842993e-05
1640000,1762,20500,-0.5274070501327515,2.8903465270996094,1.4694424862682354e-05
1648000,1761,20600,-0.6579172611236572,2.890350818634033,1.2365559996396769e-05
1656000,1762,20700,-0.8827956914901733,2.8903472423553467,2.3037964638206176e-05
1664000,1762,20800,-0.5783419609069824,2.8903486728668213,1.5555588106508367e-05
1672000,1762,20900,-2.3139142990112305,2.890348196029663,9.508250514045358e-06
1680000,1762,21000,-4.227597713470459,2.890350103378296,7.352688498940552e-06
1688000,1762,21100,-1.1657934188842773,2.890350341796875,1.0427757842990104e-05
1696000,1762,21200,-1.6725292205810547,2.8903450965881348,1.381999572913628e-05
1704000,1762,21300,-1.7006311416625977,2.890346050262451,1.4877850844641216e-05
1712000,1762,21400,-0.09024202823638916,2.890354871749878,8.689838068676181e-06
1720000,1762,21500,-0.763514518737793,2.890354633331299,1.8977920262841508e-05
1728000,1762,21600,-1.8001430034637451,2.890354871749878,1.2401181265886407e-05
1736000,1763,21700,-0.7458720207214355,2.890355110168457,8.444370905635878e-06
1744000,1763,21800,-0.882022500038147,2.890324115753174,1.4299419490271248e-05
1752000,1762,21900,-1.481907606124878,2.890333890914917,1.316578436671989e-05
1760000,1763,22000,-2.4101500511169434,2.890336513519287,1.5674420865252614e-05
1768000,1763,22100,-0.3822040557861328,2.8903419971466064,1.1113415894214995e-05
1776000,1763,22200,-0.9385905265808105,2.8903441429138184,1.395182334817946e-05
1784000,1763,22300,-0.08265447616577148,2.8903450965881348,8.401373634114861e-06
1792000,1762,22400,-1.517385721206665,2.890345573425293,9.035483344632667e-06
1800000,1762,22500,-0.25831329822540283,2.8903470039367676,1.6241037883446552e-05
1808000,1763,22600,0.190790057182312,2.8903510570526123,6.919200131960679e-06
1816000,1763,22700,-0.43264925479888916,2.890350580215454,8.900284228730015e-06
1824000,1763,22800,-1.694950819015503,2.8903541564941406,7.178887699410552e-06
1832000,1762,22900,-0.8279674053192139,2.8903582096099854,1.5455891116289422e-05
1840000,1762,23000,-2.0350496768951416,2.8903615474700928,9.97207644104492e-06
1848000,1761,23100,-0.7942423820495605,2.89036226272583,8.085450645012315e-06
1856000,1761,23200,-1.306217908859253,2.8903629779815674,1.9788754798355512e-05
1864000,1761,23300,-0.379891037940979,2.890362501144409,1.154891651822254e-05
1872000,1761,23400,-0.5898714065551758,2.89036226272583,1.1497717423480935e-05
1880000,1761,23500,-1.0518429279327393,2.890361785888672,1.3440027032629587e-05
1888000,1761,23600,-1.2584164142608643,2.8903613090515137,1.157913629867835e-05
1896000,1761,23700,-0.48972511291503906,2.890362501144409,1.608197999303229e-05
1904000,1761,23800,0.2361789345741272,2.8903534412384033,1.1550149793038145e-05
1912000,1761,23900,-0.9230403900146484,2.890354633331299,1.639138463360723e-05
1920000,1761,24000,-0.3935953378677368,2.8903536796569824,1.581111064297147e-05
1928000,1761,24100,-0.07901334762573242,2.8903298377990723,2.6350146072218195e-05
1936000,1761,24200,-0.8258390426635742,2.8903355598449707,1.585069730936084e-05
1944000,1761,24300,-0.33250951766967773,2.8903374671936035,1.0168027984036598e-05
1952000,1761,24400,-0.4162484407424927,2.89034104347229,1.539964068797417e-05
1960000,1761,24500,-1.4469311237335205,2.8903472423553467,1.323088235949399e-05
1968000,1761,24600,-0.16102492809295654,2.890346050262451,1.8148228264180943e-05
1976000,1761,24700,-2.4546282291412354,2.890350103378296,8.715864169062115e-06
1984000,1760,24800,0.01228785514831543,2.890352725982666,1.2522476026788354e-05
1992000,1760,24900,-0.7720954418182373,2.89035701751709,1.6219039025600068e-05
2000000,1760,25000,-0.5123113393783569,2.890357732772827,1.4487013686448336e-05
2008000,1760,25100,-0.8566811084747314,2.8903589248657227,9.251853043679148e-06
2016000,1760,25200,-0.31452977657318115,2.8903615474700928,6.205684712767834e-06
2024000,1759,25300,-0.7182554006576538,2.8903632164001465,1.2365926522761583e-05
2032000,1759,25400,-0.8214396238327026,2.890364646911621,1.3273218428366818e-05
2040000,1759,25500,-1.212472677230835,2.8903629779815674,1.5122588592930697e-05
2048000,1759,25600,-0.621111273765564,2.89036226272583,6.546587428601924e-06
2056000,1759,25700,-0.5677967071533203,2.8903632164001465,6.561534974025562e-06
2064000,1759,25800,-1.1367604732513428,2.8903613090515137,1.1746816198865417e-05
2072000,1759,25900,-0.728217601776123,2.8903613090515137,2.4969751393655315e-05
2080000,1759,26000,0.041456520557403564,2.890362501144409,1.2632505786314141e-05
2088000,1759,26100,-1.7122325897216797,2.8903629779815674,1.2373187928460538e-05
2096000,1759,26200,-0.7224383354187012,2.890364646911621,1.3934179150965065e-05
2104000,1760,26300,-1.062469720840454,2.8903636932373047,8.050164979067631e-06
2112000,1760,26400,-0.2705265283584595,2.8903629779815674,7.379868293355685e-06
2120000,1760,26500,-1.7059710025787354,2.890360116958618,1.541615347377956e-05
2128000,1760,26600,-0.47590959072113037,2.8903610706329346,1.3279583072289824e-05
2136000,1760,26700,0.2746673822402954,2.8903605937957764,4.955566510034259e-06
2144000,1761,26800,0.09791702032089233,2.89035964012146,6.794236014684429e-06
2152000,1761,26900,-1.1633920669555664,2.8903632164001465,1.0029040822701063e-05
2160000,1762,27000,-0.6628308296203613,2.8903610706329346,1.2580875591083895e-05
2168000,1762,27100,-0.7274802923202515,2.890359878540039,1.5088628060766496e-05
2176000,1762,27200,-1.652106523513794,2.890360116958618,1.0746656698756851e-05
2184000,1762,27300,-0.4091331958770752,2.8903584480285645,7.996398380782921e-06
2192000,1761,27400,-3.6083855628967285,2.8903582096099854,7.928952072688844e-06
2200000,1761,27500,-0.7748106718063354,2.8903603553771973,1.0812952496053185e-05
2208000,1761,27600,-0.38107895851135254,2.890359401702881,1.1277545127086341e-05
2216000,1761,27700,-2.4465138912200928,2.8903605937957764,1.2817290553357452e-05
2224000,1762,27800,-1.1890909671783447,2.8903605937957764,6.488112376246136e-06
2232000,1761,27900,-0.19865643978118896,2.8903629779815674,9.460180081077851e-06
2240000,1761,28000,-0.4051680564880371,2.890363931655884,2.3934044293127954e-05
2248000,1760,28100,-0.6960598230361938,2.890364646911621,9.205748938256875e-06
2256000,1760,28200,-1.0790867805480957,2.890364170074463,6.665847649856005e-06
2264000,1760,28300,-1.29514741897583,2.890364408493042,1.0373967597843148e-05
2272000,1761,28400,-0.18435633182525635,2.8903660774230957,1.1988660844508559e-05
2280000,1761,28500,-0.373049259185791,2.8903653621673584,7.268356512213359e-06
2288000,1761,28600,-0.32094621658325195,2.890364170074463,9.463155947742052e-06
2296000,1761,28700,0.1610211730003357,2.8903627395629883,4.789136255567428e-06
2304000,1761,28800,-0.28977108001708984,2.890361785888672,1.1465649549791124e-05
2312000,1761,28900,-0.21502113342285156,2.8903627395629883,1.3823640983900987e-05
2320000,1760,29000,-1.0454692840576172,2.890359401702881,8.24789094622247e-06
2328000,1761,29100,-1.5174376964569092,2.8903610706329346,7.030598681012634e-06
2336000,1761,29200,-3.8227529525756836,2.890359401702881,1.0271240171277896e-05
2344000,1761,29300,-0.22726726531982422,2.8903615474700928,6.5174522205779795e-06
2352000,1760,29400,-0.06440150737762451,2.890359878540039,6.6682523538474925e-06
2360000,1761,29500,-0.27460455894470215,2.8903636932373047,1.1150582395202946e-05
2368000,1761,29600,-0.9691251516342163,2.890364408493042,6.55761959933443e-06
2376000,1760,29700,-1.8080670833587646,2.890364646911621,5.728954874939518e-06
2384000,1760,29800,-0.5177680253982544,2.890364170074463,1.599798815732356e-05
2392000,1760,29900,-0.5879952907562256,2.890364408493042,1.3493535334418993e-05
2400000,1761,30000,-0.3339657783508301,2.8903651237487793,1.3131158993928693e-05
2408000,1761,30100,-0.85890793800354,2.8903632164001465,1.4149924027151428e-05
2416000,1761,30200,-0.5263223648071289,2.890364408493042,1.080113543139305e-05
2424000,1761,30300,0.1410922408103943,2.890357494354248,1.2560049071907997e-05
2432000,1760,30400,-0.022736430168151855,2.8903586864471436,7.195718353614211e-06
2440000,1760,30500,-0.01031959056854248,2.890357494354248,7.395914963126415e-06
2448000,1760,30600,0.011071503162384033,2.890359401702881,7.5068178375659045e-06
2456000,1761,30700,-2.28654408454895,2.8903629779815674,1.122324465541169e-05
2464000,1761,30800,-0.27093935012817383,2.8903610706329346,1.0076408216264099e-05
2472000,1761,30900,-1.0121948719024658,2.890361785888672,8.957747922977433e-06
2480000,1761,31000,-0.36895298957824707,2.8903326988220215,8.42010194901377e-06
2488000,1761,31100,0.030097663402557373,2.8903002738952637,3.2054879284260096e-06
2496000,1761,31200,-1.3372902870178223,2.8903088569641113,1.4102758541412186e-05
2504000,1761,31300,-1.3132238388061523,2.89031720161438,1.4424158507608809e-05
2512000,1761,31400,-0.8658812046051025,2.8903255462646484,7.966180419316515e-06
2520000,1761,31500,-0.635502815246582,2.8903298377990723,9.761030014487915e-06
2528000,1761,31600,-0.13072454929351807,2.890331745147705,9.633217814553063e-06
2536000,1761,31700,-0.7745256423950195,2.8903353214263916,1.2858674381277524e-05
2544000,1761,31800,-0.6086540222167969,2.890334367752075,6.426913842005888e-06
2552000,1761,31900,0.016541898250579834,2.8903346061706543,5.642078576784115e-06
2560000,1761,32000,-3.436878204345703,2.890338897705078,7.28521399651072e-06
2568000,1761,32100,-0.08857965469360352,2.8903391361236572,1.94978310901206e-05
2576000,1761,32200,-0.15346026420593262,2.890341281890869,1.1835279110528063e-05
2584000,1760,32300,-0.8873075246810913,2.890350818634033,1.4218401702237315e-05
2592000,1760,32400,-0.888459324836731,2.8903515338897705,9.589341061655432e-06
2600000,1760,32500,-0.6765173673629761,2.890353202819824,1.0457576536282431e-05
2608000,1760,32600,-0.90638267993927,2.8903558254241943,1.1892730981344357e-05
2616000,1760,32700,-0.2721061706542969,2.890352249145508,1.632251951377839e-05
2624000,1761,32800,0.04925799369812012,2.8903536796569824,5.822641924169147e-06
2632000,1761,32900,-1.4209239482879639,2.8903541564941406,7.759213985991664e-06
2640000,1761,33000,-2.596219539642334,2.890354633331299,4.564487426250707e-06
2648000,1761,33100,-1.3806889057159424,2.8903584480285645,5.7684856074047275e-06
2656000,1761,33200,-0.8772759437561035,2.890360116958618,1.342461291642394e-05
2664000,1761,33300,-0.43182313442230225,2.8903584480285645,5.614214842353249e-06
2672000,1761,33400,-1.1364009380340576,2.89035701751709,1.1449071280367207e-05
2680000,1761,33500,-1.8250114917755127,2.890360116958618,1.1820382496807724e-05
2688000,1761,33600,-2.956688642501831,2.890364170074463,7.710854333708994e-06
2696000,1761,33700,-0.4965343475341797,2.890364170074463,1.2728576621157117e-05
2704000,1760,33800,-0.14066410064697266,2.890364646911621,8.412806892010849e-06
2712000,1760,33900,-1.762552261352539,2.8903660774230957,1.069910194928525e-05
2720000,1760,34000,-0.31375622749328613,2.890364646911621,6.76147692502127e-06
2728000,1760,34100,-1.1246707439422607,2.890364408493042,1.1845802873722278e-05
2736000,1759,34200,-3.956636428833008,2.8903660774230957,1.049867660185555e-05
2744000,1759,34300,-1.2596862316131592,2.8903660774230957,8.498542229062878e-06
2752000,1759,34400,-0.3427542448043823,2.890366792678833,8.097981663013343e-06
2760000,1759,34500,-1.0187435150146484,2.8903656005859375,5.4437741709989496e-06
2768000,1759,34600,-0.4134124517440796,2.890363931655884,7.744398317299783e-06
2776000,1759,34700,-0.8771823644638062,2.8903603553771973,8.917956620280165e-06
2784000,1759,34800,-0.1976025104522705,2.8903605937957764,1.0069556992675643e-05
2792000,1759,34900,-0.9203280210494995,2.8903605937957764,6.325947651930619e-06
2800000,1760,35000,-0.7238564491271973,2.8903591632843018,8.144075763993897e-06
2808000,1760,35100,-1.2084248065948486,2.8903603553771973,5.006095761928009e-06
2816000,1760,35200,-1.775940179824829,2.8903582096099854,5.2303030315670185e-06
2824000,1760,35300,-0.6364648342132568,2.890359401702881,6.350658168230439e-06
2832000,1760,35400,-0.3877866268157959,2.8903610706329346,9.80893037194619e-06
2840000,1759,35500,-1.2536816596984863,2.890361785888672,9.875535397441126e-06
2848000,1759,35600,-0.04167473316192627,2.8903610706329346,4.674393949244404e-06
2856000,1759,35700,-0.28269124031066895,2.890362501144409,4.833163075090852e-06
2864000,1759,35800,-1.5450468063354492,2.8903610706329346,6.239634785742965e-06
2872000,1759,35900,-0.6969040632247925,2.890361785888672,9.3626858870266e-06
2880000,1759,36000,-0.48732447624206543,2.8903610706329346,1.2972140211786609e-05
2888000,1760,36100,-5.422873497009277,2.8903636932373047,6.72132000545389e-06
2896000,1760,36200,-1.0174734592437744,2.8903632164001465,1.1722509043465834e-05
2904000,1760,36300,-1.3298110961914062,2.890362501144409,4.26009592047194e-06
2912000,1760,36400,-0.5028189420700073,2.890359878540039,4.721374807559187e-06
2920000,1760,36500,-3.0846691131591797,2.8903586864471436,1.0949452189379372e-05
2928000,1760,36600,-1.035588264465332,2.890359401702881,6.475098871305818e-06
2936000,1760,36700,-0.4347543716430664,2.8903634548187256,5.728928044845816e-06
2944000,1760,36800,-1.0204482078552246,2.8903634548187256,8.207143764593638e-06
2952000,1760,36900,-1.7732036113739014,2.890362501144409,1.3434345419227611e-05
2960000,1760,37000,-1.1843926906585693,2.890357494354248,7.407655175484251e-06
2968000,1760,37100,-0.3177286386489868,2.89035701751709,9.078151379071642e-06
2976000,1760,37200,-0.9571411609649658,2.890359878540039,5.037535629526246e-06
2984000,1760,37300,-1.574544906616211,2.8903605937957764,4.568703843688127e-06
2992000,1760,37400,-0.22636866569519043,2.8903603553771973,5.921842785028275e-06
3000000,1760,37500,-1.1323661804199219,2.8903613090515137,8.067905582720414e-06
3008000,1760,37600,-0.6466631889343262,2.890361785888672,4.23292794948793e-06
3016000,1760,37700,-0.711560845375061,2.890364170074463,9.485273039899766e-06
3024000,1760,37800,-1.0662298202514648,2.8903634548187256,1.1682433068926912e-05
3032000,1760,37900,-1.9586730003356934,2.8903632164001465,5.626489382848376e-06
3040000,1760,38000,-0.15595197677612305,2.8903632164001465,7.755767001071945e-06
3048000,1760,38100,-1.5051982402801514,2.890361785888672,5.683983999915654e-06
3056000,1760,38200,-0.7962193489074707,2.890364646911621,7.5798989200848155e-06
3064000,1760,38300,-0.8812083005905151,2.890364408493042,6.882028628751868e-06
3072000,1760,38400,-0.1268308162689209,2.8903651237487793,5.432120815385133e-06
3080000,1760,38500,-0.17720270156860352,2.8903651237487793,7.856635420466773e-06
3088000,1760,38600,-0.8128219842910767,2.8903653621673584,9.120632967096753e-06
3096000,1760,38700,-1.7531960010528564,2.8903660774230957,6.281477453740081e-06
3104000,1759,38800,-1.5914833545684814,2.8903660774230957,4.760483534482773e-06
3112000,1760,38900,-1.5123305320739746,2.890366554260254,4.8144147513085045e-06
3120000,1759,39000,-0.536086916923523,2.890366792678833,5.867763320566155e-06
3128000,1759,39100,-0.884635329246521,2.890366315841675,4.0164513848139904e-06
3136000,1759,39200,-0.3119012117385864,2.8903675079345703,5.1180936679884326e-06
3144000,1759,39300,-0.7029879093170166,2.8903675079345703,3.0820865504210815e-06
3152000,1759,39400,-0.5347728729248047,2.890367031097412,5.418970886239549e-06
3160000,1759,39500,-0.5227636098861694,2.8903675079345703,6.192615728650708e-06
3168000,1759,39600,-0.7823622226715088,2.8903679847717285,8.177917152352165e-06
3176000,1759,39700,-0.08711647987365723,2.890366554260254,5.143086127645802e-06
3184000,1759,39800,-0.89146888256073,2.890366792678833,6.97386485626339e-06
3192000,1759,39900,-0.8561283349990845,2.890367031097412,5.722743935621111e-06
3200000,1759,40000,-0.6110695600509644,2.890364646911621,7.1931453931028955e-06
3208000,1760,40100,-0.5195462703704834,2.8903653621673584,7.895734597695991e-06
3216000,1760,40200,-0.28100550174713135,2.890362501144409,6.022225079505006e-06
3224000,1760,40300,-0.07948851585388184,2.8903629779815674,4.243302100803703e-06
3232000,1760,40400,-0.27331840991973877,2.890361785888672,8.204862751881592e-06
3240000,1760,40500,-1.2806432247161865,2.8903632164001465,5.2474620133580174e-06
3248000,1760,40600,-0.6528869867324829,2.8903629779815674,5.567464086198015e-06
3256000,1760,40700,-0.6322165727615356,2.890364408493042,8.094085387710948e-06
3264000,1760,40800,-0.4010472297668457,2.8903632164001465,6.555636900884565e-06
3272000,1760,40900,-0.48134171962738037,2.89036226272583,6.690615009574685e-06
3280000,1760,41000,-0.8450219631195068,2.890364170074463,5.7049769566219766e-06
3288000,1760,41100,-2.8570938110351562,2.890361785888672,7.0261435212159995e-06
3296000,1760,41200,-3.2971949577331543,2.890364170074463,5.37418736712425e-06
3304000,1760,41300,-1.5221953392028809,2.8903632164001465,5.257072189124301e-06
3312000,1760,41400,-0.48573124408721924,2.890364408493042,6.044186193321366e-06
3320000,1760,41500,-2.664860248565674,2.8903651237487793,8.445795174338855e-06
3328000,1760,41600,-0.6953305006027222,2.8903658390045166,9.53114613366779e-06
3336000,1760,41700,-0.4087510108947754,2.890364170074463,5.313840574672213e-06
3344000,1760,41800,-0.4834585189819336,2.890363931655884,5.911951120651793e-06
3352000,1760,41900,-0.8964900970458984,2.8903629779815674,6.923856744833756e-06
3360000,1759,42000,-1.6883432865142822,2.89036226272583,1.1833403732453007e-05
3368000,1759,42100,-0.20960402488708496,2.8903629779815674,6.505249075416941e-06
3376000,1758,42200,-1.0967106819152832,2.890362501144409,6.985318123042816e-06
3384000,1758,42300,-1.3796277046203613,2.89036226272583,4.644803539122222e-06
