value_loss,learning rate,avg reward,fps,explained_variance,nupdates,total_timesteps,policy_entropy
0.052760083228349686,0.001,0.7032372817397118,30,-303.9344787597656,1,80,2.197218894958496
0.046145401895046234,0.001,1.4446099504828454,1219,-0.10762083530426025,100,8000,2.197200298309326
0.2509327828884125,0.001,2.573421388864517,1527,-0.03511357307434082,200,16000,2.197113513946533
0.1393604278564453,0.001,3.3016632080078123,1667,-0.01888096332550049,300,24000,2.196643352508545
0.13118794560432434,0.001,3.6383296340703963,1739,0.014841139316558838,400,32000,2.1942763328552246
0.4316393733024597,0.001,3.3477534681558607,1798,0.0561947226524353,500,40000,2.1740193367004395
0.06478803604841232,0.001,2.3559575259685515,1836,-0.01585531234741211,600,48000,2.119736909866333
0.11412570625543594,0.001,1.9888796642422677,1857,0.08533883094787598,700,56000,2.0428428649902344
0.05884196236729622,0.001,3.632756420969963,1871,0.03936481475830078,800,64000,1.7351242303848267
0.06893771141767502,0.001,1.1762869715690614,1888,0.2014409899711609,900,72000,1.9841514825820923
0.21455875039100647,0.001,1.9848285540938377,1898,0.09359556436538696,1000,80000,1.9205029010772705
0.0451660118997097,0.001,1.810223650932312,1906,0.35132789611816406,1100,88000,0.07431446015834808
2.2472825050354004,0.001,6.582395821809769,1916,0.044187963008880615,1200,96000,0.00011505627480801195
0.10697159916162491,0.001,-2.8830580323934556,1921,0.2807523012161255,1300,104000,1.1346865562332642e-18
1.7417175769805908,0.001,10.10350307226181,1929,-0.10137176513671875,1400,112000,3.2591174203844275e-09
0.060934264212846756,0.001,0.014361632615327835,1934,0.6715503633022308,1500,120000,5.710436835115852e-20
0.08199498802423477,0.001,7.834164434671402,1942,0.6048421859741211,1600,128000,1.0509090373642009e-21
0.5593923926353455,0.001,22.157936525344848,1945,-1.2203726768493652,1700,136000,2.120807022565948e-15
33.18803787231445,0.001,-28.85933713912964,1948,-0.018924355506896973,1800,144000,0.0
20.01485824584961,0.001,17.561015701293947,1953,0.03372925519943237,1900,152000,0.0006608645198866725
0.2173169106245041,0.001,12.077777922153473,1957,0.4200579524040222,2000,160000,4.722036445142429e-28
0.7917832136154175,0.001,5.759702098369599,1959,-0.9125138521194458,2100,168000,0.00473389495164156
0.24111899733543396,0.001,18.206884741783142,1961,0.4891771078109741,2200,176000,0.0
0.7445877194404602,0.001,-26.233647632598878,1963,0.5628849864006042,2300,184000,0.0
2.152811288833618,0.001,28.858235049247742,1964,-3.94065523147583,2400,192000,1.2976102414796742e-09
