fps,nupdates,avg reward,total_timesteps,value_loss,explained_variance,policy_entropy
56,1,-0.003516492372727953,80,3.6993773392168805e-05,-3.8388991355895996,1.7917592525482178
1375,100,0.1311146010308221,8000,0.04952455684542656,0.03154224157333374,1.7917591333389282
1574,200,0.14045185958966613,16000,0.019143356010317802,0.19597285985946655,1.7917587757110596
1642,300,0.3192116484977305,24000,0.0365484319627285,0.025434672832489014,1.7917581796646118
1697,400,0.43788708820939065,32000,0.0004435204900801182,0.8478740900754929,1.7917518615722656
1740,500,0.7621978230774402,40000,0.041181646287441254,0.06931579113006592,1.7917054891586304
1749,600,1.1185914404690265,48000,0.05202530696988106,-0.052367329597473145,1.7916284799575806
1751,700,1.1633035585284233,56000,0.06073981523513794,0.39500898122787476,1.7913728952407837
1742,800,1.0770162366330625,64000,0.0014953798381611705,0.9243258163332939,1.790673017501831
1748,900,1.3438046917319297,72000,0.0033466420136392117,0.9762927871197462,1.7908653020858765
1750,1000,1.2974603354930878,80000,0.009087189100682735,0.8914418816566467,1.7864110469818115
1762,1100,0.8483142299577594,88000,0.004539830144494772,0.9647232070565224,1.780561089515686
1765,1200,1.650742583721876,96000,0.1561032235622406,0.27794182300567627,1.7795143127441406
1773,1300,1.4501935739070178,104000,0.004566376097500324,0.9760016053915024,1.777531623840332
1769,1400,1.2289536401629448,112000,0.04262294992804527,0.7827178835868835,1.7898231744766235
1774,1500,1.3387599281966687,120000,0.008830027654767036,0.9201697632670403,1.785792589187622
1773,1600,1.2969792559742928,128000,0.010935872793197632,0.9059929400682449,1.7838302850723267
1774,1700,0.7844772230833769,136000,0.003171595511958003,0.9696417730301619,1.7849159240722656
1779,1800,1.504725980013609,144000,0.0366399884223938,0.6871719062328339,1.7815008163452148
1786,1900,0.9767160907387733,152000,0.006279694847762585,0.8716004341840744,1.785525918006897
1790,2000,1.2790824837982655,160000,0.07147519290447235,0.5829132795333862,1.7884242534637451
1788,2100,0.9132399331778288,168000,0.044375695288181305,0.652258962392807,1.7865657806396484
1792,2200,1.5183009415864945,176000,0.013536626473069191,0.9222109839320183,1.7821182012557983
1795,2300,1.9119020596146583,184000,0.011109082028269768,0.9510286375880241,1.7798058986663818
1800,2400,0.9612780978903175,192000,0.02401343546807766,0.9016516879200935,1.7698376178741455
1802,2500,0.798984351567924,200000,0.16544649004936218,0.22457879781723022,1.7562239170074463
1809,2600,0.9904778279364109,208000,0.014049266465008259,0.9136390909552574,1.76206374168396
1806,2700,0.6888065956096397,216000,0.014720174483954906,0.9072437584400177,1.7781455516815186
1811,2800,0.8477667758706957,224000,0.035083167254924774,0.8925985917448997,1.776458501815796
1816,2900,0.9753091121092439,232000,0.06410524994134903,0.823821097612381,1.7541921138763428
1817,3000,1.3315194096416234,240000,0.016983380541205406,0.9390106201171875,1.7458645105361938
1822,3100,1.4841810170561076,248000,0.01328450720757246,0.9739023260772228,1.736795425415039
1825,3200,1.2724382389336824,256000,0.028994277119636536,0.9487835355103016,1.7188365459442139
1828,3300,1.5818409577012063,264000,0.04786226898431778,0.8729261159896851,1.7286500930786133
1833,3400,1.2909435009583832,272000,0.01784537173807621,0.9309060946106911,1.7346956729888916
1833,3500,1.9155307456851005,280000,0.021669598296284676,0.943600956350565,1.6569007635116577
1835,3600,0.9596759990090504,288000,0.01785081997513771,0.9436054155230522,1.6668717861175537
1838,3700,1.3518067928031088,296000,0.01821751333773136,0.964012797921896,1.644518494606018
1839,3800,1.0472529372171266,304000,0.03119622729718685,0.9549140110611916,1.7153809070587158
1839,3900,1.569915316812694,312000,0.05170411616563797,0.8258812427520752,1.6882871389389038
1841,4000,1.6820860747247934,320000,0.030139442533254623,0.9032324403524399,1.5761072635650635
