fps,avg reward,nupdates,total_timesteps,policy_entropy,explained_variance,value_loss
1878,2.002198249497451,61500,4920000,1.5955021381378174,0.9879912408068776,0.012280330993235111
1878,2.166646212153137,61600,4928000,1.5855114459991455,0.9791103191673756,0.019180357456207275
1878,2.2663158926181497,61700,4936000,1.565274715423584,0.9805442430078983,0.022099066525697708
1878,2.4593408627435567,61800,4944000,1.6434106826782227,0.9443642199039459,0.031230341643095016
1878,2.24791442155838,61900,4952000,1.6757333278656006,0.8989999890327454,0.023321818560361862
1879,1.907944108173251,62000,4960000,1.6482040882110596,0.9745256789028645,0.013612523674964905
1879,2.102751341834664,62100,4968000,1.6223869323730469,0.9845325630158186,0.017280057072639465
1879,1.1241222850745545,62200,4976000,1.691773772239685,0.907600536942482,0.06328264623880386
1878,2.419899479113519,62300,4984000,1.6121593713760376,0.9949228935874999,0.00744535680860281
1878,1.5975924037396907,62400,4992000,1.6537024974822998,0.9700442794710398,0.011996770277619362
1878,1.1973369838669896,62500,5000000,1.7277145385742188,0.9475632086396217,0.029941577464342117
1878,2.625820081308484,62600,5008000,1.5706764459609985,0.9681048467755318,0.0460783950984478
1879,1.5525313364341855,62700,5016000,1.6741359233856201,0.9113324508070946,0.07070240378379822
1879,1.9179144468158484,62800,5024000,1.666744589805603,0.928728923201561,0.04352843761444092
1879,2.0657954826951026,62900,5032000,1.6227729320526123,0.9857385065406561,0.01697499491274357
1879,1.8602029815316201,63000,5040000,1.6449394226074219,0.9670802466571331,0.030853059142827988
1879,1.9123708526196423,63100,5048000,1.5985044240951538,0.9413743317127228,0.07778827100992203
1879,2.0683812333270906,63200,5056000,1.6221849918365479,0.9533111192286015,0.05258971452713013
1879,1.5653004445135594,63300,5064000,1.6037750244140625,0.925172932446003,0.04674658179283142
1879,1.6038303717970848,63400,5072000,1.6684077978134155,0.8904197588562965,0.03282416611909866
1879,1.7899144053459168,63500,5080000,1.6830285787582397,0.9836305119097233,0.011514781974256039
1879,2.061136148497462,63600,5088000,1.6361442804336548,0.9850705415010452,0.013627121224999428
1879,2.7101195119321346,63700,5096000,1.560722827911377,0.9824103228747845,0.010318683460354805
1879,1.4059170244727284,63800,5104000,1.7036575078964233,0.9682225733995438,0.01892196759581566
1879,1.641672514565289,63900,5112000,1.6920301914215088,0.9627019539475441,0.026332015171647072
1879,1.8863985175266862,64000,5120000,1.657497763633728,0.96292669698596,0.029254550114274025
1879,1.6773560702800752,64100,5128000,1.6700899600982666,0.9896120829507709,0.013444463722407818
1879,2.2643106220290066,64200,5136000,1.6046736240386963,0.9614719562232494,0.0355139821767807
1879,2.0720112981973218,64300,5144000,1.6124801635742188,0.9477826915681362,0.07280098646879196
1879,1.6837817167397588,64400,5152000,1.6408588886260986,0.9854406686499715,0.016704771667718887
1879,2.314823708683252,64500,5160000,1.672024130821228,0.9709031451493502,0.01914520561695099
1880,2.6874346459284424,64600,5168000,1.6006839275360107,0.9089452847838402,0.09666737169027328
1880,1.6826710382476449,64700,5176000,1.7013731002807617,0.9735371414572,0.01382424682378769
1880,1.9914616105146705,64800,5184000,1.6803863048553467,0.9483118951320648,0.0392402745783329
1880,2.0473874233663083,64900,5192000,1.6561005115509033,0.9486206509172916,0.03829120844602585
1881,1.8077060430310667,65000,5200000,1.700351357460022,0.9877792233601213,0.00770141277462244
1881,2.0971656925976276,65100,5208000,1.6850612163543701,0.9858340881764889,0.011278822086751461
1881,2.5902444615960123,65200,5216000,1.5609607696533203,0.9606089778244495,0.03697577863931656
1881,1.7984641190618276,65300,5224000,1.629098653793335,0.9749516285955906,0.015353229828178883
1881,2.1439760498702527,65400,5232000,1.640878677368164,0.9797288123518229,0.021915722638368607
1881,3.0233496353030205,65500,5240000,1.6329452991485596,0.9126822873950005,0.03203403204679489
1881,1.4853893719613551,65600,5248000,1.6939016580581665,0.9812090434134007,0.016967540606856346
1880,1.693964605499059,65700,5256000,1.6660350561141968,0.994815653655678,0.006900418549776077
1881,1.6659131014719606,65800,5264000,1.6632483005523682,0.9614999666810036,0.04366881027817726
1881,2.00679035410285,65900,5272000,1.627791166305542,0.9807906020432711,0.025603052228689194
1881,2.140549692604691,66000,5280000,1.6016422510147095,0.9611130058765411,0.04093629866838455
1881,2.246768878493458,66100,5288000,1.647619605064392,0.9561275914311409,0.03357512876391411
1881,1.678295471984893,66200,5296000,1.6452748775482178,0.9800237491726875,0.017241917550563812
1881,1.6460668975487351,66300,5304000,1.6971288919448853,0.9674407988786697,0.02311006560921669
1882,2.5009518299251794,66400,5312000,1.5844945907592773,0.9578537158668041,0.03525475785136223
1882,2.402441236469895,66500,5320000,1.5556933879852295,0.9572818242013454,0.04565461352467537
1882,2.6800736624747517,66600,5328000,1.5580934286117554,0.9848185172304511,0.017177488654851913
1882,2.49895111694932,66700,5336000,1.5797010660171509,0.9666468873620033,0.03248033672571182
1883,2.631670845299959,66800,5344000,1.5347568988800049,0.9473487660288811,0.033194009214639664
1883,2.073459069803357,66900,5352000,1.6533725261688232,0.972085889428854,0.020850634202361107
1883,1.9282542487606407,67000,5360000,1.6401917934417725,0.9581295177340508,0.024233736097812653
1883,1.5968287791125477,67100,5368000,1.7035236358642578,0.9957223641686141,0.004005116876214743
1884,2.5516939729452135,67200,5376000,1.5945320129394531,0.9738581515848637,0.025097936391830444
1884,1.569859028980136,67300,5384000,1.6603879928588867,0.9377021603286266,0.04421386867761612
1884,1.5831447679549455,67400,5392000,1.6538994312286377,0.9836490135639906,0.01325302105396986
1884,2.3243490206077695,67500,5400000,1.6560966968536377,0.9808286651968956,0.02833690121769905
1885,1.8000130975618958,67600,5408000,1.673912763595581,0.9880304615944624,0.012575013563036919
1885,2.5385432079434396,67700,5416000,1.594372034072876,0.9774598386138678,0.015083035454154015
1885,2.206786776892841,67800,5424000,1.6186195611953735,0.9446691833436489,0.060559965670108795
1885,1.9302412278950214,67900,5432000,1.6765763759613037,0.967561412602663,0.024086294695734978
1885,2.9885720014572144,68000,5440000,1.6347200870513916,0.9769808892160654,0.010305382311344147
1885,2.2234494173899293,68100,5448000,1.689501166343689,0.8947852924466133,0.0731276199221611
1885,1.813540805876255,68200,5456000,1.678826093673706,0.9889062633737922,0.009157038293778896
1885,2.0550295021850618,68300,5464000,1.6365381479263306,0.9812429863959551,0.0153261199593544
1885,2.088788682408631,68400,5472000,1.6747815608978271,0.9576298296451569,0.03721604868769646
1885,1.8274230303242802,68500,5480000,1.6426528692245483,0.9876619260758162,0.006789973936975002
1885,1.9084935229271651,68600,5488000,1.6407039165496826,0.9890265632420778,0.014106867834925652
1886,1.6493227570317686,68700,5496000,1.6013906002044678,0.9621898122131824,0.016508635133504868
1886,2.3064517242833973,68800,5504000,1.6560678482055664,0.9654701314866543,0.04274580627679825
1886,2.002154413610697,68900,5512000,1.6335195302963257,0.8780428469181061,0.07249727100133896
1886,2.512350847572088,69000,5520000,1.5864903926849365,0.9477240331470966,0.05512744188308716
1886,1.92647300735116,69100,5528000,1.653280258178711,0.9492205008864403,0.02125154808163643
1886,2.2175717988517136,69200,5536000,1.5961477756500244,0.9823733773082495,0.019925890490412712
1887,2.7632407262921332,69300,5544000,1.5768803358078003,0.9680641517043114,0.024183616042137146
1886,2.4229553528130054,69400,5552000,1.6694856882095337,0.9867119481787086,0.013588677160441875
1887,2.383122791349888,69500,5560000,1.572621464729309,0.9293719157576561,0.03532492369413376
1887,1.6233020657673478,69600,5568000,1.6654478311538696,0.9478421844542027,0.03907708451151848
1887,2.421234022080898,69700,5576000,1.5770618915557861,0.983551137149334,0.01404088456183672
1887,2.5787961557507515,69800,5584000,1.629065752029419,0.9856726443395019,0.01652153953909874
1887,2.7063484847545625,69900,5592000,1.600913643836975,0.8994524627923965,0.0460236556828022
1887,2.0628581240773203,70000,5600000,1.669008493423462,0.9282009229063988,0.021086525171995163
1887,2.2224680832587183,70100,5608000,1.627648949623108,0.970341332256794,0.020494449883699417
1887,1.5130156777799129,70200,5616000,1.6763341426849365,0.9854633072391152,0.012862788513302803
1887,1.4526713777333498,70300,5624000,1.6226400136947632,0.9796300958842039,0.012223911471664906
1887,1.9950712041463703,70400,5632000,1.6214876174926758,0.9631124660372734,0.030396003276109695
1887,2.3516466254368424,70500,5640000,1.5637236833572388,0.9872673004865646,0.012356379069387913
1887,2.7075952418148517,70600,5648000,1.5718389749526978,0.9792313575744629,0.02872171439230442
1887,1.7422121868934481,70700,5656000,1.6873754262924194,0.9758597183972597,0.014539691619575024
1887,2.790487250685692,70800,5664000,1.627187728881836,0.9721915069967508,0.025425266474485397
1887,2.1720102719962595,70900,5672000,1.6490694284439087,0.9926492073573172,0.00569692999124527
1887,1.7267287222668528,71000,5680000,1.6412582397460938,0.909603014588356,0.10125752538442612
1887,2.7296614229679106,71100,5688000,1.6232811212539673,0.9738902170211077,0.017315153032541275
1887,1.8235421900637447,71200,5696000,1.6693922281265259,0.9623862244188786,0.03553847596049309
1887,2.0023040898144244,71300,5704000,1.640470266342163,0.9647174514830112,0.023400578647851944
1888,2.0459282556548715,71400,5712000,1.621551513671875,0.9426377341151237,0.05944415181875229
1888,2.33805215745233,71500,5720000,1.6026108264923096,0.9705198258161545,0.026190290227532387
1888,1.977775795571506,71600,5728000,1.6990470886230469,0.9711037762463093,0.02600259706377983
1888,2.588974627479911,71700,5736000,1.6192775964736938,0.9547310508787632,0.0412515290081501
1888,1.8727009048685432,71800,5744000,1.7044512033462524,0.9679977707564831,0.023604415357112885
1888,2.7591036416590216,71900,5752000,1.5792914628982544,0.9898203173652291,0.010330907069146633
1888,2.4750324956024996,72000,5760000,1.6870079040527344,0.88227129727602,0.0658593699336052
1888,2.59678820297122,72100,5768000,1.7081501483917236,0.9635137729346752,0.019420446828007698
1888,1.9710231848061084,72200,5776000,1.6693832874298096,0.9131991192698479,0.02242572046816349
1889,2.193059880286455,72300,5784000,1.6543067693710327,0.9530399180948734,0.02796330489218235
1889,1.7399399012327195,72400,5792000,1.6939300298690796,0.9482879117131233,0.03186675161123276
1889,2.162187183275819,72500,5800000,1.6570580005645752,0.9760176334530115,0.017389994114637375
1889,2.1568420261144636,72600,5808000,1.60471510887146,0.9460156559944153,0.03278806060552597
1889,2.154704145062715,72700,5816000,1.685246467590332,0.9689121264964342,0.044115934520959854
1889,2.8550706997513773,72800,5824000,1.6034774780273438,0.9579710327088833,0.03785032033920288
1889,1.75734394043684,72900,5832000,1.661391258239746,0.9600719846785069,0.0671161562204361
1889,2.523019914329052,73000,5840000,1.6405836343765259,0.9841982740908861,0.016256017610430717
1889,2.88420482724905,73100,5848000,1.6234382390975952,0.9270930215716362,0.023250943049788475
1889,1.9019102923572064,73200,5856000,1.6878570318222046,0.9533127620816231,0.03833146393299103
1889,2.7303675808012486,73300,5864000,1.5891680717468262,0.9598519317805767,0.03296804428100586
1889,2.136868764460087,73400,5872000,1.666208028793335,0.9241963177919388,0.0619647316634655
1889,2.413143176585436,73500,5880000,1.6228030920028687,0.966679535806179,0.02913050353527069
1889,1.9332513958215714,73600,5888000,1.6693382263183594,0.9713471103459597,0.015699762850999832
1889,1.7121165938675404,73700,5896000,1.7096484899520874,0.9500083029270172,0.024568110704421997
1889,2.504222163185477,73800,5904000,1.625244140625,0.9790927395224571,0.026983415707945824
1889,2.470780502259731,73900,5912000,1.6431305408477783,0.9313710555434227,0.03976701945066452
1889,2.186726136505604,74000,5920000,1.6009162664413452,0.9516810365021229,0.03654532879590988
1889,2.1570195741951466,74100,5928000,1.6707435846328735,0.9795008096843958,0.014837403781712055
1890,1.656355852819979,74200,5936000,1.6635425090789795,0.990562092512846,0.009547038935124874
1890,1.793922564946115,74300,5944000,1.6533714532852173,0.9923224286176264,0.006898197345435619
1890,2.8146260803565384,74400,5952000,1.6105260848999023,0.9683867916464806,0.024414418265223503
1890,1.7866721097379923,74500,5960000,1.6829278469085693,0.9656326845288277,0.030114326626062393
1890,2.668435079231858,74600,5968000,1.579473853111267,0.9850772907957435,0.018467260524630547
1890,2.8090936288237573,74700,5976000,1.5536317825317383,0.9500305280089378,0.04167415574193001
1890,1.8219674018211662,74800,5984000,1.6592546701431274,0.9863970316946507,0.017307346686720848
1890,2.352219331637025,74900,5992000,1.5885884761810303,0.988445533439517,0.01782400906085968
1890,1.934251967817545,75000,6000000,1.6548945903778076,0.8735265135765076,0.039990562945604324
1891,2.499401345476508,75100,6008000,1.6479727029800415,0.9654473699629307,0.03591664135456085
1891,2.6076400920748712,75200,6016000,1.6047728061676025,0.9530950039625168,0.03652960807085037
1891,2.036581815779209,75300,6024000,1.654895544052124,0.9651825614273548,0.04638010263442993
1891,2.3400340545922518,75400,6032000,1.5735948085784912,0.9773711934685707,0.022652963176369667
1891,1.879167564958334,75500,6040000,1.651516318321228,0.9244619831442833,0.03941494971513748
1891,2.3821014750748875,75600,6048000,1.6080551147460938,0.9872171962633729,0.016044970601797104
1891,2.4289815742871723,75700,6056000,1.5886119604110718,0.9846818260848522,0.02230074815452099
1891,1.9295517023652793,75800,6064000,1.6663614511489868,0.9497781209647655,0.024851467460393906
1891,1.5404031034559011,75900,6072000,1.641871690750122,0.96514031291008,0.0136770810931921
1891,2.0546719089150427,76000,6080000,1.6373682022094727,0.8548239171504974,0.09454534947872162
1891,1.8662888162769378,76100,6088000,1.6280933618545532,0.982632040977478,0.010559751652181149
1891,2.4545659344643354,76200,6096000,1.5752745866775513,0.9844015454873443,0.023251183331012726
1891,1.7672158909961582,76300,6104000,1.674615502357483,0.9026295840740204,0.07057003676891327
1891,1.5654955301433802,76400,6112000,1.6716560125350952,0.9683579280972481,0.02529502473771572
1891,2.741137409210205,76500,6120000,1.6088230609893799,0.8899936825037003,0.07779411226511002
1891,2.3915431819856168,76600,6128000,1.65996515750885,0.9363085553050041,0.04083511605858803
1891,1.6942477169446648,76700,6136000,1.666603446006775,0.9814070966094732,0.023871231824159622
1891,2.038516904972494,76800,6144000,1.6223564147949219,0.6723076105117798,0.1966007500886917
1891,2.194281731825322,76900,6152000,1.6153703927993774,0.9499893859028816,0.028413161635398865
1891,1.876769261364825,77000,6160000,1.699723482131958,0.9656572639942169,0.029337862506508827
1891,2.206628991663456,77100,6168000,1.6601111888885498,0.9565029740333557,0.02962532639503479
1892,1.834388045221567,77200,6176000,1.6321607828140259,0.9938248973339796,0.006196497939527035
1892,2.1782455884385854,77300,6184000,1.6694107055664062,0.8748293370008469,0.14920535683631897
1892,2.0500044802203776,77400,6192000,1.6885133981704712,0.9360741749405861,0.07218945026397705
1892,1.7837932558730245,77500,6200000,1.6826026439666748,0.871258944272995,0.12441448122262955
1892,2.8692421529442074,77600,6208000,1.6347887516021729,0.9483979493379593,0.08408689498901367
1892,2.8288831543177366,77700,6216000,1.559267282485962,0.9720555450767279,0.025559628382325172
1892,2.2716900803148747,77800,6224000,1.6537758111953735,0.9707778617739677,0.023194318637251854
1892,1.8122542206197978,77900,6232000,1.6690318584442139,0.9844774194061756,0.007685783319175243
1892,2.252471330948174,78000,6240000,1.6824090480804443,0.9868392962962389,0.01363545935600996
1892,2.313751681149006,78100,6248000,1.629747748374939,0.9740802422165871,0.016167163848876953
1892,1.8044958986341952,78200,6256000,1.7165510654449463,0.894845150411129,0.03877875953912735
1893,3.034780275821686,78300,6264000,1.609109878540039,0.9702650588005781,0.03611013665795326
1892,2.4726190134999344,78400,6272000,1.6494808197021484,0.9319281801581383,0.05375588685274124
1893,2.8399828493595125,78500,6280000,1.6461397409439087,0.9856648491695523,0.010728811845183372
1892,2.1788240472786127,78600,6288000,1.592968225479126,0.9298432618379593,0.056521929800510406
1893,2.920802366733551,78700,6296000,1.5496443510055542,0.9273256063461304,0.07571806758642197
1892,2.4848808377981184,78800,6304000,1.581479787826538,0.9075738117098808,0.06309554725885391
1893,2.307456403237302,78900,6312000,1.6731624603271484,0.977572999894619,0.020693782716989517
1893,1.6957959022372961,79000,6320000,1.6500587463378906,0.9536487050354481,0.03628506511449814
1893,2.52379280179739,79100,6328000,1.6263726949691772,0.9417619444429874,0.03159238398075104
1893,2.407327000447549,79200,6336000,1.6349674463272095,0.9537345841526985,0.06841878592967987
1893,2.1379967443645,79300,6344000,1.689880609512329,0.9555904380977154,0.02816705033183098
1893,1.8965565089136363,79400,6352000,1.6552221775054932,0.9544483423233032,0.03321126103401184
1893,2.704619128233753,79500,6360000,1.6622473001480103,0.9780889432877302,0.020954545587301254
1893,2.6860843054950236,79600,6368000,1.6640287637710571,0.932262472808361,0.050149522721767426
1893,2.1454984325915576,79700,6376000,1.6338260173797607,0.6485274434089661,0.32551389932632446
1893,2.273555151745677,79800,6384000,1.696781873703003,0.9861153056845069,0.009097126312553883
1893,2.448372168838978,79900,6392000,1.6155040264129639,0.9677024930715561,0.022091131657361984
1893,1.9754596010781824,80000,6400000,1.6485010385513306,0.9834038373082876,0.011248797178268433
1893,2.8598842471837997,80100,6408000,1.5370423793792725,0.985479879193008,0.017176847904920578
1893,1.9617362986318767,80200,6416000,1.5926567316055298,0.9904813738539815,0.01212636660784483
1893,2.6260192377550995,80300,6424000,1.5885660648345947,0.9739643465727568,0.030888402834534645
1893,2.784300733357668,80400,6432000,1.6043897867202759,0.9515051543712616,0.04150267690420151
1893,1.895456901565194,80500,6440000,1.665696382522583,0.9919264214113355,0.0038543399423360825
1893,2.221984840091318,80600,6448000,1.6396331787109375,0.9798530898988247,0.01515410840511322
1893,2.538100230693817,80700,6456000,1.5410215854644775,0.974339721724391,0.02990330383181572
1893,2.4974060574546457,80800,6464000,1.6372712850570679,0.9540493935346603,0.04401233419775963
1893,2.1375123012810944,80900,6472000,1.5965087413787842,0.7381146550178528,0.15812139213085175
1894,2.7638440832495688,81000,6480000,1.6345717906951904,0.9201946780085564,0.054395757615566254
1894,2.4739336209371685,81100,6488000,1.6410329341888428,0.9805192798376083,0.014749648049473763
1894,3.0030660927295685,81200,6496000,1.5582748651504517,0.9726316779851913,0.023703686892986298
1894,2.6720990769565107,81300,6504000,1.5757468938827515,0.9629717618227005,0.02672477997839451
1894,2.4592642763629557,81400,6512000,1.6196225881576538,0.9588914550840855,0.021946493536233902
1894,2.413459011167288,81500,6520000,1.6576855182647705,0.9687884636223316,0.022077778354287148
1894,2.764286880195141,81600,6528000,1.6395728588104248,0.9638010039925575,0.030889276415109634
1894,3.0132360227406023,81700,6536000,1.6311391592025757,0.9551022164523602,0.02408597804605961
1894,2.5450715082231907,81800,6544000,1.6142791509628296,0.9123941883444786,0.07857253402471542
1894,2.493085965514183,81900,6552000,1.6469100713729858,0.8686910569667816,0.051206715404987335
1894,1.877883951831609,82000,6560000,1.7099215984344482,0.9580751582980156,0.023907989263534546
1894,2.473658486531349,82100,6568000,1.6152117252349854,0.9900890346616507,0.016071854159235954
1894,2.331015896471217,82200,6576000,1.6433494091033936,0.9841538853943348,0.01866954192519188
1894,3.081547771394253,82300,6584000,1.6065515279769897,0.943453423678875,0.04084531217813492
1894,2.2814477484673263,82400,6592000,1.5995700359344482,0.9476021863520145,0.04625114053487778
1894,2.1151030350942164,82500,6600000,1.6987497806549072,0.9885755013674498,0.008599289692938328
1894,1.9446571428328752,82600,6608000,1.6524053812026978,0.9697074349969625,0.024119343608617783
1894,2.0672730630263687,82700,6616000,1.6663401126861572,0.9936774875968695,0.006958022713661194
1894,2.3601794488728047,82800,6624000,1.6787370443344116,0.9689107164740562,0.02069011889398098
1894,2.662166831642389,82900,6632000,1.6295207738876343,0.9773835428059101,0.01799033209681511
1895,2.2088928379118444,83000,6640000,1.6868747472763062,0.9864163715392351,0.013268375769257545
1895,2.294412097334862,83100,6648000,1.6829907894134521,0.8975110426545143,0.08414529263973236
1895,2.3685601979494093,83200,6656000,1.6470792293548584,0.9029092192649841,0.07839343696832657
1895,1.8633390747825616,83300,6664000,1.6720575094223022,0.9831611439585686,0.014799711294472218
1894,2.6558998435735703,83400,6672000,1.6186386346817017,0.9783874340355396,0.01684456504881382
1895,2.091045359405689,83500,6680000,1.622631311416626,0.9641820676624775,0.024400413036346436
1895,2.0260639459942467,83600,6688000,1.6553691625595093,0.9162804409861565,0.04286881908774376
1895,2.2891377495601772,83700,6696000,1.613458275794983,0.9914740016683936,0.008181756362318993
1895,2.2119055264629424,83800,6704000,1.602460503578186,0.9933816445991397,0.0071621909737586975
1895,2.0959100600332023,83900,6712000,1.6278795003890991,0.9874954158440232,0.010762112215161324
1895,2.2201359517872334,84000,6720000,1.6043392419815063,0.6832433044910431,0.2654208242893219
1895,2.339988445211202,84100,6728000,1.639699935913086,0.9557406306266785,0.062894307076931
1895,2.1664786412147805,84200,6736000,1.628007173538208,0.9774639792740345,0.022723963484168053
1895,2.242862877249718,84300,6744000,1.6506977081298828,0.9412048272788525,0.048658356070518494
1895,1.827120079169981,84400,6752000,1.6139100790023804,0.980557968840003,0.01740831509232521
1895,2.6590618796646597,84500,6760000,1.616633415222168,0.9322203993797302,0.07236697524785995
1895,2.2741656785830857,84600,6768000,1.6452560424804688,0.9782144241034985,0.015566584654152393
1895,2.313592991232872,84700,6776000,1.6020761728286743,0.9003579542040825,0.04855378717184067
1895,2.583767053484917,84800,6784000,1.6256967782974243,0.9508211128413677,0.05198521167039871
1895,2.3941395884379744,84900,6792000,1.6110210418701172,0.9543142318725586,0.07177574932575226
1895,2.5886686449870466,85000,6800000,1.6408590078353882,0.9809315428137779,0.02503194846212864
1895,2.586317743360996,85100,6808000,1.6408296823501587,0.9347033202648163,0.04468025639653206
1895,1.9244817961007357,85200,6816000,1.623077630996704,0.9638422280550003,0.028148481622338295
1895,2.265337023884058,85300,6824000,1.6439930200576782,0.8920540511608124,0.11739363521337509
1895,2.399978500418365,85400,6832000,1.5893752574920654,0.987435263581574,0.013814644888043404
1895,1.9525693495292216,85500,6840000,1.6842412948608398,0.9793144222348928,0.023028478026390076
1896,2.8144263342022895,85600,6848000,1.6658916473388672,0.9528199061751366,0.051272641867399216
1896,2.3573145232512616,85700,6856000,1.6752430200576782,0.929120659828186,0.0791679248213768
1896,2.2503811845555903,85800,6864000,1.659205675125122,0.9913433771580458,0.012881465256214142
1896,2.746251342445612,85900,6872000,1.5875762701034546,0.9546276666224003,0.040324416011571884
1896,2.7887450575828554,86000,6880000,1.6048088073730469,0.9694135654717684,0.01919754222035408
1896,2.2708769246935843,86100,6888000,1.657031774520874,0.9275266751646996,0.0406351163983345
1896,2.127146166935563,86200,6896000,1.5957868099212646,0.866631269454956,0.08692633360624313
1896,2.332933153305203,86300,6904000,1.6764272451400757,0.9864439964294434,0.01883108541369438
1896,2.9588931431411765,86400,6912000,1.6016467809677124,0.9674440808594227,0.047963716089725494
1896,2.3906605392694473,86500,6920000,1.6546862125396729,0.9827033095061779,0.014534656889736652
1896,2.463500351458788,86600,6928000,1.6404088735580444,0.9383909180760384,0.05647243186831474
1896,2.313895488763228,86700,6936000,1.649147391319275,0.9891292359679937,0.014141353778541088
1896,2.2790342738851903,86800,6944000,1.6719920635223389,0.9390932992100716,0.03622516244649887
1897,2.4864943059161306,86900,6952000,1.6151912212371826,0.9573564194142818,0.05847600847482681
1897,2.0351174283772706,87000,6960000,1.6857786178588867,0.9812688361853361,0.012008652091026306
1896,2.336796320322901,87100,6968000,1.6359996795654297,0.9877350563183427,0.00943395122885704
1896,2.9540121629834175,87200,6976000,1.5433411598205566,0.9787533599883318,0.02058214321732521
1896,2.4097827391466127,87300,6984000,1.610530138015747,0.959734607487917,0.04347837343811989
1896,2.300688995793462,87400,6992000,1.556298851966858,0.9755196403712034,0.033483028411865234
1896,3.0164069458842278,87500,7000000,1.5657857656478882,0.9886439396068454,0.012739090248942375
1896,2.23039093632251,87600,7008000,1.6180843114852905,0.9475719295442104,0.0519803985953331
1896,2.588490665704012,87700,7016000,1.6446338891983032,0.9901978233829141,0.010180353187024593
1896,1.7705994427204133,87800,7024000,1.6387507915496826,0.9604670889675617,0.04285705089569092
1896,2.1891328847035765,87900,7032000,1.615118384361267,0.9846176886931062,0.01708887331187725
1896,3.08529329970479,88000,7040000,1.5951411724090576,0.9547524228692055,0.05328251048922539
1896,2.127005849033594,88100,7048000,1.6448215246200562,0.9775383789092302,0.02586274966597557
1897,2.3985233269631863,88200,7056000,1.6421630382537842,0.968646913766861,0.03016943670809269
1897,2.9576273813843725,88300,7064000,1.5697822570800781,0.9796767830848694,0.03637409955263138
1896,2.139497111737728,88400,7072000,1.673640489578247,0.8672339171171188,0.04841083660721779
1897,2.854887653887272,88500,7080000,1.631937026977539,0.8485358506441116,0.06823740899562836
1897,2.576280541345477,88600,7088000,1.6708341836929321,0.9782916866242886,0.029114186763763428
1897,2.3095944590866564,88700,7096000,1.6765445470809937,0.9649728164076805,0.03587617725133896
1897,2.5499700661748648,88800,7104000,1.626190185546875,0.9694808851927519,0.028930094093084335
1897,2.819149384647608,88900,7112000,1.6054191589355469,0.9304865375161171,0.04821023344993591
1897,2.4750613283365963,89000,7120000,1.66195809841156,0.965002529323101,0.0407320037484169
1897,2.3720330484211445,89100,7128000,1.6106793880462646,0.9630879573523998,0.02301253005862236
1897,2.0397156375460326,89200,7136000,1.6773881912231445,0.9674628935754299,0.03730792924761772
1897,2.2368914150632917,89300,7144000,1.6037895679473877,0.9786106124520302,0.01829976961016655
1897,2.659455631673336,89400,7152000,1.612863540649414,0.9647685438394547,0.02509341761469841
1897,2.2010055355727673,89500,7160000,1.645166039466858,0.9284020736813545,0.028660928830504417
1897,2.4033810909837485,89600,7168000,1.6203056573867798,0.9720410071313381,0.028028389438986778
1897,2.496739950403571,89700,7176000,1.5726083517074585,0.9926896598190069,0.013467758893966675
1897,3.068996533937752,89800,7184000,1.5536506175994873,0.9660081826150417,0.047277338802814484
1897,2.265898545226082,89900,7192000,1.614309310913086,0.946288987994194,0.0378437265753746
1897,1.8091362978797405,90000,7200000,1.672441840171814,0.9556823447346687,0.03630715236067772
1897,2.381409083213657,90100,7208000,1.6098051071166992,0.9871606463566422,0.013222369365394115
1898,3.4079585149884224,90200,7216000,1.5353140830993652,0.9261027723550797,0.06973793357610703
1898,1.768307206314057,90300,7224000,1.6356866359710693,0.9162873029708862,0.09190131723880768
1898,2.8253787398338317,90400,7232000,1.5099257230758667,0.9017649069428444,0.11104162037372589
1898,2.8257905393838882,90500,7240000,1.6319478750228882,0.9431215785443783,0.041151829063892365
1898,2.4616153471171858,90600,7248000,1.567220687866211,0.9656725563108921,0.029692571610212326
1899,2.2734283566474915,90700,7256000,1.636553168296814,0.9577517844736576,0.028549760580062866
1899,2.0712704135105016,90800,7264000,1.6816589832305908,0.9547015726566315,0.050657253712415695
1899,2.760401117801666,90900,7272000,1.5962622165679932,0.8494410514831543,0.1658414602279663
1899,2.6253368771634995,91000,7280000,1.5887506008148193,0.9728957936167717,0.01977820321917534
1899,2.090983748063445,91100,7288000,1.655065894126892,0.9695808608084917,0.01517218817025423
1899,2.5724737122654915,91200,7296000,1.627851128578186,0.9847774570807815,0.016846250742673874
1899,2.9799349550157785,91300,7304000,1.6140072345733643,0.9366467818617821,0.0659211277961731
1899,2.3547077756375074,91400,7312000,1.5830680131912231,0.9068727791309357,0.10464499145746231
1899,2.1552663072943687,91500,7320000,1.650651216506958,0.9861609535291791,0.010842164978384972
1899,2.1220517363399267,91600,7328000,1.6265188455581665,0.9807104580104351,0.025576984509825706
1899,2.8298482283949853,91700,7336000,1.5513970851898193,0.9895726935938001,0.009935257956385612
1898,2.9024994142353533,91800,7344000,1.532860517501831,0.9804925434291363,0.02976943552494049
1898,2.788909251987934,91900,7352000,1.5360931158065796,0.9570225961506367,0.06703408062458038
1898,2.494719961564988,92000,7360000,1.5961898565292358,0.9849461372941732,0.022833004593849182
1898,1.8430242304690183,92100,7368000,1.6194076538085938,0.9852650789543986,0.01601826772093773
1898,3.319033333659172,92200,7376000,1.485873818397522,0.9621338881552219,0.050152458250522614
