fps,value_loss,explained_variance,policy_entropy,avg reward,total_timesteps,nupdates
74,0.002675678115338087,-102.9428482055664,1.7917568683624268,-0.14381430596113204,80,1
1355,0.00045299652265384793,-1.8539636135101318,1.7917560338974,0.1905510203912854,8000,100
1459,0.06487766653299332,0.034334421157836914,1.791733980178833,0.7170717813074589,16000,200
1492,0.0060432967729866505,-0.018070578575134277,1.7916425466537476,0.7025557197630405,24000,300
1502,0.02629445120692253,-0.005606651306152344,1.7916628122329712,0.6458192281424999,32000,400
1492,0.01913149654865265,0.049587786197662354,1.7907860279083252,0.525251903757453,40000,500
1503,0.04243367537856102,-0.04843008518218994,1.7868969440460205,0.7985493980348111,48000,600
1508,0.05359165742993355,-0.02453017234802246,1.77729070186615,0.8378260545432568,56000,700
1496,0.03894200548529625,0.1384257674217224,1.756137490272522,0.5577909357845783,64000,800
1500,0.00021985852799843997,0.8633397817611694,1.7710660696029663,0.4140673950314522,72000,900
1498,0.032747816294431686,0.0031888484954833984,1.7574996948242188,0.25958799868822097,80000,1000
1496,0.00011148273188155144,0.9147173464298248,1.7776098251342773,0.4376288678497076,88000,1100
1502,0.10091428458690643,0.08903825283050537,1.7676044702529907,1.9104005575180054,96000,1200
1504,0.046811848878860474,0.2182854413986206,1.77394700050354,1.4685200810432435,104000,1300
1505,0.03441343829035759,0.07585716247558594,1.7858699560165405,0.6990599609911442,112000,1400
1501,6.352260243147612e-05,0.887423150241375,1.7905126810073853,0.19722003880888223,120000,1500
1503,0.02760399505496025,0.07909715175628662,1.7851219177246094,0.8085646897554397,128000,1600
1503,0.03458721935749054,0.21610528230667114,1.7767105102539062,0.9664177142083645,136000,1700
1497,0.05674375221133232,0.3839765787124634,1.7829759120941162,0.782677672803402,144000,1800
1498,0.0005302548524923623,0.9754330217838287,1.786303162574768,0.694469577819109,152000,1900
1498,0.044372376054525375,0.25916534662246704,1.789592981338501,0.49534762930125,160000,2000
1500,0.07262022793292999,0.24382787942886353,1.7869279384613037,0.78859234303236,168000,2100
1505,0.07368745654821396,0.24868088960647583,1.784353494644165,1.2218590423464775,176000,2200
1507,0.025126829743385315,0.5635147392749786,1.789568305015564,0.42110097669065,184000,2300
1507,0.0198830459266901,0.6282607614994049,1.7849982976913452,1.1386702448129653,192000,2400
1510,0.05303509905934334,0.4791872501373291,1.782175064086914,0.863769156113267,200000,2500
1511,0.007725559175014496,0.7296129763126373,1.7790149450302124,0.8959991276264191,208000,2600
1510,0.005912904627621174,0.804826021194458,1.7835661172866821,0.36661874167621133,216000,2700
1515,0.009333891794085503,0.8187857866287231,1.7901172637939453,0.5944924339652061,224000,2800
1516,0.028271954506635666,0.5220124423503876,1.7767072916030884,0.6408809378743172,232000,2900
1520,0.023106271401047707,0.7192456722259521,1.7876285314559937,0.3060274720424786,240000,3000
1521,0.03280878812074661,0.6859090030193329,1.7839295864105225,0.7511521119624376,248000,3100
1520,0.02908666990697384,0.6518351435661316,1.7725509405136108,0.6184019707143307,256000,3200
1523,0.02121344581246376,0.5821085870265961,1.7763793468475342,0.7424829807132483,264000,3300
1522,0.04710528999567032,0.03223991394042969,1.762286901473999,0.4229174337349832,272000,3400
1524,0.04387391358613968,0.8036697506904602,1.6853463649749756,1.4770465306937695,280000,3500
1528,0.02702128328382969,0.8998309224843979,1.736539602279663,1.3781620440073312,288000,3600
1529,0.026648923754692078,0.8979475125670433,1.7031482458114624,1.228618286550045,296000,3700
1531,0.2997307777404785,0.6565731167793274,1.669150710105896,2.4158450469374655,304000,3800
1534,0.052181631326675415,0.8513794392347336,1.6668579578399658,1.2367609717650339,312000,3900
1535,0.15806584060192108,0.7602824866771698,1.6614961624145508,1.7900453705340624,320000,4000
1536,0.06223253533244133,0.7570083290338516,1.716115951538086,1.2743825037032366,328000,4100
1536,0.027735721319913864,0.8088986277580261,1.7518928050994873,0.648796760989353,336000,4200
1535,0.02101876400411129,0.8191981166601181,1.7400407791137695,0.28991061057895423,344000,4300
1533,0.05514072626829147,0.7731592208147049,1.7186981439590454,1.06429780125618,352000,4400
1535,0.036361824721097946,0.6703795492649078,1.765573501586914,0.6813871551305055,360000,4500
1536,0.10179827362298965,0.713359534740448,1.6952228546142578,2.4251672089099885,368000,4600
1536,0.060767579823732376,0.8145884126424789,1.6532237529754639,2.016909897327423,376000,4700
1537,0.06402323395013809,0.4662066698074341,1.7350925207138062,0.8873785518109798,384000,4800
1535,0.02656005695462227,0.9736714512109756,1.6610190868377686,1.6960069995373488,392000,4900
1538,0.02489679865539074,0.9534687139093876,1.6863914728164673,1.6386585652828216,400000,5000
1537,0.05347079783678055,0.9266765862703323,1.494036078453064,2.891157588362694,408000,5100
1540,0.04429333284497261,0.7387078106403351,1.7332286834716797,0.6814516159938648,416000,5200
1539,0.016690991818904877,0.9599829763174057,1.6874746084213257,1.1253273305948823,424000,5300
1539,0.004827606491744518,0.8823401406407356,1.739833116531372,0.6561669256538153,432000,5400
1540,0.005485074128955603,0.9851287361234426,1.6977249383926392,0.8235264457762241,440000,5500
1540,0.037259943783283234,0.8326981961727142,1.6545326709747314,1.3275784030556679,448000,5600
1540,0.021030055359005928,0.9879991067573428,1.412658929824829,2.493952955305576,456000,5700
1541,0.033976003527641296,0.9569430164992809,1.662165641784668,1.4219480765983463,464000,5800
1540,0.039606913924217224,0.9510631784796715,1.6449635028839111,1.3156311139464378,472000,5900
1541,0.013654977083206177,0.9770872220396996,1.620466947555542,1.6810814999043941,480000,6000
1540,0.0933646485209465,0.8868577480316162,1.5799990892410278,1.9384615622460841,488000,6100
1541,0.0062439339235424995,0.8982019051909447,1.7417131662368774,0.422536725923419,496000,6200
1542,0.052619267255067825,0.9541248790919781,1.5276281833648682,2.599847998470068,504000,6300
1541,0.06874652206897736,0.6272391676902771,1.7290303707122803,0.9261517722159625,512000,6400
1544,0.016789676621556282,0.9239635318517685,1.7261199951171875,0.8541787803871557,520000,6500
1543,0.2996075749397278,0.7375476062297821,1.5773628950119019,1.9670533506199717,528000,6600
1543,0.021633993834257126,0.9526117779314518,1.6706393957138062,1.444071027636528,536000,6700
1542,0.05296657606959343,0.9162685871124268,1.6762346029281616,1.149359200336039,544000,6800
1541,0.03216714784502983,0.9649693034589291,1.6351314783096313,1.5094440929591655,552000,6900
1540,0.02138637751340866,0.9544431194663048,1.6103286743164062,1.443073895573616,560000,7000
1539,0.06259232759475708,0.9446939378976822,1.5578399896621704,1.7764660147018732,568000,7100
1539,0.028760796412825584,0.9344982355833054,1.6328105926513672,1.302301011234522,576000,7200
1539,0.03148171678185463,0.9532711766660213,1.6760848760604858,1.407994545251131,584000,7300
1538,0.09062648564577103,0.8753082305192947,1.544683814048767,2.0403347708284856,592000,7400
1539,0.03586205095052719,0.8640984445810318,1.7356269359588623,0.6478660298744217,600000,7500
1538,0.04010660946369171,0.8092745393514633,1.663832664489746,1.1270081279799342,608000,7600
1538,0.05808470398187637,0.8612946271896362,1.6803100109100342,1.0166273575276137,616000,7700
1538,0.02908249758183956,0.9730710610747337,1.6152245998382568,1.8607328635640443,624000,7800
1538,0.007529790513217449,0.9343096911907196,1.7118228673934937,0.9507046122103929,632000,7900
1538,0.036207567900419235,0.9010162204504013,1.6770598888397217,1.0875423949211835,640000,8000
1539,0.01906340941786766,0.9598856158554554,1.710649847984314,1.0399359226226808,648000,8100
1540,0.14970853924751282,0.6787053942680359,1.733380913734436,0.9858805398573167,656000,8200
1541,0.04688815400004387,0.9395880214869976,1.6435705423355103,1.5480157814919948,664000,8300
1543,0.06357495486736298,0.9264752566814423,1.6861827373504639,1.2083337301388384,672000,8400
1543,0.02656090259552002,0.9640583172440529,1.654109239578247,1.572110616415739,680000,8500
1543,0.023820221424102783,0.955892127007246,1.6591087579727173,1.3339136068709194,688000,8600
1545,0.021548768505454063,0.9434950761497021,1.685262680053711,1.2324799289926887,696000,8700
1545,0.015166617929935455,0.9876707466319203,1.62825608253479,1.375696455873549,704000,8800
1546,0.017923256382346153,0.939200222492218,1.7234156131744385,0.8321214010939002,712000,8900
1547,0.030022185295820236,0.9470457471907139,1.5994287729263306,1.9837095759809018,720000,9000
1547,0.17896869778633118,0.7996375262737274,1.4510667324066162,2.202581787109375,728000,9100
1546,0.03654022887349129,0.9549325220286846,1.5932681560516357,1.4420263700187206,736000,9200
1548,0.011996814981102943,0.9622185006737709,1.5814796686172485,1.79148790538311,744000,9300
