#{"t_start": 1524185397.7353132, "env_id": "MsPacmanNoFrameskip-v0"}
r,l,t
220.0,431,7.627568
260.0,548,11.941686
200.0,395,15.057933
230.0,414,18.382221
180.0,465,22.093864
270.0,434,25.593436
180.0,403,28.912341
230.0,453,32.50183
230.0,599,37.239151
500.0,567,41.663036
380.0,639,46.832564
350.0,515,50.823434
720.0,825,57.22714
1050.0,829,63.755097
360.0,656,68.891471
690.0,677,74.076146
1100.0,616,79.061658
880.0,702,84.758354
1170.0,672,90.0915
280.0,648,95.157072
490.0,540,99.569171
520.0,776,105.94701
400.0,626,110.987711
420.0,593,115.761184
1000.0,788,121.851797
800.0,614,126.674306
1040.0,903,134.056066
660.0,766,140.170259
970.0,612,144.849518
180.0,291,147.014654
400.0,651,152.028716
960.0,586,156.655555
630.0,654,161.986935
790.0,840,168.677818
540.0,559,172.999747
610.0,616,177.738321
550.0,467,181.266233
700.0,664,186.337769
270.0,514,190.340266
290.0,345,193.126729
340.0,619,197.957906
300.0,662,203.196948
520.0,512,207.214239
870.0,601,211.901896
580.0,662,217.121744
480.0,581,221.622043
880.0,653,226.860081
740.0,656,232.249057
300.0,380,235.182852
250.0,592,239.917912
670.0,663,245.10787
280.0,317,247.623876
790.0,609,252.455567
320.0,611,257.484355
910.0,948,264.787259
490.0,521,268.768291
520.0,565,273.26622
260.0,359,276.07687
390.0,550,280.419411
510.0,572,284.79167
390.0,367,287.612321
1190.0,692,292.887007
1140.0,721,298.56853
350.0,490,302.565505
450.0,593,307.128491
220.0,432,310.484569
260.0,385,313.493947
440.0,492,317.757269
290.0,446,321.399637
310.0,558,325.827452
300.0,474,329.711519
910.0,685,335.053876
1660.0,944,342.433402
660.0,554,346.75403
1180.0,620,351.55747
620.0,790,357.736643
450.0,574,362.305713
1460.0,941,369.756905
500.0,464,373.194122
280.0,505,377.483876
940.0,796,383.881245
370.0,448,387.612291
1590.0,1160,396.877387
1090.0,985,404.631018
1000.0,800,410.834993
480.0,486,414.661038
560.0,592,419.143092
990.0,714,424.687156
590.0,589,429.287274
1210.0,740,435.031277
480.0,444,438.628022
470.0,656,444.047037
660.0,518,448.511191
200.0,385,451.605877
130.0,286,453.764316
430.0,473,457.434388
880.0,448,460.931648
1070.0,660,466.008618
420.0,378,469.096699
370.0,420,472.397807
490.0,458,476.081759
340.0,430,479.376296
920.0,677,484.998101
870.0,609,489.827396
340.0,423,493.266083
1320.0,766,499.167557
370.0,516,503.043505
960.0,458,506.548092
280.0,419,509.759653
750.0,571,514.114807
430.0,423,517.383448
380.0,426,520.647514
570.0,453,524.196905
540.0,555,528.680889
530.0,402,532.073549
270.0,378,534.981326
400.0,352,537.867786
270.0,349,540.67621
490.0,426,544.086919
370.0,392,547.232323
780.0,501,551.202329
1090.0,859,557.869224
470.0,427,561.162285
530.0,482,564.969595
860.0,828,571.874011
290.0,362,574.622272
360.0,352,577.358328
520.0,482,581.071765
390.0,472,584.654717
450.0,432,588.031646
470.0,584,592.536497
720.0,639,597.719389
740.0,751,603.545197
700.0,578,608.20202
760.0,624,612.914316
670.0,678,618.136128
1250.0,734,623.779521
460.0,483,627.439925
460.0,490,631.429735
520.0,479,635.137731
1100.0,753,640.868954
660.0,573,645.420938
410.0,476,649.054913
480.0,416,652.204813
570.0,606,657.211084
790.0,732,663.282819
390.0,391,666.388611
360.0,454,669.882911
870.0,544,674.315942
970.0,856,681.114507
520.0,574,685.46512
880.0,597,690.087522
360.0,548,694.16797
350.0,408,697.286929
820.0,768,703.172623
1190.0,612,707.908113
1160.0,761,713.721493
970.0,703,719.293646
1290.0,734,724.873306
1130.0,720,730.275187
730.0,582,734.734692
670.0,667,739.922745
750.0,624,745.260261
900.0,885,752.09501
1130.0,854,758.712841
1540.0,815,765.218759
780.0,612,770.145881
740.0,639,775.022785
590.0,616,779.795063
1480.0,1111,788.476616
2360.0,821,794.861823
870.0,581,799.360463
1030.0,913,806.539722
440.0,432,809.882651
730.0,481,813.699527
910.0,561,818.422769
1080.0,667,823.65576
720.0,613,828.702987
470.0,686,834.106477
810.0,672,839.604921
920.0,776,845.836567
920.0,818,852.1752
610.0,682,857.431745
1000.0,893,864.654693
1210.0,793,871.311659
990.0,863,878.043674
1450.0,703,883.55165
650.0,656,888.790658
700.0,619,893.567981
640.0,617,898.262202
760.0,611,902.962215
820.0,841,909.421773
470.0,443,912.777287
710.0,536,916.845086
780.0,732,922.385837
2040.0,1041,930.439283
990.0,647,935.446003
1020.0,736,941.191278
670.0,527,945.396491
720.0,671,950.764684
1460.0,772,956.942003
790.0,691,962.26311
580.0,511,966.36873
1260.0,763,972.257763
1290.0,918,979.776465
490.0,497,983.748982
1200.0,727,989.41465
400.0,376,992.432238
710.0,650,997.524516
660.0,542,1002.296437
2020.0,1168,1011.302321
1450.0,1263,1022.007298
1970.0,656,1027.085027
1450.0,649,1032.101236
450.0,423,1035.342565
530.0,537,1039.611428
730.0,465,1043.187618
480.0,406,1046.629689
680.0,587,1051.280148
350.0,451,1054.80276
1030.0,684,1060.109929
1390.0,880,1066.9291
660.0,646,1071.847741
1050.0,841,1078.298985
1820.0,781,1084.378052
970.0,698,1089.81782
670.0,573,1094.169393
960.0,709,1099.558559
1380.0,836,1106.457924
1330.0,747,1112.205206
980.0,652,1117.144917
1110.0,822,1124.142963
1010.0,678,1129.343683
1020.0,762,1135.199463
690.0,789,1141.758894
410.0,365,1144.458017
1160.0,648,1149.338301
1550.0,800,1155.537844
460.0,473,1159.346332
940.0,600,1163.995191
850.0,636,1169.116082
420.0,441,1172.662981
760.0,539,1177.18172
730.0,766,1183.401162
660.0,702,1188.667363
860.0,749,1194.411628
1220.0,856,1200.843842
1240.0,816,1207.141839
1000.0,755,1213.039415
640.0,634,1217.847382
1650.0,850,1224.21905
1060.0,952,1231.696241
1430.0,1356,1242.468758
730.0,534,1247.256919
870.0,812,1253.606726
720.0,622,1258.321817
1170.0,763,1264.092262
420.0,410,1267.304101
450.0,525,1271.328644
1240.0,573,1275.877313
340.0,348,1279.564273
630.0,433,1282.896807
880.0,590,1287.392874
1520.0,683,1293.254422
520.0,507,1297.326095
1560.0,835,1303.853954
480.0,428,1307.069351
920.0,659,1312.072576
1290.0,985,1319.469808
720.0,590,1323.943751
700.0,631,1328.722414
1080.0,922,1335.901032
990.0,721,1341.566845
1660.0,689,1346.894217
850.0,652,1351.824437
1600.0,906,1358.762815
660.0,525,1362.734865
1200.0,641,1367.717817
1250.0,1023,1375.385358
680.0,508,1379.283401
560.0,508,1383.137435
1570.0,955,1390.419571
550.0,501,1394.216105
1710.0,951,1401.72224
560.0,631,1406.662417
900.0,640,1411.592738
620.0,558,1415.947753
740.0,744,1421.696809
1340.0,816,1428.085015
320.0,324,1430.630307
540.0,568,1434.963047
2920.0,942,1442.145456
1680.0,890,1449.345747
620.0,582,1453.847107
1160.0,589,1458.376683
740.0,569,1462.600152
2210.0,680,1467.772247
840.0,907,1474.693621
960.0,555,1478.924766
670.0,565,1483.252126
580.0,443,1486.583243
1010.0,654,1491.701202
1340.0,1207,1501.415093
1300.0,750,1507.052412
1450.0,972,1514.409488
1520.0,727,1520.75847
1580.0,879,1527.453342
1250.0,652,1533.223568
1380.0,743,1539.24803
760.0,652,1544.714001
780.0,546,1548.880214
960.0,600,1553.525878
1330.0,1017,1561.323096
960.0,727,1567.102856
1110.0,833,1573.380358
750.0,529,1577.749629
1360.0,798,1583.864239
2360.0,999,1591.496979
970.0,762,1597.418195
670.0,553,1602.023309
590.0,518,1606.199463
1090.0,710,1611.816693
1880.0,821,1618.645099
750.0,630,1623.587827
490.0,423,1626.886233
1610.0,928,1633.987213
490.0,404,1637.08783
1500.0,816,1643.18337
1640.0,1236,1652.600891
480.0,472,1656.226332
580.0,557,1660.452453
1340.0,861,1667.062491
720.0,626,1672.066182
1900.0,969,1679.870885
2340.0,836,1686.49194
1880.0,803,1692.584826
1200.0,791,1699.197866
930.0,772,1705.12809
1230.0,780,1711.093338
1150.0,870,1717.686222
1680.0,881,1724.273581
1020.0,689,1729.75734
3430.0,1261,1739.478511
1590.0,787,1745.498706
1290.0,654,1750.644363
870.0,706,1756.498629
490.0,414,1759.620494
660.0,640,1764.560463
860.0,518,1768.534508
1010.0,840,1775.317761
760.0,565,1779.705966
1570.0,607,1784.294605
1070.0,731,1790.031732
1290.0,647,1794.995993
1190.0,805,1801.341547
1090.0,965,1809.009717
980.0,698,1814.337222
990.0,802,1820.522271
1010.0,599,1825.149874
670.0,645,1830.180509
1430.0,803,1836.636137
2020.0,945,1844.179246
700.0,642,1849.234365
640.0,534,1853.365927
880.0,564,1857.953491
1680.0,882,1864.949649
1630.0,776,1870.87299
1280.0,725,1876.616385
1720.0,1136,1885.488439
990.0,724,1890.976736
1180.0,814,1897.281527
1260.0,640,1902.164875
790.0,694,1907.460184
1240.0,763,1914.095799
2150.0,975,1921.421623
1230.0,772,1927.285988
3060.0,1091,1935.475015
910.0,564,1939.808457
570.0,454,1943.450969
1770.0,665,1948.470428
1180.0,858,1954.861832
860.0,762,1960.632271
1530.0,629,1965.375551
1510.0,874,1972.204256
1110.0,869,1978.805344
1350.0,950,1986.163087
970.0,771,1992.112224
860.0,624,1996.80152
1310.0,1002,2004.378007
1010.0,683,2009.765822
1010.0,772,2015.557995
1340.0,909,2022.428963
1010.0,943,2030.083832
1660.0,1076,2038.416619
640.0,567,2042.837826
1950.0,793,2049.179938
1160.0,867,2055.69425
1900.0,922,2062.78154
1020.0,786,2068.843233
780.0,540,2072.987794
450.0,397,2076.005539
970.0,795,2082.193475
1360.0,773,2088.134334
1170.0,802,2094.691501
1430.0,688,2100.001673
1010.0,750,2105.795755
1250.0,727,2111.156175
980.0,694,2116.547451
1150.0,713,2122.03161
1700.0,786,2128.007028
890.0,584,2132.450514
1320.0,693,2137.787168
840.0,820,2144.211616
1520.0,1153,2153.514854
990.0,487,2157.200083
1030.0,685,2162.4792
860.0,713,2168.045004
1290.0,840,2174.368781
700.0,604,2178.841489
860.0,783,2184.770235
720.0,553,2188.938146
1320.0,1044,2196.789237
1970.0,990,2204.319678
1160.0,880,2211.062448
910.0,641,2215.887213
1450.0,1011,2223.715739
1360.0,880,2230.484146
1210.0,768,2236.449011
1510.0,587,2241.275157
1280.0,541,2245.56899
1040.0,632,2250.423978
1380.0,807,2256.388979
930.0,694,2261.676167
1270.0,614,2266.38441
1140.0,871,2273.032476
1990.0,789,2279.116819
1250.0,926,2286.284537
1620.0,739,2291.850947
890.0,622,2296.668032
1450.0,651,2301.820542
1740.0,743,2307.652058
1760.0,796,2313.867152
1450.0,922,2320.92151
