fps,value_loss,explained_variance,avg reward,total_timesteps,nupdates,policy_entropy
1984,0.16380949318408966,0.9649349600076675,6.83367291688919,240000,3000,1.9431202411651611
1984,0.06966166198253632,0.9737256206572056,2.9284317649900915,248000,3100,2.110008955001831
1985,0.9379704594612122,0.4386139512062073,5.337605810165405,256000,3200,1.6197421550750732
1986,0.7173164486885071,0.742731511592865,4.669694724678993,264000,3300,2.0589728355407715
1986,0.4807203710079193,0.8832394704222679,5.494522815942764,272000,3400,1.7311168909072876
1987,0.059955380856990814,0.8944724872708321,3.580515468120575,280000,3500,2.0581600666046143
1991,1.2282202243804932,0.16567784547805786,7.402216064929962,288000,3600,1.6323449611663818
1993,0.2739337682723999,0.7714364379644394,3.3348753303289413,296000,3700,1.9616645574569702
1995,0.05481899902224541,0.8241548836231232,2.3333856210112573,304000,3800,2.088327407836914
1992,0.11709873378276825,0.854132741689682,2.5657764196395876,312000,3900,2.0315990447998047
1993,0.3644678592681885,0.7218970656394958,2.19750404804945,320000,4000,2.1116061210632324
1992,0.08244867622852325,0.8830214068293571,2.1178919531404974,328000,4100,1.97873854637146
1994,1.2246713638305664,0.7273842990398407,8.834673988819123,336000,4200,1.5835988521575928
1995,0.08036921918392181,0.9684746451675892,5.033039714396,344000,4300,1.8722751140594482
1998,0.1164204329252243,0.9339434951543808,3.402293196320534,352000,4400,2.005648612976074
2000,0.2782716155052185,0.8387026339769363,2.9917019244283436,360000,4500,1.9556944370269775
2002,0.569240391254425,0.7324828803539276,4.957517588138581,368000,4600,1.9101765155792236
2003,0.19575244188308716,0.8716021478176117,5.334777426719666,376000,4700,1.9004274606704712
2002,0.07004984468221664,0.9534735903143883,3.4789871752262114,384000,4800,1.9612334966659546
2003,0.24316176772117615,0.9237494990229607,5.979885321855545,392000,4900,1.203110694885254
2004,0.12592068314552307,0.8876752108335495,2.7711584880948066,400000,5000,1.9281558990478516
2004,0.11899340152740479,0.9189094454050064,2.160364858061075,408000,5100,1.7224534749984741
2005,0.12854142487049103,0.726894348859787,3.5675219923257826,416000,5200,1.9195196628570557
2005,0.5465837121009827,0.6722577512264252,4.496103999018669,424000,5300,1.7967370748519897
2006,0.19748392701148987,0.8326877057552338,3.6253624826669695,432000,5400,2.0733847618103027
2006,0.24926118552684784,0.8220528662204742,2.5940709218382834,440000,5500,2.0455307960510254
2006,0.12912292778491974,0.4119599461555481,1.3508604802191257,448000,5600,2.1663594245910645
2004,0.2239116132259369,0.7400615513324738,7.599847424030304,456000,5700,1.234188437461853
2005,0.20555660128593445,0.7485198974609375,2.007725824415684,464000,5800,2.0384182929992676
2005,0.10532476752996445,0.959471732378006,3.3222127564251425,472000,5900,1.8990135192871094
2004,0.11033211648464203,0.9632680043578148,4.82768435254693,480000,6000,1.8177074193954468
2005,0.6467048525810242,0.7511054128408432,6.0212534934282305,488000,6100,1.305078148841858
2007,0.0637231320142746,0.9842564016580582,6.644008323550224,496000,6200,1.3393027782440186
2004,0.06946907937526703,0.971911109983921,2.4468218237161636,504000,6300,1.7686160802841187
2005,0.078296959400177,0.9609525948762894,8.62462231516838,512000,6400,1.2883751392364502
2006,0.23879194259643555,0.6815741062164307,2.3132475882768633,520000,6500,1.9788322448730469
2007,0.04426140338182449,0.9481785260140896,2.50994316637516,528000,6600,2.0587592124938965
2007,0.2304368019104004,0.9735901113599539,10.726410630345345,536000,6700,1.2880308628082275
2007,1.953150749206543,0.7902611792087555,6.210065802931785,544000,6800,1.8619798421859741
2007,0.13366882503032684,0.36669301986694336,3.655566194653511,552000,6900,1.7605905532836914
2008,0.18276600539684296,0.731269896030426,12.091549861431123,560000,7000,1.3724285364151
2009,0.10297590494155884,0.9831447843462229,5.790226450562477,568000,7100,1.9169654846191406
2010,1.1908013820648193,0.38578706979751587,3.3090567365288734,576000,7200,2.0218324661254883
2011,0.19131264090538025,0.9541492313146591,4.386903829872608,584000,7300,1.8964389562606812
2012,0.060603100806474686,0.8725780844688416,2.343438331782818,592000,7400,2.0378217697143555
2010,0.18372046947479248,0.5513849854469299,2.9514210909605025,600000,7500,2.0317299365997314
2011,0.22344818711280823,0.8239649534225464,4.588318434357643,608000,7600,1.850348711013794
2012,0.161209374666214,0.8383031934499741,5.424516201019287,616000,7700,1.6249425411224365
2012,0.18972621858119965,0.8073215186595917,3.167199781537056,624000,7800,2.031559944152832
2010,0.39910298585891724,0.6405668258666992,4.411117362976074,632000,7900,1.9480178356170654
2009,0.1882622241973877,0.88441501557827,3.391412281990051,640000,8000,1.9536285400390625
2009,0.10115870088338852,0.9638927131891251,3.7957516476511954,648000,8100,1.9445689916610718
2008,0.13633941113948822,0.9664638973772526,4.591745260357857,656000,8200,1.8832643032073975
2009,0.4879189431667328,0.6846100389957428,5.667135196924209,664000,8300,1.517392873764038
2009,0.22463853657245636,0.8962047025561333,6.727398633956909,672000,8400,1.7726179361343384
2010,0.10167144238948822,0.9485051780939102,4.215278601646423,680000,8500,1.934177041053772
2010,0.25936421751976013,0.9285692274570465,3.5692736774683,688000,8600,1.9536914825439453
2010,0.08729293197393417,0.9704288318753242,8.954227375984193,696000,8700,1.3452116250991821
2011,0.5510014295578003,0.5781524181365967,4.271438501775265,704000,8800,1.704613447189331
2011,0.10960720479488373,0.9219016134738922,2.794566061347723,712000,8900,1.965946912765503
2011,0.28013738989830017,0.9632373340427876,6.123847185075283,720000,9000,1.597269892692566
2010,0.9598307609558105,0.61639204621315,8.663463306427001,728000,9100,1.440242052078247
2011,0.1636013686656952,0.9654258713126183,5.532034339010716,736000,9200,1.7574126720428467
2012,0.6283246278762817,0.7157296240329742,5.602688667178154,744000,9300,1.4809643030166626
2012,0.16662295162677765,0.8662275969982147,3.5340773165225983,752000,9400,1.7800121307373047
2011,0.1373860239982605,0.9279537200927734,8.268397510051727,760000,9500,1.2315791845321655
2010,0.08180469274520874,0.956728957593441,7.237575709819794,768000,9600,1.559120535850525
2010,0.18413734436035156,0.9515760019421577,15.198835861682891,776000,9700,0.820872962474823
2010,0.23735547065734863,0.925078809261322,6.115731209516525,784000,9800,1.0389564037322998
2009,0.3443102240562439,0.9361450970172882,10.94999492764473,792000,9900,1.150141954421997
2009,1.3905283212661743,0.7871363610029221,8.622926723957061,800000,10000,0.9576017260551453
2010,0.8383737802505493,0.6615130007266998,5.586198183894157,808000,10100,1.5686156749725342
2010,0.9019810557365417,0.2738032341003418,4.82907013297081,816000,10200,1.5102148056030273
2011,0.33871936798095703,0.9093056470155716,10.349515408277512,824000,10300,1.2953277826309204
2011,0.2509908378124237,0.8133756518363953,6.567174598574638,832000,10400,1.5276272296905518
2012,0.14134299755096436,0.9666342064738274,5.046267349272966,840000,10500,1.5479400157928467
2012,0.160933256149292,0.8391658663749695,3.011313980817795,848000,10600,1.8025598526000977
2012,0.4448017477989197,0.9383435174822807,6.364694586396217,856000,10700,1.103485345840454
2013,0.11894620954990387,0.9544031918048859,5.404565772414207,864000,10800,1.4227032661437988
2013,0.43556421995162964,0.8125337213277817,6.847700265049935,872000,10900,1.2964808940887451
2012,0.22989794611930847,0.7862668335437775,4.214545512199402,880000,11000,1.7252171039581299
2012,0.9418002963066101,0.7766107469797134,4.478358237445354,888000,11100,1.7355782985687256
2010,0.5197964906692505,0.7404761016368866,4.860393503308297,896000,11200,1.480400562286377
2010,0.3731299042701721,0.7375240325927734,4.0121240556240085,904000,11300,1.5670100450515747
2010,0.1825418323278427,0.9294034689664841,5.662801200151444,912000,11400,1.3170720338821411
2011,0.18969009816646576,0.9222034811973572,5.852017241716385,920000,11500,1.258165955543518
2011,0.11204342544078827,0.9469871371984482,5.99379352927208,928000,11600,1.2266016006469727
2011,0.7205454707145691,0.8861322402954102,6.326593938469887,936000,11700,1.461645245552063
2011,0.21705904603004456,0.896763876080513,3.0878623172640802,944000,11800,1.809866189956665
2011,0.13948705792427063,0.9582617096602917,3.5180320173501967,952000,11900,1.5285704135894775
2011,0.6989034414291382,0.6878685057163239,9.571628880500793,960000,12000,1.0628329515457153
2011,0.0913817286491394,0.964552104473114,4.453211988508701,968000,12100,1.5912858247756958
2010,2.2981014251708984,0.25911349058151245,9.728461009263992,976000,12200,1.2536942958831787
2010,0.18130148947238922,0.9490717016160488,7.65507897734642,984000,12300,1.4098304510116577
2010,0.6326705813407898,0.8107604533433914,4.324760854244232,992000,12400,1.7059552669525146
2011,1.6329352855682373,0.7668697535991669,9.067868441343307,1000000,12500,1.3847851753234863
2012,0.9138981103897095,0.8186354339122772,8.263330286741256,1008000,12600,1.3862894773483276
2012,0.13587920367717743,0.8105060458183289,1.1491718948818743,1016000,12700,1.9466936588287354
2013,0.3780025839805603,0.7530508041381836,4.651798017323017,1024000,12800,1.6132442951202393
2013,1.432634711265564,0.7770847976207733,7.7895927131175995,1032000,12900,1.296290397644043
2014,0.179493710398674,0.9510262049734592,3.595093047703995,1040000,13000,1.7491586208343506
2014,0.23018963634967804,0.8186144828796387,5.026602673530578,1048000,13100,1.5614287853240967
2014,0.4361445903778076,0.7816727161407471,3.7181113600730895,1056000,13200,1.8865267038345337
2013,0.25783756375312805,0.9049132466316223,2.8459657657891513,1064000,13300,1.5117043256759644
2013,0.2059594690799713,0.931206040084362,6.037614569067955,1072000,13400,1.2576242685317993
2013,0.46164470911026,0.8970287814736366,7.125476369261742,1080000,13500,1.3663361072540283
2012,1.4604439735412598,0.7193740904331207,6.2111743777990345,1088000,13600,1.5187331438064575
2012,0.22769281268119812,0.6998416781425476,5.633707752823829,1096000,13700,1.3908768892288208
2012,0.216715008020401,0.8672414720058441,4.935518649220467,1104000,13800,1.7324081659317017
2013,0.7809605598449707,0.8373722434043884,8.135833704471588,1112000,13900,1.2428951263427734
2013,0.048790451139211655,0.9658605679869652,2.2246262199478224,1120000,14000,1.935659408569336
2013,1.5412629842758179,0.5896649360656738,5.132411137223244,1128000,14100,1.5376173257827759
2013,0.36245495080947876,0.7421957850456238,3.203767877817154,1136000,14200,1.808721899986267
2012,0.9956944584846497,0.6091982126235962,6.9974892139434814,1144000,14300,1.1359202861785889
2012,1.4345169067382812,0.19237446784973145,5.2567920804023744,1152000,14400,1.6090959310531616
2013,0.3239007592201233,0.8975230678915977,6.305719119310379,1160000,14500,1.4358181953430176
2013,0.48017293214797974,0.8649556338787079,7.11917969584465,1168000,14600,1.4055402278900146
2013,1.9179744720458984,0.34112441539764404,5.918514665961266,1176000,14700,1.33890700340271
2014,0.9396877288818359,0.8119985908269882,9.367291963100433,1184000,14800,0.5606452822685242
2014,0.07928214967250824,0.9176116362214088,3.201500281691551,1192000,14900,1.411377191543579
2013,0.12490246444940567,0.9277951642870903,6.660646697878837,1200000,15000,0.9704839587211609
2014,0.2959771752357483,0.9057606086134911,4.304144871234894,1208000,15100,1.60635507106781
2013,0.9094430804252625,0.8145053386688232,7.6062154293060305,1216000,15200,1.2552952766418457
2014,0.393949031829834,0.9023575708270073,5.180971637368202,1224000,15300,1.1561387777328491
2014,0.08239732682704926,0.9879604652523994,5.632003481686115,1232000,15400,1.3162662982940674
2015,0.2115541696548462,0.9597731530666351,7.111437904834747,1240000,15500,1.3454046249389648
2015,0.1944994032382965,0.7123782634735107,2.3120194360613824,1248000,15600,1.689062476158142
2016,0.21852990984916687,0.881271094083786,3.224299465119839,1256000,15700,1.563615322113037
2016,1.2139265537261963,0.46331852674484253,5.493182384967804,1264000,15800,1.2853682041168213
2016,0.2488739788532257,0.9687666613608599,10.972967559099198,1272000,15900,1.1451709270477295
2016,0.1477207988500595,0.9905742816627026,9.74940162152052,1280000,16000,1.2688417434692383
2016,0.13392463326454163,0.9949072659946978,7.783023751713335,1288000,16100,1.2217563390731812
2016,0.07465724647045135,0.9857655931264162,2.19692990310723,1296000,16200,1.7825019359588623
2017,1.7794815301895142,0.44013410806655884,6.827119743824005,1304000,16300,1.5434768199920654
2017,0.36992475390434265,0.7512750178575516,5.461333471536636,1312000,16400,1.6180570125579834
2016,1.7419726848602295,0.8146128207445145,9.260157549381256,1320000,16500,1.453502893447876
2016,0.4352031648159027,0.8533442169427872,7.638169446587563,1328000,16600,1.362894892692566
2016,0.06048685312271118,0.9591436460614204,2.1529957835096867,1336000,16700,1.7083673477172852
2016,0.3947504758834839,0.8939219787716866,6.384721994400024,1344000,16800,1.4233072996139526
2016,0.08280837535858154,0.9658466354012489,7.038149926066398,1352000,16900,1.4997749328613281
2015,1.9589478969573975,0.6339288055896759,8.33735477924347,1360000,17000,1.3308851718902588
2015,0.19110684096813202,0.9664314053952694,9.537927091121674,1368000,17100,1.27535080909729
2016,1.0361894369125366,0.7779533565044403,7.583753257989883,1376000,17200,1.3659169673919678
2016,0.1584508866071701,0.9738712124526501,6.953938055038452,1384000,17300,1.5194791555404663
2017,0.28575342893600464,0.8715608865022659,7.296462115645409,1392000,17400,1.2842870950698853
2017,0.10630066692829132,0.9780756067484617,6.523025243356824,1400000,17500,1.4558348655700684
2018,0.26340678334236145,0.9704968426376581,9.324806475639344,1408000,17600,1.385136365890503
2018,0.22909601032733917,0.9899683091789484,8.47254957575351,1416000,17700,1.273395299911499
2018,0.2283128798007965,0.9603925682604313,5.687415962784144,1424000,17800,1.3744010925292969
2018,0.18413540720939636,0.9794953670352697,8.04263538904488,1432000,17900,1.4256935119628906
2019,0.0376180000603199,0.9835017379373312,3.2728371992707253,1440000,18000,1.761243224143982
2019,0.2342495173215866,0.9584175944328308,7.369029691815376,1448000,18100,1.451095461845398
2019,0.23602011799812317,0.9610024280846119,4.689760392904281,1456000,18200,1.718712568283081
2019,0.22172550857067108,0.9787704851478338,7.790282040834427,1464000,18300,1.366290807723999
2020,0.5756267309188843,0.8004224747419357,5.929578128457069,1472000,18400,1.6330583095550537
2020,1.3316893577575684,0.5209077596664429,5.137115716934204,1480000,18500,1.6509428024291992
2021,0.1506938487291336,0.9691068008542061,5.952196004986763,1488000,18600,1.669000267982483
2021,0.42372170090675354,0.8678653538227081,4.45730713903904,1496000,18700,1.8236182928085327
2019,0.42478933930397034,0.9212077483534813,7.225399903953075,1504000,18800,1.493229627609253
2020,0.11242331564426422,0.9545790404081345,4.869323600828648,1512000,18900,1.6264842748641968
2020,0.622665286064148,0.7925042808055878,4.539134846627713,1520000,19000,1.2887195348739624
2020,0.43750444054603577,0.9127527922391891,4.597737844102085,1528000,19100,1.5779001712799072
2020,0.3010532259941101,0.8886484503746033,3.5845773428678513,1536000,19200,1.7943813800811768
2020,0.21021981537342072,0.965349093079567,5.663764071464539,1544000,19300,1.570542573928833
2020,1.087432861328125,0.7023934125900269,2.6492819637060165,1552000,19400,1.768187165260315
2020,0.09956619143486023,0.9894598256796598,6.0998358756303785,1560000,19500,1.7156606912612915
2020,0.17732581496238708,0.9871377488598228,10.254419693350792,1568000,19600,1.4392091035842896
2021,0.23427288234233856,0.969741202890873,6.074883653223514,1576000,19700,1.5568288564682007
2021,0.32469815015792847,0.9679881148040295,8.063762950897218,1584000,19800,1.312139868736267
2021,0.6066250205039978,0.7481664419174194,4.6825144529342655,1592000,19900,1.613295316696167
2021,0.12878631055355072,0.9821046385914087,7.891822436451912,1600000,20000,1.4226642847061157
2021,3.5365798473358154,0.2708032727241516,7.806813460588455,1608000,20100,1.5249640941619873
2021,0.06150780990719795,0.9881001813337207,5.381449371576309,1616000,20200,1.5863072872161865
2021,0.10031280666589737,0.988061860203743,7.952272048592567,1624000,20300,1.3526767492294312
2021,0.14857760071754456,0.9584255442023277,5.032540217041969,1632000,20400,1.7018229961395264
2021,0.3867914080619812,0.9397767670452595,6.465713931620121,1640000,20500,1.6802890300750732
2021,0.2002442330121994,0.9556442648172379,10.515940845012665,1648000,20600,1.3343616724014282
2021,0.10248555988073349,0.9796764124184847,5.482949495315552,1656000,20700,1.53603196144104
2021,0.6049116849899292,0.7657642960548401,7.420065063238144,1664000,20800,1.4843183755874634
2020,0.34195369482040405,0.9309652522206306,5.94622994363308,1672000,20900,1.6095025539398193
2020,0.23078998923301697,0.8918797522783279,6.031859496235848,1680000,21000,1.523863673210144
2020,1.9917690753936768,0.8467241823673248,8.600512297451496,1688000,21100,1.2810652256011963
2020,1.13135826587677,0.8495988994836807,4.027186952903866,1696000,21200,1.7434040307998657
2019,0.13354745507240295,0.9973335119429976,14.194466115534306,1704000,21300,1.2416784763336182
2020,0.07735540717840195,0.9913474628701806,5.568709872523323,1712000,21400,1.4414163827896118
2020,0.25468289852142334,0.9724444132298231,6.2097456976771355,1720000,21500,1.5609681606292725
2020,1.1711151599884033,0.918951615691185,8.104255464673042,1728000,21600,1.3375612497329712
2020,0.28057268261909485,0.949601911008358,8.492104309797288,1736000,21700,1.3706510066986084
2020,0.07928361743688583,0.9922694903798401,7.506105417013169,1744000,21800,1.5313808917999268
2019,0.6670987606048584,0.8087504357099533,3.8772423684597017,1752000,21900,1.7420415878295898
2019,0.4349098205566406,0.9169436991214752,5.825086906552315,1760000,22000,1.593596339225769
2019,0.08438695967197418,0.9826574698090553,4.523429590463638,1768000,22100,1.8505983352661133
2019,0.40670958161354065,0.6496789753437042,3.941006599366665,1776000,22200,1.7888689041137695
2019,0.4376101493835449,0.8749148845672607,4.578377727419138,1784000,22300,1.6382277011871338
2019,0.09302546828985214,0.9916158672422171,7.365614257752895,1792000,22400,1.4495137929916382
2019,1.3105087280273438,0.7997481524944305,7.6149906873703,1800000,22500,1.448134183883667
2020,0.241970032453537,0.9585074856877327,3.7278189150616527,1808000,22600,1.6858793497085571
2020,0.11836159229278564,0.9684474058449268,3.7940933778882027,1816000,22700,1.6838483810424805
2020,0.1610449105501175,0.9863927764818072,6.457037296984344,1824000,22800,1.6915638446807861
2020,0.26720815896987915,0.9784283991903067,8.314613115787505,1832000,22900,1.5018337965011597
2021,0.2496097981929779,0.9811251498758793,9.185303872823715,1840000,23000,1.4975539445877075
2021,0.07519380748271942,0.9932583891786635,5.9620006017386915,1848000,23100,1.6987661123275757
2021,0.15709194540977478,0.9723373204469681,7.450035753846168,1856000,23200,1.5674651861190796
2022,0.17621834576129913,0.9866322027519345,8.191402964293957,1864000,23300,1.6080138683319092
2022,2.044311761856079,0.6951797008514404,6.979000729322434,1872000,23400,1.502332091331482
2022,0.23638935387134552,0.884723350405693,5.766350114345551,1880000,23500,1.5479024648666382
2022,0.5133107900619507,0.8172174543142319,5.505568411946297,1888000,23600,1.5792973041534424
2022,0.3961673676967621,0.9166949167847633,6.472257518768311,1896000,23700,1.5588154792785645
2022,0.13137255609035492,0.9730765074491501,8.622718665003777,1904000,23800,1.493006706237793
2022,1.4046497344970703,0.8865939751267433,6.378362454473972,1912000,23900,1.702318787574768
2022,0.1476166695356369,0.9824923221021891,5.766509298980236,1920000,24000,1.8106372356414795
2022,0.0753517597913742,0.9881113022565842,5.502940739691257,1928000,24100,1.661026954650879
2022,0.26637181639671326,0.8169570714235306,4.0595293648540975,1936000,24200,1.662255883216858
2022,0.20258167386054993,0.8489367067813873,3.327562926057726,1944000,24300,1.7787177562713623
2022,0.21535511314868927,0.9727076143026352,9.445996993780136,1952000,24400,1.430794596672058
2022,1.5870311260223389,0.6553658246994019,8.873060929775239,1960000,24500,1.4123646020889282
2022,0.29101142287254333,0.9514995627105236,7.244966839253903,1968000,24600,1.5682404041290283
2021,0.2595120370388031,0.896725557744503,6.7670334577560425,1976000,24700,1.4906108379364014
2021,2.629473924636841,0.7904557138681412,8.124093189835548,1984000,24800,1.5609626770019531
2022,0.14757099747657776,0.9665753617882729,4.262924663722515,1992000,24900,1.5772440433502197
2021,0.2127128392457962,0.9653136990964413,5.593594128265977,2000000,25000,1.3637765645980835
2021,0.2317160815000534,0.9691827110946178,8.634948466718196,2008000,25100,1.3872276544570923
2021,0.16261065006256104,0.9579431116580963,5.282192075252533,2016000,25200,1.6398512125015259
2021,0.16985081136226654,0.9678093828260899,7.832902522385121,2024000,25300,1.3887513875961304
2021,0.45144158601760864,0.9405569694936275,7.090115094184876,2032000,25400,1.731147050857544
2021,0.27726659178733826,0.9433272555470467,5.527304272353649,2040000,25500,1.8212661743164062
2019,0.30579084157943726,0.8792503923177719,3.970021741837263,2048000,25600,1.72538161277771
2020,0.3140735328197479,0.9289689585566521,5.618344901502132,2056000,25700,1.6891237497329712
2020,0.13351179659366608,0.9730223398655653,6.069545719027519,2064000,25800,1.545196533203125
2020,0.19357016682624817,0.9462997764348984,6.956520131230354,2072000,25900,1.6442615985870361
2020,0.182671457529068,0.980174845084548,7.144391418993473,2080000,26000,1.445207953453064
2020,0.1653170883655548,0.9861564626917243,9.848337544500827,2088000,26100,1.5450457334518433
2020,0.14441022276878357,0.9859493607655168,7.2013035520911215,2096000,26200,1.5108869075775146
2020,0.1737150102853775,0.9835479483008385,9.560773998498917,2104000,26300,1.507310152053833
2020,0.16740114986896515,0.9848077921196818,6.933698880672455,2112000,26400,1.5112066268920898
2020,0.3579590916633606,0.9152937904000282,5.69325350522995,2120000,26500,1.6784095764160156
2020,0.12761548161506653,0.9646696597337723,7.48907909989357,2128000,26600,1.4304606914520264
2020,0.21859805285930634,0.9768723323941231,4.432348302938044,2136000,26700,1.4333893060684204
2020,0.1559334397315979,0.9713069684803486,6.772720357775688,2144000,26800,1.5049968957901
2020,0.19792041182518005,0.9128747954964638,7.998577961325646,2152000,26900,1.4054228067398071
2021,0.4929623007774353,0.8919578790664673,6.368015560507774,2160000,27000,1.4637670516967773
2021,0.29125693440437317,0.9200916886329651,3.9418593756854534,2168000,27100,1.6266587972640991
2021,0.2543027698993683,0.9533845521509647,8.1707001298666,2176000,27200,1.305837631225586
2021,3.086998462677002,0.399908185005188,5.60724513232708,2184000,27300,1.465364694595337
2021,0.19117140769958496,0.9699731227010489,7.068996134400368,2192000,27400,1.4248530864715576
2021,0.22943270206451416,0.9124851748347282,4.682990382611751,2200000,27500,1.637885332107544
2022,0.14595922827720642,0.9791407771408558,6.082743614912033,2208000,27600,1.505558967590332
2022,0.34596285223960876,0.9413355737924576,9.602698254585267,2216000,27700,1.1888573169708252
2022,2.2350823879241943,0.7101040184497833,8.40515593290329,2224000,27800,1.5058811902999878
2021,0.2878575325012207,0.9074946418404579,3.2569496728479863,2232000,27900,1.874802589416504
2022,0.8293344378471375,0.9115285947918892,8.11216846704483,2240000,28000,1.3914153575897217
2022,0.09185154736042023,0.990497462451458,5.505752878636121,2248000,28100,1.56172513961792
2022,3.188228130340576,0.7430432438850403,7.552758724242449,2256000,28200,1.5046405792236328
2021,0.21413937211036682,0.8767195865511894,3.819189713895321,2264000,28300,1.7013072967529297
2021,1.1326515674591064,0.64449143409729,4.918156245350838,2272000,28400,1.486096978187561
2022,0.9515239000320435,0.9030321910977364,8.668334078788757,2280000,28500,1.0907522439956665
2022,0.2397606372833252,0.8734132498502731,3.28551007155329,2288000,28600,1.9226220846176147
2021,0.08664727210998535,0.9741769060492516,4.838582283072173,2296000,28700,1.661253571510315
2021,0.21335789561271667,0.9785139597952366,9.588096094131469,2304000,28800,1.4061481952667236
2021,1.7760547399520874,0.7526468187570572,8.86323869228363,2312000,28900,1.3700759410858154
2022,1.1970436573028564,0.8088019639253616,7.314138966798782,2320000,29000,1.5128618478775024
2022,0.14956192672252655,0.9823314901441336,8.322697192430496,2328000,29100,1.3777425289154053
2022,0.2569602131843567,0.9693770334124565,8.407764238119125,2336000,29200,1.3977453708648682
2022,1.1111961603164673,0.951081171631813,10.590113955736161,2344000,29300,1.372886300086975
2022,0.17296531796455383,0.9906296571716666,10.21595050226897,2352000,29400,1.3360908031463623
2022,0.2947101891040802,0.9537807032465935,5.590454617887735,2360000,29500,1.672579050064087
2021,0.16347691416740417,0.9664544463157654,6.91074475646019,2368000,29600,1.473059058189392
2021,0.18583911657333374,0.9705796241760254,7.738287964463234,2376000,29700,1.1448707580566406
2021,0.7982019782066345,0.8654634207487106,10.505402046442033,2384000,29800,0.9729609489440918
2021,0.2073722779750824,0.9811034947633743,9.495157328248023,2392000,29900,1.406054139137268
2022,0.11544640362262726,0.9828728772699833,5.172609378024935,2400000,30000,1.4826114177703857
2022,0.17118263244628906,0.9441749006509781,5.162230126559734,2408000,30100,1.3229366540908813
2022,0.3333430886268616,0.9793896935880184,7.660173311829567,2416000,30200,1.5400938987731934
2022,0.2667013704776764,0.9522484615445137,5.484389264881611,2424000,30300,1.509155511856079
2022,0.11490442603826523,0.9848864618688822,4.763292558677494,2432000,30400,1.6729217767715454
2023,0.395427405834198,0.9011178836226463,7.25666589140892,2440000,30500,1.3596738576889038
2023,0.16982683539390564,0.8648810386657715,4.45480444431305,2448000,30600,1.607709527015686
2023,0.3734307289123535,0.9273297041654587,6.203635886311531,2456000,30700,1.434769868850708
2023,1.8598060607910156,0.49715209007263184,6.095510014891625,2464000,30800,1.4941942691802979
2023,0.17226924002170563,0.9753575343638659,7.139033890888095,2472000,30900,1.2030624151229858
2023,0.145694300532341,0.9811984468251467,6.740092265605926,2480000,31000,1.2148950099945068
2024,0.16761279106140137,0.9715663231909275,6.03424754217267,2488000,31100,1.455011010169983
2023,0.5221948623657227,0.6540848612785339,3.4233507469296454,2496000,31200,1.1898877620697021
2023,0.3888426423072815,0.9314088523387909,7.156249256432057,2504000,31300,1.4088574647903442
