fps,explained_variance,total_timesteps,value_loss,avg reward,policy_entropy,nupdates
1979,-2.8617501258850098,272000,4.762567186844535e-05,-0.008069498426630161,2.197204113006592,3400
1981,-0.05790746212005615,280000,3.724864654941484e-05,-0.006977846576774027,2.1968870162963867,3500
1982,-0.5192404985427856,288000,5.8986548538086936e-05,-0.0017031276162015273,2.1972155570983887,3600
1984,-1.2510347366333008,296000,0.00016770920774433762,0.004721353865170386,2.197186231613159,3700
1986,0.1243135929107666,304000,2.0802208382519893e-05,0.0019008189890882931,2.1971945762634277,3800
1988,-2.206935405731201,312000,0.0001287483173655346,0.004710423948199605,2.1971938610076904,3900
1983,-0.21091711521148682,320000,0.00010718106932472438,0.001641257698429399,2.1971890926361084,4000
1984,-2.7984983921051025,328000,6.000945722917095e-05,0.00239248979378317,2.1971869468688965,4100
1987,0.07977604866027832,336000,7.32727930881083e-05,0.011253755500069929,2.196878433227539,4200
1988,-0.6657330989837646,344000,4.8432284529553726e-05,0.00218989785262238,2.197206974029541,4300
1989,-0.8884028196334839,352000,0.00011824043758679181,-0.012154230987653137,2.1971912384033203,4400
1992,-0.1705765724182129,360000,2.1914191165706143e-05,0.00489127813707455,2.1971957683563232,4500
1993,-0.3318415880203247,368000,0.00017137224494945258,0.02057630088820588,2.1971607208251953,4600
1988,-2.500176191329956,376000,3.0451430575340055e-05,0.010407223866786807,2.1971817016601562,4700
1988,-0.49048924446105957,384000,5.296964809531346e-05,-0.0061758053806443055,2.1971821784973145,4800
1991,-0.4303332567214966,392000,6.95334529154934e-05,-0.020011379185598345,2.196964740753174,4900
1993,-1.1429319381713867,400000,3.747769369510934e-05,-0.007962220404442633,2.1971888542175293,5000
1994,-0.876512885093689,408000,8.89070361154154e-05,0.012976880854694173,2.197171449661255,5100
1996,-1.7711634635925293,416000,2.2743246518075466e-05,-0.00031776553587405945,2.197192668914795,5200
1998,-0.8090033531188965,424000,0.0001294782559853047,0.0021439105631088752,2.197144031524658,5300
1993,-1.2029814720153809,432000,3.628207923611626e-05,0.005025271045451518,2.1972033977508545,5400
1995,-1.2166740894317627,440000,1.5664916645619087e-05,-0.001398773143409926,2.197021484375,5500
1994,-2.9321908950805664,448000,6.575013685505837e-05,0.006354800673943828,2.1972038745880127,5600
1993,-0.40849947929382324,456000,0.00011425907723605633,0.009355690315715037,2.19718599319458,5700
1995,-0.5474159717559814,464000,1.8936767446575686e-05,0.00413105558945972,2.1971960067749023,5800
1994,-0.3218550682067871,472000,0.00010033047146862373,-0.00284327536278397,2.197174072265625,5900
1992,-1.3954603672027588,480000,4.258377884980291e-05,0.000360334268589213,2.197207450866699,6000
1993,-0.6307954788208008,488000,2.591986230982002e-05,-0.004812348727864446,2.197208881378174,6100
1992,0.2904370427131653,496000,2.5194964109687135e-05,0.0034985223726835104,2.1970622539520264,6200
1992,-1.8534622192382812,504000,2.8232840122655034e-05,-0.001511693241627654,2.1972110271453857,6300
1991,0.24268180131912231,512000,6.734776252415031e-05,-0.004348038448370062,2.1971917152404785,6400
1992,-0.5484968423843384,520000,1.761817475198768e-05,-0.009589123414480127,2.1972084045410156,6500
1994,-0.6782833337783813,528000,0.00015941282617859542,-0.0022838418328319674,2.197187900543213,6600
1990,-1.2057359218597412,536000,2.4367520381929353e-05,-0.0044779999672755364,2.1972155570983887,6700
1992,-1.8791584968566895,544000,5.730698467232287e-05,0.0037380023255536798,2.197066068649292,6800
1993,-0.006670117378234863,552000,4.036045720567927e-05,-0.0028042981508406228,2.1971383094787598,6900
1994,-0.549944281578064,560000,3.5835841117659584e-05,-0.00043772829667432234,2.1972134113311768,7000
1995,-0.33722972869873047,568000,6.973960989853367e-05,0.002351438179357501,2.1971893310546875,7100
1996,0.21936917304992676,576000,1.4104526599112432e-05,0.0006477108527178643,2.197211265563965,7200
1997,-1.1597106456756592,584000,0.0001282271114178002,-0.007263822706590872,2.1971733570098877,7300
1992,-0.5733510255813599,592000,1.7192707673530094e-05,-7.250184680742677e-05,2.1972105503082275,7400
1993,0.025581538677215576,600000,2.918446625699289e-05,0.007738676291046432,2.1971263885498047,7500
1994,-1.035937786102295,608000,5.370805229176767e-05,0.008166902403900167,2.1972103118896484,7600
1995,0.012792825698852539,616000,6.560454494319856e-05,0.013756850860954729,2.1971821784973145,7700
1995,-0.7152029275894165,624000,2.0245148334652185e-05,0.0037068492234539007,2.1972036361694336,7800
1996,-0.4815845489501953,632000,8.431288006249815e-05,0.003575711855228292,2.19718599319458,7900
1993,-1.1369380950927734,640000,2.598567516542971e-05,0.007536044566950295,2.197206497192383,8000
1993,-1.228308916091919,648000,2.6323070414946415e-05,0.004464449770784995,2.1972031593322754,8100
1994,-0.7609130144119263,656000,3.449242649367079e-05,0.0034580319334054366,2.1970791816711426,8200
1995,-0.22204148769378662,664000,2.6075751520693302e-05,-0.0075459830419276844,2.197206735610962,8300
1996,-1.030297040939331,672000,7.806590292602777e-05,0.003351115142868366,2.197183132171631,8400
1997,-0.9415956735610962,680000,1.1482155059638899e-05,-0.003495105319598224,2.1972007751464844,8500
1999,-1.0935845375061035,688000,0.00010459877375978976,0.0033082803751312896,2.19712495803833,8600
1996,-0.3756762742996216,696000,1.6080161003628746e-05,1.6185386994038708e-05,2.1971893310546875,8700
1997,-1.3389480113983154,704000,1.2517930372268893e-05,-0.0017381305078743026,2.1970462799072266,8800
1997,-0.20833373069763184,712000,6.0643669712590054e-05,0.0020780705326615134,2.197197437286377,8900
1998,-0.9982798099517822,720000,0.00011026016727555543,9.147198070422747e-05,2.1971497535705566,9000
1999,-1.0101845264434814,728000,4.341245221439749e-05,-0.006316765266819857,2.197176218032837,9100
1999,-0.1176767349243164,736000,6.128806853666902e-05,-0.00021521470916923134,2.197181224822998,9200
1999,-0.904937744140625,744000,0.00011854693002533168,-0.0074872335484542415,2.19714093208313,9300
1995,-0.4166165590286255,752000,1.2657350453082472e-05,-0.0029666470931260847,2.197199583053589,9400
1996,-0.7327499389648438,760000,1.6959324057097547e-05,-0.0015688813811721048,2.1971182823181152,9500
1997,-0.8943893909454346,768000,2.3421371224685572e-05,-0.001269017309823539,2.197206974029541,9600
1998,-1.2016162872314453,776000,7.029348489595577e-05,-0.0015951198711263714,2.197178602218628,9700
1999,-0.4833362102508545,784000,1.4992379874456674e-05,-0.0005424025557658751,2.1972033977508545,9800
2000,-0.8786686658859253,792000,6.661894440185279e-05,0.00016642430618958316,2.1971588134765625,9900
1997,-0.21033382415771484,800000,3.5175537050236017e-05,-0.0018592437306324428,2.1971993446350098,10000
1998,-0.08444821834564209,808000,1.532623173261527e-05,-0.0029167121814680287,2.1971936225891113,10100
1998,0.23839455842971802,816000,2.151859735022299e-05,0.0032054534582130144,2.197150230407715,10200
1999,-0.5319514274597168,824000,1.9805867850664072e-05,0.0027425182292063256,2.1972031593322754,10300
2000,-0.6722052097320557,832000,6.672901508864015e-05,-0.0033280863906838933,2.197157382965088,10400
2001,0.04385024309158325,840000,7.783109140291344e-06,0.002623307363319327,2.1972060203552246,10500
2001,-0.11725831031799316,848000,9.110372047871351e-05,0.0010527268590522,2.1971449851989746,10600
1999,-0.8025319576263428,856000,1.1125782293675002e-05,0.00028196722454367775,2.1972079277038574,10700
1999,-1.4758365154266357,864000,1.00574798125308e-05,-0.0012066097944625654,2.197178363800049,10800
2000,-0.29265379905700684,872000,2.362852501391899e-05,0.0039687255870376244,2.19720721244812,10900
2001,-1.0344226360321045,880000,5.204121771384962e-05,-0.002650014535174705,2.1971771717071533,11000
2002,0.023806750774383545,888000,9.48398701439146e-06,-0.0002347055038626422,2.19720458984375,11100
2003,-0.5561363697052002,896000,5.720566332456656e-05,-0.0007262431081471732,2.197179079055786,11200
2001,0.1719226837158203,904000,2.3739647076581605e-05,0.0011932602090382715,2.197209119796753,11300
2001,0.055778443813323975,912000,2.289462099724915e-05,-0.0019838771793729395,2.1972079277038574,11400
2002,0.046709299087524414,920000,1.8405411537969485e-05,0.001971590674293111,2.1971752643585205,11500
2002,-0.10828661918640137,928000,1.797914046619553e-05,0.004714474548018188,2.19720458984375,11600
2003,-0.7066003084182739,936000,5.302538556861691e-05,-0.0004734533665725849,2.1971747875213623,11700
2004,0.31303834915161133,944000,5.97480629949132e-06,-0.004128487940761261,2.19720458984375,11800
2005,-0.7801532745361328,952000,2.8916092560393736e-05,-0.003410826850995363,2.19716215133667,11900
2002,-0.8268023729324341,960000,1.4461722457781434e-05,-0.0014001155836012914,2.197204351425171,12000
2002,-0.23652827739715576,968000,1.177038393507246e-05,-0.002034243887374032,2.1972012519836426,12100
2003,-0.2090686559677124,976000,1.68043770827353e-05,-0.0074627716137911195,2.197171688079834,12200
2004,-0.9776818752288818,984000,1.7731927073327824e-05,-0.0018849872689315817,2.197205066680908,12300
2004,-0.548206090927124,992000,6.777873932151124e-05,-0.0031407928614498814,2.1971685886383057,12400
2005,-0.3007667064666748,1000000,8.704089850652963e-06,-0.0021856477222172545,2.197206497192383,12500
2006,-0.4399315118789673,1008000,6.401699647540227e-05,0.00016619846282992513,2.197141170501709,12600
2004,-1.0297620296478271,1016000,1.103285285353195e-05,0.0036518734446872258,2.197201728820801,12700
2004,-0.04364192485809326,1024000,7.3650453487061895e-06,-0.004263593793439213,2.197165012359619,12800
2005,-1.489170789718628,1032000,1.565577622386627e-05,0.0029573244997664005,2.1972103118896484,12900
2005,-0.5967657566070557,1040000,3.556970114004798e-05,-0.0035199137091694865,2.1971747875213623,13000
2005,-0.22570490837097168,1048000,8.859598892740905e-06,-0.0006697593515127664,2.197208881378174,13100
2006,-0.7840554714202881,1056000,3.448458664934151e-05,-0.001170814596116543,2.197171449661255,13200
2004,-1.4844753742218018,1064000,2.1876476239413023e-05,0.0038004355159500848,2.197213649749756,13300
2004,-0.8082630634307861,1072000,1.7605363609618507e-05,0.002659176653105533,2.1972100734710693,13400
2005,-0.3294905424118042,1080000,2.330551069462672e-05,0.004171868546836777,2.197160243988037,13500
2006,-0.18817949295043945,1088000,1.1476999134174548e-05,0.00028408193902578204,2.1972126960754395,13600
2006,-1.1728074550628662,1096000,6.193392619024962e-05,0.002721461487817578,2.1971898078918457,13700
2007,-0.42761242389678955,1104000,7.525921773776645e-06,0.00024639664097776405,2.1972131729125977,13800
2007,-0.6236177682876587,1112000,7.338773866649717e-05,-0.001348080302341259,2.197190046310425,13900
2005,-1.4833126068115234,1120000,1.1908505257451907e-05,-0.00324899943661876,2.197214126586914,14000
2005,-0.40282297134399414,1128000,1.7232254322152585e-05,-0.004162264133628924,2.197213888168335,14100
2005,-1.4819073677062988,1136000,2.1208543330430984e-05,0.0004244987496349495,2.197166919708252,14200
2006,-0.12125587463378906,1144000,2.158682582376059e-05,0.003585764351009857,2.1972107887268066,14300
2007,0.0101889967918396,1152000,4.31499611295294e-05,0.0014979275911173318,2.197197198867798,14400
2005,0.38899755477905273,1160000,5.140322173247114e-06,0.0015475184418392018,2.197213649749756,14500
2005,-0.9210562705993652,1168000,4.810479367733933e-05,0.004885881464360864,2.197187900543213,14600
2004,-1.2549231052398682,1176000,1.0516855581954587e-05,0.002839031897383393,2.197213649749756,14700
2004,-0.4005790948867798,1184000,9.312737347499933e-06,0.005029656006081495,2.197204351425171,14800
2004,-1.473280668258667,1192000,1.5226268260448705e-05,0.003589773863859591,2.197218418121338,14900
2005,-0.8204419612884521,1200000,3.2895484764594585e-05,0.0061067652153724335,2.1972033977508545,15000
2005,-0.03979778289794922,1208000,4.224772965244483e-06,-0.001911113529058639,2.1972179412841797,15100
2005,-1.5041084289550781,1216000,3.2414402085123584e-05,0.00026335236325394364,2.1972010135650635,15200
2004,-2.100444793701172,1224000,2.006357317441143e-05,0.005302817666961346,2.1972198486328125,15300
2004,-1.6384894847869873,1232000,1.54249464685563e-05,-0.003448767002555542,2.1972193717956543,15400
2004,0.14154309034347534,1240000,1.4084053873375524e-05,-0.0025510810111882163,2.197190761566162,15500
2005,-1.9857065677642822,1248000,1.2894632163806818e-05,0.000169094635930378,2.1972179412841797,15600
2005,-0.21970415115356445,1256000,3.6103920137975365e-05,-0.002420193565194495,2.197200059890747,15700
2006,-0.2739485502243042,1264000,7.497664228139911e-06,-0.0025418353427085092,2.1972150802612305,15800
2006,-1.2454583644866943,1272000,4.001535853603855e-05,0.0027407213194237555,2.1971874237060547,15900
2005,-0.3425363302230835,1280000,5.039094958192436e-06,-0.0015454936521564378,2.197216272354126,16000
2005,-0.29868221282958984,1288000,3.180202838848345e-05,0.0024024282458412925,2.1971595287323,16100
2005,-0.13177204132080078,1296000,2.7272893930785358e-05,-0.007079567147593479,2.197179079055786,16200
2006,0.2041778564453125,1304000,1.0388212103862315e-05,-0.000960834683428402,2.197213649749756,16300
2005,-0.09993410110473633,1312000,2.636998578964267e-05,-0.004847691788017983,2.1971981525421143,16400
2005,-0.7282391786575317,1320000,6.274537099670852e-06,-0.003261315394047415,2.1972148418426514,16500
2006,-1.2176711559295654,1328000,3.411931174923666e-05,0.004608222887327429,2.197188377380371,16600
2004,-1.0991220474243164,1336000,1.020062427414814e-05,0.0025913683159160426,2.1972155570983887,16700
2003,-0.6383798122406006,1344000,1.064356001734268e-05,-0.00440373717356124,2.197174549102783,16800
2004,-0.28763842582702637,1352000,1.739086292218417e-05,-0.0001807997698051622,2.1972155570983887,16900
2004,-1.083104133605957,1360000,3.455159458098933e-05,-0.0021939875441603363,2.197197437286377,17000
2005,-0.03235983848571777,1368000,7.307033229153603e-06,-0.0003080993055846193,2.197214126586914,17100
2005,-1.0397992134094238,1376000,4.034686571685597e-05,-0.0013568699927418494,2.197206497192383,17200
2004,-0.3434549570083618,1384000,2.4542434402974322e-05,0.002671925976756029,2.1972174644470215,17300
2003,-1.3337888717651367,1392000,9.534644050290808e-06,0.005970659496961161,2.1972150802612305,17400
2002,-0.2153463363647461,1400000,1.8844777514459565e-05,0.005508624840149423,2.197167158126831,17500
2002,-0.7348865270614624,1408000,1.5835623344173655e-05,0.0017890920600166283,2.197216510772705,17600
2003,-0.7310822010040283,1416000,3.621682117227465e-05,0.001134486840601312,2.197204113006592,17700
2003,-0.16669809818267822,1424000,5.013902409700677e-06,-0.0015635764833859867,2.1972169876098633,17800
2003,-1.4492104053497314,1432000,5.437328218249604e-05,0.0038110543697257525,2.1971960067749023,17900
2002,-0.1649460792541504,1440000,8.98970574780833e-06,-0.000673311506943719,2.197218894958496,18000
2002,-1.6895110607147217,1448000,1.0679385923140217e-05,0.0013783179834717884,2.1971795558929443,18100
2003,-1.7709929943084717,1456000,1.6408237570431083e-05,-0.0035378354048589246,2.197218418121338,18200
2002,-4.625921726226807,1464000,4.178028757451102e-05,-0.003374294908644515,2.1972060203552246,18300
2003,-0.49186766147613525,1472000,3.380477937753312e-05,-0.002542125771356041,2.1972086429595947,18400
2003,-0.5069252252578735,1480000,5.283565315039596e-06,0.0016167828554898734,2.197214365005493,18500
2003,-2.456541061401367,1488000,4.628584429156035e-05,-0.0007104197225999087,2.1971991062164307,18600
2001,-0.7948890924453735,1496000,8.43081306811655e-06,0.0003967175585785299,2.1972193717956543,18700
2002,-0.3846195936203003,1504000,5.13463646711898e-06,0.0023326406813794164,2.197160005569458,18800
2002,-1.2783503532409668,1512000,1.8112828911398537e-05,0.0016496988591825357,2.197216272354126,18900
2002,-1.9444773197174072,1520000,2.5168386855511926e-05,0.004789118528424297,2.1972055435180664,19000
2003,0.25763583183288574,1528000,4.304494268581038e-06,-8.407046925640316e-05,2.1972124576568604,19100
2003,-0.7467677593231201,1536000,2.5261437258450314e-05,0.0029263899734360164,2.1972086429595947,19200
2002,-0.2793232202529907,1544000,1.0258721886202693e-05,0.0030765571929805445,2.197216033935547,19300
2002,0.007836699485778809,1552000,9.910206244967412e-06,0.002804526191721379,2.1972148418426514,19400
2002,-1.1223862171173096,1560000,9.737487744132522e-06,0.0032377358114899835,2.1971664428710938,19500
2002,-0.5638566017150879,1568000,9.563996172801126e-06,0.0004328004753915593,2.1972179412841797,19600
2003,-0.7946826219558716,1576000,2.8277707315282896e-05,-0.0007503924069169443,2.1972079277038574,19700
2003,-0.5392464399337769,1584000,4.307233666622778e-06,0.0007650170144927415,2.1972193717956543,19800
2003,-2.125692367553711,1592000,4.4237815018277615e-05,0.0032217396723353887,2.1972031593322754,19900
1998,-0.8205230236053467,1600000,7.744192771497183e-06,0.0009781770830159075,2.1972198486328125,20000
1997,-0.7341775894165039,1608000,5.9640610743372235e-06,0.0037395430746983037,2.1971795558929443,20100
1998,-2.1263270378112793,1616000,1.140149288403336e-05,-0.0003488652379019186,2.1972222328186035,20200
1998,-0.3113476037979126,1624000,6.365516310324892e-05,-0.0004842777609155746,2.197213649749756,20300
1999,0.09137040376663208,1632000,5.973370662104571e-06,0.0003861348290229216,2.197220802307129,20400
1999,-0.17834734916687012,1640000,3.362658389960416e-05,-0.000618110116738535,2.197211980819702,20500
1998,-2.3414015769958496,1648000,1.3072110959910788e-05,-0.0012517016402853187,2.197211503982544,20600
1998,-1.3924682140350342,1656000,7.19780064173392e-06,-0.004284746423945762,2.1972193717956543,20700
1998,-0.24621129035949707,1664000,8.35830724099651e-06,0.002383320486842422,2.1971755027770996,20800
1999,-0.39966773986816406,1672000,7.987147910171188e-06,-0.001657383198835305,2.197221279144287,20900
1999,-1.4264769554138184,1680000,4.174410059931688e-05,-8.756993993301876e-05,2.1972126960754395,21000
1999,-0.02113032341003418,1688000,6.612614924961235e-06,0.0015640103827536222,2.1972219944000244,21100
2000,-1.9379913806915283,1696000,3.42227504006587e-05,0.0002992237007674703,2.1972134113311768,21200
1997,-0.13460445404052734,1704000,1.6528898413525894e-05,-0.0010059395353891887,2.1972217559814453,21300
1997,-0.5233547687530518,1712000,7.361995812971145e-06,-0.000595418197735853,2.1972198486328125,21400
1997,0.01230853796005249,1720000,8.739439181226771e-06,-0.0052633000041169,2.1971793174743652,21500
1998,0.19708335399627686,1728000,1.1968117178184912e-05,2.9734636336797847e-05,2.1972193717956543,21600
1998,-1.351879358291626,1736000,2.3182543372968212e-05,0.00587774804662331,2.1971993446350098,21700
1998,-0.5355809926986694,1744000,5.45014063391136e-06,-0.0003840353216219228,2.1972169876098633,21800
1999,-0.5776420831680298,1752000,3.6255503800930455e-05,0.005328805217868648,2.1971919536590576,21900
1997,-1.9610676765441895,1760000,6.570143341377843e-06,0.0032206632607994835,2.197221040725708,22000
1997,-0.33235156536102295,1768000,8.289696779684164e-06,-0.0047915068877046,2.1971776485443115,22100
1997,-1.1083035469055176,1776000,1.92874540516641e-05,0.0025601828459912213,2.1972222328186035,22200
1998,-1.8436071872711182,1784000,3.06762449326925e-05,0.001383529627128155,2.1972086429595947,22300
1998,0.296416699886322,1792000,3.997972271463368e-06,0.001275947897011065,2.197221279144287,22400
1998,-0.16305899620056152,1800000,3.452721648500301e-05,-0.005139954769401811,2.197209119796753,22500
1997,-1.443789005279541,1808000,1.0512172593735158e-05,0.0038339909009664553,2.197218656539917,22600
1998,-0.33211755752563477,1816000,9.866152140602935e-06,-0.0012134314361901487,2.1972174644470215,22700
1998,-0.00861668586730957,1824000,9.303012120653875e-06,0.004947078644181602,2.197176456451416,22800
1997,-0.132590651512146,1832000,6.485131052613724e-06,0.0010984527374603204,2.197220802307129,22900
1997,-0.7868342399597168,1840000,2.7461894205771387e-05,0.003448281579767354,2.1972105503082275,23000
1998,-0.8624497652053833,1848000,5.116982265462866e-06,-0.0012785867886123015,2.1972222328186035,23100
1998,-0.05974411964416504,1856000,2.4901328288251534e-05,-0.0007038033167191315,2.1972103118896484,23200
1997,-0.30941200256347656,1864000,6.824280717410147e-06,-0.0015900049635092727,2.1972222328186035,23300
1997,-0.6627911329269409,1872000,1.0189833119511604e-05,-0.00013759722473878356,2.1972217559814453,23400
1998,-0.1723262071609497,1880000,2.0480840248637833e-05,0.0011577957800909644,2.1972031593322754,23500
1997,0.013038039207458496,1888000,1.0262525393045507e-05,0.00424256684127613,2.1972217559814453,23600
1997,-0.5676256418228149,1896000,2.7541618692339398e-05,-0.004518719376937952,2.197213649749756,23700
1997,-0.42712652683258057,1904000,6.166817911434919e-06,-0.0016630937883746811,2.1972227096557617,23800
1998,-1.4171853065490723,1912000,2.484541619196534e-05,-0.0032051147978563676,2.197211742401123,23900
1996,-0.8646303415298462,1920000,7.005877705523744e-06,0.002077753562116413,2.197223663330078,24000
1996,-1.3346819877624512,1928000,4.021360837214161e-06,-0.00018629355163284344,2.1972110271453857,24100
1996,-0.6550674438476562,1936000,1.3360420780372806e-05,0.0020764223412243154,2.197223663330078,24200
1997,-0.3469175100326538,1944000,2.3861963200033642e-05,0.0016265852861579333,2.197218418121338,24300
1997,-0.043373703956604004,1952000,2.4145833776856307e-06,0.00023872099350228382,2.1972227096557617,24400
1998,-1.1175625324249268,1960000,1.9664053979795426e-05,0.0008234189059294295,2.197216749191284,24500
1996,-0.12852251529693604,1968000,1.7641927115619183e-05,0.005106103855223409,2.1972222328186035,24600
1996,-0.33446288108825684,1976000,8.606036317360122e-06,0.002833372455825156,2.1972222328186035,24700
1996,-0.17936992645263672,1984000,7.417516371788224e-06,-0.001034548185634776,2.197204113006592,24800
1996,-0.5695208311080933,1992000,9.851157301454805e-06,0.0023023976715194293,2.1972222328186035,24900
1997,0.14157629013061523,2000000,2.1665346139343455e-05,-0.006899129734665621,2.197216749191284,25000
1997,-0.10340404510498047,2008000,3.89593969885027e-06,-0.0033047363547666466,2.1972217559814453,25100
1997,-0.7032183408737183,2016000,1.6066356693045236e-05,-0.0012667719754972495,2.1972122192382812,25200
1996,-0.000719904899597168,2024000,6.874653536215192e-06,-0.002145057795860339,2.1972227096557617,25300
1995,-1.4306182861328125,2032000,1.7911694158101454e-05,-0.0019018635404790985,2.197202205657959,25400
1995,-0.5591675043106079,2040000,9.780225809663534e-06,0.0012012625953957468,2.197192430496216,25500
1996,-0.03560948371887207,2048000,6.711485184496269e-06,-0.0013796544859360437,2.197221040725708,25600
1996,-0.4422581195831299,2056000,2.391792986600194e-05,-0.0005351222120225429,2.197214126586914,25700
1996,-0.61797034740448,2064000,4.789287686435273e-06,-0.0006979777845117496,2.197218418121338,25800
1996,-2.021418809890747,2072000,2.7730002329917625e-05,-0.0017588812856047299,2.1972038745880127,25900
1995,-0.33393847942352295,2080000,4.941309271089267e-06,0.002184253066661768,2.1972198486328125,26000
1995,0.16992449760437012,2088000,2.8608458251255797e-06,-0.0003370309670572169,2.1971824169158936,26100
1995,-0.4840644598007202,2096000,7.64513788453769e-06,0.0028343621706881095,2.1972217559814453,26200
1995,-0.9677046537399292,2104000,2.274417784065008e-05,0.002000832541102682,2.1972155570983887,26300
1995,-0.797346830368042,2112000,3.1599570320395287e-06,0.0007365157964159153,2.1972198486328125,26400
1996,-0.7554690837860107,2120000,3.2212316000368446e-05,0.0038850932927744,2.1972129344940186,26500
1994,-0.05780494213104248,2128000,9.828828297031578e-06,0.00022365227196132764,2.19722056388855,26600
1994,-1.7793998718261719,2136000,5.18508886671043e-06,0.0011405479970562737,2.1972203254699707,26700
1994,-0.017572760581970215,2144000,7.942296178953256e-06,-0.00029907514508522583,2.197186231613159,26800
1995,-0.322440505027771,2152000,7.647190614079591e-06,-0.002065868348654476,2.1972198486328125,26900
1995,-0.5326595306396484,2160000,2.0148161638644524e-05,-0.0016989408701192587,2.1972146034240723,27000
1995,-0.3543436527252197,2168000,3.876038135786075e-06,-0.0021452235809192644,2.1972193717956543,27100
1996,-3.2820425033569336,2176000,2.46943200181704e-05,-0.001860337261314271,2.1972060203552246,27200
1995,-0.3421560525894165,2184000,5.131813850312028e-06,0.00011225714947613597,2.1972198486328125,27300
1995,-1.7280800342559814,2192000,9.823585969570559e-06,0.004710012477880809,2.1971752643585205,27400
1995,0.392128586769104,2200000,2.577479426690843e-05,0.00893977996747708,2.1972014904022217,27500
1996,-0.8199914693832397,2208000,1.3318478522705846e-05,0.00018239438995522051,2.1972174644470215,27600
1996,-0.5724934339523315,2216000,3.2050989830167964e-05,-0.0002564490452641621,2.1972107887268066,27700
1997,0.2253565788269043,2224000,3.1393024073622655e-06,-0.0003206503128240001,2.1972174644470215,27800
1997,-0.9291820526123047,2232000,3.195652971044183e-05,0.002230761683313176,2.197199583053589,27900
1996,0.05339336395263672,2240000,4.010629254480591e-06,0.0015526271436101524,2.1972169876098633,28000
1996,-0.9531630277633667,2248000,4.561830337479478e-06,0.0001317303169344086,2.197192430496216,28100
1996,-1.3763515949249268,2256000,5.712998245144263e-06,0.002194861946918536,2.197218656539917,28200
1996,-1.1209893226623535,2264000,2.291252530994825e-05,0.0002821033530153727,2.197205066680908,28300
1996,-1.0729517936706543,2272000,2.1842738533450756e-06,-0.0027882407448487356,2.197218418121338,28400
1996,-0.058560848236083984,2280000,1.8110684322891757e-05,-0.0009285100077249808,2.1972079277038574,28500
1995,-0.7401041984558105,2288000,6.669152753602248e-06,0.002198095540961731,2.1972198486328125,28600
1996,-0.3802480697631836,2296000,5.446890099847224e-06,0.002797974808163417,2.197218656539917,28700
1996,-0.07011890411376953,2304000,9.27247128856834e-06,-0.008646364210289904,2.1971957683563232,28800
1996,0.0033100247383117676,2312000,9.788976967683993e-06,0.0007187314631664776,2.197221040725708,28900
1997,-0.7684793472290039,2320000,1.9433247871347703e-05,-0.0004253830833476968,2.1972129344940186,29000
1997,-0.22261548042297363,2328000,3.753291366592748e-06,-0.0023313401121413334,2.197219133377075,29100
1997,-1.334625482559204,2336000,1.844055441324599e-05,-0.0038979237418971025,2.197202205657959,29200
1996,-0.23757612705230713,2344000,5.492624950420577e-06,-0.005256183566962136,2.1972193717956543,29300
1996,-1.0792648792266846,2352000,5.449557647807524e-06,0.0013872555158741307,2.197186231613159,29400
1996,-0.292500376701355,2360000,8.264074494945817e-06,-0.0030960956681568065,2.197221279144287,29500
1997,-1.0150957107543945,2368000,2.290332122356631e-05,-0.005823594590765424,2.1972153186798096,29600
1997,-0.1860795021057129,2376000,9.013738235807978e-06,-0.0014465183528955094,2.1972179412841797,29700
1997,-1.1806621551513672,2384000,1.4336323147290386e-05,-0.001034361831989372,2.1972169876098633,29800
1997,-3.0656256675720215,2392000,2.142876837751828e-05,-0.0008672188776472467,2.1972124576568604,29900
1997,-0.19015908241271973,2400000,4.944108695781324e-06,0.0004694005430792458,2.1972198486328125,30000
1997,0.376487672328949,2408000,5.5663849707343616e-06,-0.00465240964840632,2.1972098350524902,30100
1997,-0.6161084175109863,2416000,3.545379058778053e-06,0.0009411759094291483,2.197220802307129,30200
1997,-0.7735679149627686,2424000,1.4490416106127668e-05,-0.0007604284558510698,2.197216749191284,30300
1998,-0.4682154655456543,2432000,3.772805939661339e-06,0.0004421164127961674,2.197218418121338,30400
1998,-0.5155868530273438,2440000,1.4414511497307103e-05,0.0007565936986793532,2.197216510772705,30500
1997,-0.6454023122787476,2448000,7.567252851004014e-06,0.001334209772539907,2.1972203254699707,30600
1997,-0.4059213399887085,2456000,5.026553026254987e-06,0.0003892265842296183,2.1972203254699707,30700
1997,-0.9551585912704468,2464000,1.0568410289124586e-05,-0.0004623644976163632,2.197211980819702,30800
1997,-0.7518227100372314,2472000,1.0373325494583696e-05,0.0029488337935617893,2.197220802307129,30900
1998,-1.3872475624084473,2480000,1.3772507372777909e-05,-0.0014081595310926787,2.1972146034240723,31000
1998,0.11493790149688721,2488000,2.3173670342657715e-06,-0.0010788059954165874,2.1972203254699707,31100
1998,-0.565743088722229,2496000,3.100793401245028e-05,-0.001495905654883245,2.197211503982544,31200
1997,-0.22559475898742676,2504000,4.585323949868325e-06,-0.0007964569174873759,2.1972217559814453,31300
1997,-0.10503077507019043,2512000,6.088211193855386e-06,-0.0014964637688535732,2.1972081661224365,31400
1996,-0.9834318161010742,2520000,9.364587640448008e-06,-0.0019044715696509228,2.19722056388855,31500
