total_timesteps,explained_variance,learning rate,value_loss,nupdates,avg reward,fps,policy_entropy
5792000,0.8336790055036545,0.001,0.059143971651792526,72400,3.0792737647891046,1971,1.3724497556686401
5800000,0.94939324259758,0.001,0.02380429394543171,72500,2.485133520513773,1971,1.418540596961975
5808000,0.9723697993904352,0.001,0.022043081000447273,72600,2.549867183342576,1971,1.4699866771697998
5816000,0.9563271999359131,0.001,0.03577414155006409,72700,2.5953422866761686,1972,1.4657821655273438
5824000,0.9658533334732056,0.001,0.03223380446434021,72800,3.0871507581323385,1972,1.5150129795074463
5832000,0.8577302098274231,0.001,0.17989125847816467,72900,1.7187959784641862,1972,1.5178673267364502
5840000,0.922729603946209,0.001,0.07727517932653427,73000,2.9693322729319336,1972,1.4065252542495728
5848000,0.9741673246026039,0.001,0.020742224529385567,73100,2.0032329006819056,1972,1.4549180269241333
5856000,0.9435462839901447,0.001,0.059030432254076004,73200,4.026768937706947,1972,1.3212592601776123
5864000,0.9492360278964043,0.001,0.07666642963886261,73300,2.3951845269650223,1972,1.5068458318710327
5872000,0.9004525020718575,0.001,0.053648222237825394,73400,2.6508168749511243,1973,1.4637670516967773
5880000,0.9763027969747782,0.001,0.01663760095834732,73500,2.697098031640053,1973,1.5634417533874512
5888000,0.9216958060860634,0.001,0.08466553688049316,73600,2.2115043755155055,1973,1.518933892250061
5896000,0.8888615667819977,0.001,0.11617741733789444,73700,2.9943605054169895,1973,1.5006910562515259
5904000,0.9525359496474266,0.001,0.07849708944559097,73800,2.7318954287096857,1973,1.5423160791397095
5912000,0.9294061660766602,0.001,0.04323231428861618,73900,3.7032826498150824,1973,1.3299543857574463
5920000,0.9487099014222622,0.001,0.04511820524930954,74000,3.6554232709109784,1974,1.4313669204711914
5928000,0.9680808596313,0.001,0.056954752653837204,74100,2.9372399489802774,1974,1.4372062683105469
5936000,0.9612963274121284,0.001,0.026084622368216515,74200,2.4814426362514497,1974,1.5580823421478271
5944000,0.9309679269790649,0.001,0.05909774452447891,74300,3.2310377515852453,1974,1.399062156677246
5952000,0.980909988284111,0.001,0.0362260676920414,74400,2.375719370227307,1974,1.5031650066375732
5960000,0.9662535637617111,0.001,0.042764704674482346,74500,1.8844088673591615,1974,1.4917333126068115
5968000,0.9175610467791557,0.001,0.0821055918931961,74600,2.387561536580324,1974,1.5481621026992798
5976000,0.9063791409134865,0.001,0.09002445638179779,74700,3.082802119851112,1974,1.4720009565353394
