#{"t_start": 1520961764.9892414, "env_id": "SpaceInvadersNoFrameskip-v0"}
r,l,t
50.0,518,16.284065
50.0,406,17.950735
30.0,406,19.881429
210.0,492,22.320307
180.0,614,25.00963
400.0,682,28.152997
210.0,556,30.945976
205.0,690,34.305108
210.0,718,37.503407
180.0,386,39.415602
360.0,1006,44.164138
260.0,703,46.951321
105.0,518,49.361413
355.0,533,51.63456
75.0,388,53.51956
180.0,535,55.992205
205.0,654,58.966935
30.0,304,60.321571
185.0,614,66.553484
90.0,396,70.493307
155.0,720,77.731652
80.0,419,81.756018
110.0,486,86.513498
155.0,503,91.639935
155.0,567,97.457485
135.0,576,103.203241
110.0,535,108.146208
65.0,272,110.600518
30.0,290,113.193236
190.0,713,120.430894
120.0,481,125.363414
95.0,340,128.931149
155.0,459,133.812589
65.0,411,137.968661
135.0,336,140.76999
135.0,522,145.289698
185.0,587,151.0307
140.0,514,156.192909
105.0,457,160.745501
30.0,290,163.988359
275.0,668,170.336686
135.0,456,174.375807
60.0,408,178.301752
160.0,524,183.556241
440.0,989,193.543487
80.0,283,196.416765
100.0,505,201.492481
255.0,806,209.746453
340.0,733,217.151215
35.0,427,221.222095
145.0,622,227.602676
65.0,265,230.130347
135.0,394,233.953121
110.0,454,238.491815
180.0,497,243.473621
210.0,490,248.336251
105.0,399,252.2265
105.0,374,255.782737
105.0,329,258.995811
180.0,470,263.774567
20.0,280,266.639591
140.0,575,272.492679
135.0,467,277.321014
165.0,595,282.9759
50.0,276,285.132453
120.0,516,289.440806
355.0,693,295.759602
180.0,549,301.072259
125.0,582,307.037318
135.0,528,312.515067
165.0,586,318.323249
35.0,283,321.221601
270.0,702,328.15881
60.0,290,331.019773
120.0,519,336.131559
255.0,599,342.06773
120.0,544,347.64946
210.0,526,352.764409
190.0,581,358.480558
120.0,447,362.847554
140.0,488,367.84832
80.0,302,370.585102
75.0,472,375.15327
35.0,365,378.642217
80.0,388,382.285519
175.0,780,389.373742
120.0,455,394.096767
120.0,482,399.078855
155.0,441,403.408224
180.0,494,408.489387
50.0,399,412.599296
110.0,476,417.193913
75.0,436,421.721986
140.0,583,427.712486
110.0,520,432.775656
180.0,474,437.573915
105.0,389,441.364396
130.0,382,445.083849
65.0,394,448.983913
185.0,645,455.642083
185.0,713,463.095455
120.0,511,468.335098
230.0,644,474.941535
195.0,545,480.389323
180.0,492,485.366679
55.0,403,489.429758
440.0,738,497.021175
210.0,420,501.194874
120.0,466,505.804549
165.0,474,510.537744
210.0,595,516.544445
65.0,412,520.653951
75.0,293,523.600183
240.0,585,529.521061
65.0,380,533.277379
125.0,588,539.236675
135.0,426,543.460375
165.0,595,549.338842
450.0,1087,560.255641
120.0,337,563.618311
215.0,511,569.28201
135.0,502,574.064397
125.0,469,578.524112
45.0,425,582.405529
120.0,555,586.889164
155.0,488,591.461027
120.0,402,595.079677
225.0,659,601.154699
190.0,632,607.290452
230.0,626,613.181445
195.0,640,619.66322
155.0,318,622.91503
175.0,495,627.957498
125.0,347,631.512169
180.0,473,636.439003
80.0,294,639.461645
160.0,428,643.859383
60.0,374,647.743297
140.0,468,652.525614
50.0,302,655.526749
125.0,400,659.640123
110.0,362,663.313777
130.0,516,668.401816
180.0,711,675.467514
355.0,689,682.276116
135.0,499,687.313887
180.0,513,692.428055
135.0,564,697.840479
215.0,524,703.019722
135.0,499,708.014736
160.0,539,713.319824
320.0,742,721.148581
65.0,333,724.5467
90.0,474,729.338196
200.0,603,735.319782
90.0,466,740.151441
155.0,619,746.419813
125.0,404,750.543564
100.0,369,754.284119
235.0,774,761.876177
120.0,419,766.58577
80.0,444,770.771146
245.0,725,778.027994
230.0,685,785.194303
135.0,499,790.374343
365.0,730,797.709094
55.0,307,800.795598
215.0,600,806.630806
90.0,408,810.62464
125.0,501,815.714438
170.0,649,822.238273
200.0,499,827.097009
135.0,492,832.068066
65.0,402,836.114286
305.0,692,843.002822
275.0,641,849.338495
140.0,520,854.403181
90.0,284,857.052527
395.0,672,861.953253
120.0,502,867.195928
120.0,522,871.296218
155.0,481,875.099734
335.0,723,880.784116
105.0,507,884.752565
255.0,505,888.673984
180.0,483,892.175609
380.0,925,898.301229
105.0,445,901.246566
100.0,379,903.749588
115.0,461,906.790485
115.0,499,910.101167
365.0,785,915.329761
80.0,379,917.842817
105.0,382,920.36446
50.0,468,923.501301
90.0,409,926.204265
160.0,513,929.613459
160.0,616,933.700822
435.0,846,939.856857
245.0,833,945.38366
155.0,521,948.8369
130.0,405,951.50266
240.0,614,955.971404
215.0,613,962.032593
75.0,474,966.683126
65.0,416,970.626623
180.0,458,975.05786
215.0,690,981.737038
95.0,409,985.900337
135.0,409,990.068365
430.0,902,998.778819
135.0,412,1002.864459
255.0,788,1010.889639
120.0,439,1015.295819
90.0,427,1019.75704
85.0,436,1024.262628
95.0,471,1028.774178
140.0,359,1032.430561
105.0,370,1035.736523
325.0,595,1041.715405
135.0,464,1046.46084
145.0,517,1051.717481
135.0,381,1055.599365
180.0,596,1061.601155
60.0,399,1065.687279
210.0,466,1070.334766
205.0,485,1075.269853
105.0,379,1079.259158
190.0,413,1083.382929
30.0,405,1087.426104
225.0,604,1093.704956
110.0,480,1098.351839
460.0,1039,1108.333934
120.0,478,1113.136363
135.0,540,1118.517974
240.0,717,1125.310138
105.0,468,1130.063773
135.0,555,1135.605585
55.0,418,1139.915775
120.0,470,1144.702076
245.0,489,1149.767912
125.0,561,1155.00337
180.0,438,1159.280605
110.0,420,1163.23526
460.0,1247,1175.194382
20.0,383,1178.914101
210.0,599,1184.806581
230.0,752,1192.400918
70.0,297,1195.296317
50.0,391,1199.004342
150.0,584,1204.723463
80.0,289,1207.565505
245.0,672,1214.389212
210.0,528,1219.112382
260.0,869,1227.318878
165.0,439,1231.60083
135.0,473,1236.315871
345.0,505,1241.116182
340.0,826,1249.216729
90.0,440,1253.565772
115.0,478,1258.163152
55.0,371,1261.833747
105.0,345,1265.178809
80.0,414,1269.202633
170.0,563,1274.801073
400.0,735,1281.820778
120.0,483,1286.421425
100.0,454,1290.708589
105.0,457,1295.294701
65.0,323,1298.521517
65.0,378,1302.237435
155.0,516,1307.428691
105.0,340,1310.700986
415.0,690,1317.85038
320.0,735,1325.560034
120.0,338,1329.137229
75.0,327,1332.54656
105.0,374,1336.335859
105.0,410,1340.376145
180.0,460,1344.925674
260.0,637,1351.302621
65.0,433,1355.659417
170.0,763,1363.381843
95.0,370,1367.236014
45.0,288,1370.164473
180.0,604,1376.501382
115.0,535,1382.125427
150.0,489,1387.203802
80.0,331,1390.638141
490.0,850,1399.363133
440.0,707,1406.484299
260.0,562,1412.210226
85.0,365,1416.024443
225.0,847,1424.763587
80.0,282,1427.666334
80.0,371,1431.5314
85.0,321,1434.806532
185.0,530,1440.399326
155.0,425,1444.885654
245.0,734,1452.020069
125.0,521,1457.229311
555.0,784,1464.587161
335.0,840,1473.105323
130.0,457,1477.869618
20.0,346,1481.024846
50.0,269,1483.539109
80.0,415,1487.495936
225.0,504,1492.463743
295.0,617,1498.571061
125.0,511,1503.460759
240.0,1131,1514.132548
190.0,525,1518.831441
155.0,539,1522.978112
105.0,383,1525.965154
105.0,375,1529.488779
235.0,598,1534.777862
215.0,627,1540.697899
140.0,609,1546.727239
75.0,460,1551.288399
110.0,472,1556.104058
75.0,490,1560.874978
410.0,613,1566.631102
30.0,375,1570.194277
165.0,537,1575.334651
215.0,637,1579.829427
30.0,369,1582.216422
155.0,558,1585.832751
120.0,478,1588.925824
125.0,487,1592.081456
170.0,453,1595.025735
135.0,464,1599.499242
110.0,434,1603.372709
85.0,394,1606.896695
110.0,437,1610.97587
30.0,306,1613.909507
85.0,390,1617.714999
70.0,296,1620.842457
195.0,729,1628.29081
80.0,366,1631.89904
180.0,418,1635.93479
160.0,369,1639.624056
230.0,704,1646.700617
205.0,797,1654.506845
195.0,601,1660.674706
