total_timesteps,explained_variance,value_loss,fps,avg reward,policy_entropy,nupdates,learning rate
280000,-1.1920928955078125e-07,0.04424969479441643,2045,-1.786217987537384,1.7736812829971313,3500,0.01
288000,1.1920928955078125e-07,0.040283121168613434,2047,-1.739625646173954,1.7770366668701172,3600,0.01
296000,2.5331974029541016e-05,0.0693967267870903,2049,-1.9923007182776928,1.7683980464935303,3700,0.01
304000,1.7881393432617188e-07,0.06444450467824936,2052,-2.067814639210701,1.7578738927841187,3800,0.01
312000,0.0,0.022972488775849342,2053,-1.896920795738697,1.7624393701553345,3900,0.01
320000,0.0006905198097229004,0.06437788158655167,2052,-1.9439571291208266,1.7788457870483398,4000,0.01
328000,-1.1920928955078125e-07,0.027550946921110153,2053,-1.9508122503757477,1.7737996578216553,4100,0.01
336000,0.0,0.04377700015902519,2053,-2.0296759352087976,1.7679096460342407,4200,0.01
344000,0.0,0.022486291825771332,2054,-2.0371389210224153,1.7760791778564453,4300,0.01
352000,-1.1920928955078125e-07,0.023008020594716072,2054,-1.9861638754606248,1.7823874950408936,4400,0.01
360000,0.0,0.03275240212678909,2054,-1.8638519138097762,1.7831872701644897,4500,0.01
368000,-1.1920928955078125e-07,0.04407679662108421,2056,-1.9926617339253425,1.779050588607788,4600,0.01
376000,0.0,0.01213918812572956,2057,-1.7879858747124673,1.774741530418396,4700,0.01
384000,0.0,0.038464874029159546,2058,-1.8483963206410408,1.761014699935913,4800,0.01
392000,-1.1920928955078125e-07,0.022954486310482025,2058,-1.8398075312376023,1.7694227695465088,4900,0.01
400000,0.0,0.05449072644114494,2058,-1.9406983867287635,1.7658145427703857,5000,0.01
408000,0.0,0.012007348239421844,2058,-1.750345066189766,1.7799180746078491,5100,0.01
416000,5.960464477539063e-08,0.007148879114538431,2059,-1.9475417122244836,1.7637789249420166,5200,0.01
424000,1.7881393432617188e-07,0.059466905891895294,2059,-2.0820615217089653,1.779928207397461,5300,0.01
432000,-1.1920928955078125e-07,0.04831601679325104,2060,-2.1401960477232933,1.7821266651153564,5400,0.01
440000,0.0,0.0493464320898056,2060,-2.1179532915353776,1.7840038537979126,5500,0.01
448000,-0.00013697147369384766,0.048834674060344696,2061,-1.9456320069730282,1.7880334854125977,5600,0.01
456000,0.0,0.006887150462716818,2063,-1.7681223154067993,1.7880065441131592,5700,0.01
464000,5.960464477539063e-08,0.026704436168074608,2063,-1.8571324855089189,1.7851231098175049,5800,0.01
472000,4.9591064453125e-05,0.023858150467276573,2063,-1.9771433532238007,1.7828385829925537,5900,0.01
480000,0.0,0.07016109675168991,2064,-1.8937452584505081,1.7859246730804443,6000,0.01
488000,5.960464477539063e-08,0.0018945529591292143,2066,-1.829046940803528,1.7834861278533936,6100,0.01
496000,-1.1920928955078125e-07,0.06080878525972366,2066,-1.9379885703325272,1.7852630615234375,6200,0.01
504000,0.0,0.09646378457546234,2066,-2.24728838801384,1.781011939048767,6300,0.01
512000,-1.1920928955078125e-07,0.01233223732560873,2067,-1.9857108861207962,1.784257173538208,6400,0.01
520000,1.1324882507324219e-06,0.04326150193810463,2069,-2.0248284503817557,1.7837167978286743,6500,0.01
528000,0.0,0.0024736509658396244,2070,-2.08997163772583,1.784728765487671,6600,0.01
536000,-7.152557373046875e-07,0.03295452892780304,2071,-2.1588935256004333,1.7816749811172485,6700,0.01
544000,0.003363311290740967,0.033095069229602814,2072,-2.0207479909062385,1.7849117517471313,6800,0.01
552000,-0.004815340042114258,0.001713520847260952,2072,-1.7777530193328857,1.7865931987762451,6900,0.01
560000,0.0,0.04381408542394638,2074,-2.096729797124863,1.788159966468811,7000,0.01
568000,-2.384185791015625e-07,0.04935469105839729,2075,-2.111753484606743,1.783819556236267,7100,0.01
576000,0.0,0.08306844532489777,2074,-1.9837188497185707,1.7825796604156494,7200,0.01
584000,-1.1920928955078125e-07,0.05502892658114433,2075,-2.0368668287992477,1.786259651184082,7300,0.01
592000,0.0,0.07236053794622421,2075,-1.9546976834535599,1.7890112400054932,7400,0.01
600000,0.0,0.017297277227044106,2076,-1.8770335972309113,1.7812793254852295,7500,0.01
608000,0.0,0.03368189185857773,2077,-1.78496360629797,1.7831544876098633,7600,0.01
616000,0.0,0.02809147909283638,2076,-1.8058919861912728,1.7877075672149658,7700,0.01
624000,0.0,0.0020770651753991842,2078,-1.91512188911438,1.7806775569915771,7800,0.01
632000,0.0,0.007094483822584152,2079,-1.9122275114059448,1.7834364175796509,7900,0.01
640000,0.0,0.070119209587574,2078,-2.0459456995129583,1.7831203937530518,8000,0.01
648000,7.748603820800781e-07,0.0018865767633542418,2079,-1.82519211769104,1.7892649173736572,8100,0.01
656000,1.1920928955078125e-07,0.038366202265024185,2079,-1.9152630120515823,1.7885301113128662,8200,0.01
664000,0.0,0.0023011453449726105,2079,-2.015781021118164,1.7862920761108398,8300,0.01
672000,0.0017664432525634766,0.027975160628557205,2080,-2.0780528247356416,1.7830314636230469,8400,0.01
680000,0.022639870643615723,0.0023821399081498384,2078,-2.0736952304840086,1.782808542251587,8500,0.01
688000,5.960464477539063e-08,0.012295320630073547,2079,-1.9511698991060258,1.776310920715332,8600,0.01
696000,1.1920928955078125e-07,0.07743050158023834,2080,-2.1789069630205633,1.775518774986267,8700,0.01
704000,-1.1920928955078125e-07,0.0071924650110304356,2079,-1.9751960039138794,1.7840254306793213,8800,0.01
712000,0.0,0.02850993350148201,2079,-1.6657043412327766,1.788855791091919,8900,0.01
720000,-1.1920928955078125e-07,0.04448898509144783,2080,-1.6947382360696792,1.7848937511444092,9000,0.01
728000,-1.1920928955078125e-07,0.12858058512210846,2078,-2.057100023329258,1.782443642616272,9100,0.01
736000,0.0,0.0069759199395775795,2079,-1.8318368181586266,1.77327561378479,9200,0.01
744000,0.0,0.0017322723288089037,2079,-1.748958420753479,1.7827107906341553,9300,0.01
752000,0.0027770400047302246,0.07418825477361679,2081,-1.9440592274069786,1.7845083475112915,9400,0.01
760000,0.0,0.009059661999344826,2080,-1.72619526386261,1.787451982498169,9500,0.01
768000,0.0,0.05030837655067444,2081,-1.773474457114935,1.7830514907836914,9600,0.01
776000,1.1920928955078125e-07,0.03376633673906326,2080,-1.650077198445797,1.7717138528823853,9700,0.01
784000,0.0,0.028512489050626755,2081,-1.775968600809574,1.7771928310394287,9800,0.01
792000,0.0049547553062438965,0.05434346944093704,2081,-1.8751454025506973,1.7750135660171509,9900,0.01
800000,0.0,0.04042501002550125,2080,-1.7829450391232968,1.7664111852645874,10000,0.01
808000,0.0,0.03837244585156441,2080,-2.125705283880234,1.7553770542144775,10100,0.01
816000,0.0,0.0432332307100296,2078,-2.114146541059017,1.7521194219589233,10200,0.01
824000,0.0,0.002090445486828685,2078,-1.9212809562683106,1.7668039798736572,10300,0.01
832000,1.1920928955078125e-07,0.02858852967619896,2077,-2.074520468711853,1.7764892578125,10400,0.01
840000,0.0,0.039954498410224915,2077,-1.9613674692809582,1.7818739414215088,10500,0.01
848000,0.0,0.0071218544617295265,2078,-1.9301119074225426,1.7722511291503906,10600,0.01
856000,-0.0034481287002563477,0.016973670572042465,2078,-1.6806253992021083,1.7754285335540771,10700,0.01
864000,0.0017052292823791504,0.032422155141830444,2078,-1.8000083446502686,1.774143934249878,10800,0.01
872000,0.0,0.017681891098618507,2077,-2.0937861889600753,1.7749420404434204,10900,0.01
880000,0.0,0.048608239740133286,2077,-2.220070719718933,1.768791913986206,11000,0.01
888000,1.1920928955078125e-07,0.05850578099489212,2077,-2.274693939089775,1.7721904516220093,11100,0.01
896000,1.0728836059570312e-06,0.023097092285752296,2076,-2.1505695074796676,1.7784076929092407,11200,0.01
904000,0.0023532509803771973,0.09593231976032257,2077,-2.2519787199795247,1.7727365493774414,11300,0.01
912000,0.0,0.012375611811876297,2077,-2.0247698351740837,1.7858772277832031,11400,0.01
920000,0.0,0.02305106446146965,2077,-2.0726637333631515,1.786970853805542,11500,0.01
928000,0.0,0.002091325121000409,2077,-1.9216856241226197,1.7830965518951416,11600,0.01
936000,0.0,0.033083003014326096,2078,-2.1956264287233354,1.77671217918396,11700,0.01
944000,0.0,0.038657575845718384,2078,-2.137837842106819,1.783703088760376,11800,0.01
952000,0.0,0.07032164931297302,2078,-2.1106373250484465,1.7686275243759155,11900,0.01
960000,0.0,0.037981338798999786,2078,-2.097453773021698,1.761225700378418,12000,0.01
968000,0.0,0.07474740594625473,2079,-2.318553054332733,1.7700741291046143,12100,0.01
976000,0.0,0.08030714094638824,2080,-2.474042612314224,1.7756839990615845,12200,0.01
984000,3.159046173095703e-06,0.012522188015282154,2078,-2.272015190124512,1.7733523845672607,12300,0.01
992000,1.2516975402832031e-06,0.022486312314867973,2078,-2.0350231260061262,1.7651002407073975,12400,0.01
1000000,0.00027674436569213867,0.0734449177980423,2077,-2.1386420793831347,1.7704312801361084,12500,0.01
1008000,0.0,0.028638845309615135,2076,-2.178747054934502,1.779029130935669,12600,0.01
1016000,1.1920928955078125e-07,0.05885535478591919,2076,-2.3245309472084044,1.7821038961410522,12700,0.01
1024000,2.384185791015625e-07,0.028668856248259544,2077,-2.2312549114227296,1.7827768325805664,12800,0.01
1032000,-2.384185791015625e-07,0.03833074867725372,2078,-2.171363440155983,1.7787306308746338,12900,0.01
1040000,1.7881393432617188e-07,0.06487467885017395,2078,-2.015472176671028,1.7779150009155273,13000,0.01
1048000,-3.5762786865234375e-07,0.030554357916116714,2079,-2.0394805431365968,1.7832130193710327,13100,0.01
1056000,1.7881393432617188e-07,0.0017635098192840815,2079,-1.7646570444107055,1.7797415256500244,13200,0.01
1064000,-1.1920928955078125e-07,0.04809711128473282,2080,-2.115354433655739,1.7797620296478271,13300,0.01
1072000,0.0,0.023016702383756638,2079,-2.0050617694854735,1.7780042886734009,13400,0.01
1080000,1.1920928955078125e-07,0.028022099286317825,2080,-2.1067682266235352,1.7706615924835205,13500,0.01
1088000,0.0,0.04297717660665512,2079,-2.1766184478998185,1.768733263015747,13600,0.01
1096000,0.0,0.002247362630441785,2078,-1.9920857667922973,1.781097650527954,13700,0.01
1104000,0.0037877559661865234,0.04923323914408684,2078,-2.128723329305649,1.7789828777313232,13800,0.01
1112000,-1.1920928955078125e-07,0.058993928134441376,2078,-2.1078726783394814,1.780086874961853,13900,0.01
1120000,0.0,0.002153030363842845,2078,-1.9498288869857787,1.7805116176605225,14000,0.01
1128000,0.0,0.002172056119889021,2079,-1.9584248542785645,1.7793372869491577,14100,0.01
1136000,0.0,0.022999195381999016,2079,-1.9659907534718513,1.7840903997421265,14200,0.01
1144000,0.0,0.1113768219947815,2079,-2.3040357321500777,1.7820403575897217,14300,0.01
1152000,5.960464477539063e-08,0.012233635410666466,2079,-2.018629142642021,1.7856441736221313,14400,0.01
1160000,0.0,0.028538009151816368,2080,-1.9257245495915414,1.788360834121704,14500,0.01
1168000,-1.1920928955078125e-07,0.012344339862465858,2080,-1.996770405769348,1.7832186222076416,14600,0.01
1176000,0.00012320280075073242,0.04397191107273102,2081,-2.0006063394248486,1.77785325050354,14700,0.01
1184000,0.0,0.012432601302862167,2081,-2.0738863736391067,1.7783386707305908,14800,0.01
1192000,0.0,0.002357944380491972,2081,-2.0405086517333983,1.771207571029663,14900,0.01
1200000,0.0,0.03355782479047775,2081,-2.1421176195144653,1.7787315845489502,15000,0.01
1208000,0.0,0.0024983230978250504,2082,-2.100368785858154,1.7775055170059204,15100,0.01
1216000,-1.1920928955078125e-07,0.04355369135737419,2082,-2.0053188994526865,1.7777652740478516,15200,0.01
1224000,0.0,0.06908119469881058,2082,-1.9902343168854713,1.779128074645996,15300,0.01
1232000,0.0018135309219360352,0.05899173021316528,2082,-1.9220247074961663,1.7843414545059204,15400,0.01
1240000,0.0,0.001950341509655118,2083,-1.8557814836502076,1.786107063293457,15500,0.01
1248000,1.7881393432617188e-07,0.012050149962306023,2082,-1.8093905180692673,1.7846720218658447,15600,0.01
1256000,0.0,0.0336802676320076,2083,-1.7879293158650398,1.7816425561904907,15700,0.01
1264000,0.0,0.00199277326464653,2083,-1.8758602380752563,1.7607252597808838,15800,0.01
1272000,0.0,0.022623460739850998,2084,-2.0429097414016724,1.7487993240356445,15900,0.01
1280000,-0.000540614128112793,0.038507431745529175,2084,-1.8777916043996812,1.7586549520492554,16000,0.01
1288000,0.0,0.02299686148762703,2084,-1.960463283956051,1.767163872718811,16100,0.01
1296000,1.1920928955078125e-07,0.02802833914756775,2084,-2.0422505140304565,1.7603782415390015,16200,0.01
1304000,-0.0010169744491577148,0.03867179900407791,2083,-1.9202258452773093,1.772223711013794,16300,0.01
1312000,1.7881393432617188e-07,0.012113762088119984,2084,-1.7579785391688347,1.7838226556777954,16400,0.01
1320000,0.0,0.03900931403040886,2084,-1.742303231358528,1.786604642868042,16500,0.01
1328000,0.0,0.006888041738420725,2084,-1.768777395784855,1.767443299293518,16600,0.01
1336000,1.1920928955078125e-07,0.0017864333931356668,2084,-1.7760901212692262,1.7594459056854248,16700,0.01
1344000,0.0,0.007021369878202677,2084,-1.8632457956671715,1.7777268886566162,16800,0.01
1352000,1.7881393432617188e-07,0.04884630814194679,2084,-2.085868406295776,1.7881453037261963,16900,0.01
1360000,0.0,0.033141348510980606,2084,-2.086863565444946,1.7728649377822876,17000,0.01
1368000,-1.1920928955078125e-07,0.00972287543118,2084,-1.9684390552341937,1.7642524242401123,17100,0.01
1376000,1.1920928955078125e-07,0.0330832414329052,2084,-1.9804287284612656,1.7710011005401611,17200,0.01
1384000,0.0,0.022987790405750275,2085,-1.9381638288497924,1.75111985206604,17300,0.01
1392000,0.0,0.04383023455739021,2085,-1.9930636599659919,1.7615442276000977,17400,0.01
1400000,0.0,0.038725219666957855,2085,-2.0437046334147455,1.7721621990203857,17500,0.01
1408000,-1.1920928955078125e-07,0.07515708357095718,2086,-2.200955477356911,1.773280143737793,17600,0.01
1416000,0.0,0.0024260394275188446,2085,-2.0697616577148437,1.7773826122283936,17700,0.01
1424000,0.0,0.03826624155044556,2086,-2.2477727830410004,1.7874267101287842,17800,0.01
1432000,0.0,0.0024724414106458426,2086,-2.0894612789154055,1.783519983291626,17900,0.01
1440000,-1.1920928955078125e-07,0.07534177601337433,2086,-2.2778577268123628,1.7880401611328125,18000,0.01
1448000,-2.384185791015625e-07,0.002455170499160886,2086,-2.082149791717529,1.7882843017578125,18100,0.01
1456000,0.0,0.02865288034081459,2087,-2.203977131843567,1.7826755046844482,18200,0.01
1464000,0.0,0.007263327483087778,2087,-2.019032859802246,1.7828409671783447,18300,0.01
1472000,0.003360927104949951,0.0879153460264206,2087,-2.1102135494351386,1.7859855890274048,18400,0.01
1480000,1.1920928955078125e-07,0.0692191794514656,2087,-2.1128048196434976,1.7742507457733154,18500,0.01
1488000,0.0,0.06656624376773834,2087,-2.1286959677934645,1.7800912857055664,18600,0.01
1496000,0.0,0.012613925151526928,2087,-2.216761329770088,1.7737003564834595,18700,0.01
1504000,-1.1920928955078125e-07,0.007376492023468018,2087,-2.0864131927490233,1.780055284500122,18800,0.01
1512000,-1.1920928955078125e-07,0.017621131613850594,2087,-2.01604690104723,1.7867803573608398,18900,0.01
1520000,0.0,0.05873817950487137,2087,-2.304792058467865,1.782139539718628,19000,0.01
1528000,-1.1920928955078125e-07,0.007332588545978069,2087,-2.060632848739624,1.7851860523223877,19100,0.01
1536000,0.0,0.0075799524784088135,2087,-2.20056791305542,1.7845100164413452,19200,0.01
1544000,0.0,0.0022204380948096514,2087,-1.9801167726516724,1.7778266668319702,19300,0.01
1552000,0.0,0.027861159294843674,2087,-1.8344953060150146,1.7728980779647827,19400,0.01
1560000,0.0,0.022488299757242203,2087,-1.9887381583452224,1.779104471206665,19500,0.01
1568000,-1.1920928955078125e-07,0.0071329763159155846,2087,-1.9373102441430092,1.7831367254257202,19600,0.01
1576000,0.0,0.04355240985751152,2087,-1.939431981742382,1.7821279764175415,19700,0.01
1584000,-1.1920928955078125e-07,0.022975867614150047,2087,-1.906493328511715,1.7822401523590088,19800,0.01
1592000,0.0,0.023017842322587967,2087,-2.007493394613266,1.7652556896209717,19900,0.01
1600000,0.0,0.04903998225927353,2087,-1.98845055103302,1.7555148601531982,20000,0.01
1608000,0.0,0.0019135877955704927,2087,-1.8382111072540284,1.7369540929794312,20100,0.01
1616000,-2.384185791015625e-07,0.0069838701747357845,2087,-1.837385679781437,1.751927137374878,20200,0.01
1624000,0.0,0.028565162792801857,2087,-2.0145834878087046,1.7615396976470947,20300,0.01
1632000,-2.384185791015625e-07,0.03850068524479866,2086,-1.998863422870636,1.7679351568222046,20400,0.01
1640000,0.0,0.056603629142045975,2086,-2.0074647694826124,1.7568647861480713,20500,0.01
1648000,0.0,0.00250516040250659,2086,-2.103242540359497,1.7497180700302124,20600,0.01
1656000,0.0,0.012502329424023628,2086,-2.131014421582222,1.7346818447113037,20700,0.01
1664000,0.0,0.023073095828294754,2086,-2.1114110916852953,1.7408643960952759,20800,0.01
1672000,0.0,0.0024042888544499874,2086,-2.060462808609009,1.72743821144104,20900,0.01
1680000,0.0,0.04761859029531479,2086,-1.9584459483623504,1.7474706172943115,21000,0.01
1688000,0.0,0.02250451035797596,2087,-1.8698690742254258,1.7495739459991455,21100,0.01
1696000,0.0,0.0018316234927624464,2087,-1.798413634300232,1.7610571384429932,21200,0.01
1704000,-1.1920928955078125e-07,0.01224570069462061,2087,-1.902601033449173,1.7685655355453491,21300,0.01
1712000,0.0,0.028177401050925255,2087,-1.8239150322973727,1.7637813091278076,21400,0.01
1720000,1.7881393432617188e-07,0.02767995558679104,2087,-1.9421540930867196,1.770857572555542,21500,0.01
1728000,0.0,0.017610598355531693,2088,-2.0016044095158576,1.7746727466583252,21600,0.01
1736000,1.1920928955078125e-07,0.03222209960222244,2088,-1.982634461671114,1.7747474908828735,21700,0.01
1744000,0.0,0.03320522978901863,2087,-1.9890894874930383,1.7699556350708008,21800,0.01
1752000,0.0,0.017389493063092232,2088,-2.087209776043892,1.7641432285308838,21900,0.01
1760000,0.0,0.03279867395758629,2088,-2.0129046201705934,1.767725944519043,22000,0.01
1768000,0.0,0.06984798610210419,2088,-2.0532200396060944,1.768726110458374,22100,0.01
1776000,0.0,0.0018827293533831835,2088,-1.8233302354812622,1.7744868993759155,22200,0.01
1784000,1.1920928955078125e-07,0.0277713593095541,2088,-2.002810335159302,1.762042760848999,22300,0.01
1792000,1.7881393432617188e-07,0.001976519590243697,2088,-1.8681939601898194,1.7632710933685303,22400,0.01
1800000,5.960464477539063e-08,0.0611877515912056,2088,-1.8893121048808097,1.7663490772247314,22500,0.01
1808000,-1.1920928955078125e-07,0.06020315736532211,2088,-1.8551621422171594,1.7826786041259766,22600,0.01
1816000,0.0,0.0017708890372887254,2088,-1.7683455228805542,1.7873165607452393,22700,0.01
1824000,0.0,0.0020371130667626858,2088,-1.8966143131256104,1.7769944667816162,22800,0.01
1832000,0.0,0.0071537792682647705,2088,-1.9506786093115807,1.7712352275848389,22900,0.01
1840000,0.006119251251220703,0.07452390342950821,2088,-2.2192226380109785,1.7722911834716797,23000,0.01
1848000,0.0,0.03356355428695679,2089,-2.1072870194911957,1.7730350494384766,23100,0.01
1856000,0.0,0.05391950160264969,2088,-2.189773315191269,1.7738831043243408,23200,0.01
1864000,-1.1920928955078125e-07,0.01777762547135353,2089,-2.201748511195183,1.7774219512939453,23300,0.01
1872000,0.004404008388519287,0.05839260667562485,2089,-2.4693935453891753,1.777844786643982,23400,0.01
1880000,0.0,0.0030458979308605194,2089,-2.3191510677337646,1.7834640741348267,23500,0.01
1888000,0.0,0.002696657320484519,2089,-2.1821490287780763,1.7808383703231812,23600,0.01
1896000,-1.1920928955078125e-07,0.02867596223950386,2089,-2.2429362028837203,1.7854026556015015,23700,0.01
1904000,0.006958305835723877,0.06300491094589233,2089,-2.3587754517793655,1.7863991260528564,23800,0.01
1912000,0.004812955856323242,0.02850317396223545,2089,-2.19542815387249,1.7722467184066772,23900,0.01
1920000,0.0,0.027755483984947205,2089,-2.040902468562126,1.7844196557998657,24000,0.01
1928000,0.0,0.0021035918034613132,2089,-1.9273126363754272,1.7809470891952515,24100,0.01
1936000,3.0159950256347656e-05,0.054811157286167145,2089,-1.9652012325823307,1.7823543548583984,24200,0.01
1944000,0.0,0.0024499392602592707,2089,-2.079930830001831,1.778878927230835,24300,0.01
1952000,-0.00017309188842773438,0.1152118667960167,2089,-2.0704923562705515,1.7737529277801514,24400,0.01
1960000,1.1920928955078125e-07,0.07210077345371246,2089,-1.9614963971078396,1.777782678604126,24500,0.01
1968000,1.7881393432617188e-07,0.047901175916194916,2089,-2.1951046615839003,1.7792190313339233,24600,0.01
1976000,0.0,0.028022676706314087,2089,-2.0978529423475267,1.7760854959487915,24700,0.01
1984000,-0.002412557601928711,0.019504385069012642,2089,-2.028282642364502,1.777231216430664,24800,0.01
1992000,0.0,0.03784393146634102,2089,-2.0961836367845534,1.7827064990997314,24900,0.01
2000000,0.0,0.023048467934131622,2089,-2.0678870901465416,1.7832269668579102,25000,0.01
2008000,0.00501781702041626,0.03834400698542595,2089,-2.0341933399438856,1.7803294658660889,25100,0.01
2016000,0.0,0.03354857861995697,2089,-2.259730118513107,1.7769123315811157,25200,0.01
2024000,0.0,0.0580294243991375,2089,-2.277529162168503,1.770859956741333,25300,0.01
2032000,5.960464477539063e-08,0.11127859354019165,2089,-2.2215997010469435,1.7762033939361572,25400,0.01
2040000,1.7881393432617188e-07,0.022499555721879005,2090,-2.203220325708389,1.7788746356964111,25500,0.01
2048000,-1.1920928955078125e-07,0.02234378643333912,2090,-2.127884414792061,1.7827068567276,25600,0.01
2056000,0.0,0.04930198937654495,2090,-2.151909890770912,1.7776597738265991,25700,0.01
2064000,0.0,0.03289533033967018,2090,-2.2505284190177917,1.7712571620941162,25800,0.01
2072000,-1.1920928955078125e-07,0.028021976351737976,2090,-2.1087502926588058,1.7620742321014404,25900,0.01
2080000,-1.1920928955078125e-07,0.0330999381840229,2090,-2.161357951164246,1.7574714422225952,26000,0.01
2088000,0.0,0.03314583748579025,2090,-2.0794014900922777,1.7595033645629883,26100,0.01
2096000,0.0,0.01763008162379265,2090,-2.028069992363453,1.7685550451278687,26200,0.01
2104000,1.1920928955078125e-07,0.027772152796387672,2090,-2.0009925320744513,1.7791248559951782,26300,0.01
2112000,1.1920928955078125e-07,0.002403007121756673,2090,-2.059912824630737,1.7845662832260132,26400,0.01
2120000,-1.1920928955078125e-07,0.044003330171108246,2090,-2.0549423336982726,1.7763335704803467,26500,0.01
2128000,0.0,0.012407755479216576,2090,-2.0527622237801553,1.7767620086669922,26600,0.01
2136000,-0.0006660223007202148,0.05133531242609024,2089,-2.070569447427988,1.7754977941513062,26700,0.01
2144000,0.0,0.007501839194446802,2090,-2.15771107673645,1.7653671503067017,26800,0.01
2152000,0.0,0.0024175033904612064,2090,-2.066116762161255,1.775658369064331,26900,0.01
2160000,0.0,0.07480822503566742,2090,-2.3008081793785093,1.7780094146728516,27000,0.01
2168000,-0.00043201446533203125,0.06518762558698654,2090,-2.2036339558660982,1.7845489978790283,27100,0.01
2176000,0.0,0.002548808930441737,2090,-2.1214855670928956,1.771497130393982,27200,0.01
2184000,0.002599775791168213,0.007191636599600315,2090,-2.010297845304012,1.7840278148651123,27300,0.01
2192000,-0.0024374723434448242,0.03460400179028511,2091,-1.8698263429105282,1.7791887521743774,27400,0.01
2200000,0.0,0.038865916430950165,2091,-1.8808769464492798,1.7760823965072632,27500,0.01
2208000,1.1920928955078125e-07,0.08138947188854218,2091,-1.9212367236614227,1.7770601511001587,27600,0.01
2216000,-1.1920928955078125e-07,0.02298312820494175,2091,-1.9261350601911544,1.7850383520126343,27700,0.01
2224000,5.960464477539063e-08,0.044051919132471085,2091,-2.0133394941687586,1.7844784259796143,27800,0.01
2232000,1.1920928955078125e-07,0.017609601840376854,2090,-2.000223012268543,1.782962441444397,27900,0.01
2240000,0.0,0.0021600781474262476,2090,-1.9530182123184203,1.7840425968170166,28000,0.01
2248000,0.0,0.05503495782613754,2090,-2.0329707354307174,1.7754862308502197,28100,0.01
2256000,0.0,0.0022372445091605186,2090,-1.9875959634780884,1.773381233215332,28200,0.01
2264000,1.7881393432617188e-07,0.03863033279776573,2090,-2.180321070551872,1.785688042640686,28300,0.01
2272000,1.1920928955078125e-07,0.017629146575927734,2090,-2.026826210319996,1.7817809581756592,28400,0.01
2280000,5.960464477539063e-08,0.084712915122509,2090,-2.0327397912740706,1.7790203094482422,28500,0.01
2288000,0.0,0.028020674362778664,2091,-2.177745243906975,1.7734978199005127,28600,0.01
2296000,-1.1920928955078125e-07,0.02313578501343727,2091,-2.2085314720869063,1.7666982412338257,28700,0.01
2304000,0.0,0.05350305885076523,2091,-2.0345677554607393,1.780137062072754,28800,0.01
2312000,-2.384185791015625e-07,0.022996976971626282,2091,-1.9607389658689498,1.7787491083145142,28900,0.01
2320000,1.1920928955078125e-07,0.06462715566158295,2091,-2.1834051981568336,1.7740437984466553,29000,0.01
2328000,0.0,0.0020515727810561657,2091,-1.9033336162567138,1.783078908920288,29100,0.01
2336000,0.0,0.05970640853047371,2091,-1.9936686664819718,1.7846084833145142,29200,0.01
2344000,0.0,0.022617612034082413,2092,-1.8975239917635918,1.7879087924957275,29300,0.01
2352000,0.0,0.02778862789273262,2092,-1.9652248352766037,1.7902370691299438,29400,0.01
2360000,5.960464477539063e-08,0.02853008545935154,2091,-1.8921493768692017,1.7854381799697876,29500,0.01
2368000,0.0,0.0020416402257978916,2091,-1.898720145225525,1.7842483520507812,29600,0.01
2376000,0.0,0.012162560597062111,2091,-1.814562276005745,1.7725776433944702,29700,0.01
2384000,-1.1920928955078125e-07,0.05873144418001175,2091,-2.148173947632313,1.7685496807098389,29800,0.01
2392000,0.0,0.00183893705252558,2091,-1.802000880241394,1.7699391841888428,29900,0.01
2400000,-3.5762786865234375e-07,0.02858618274331093,2091,-2.068937014043331,1.7745987176895142,30000,0.01
2408000,5.960464477539063e-08,0.022618426010012627,2091,-1.9879199683666229,1.774015188217163,30100,0.01
2416000,0.0,0.023081950843334198,2091,-2.1261909008026123,1.7672706842422485,30200,0.01
2424000,-1.1920928955078125e-07,0.027750203385949135,2091,-2.0545346945524217,1.768202543258667,30300,0.01
2432000,0.0,0.017666155472397804,2091,-2.0744761884212495,1.7730191946029663,30400,0.01
2440000,0.0,0.00208936701528728,2091,-1.9207850217819213,1.7763206958770752,30500,0.01
2448000,1.7881393432617188e-07,0.023027975112199783,2091,-2.0283926710486413,1.7793142795562744,30600,0.01
2456000,0.005199730396270752,0.03863271698355675,2091,-2.011242537200451,1.7723209857940674,30700,0.01
2464000,5.960464477539063e-08,0.027397211641073227,2092,-1.9884543865919113,1.7740392684936523,30800,0.01
2472000,0.0,0.027758533135056496,2091,-2.0332696437835693,1.7782787084579468,30900,0.01
2480000,-1.1920928955078125e-07,0.0022062791977077723,2091,-1.9737927675247193,1.7786604166030884,31000,0.01
2488000,5.960464477539063e-08,0.049528561532497406,2091,-1.9880079269409179,1.7815496921539307,31100,0.01
2496000,0.0,0.038212575018405914,2091,-1.9381800070405006,1.7822701930999756,31200,0.01
2504000,-1.1920928955078125e-07,0.01733401045203209,2092,-1.9749534860253335,1.7750608921051025,31300,0.01
2512000,2.384185791015625e-07,0.05508815497159958,2091,-1.9990524500608444,1.7775232791900635,31400,0.01
2520000,0.0,0.002087471541017294,2091,-1.9199134826660156,1.7847013473510742,31500,0.01
2528000,0.0,0.0019323260057717562,2091,-1.8471907138824464,1.7692556381225586,31600,0.01
2536000,0.0,0.1124473363161087,2091,-2.0748705744743345,1.7638458013534546,31700,0.01
2544000,-0.00025594234466552734,0.020886236801743507,2091,-1.7277538523077964,1.7634384632110596,31800,0.01
2552000,0.0,0.04999362677335739,2091,-1.6091629274189472,1.772998571395874,31900,0.01
