total_timesteps,explained_variance,value_loss,fps,avg reward,policy_entropy,nupdates,learning rate
2560000,-1.1920928955078125e-07,0.022940367460250854,2092,-1.7835624933242797,1.7672994136810303,32000,0.01
2568000,0.0,0.038394637405872345,2092,-1.8956371337175368,1.776860237121582,32100,0.01
2576000,1.1920928955078125e-07,0.01755768246948719,2092,-1.923431369662285,1.7791249752044678,32200,0.01
2584000,5.960464477539063e-08,0.012179243378341198,2092,-1.8329990640282632,1.7789249420166016,32300,0.01
2592000,0.0,0.027872949838638306,2092,-1.71918113976717,1.7714611291885376,32400,0.01
2600000,-1.1920928955078125e-07,0.04305284842848778,2092,-2.0649256885051726,1.768235206604004,32500,0.01
2608000,0.0016657114028930664,0.022908393293619156,2092,-1.8214843720197678,1.7661607265472412,32600,0.01
2616000,0.0,0.02854691818356514,2092,-1.9582721412181854,1.7649246454238892,32700,0.01
2624000,1.1920928955078125e-07,0.0331386961042881,2092,-2.091311666369438,1.7634384632110596,32800,0.01
2632000,0.0,0.04367271065711975,2092,-2.218823474645615,1.7765114307403564,32900,0.01
2640000,0.0,0.0022652242332696915,2092,-1.9999855518341065,1.7830450534820557,33000,0.01
2648000,0.0034360885620117188,0.022401824593544006,2093,-1.9543732404708862,1.785325050354004,33100,0.01
2656000,0.0,0.038889747112989426,2092,-1.8563102453947067,1.774762749671936,33200,0.01
2664000,-1.1920928955078125e-07,0.023013977333903313,2093,-1.9992213010787965,1.7789733409881592,33300,0.01
2672000,0.003663301467895508,0.04372767359018326,2093,-2.0893739372491837,1.772382378578186,33400,0.01
2680000,-1.1920928955078125e-07,0.002449845662340522,2093,-2.079890823364258,1.7545833587646484,33500,0.01
2688000,-1.1920928955078125e-07,0.038653723895549774,2093,-2.143663266301155,1.7603607177734375,33600,0.01
2696000,0.0,0.02301606722176075,2093,-2.0037059798836707,1.7764812707901,33700,0.01
2704000,1.7881393432617188e-07,0.027767756953835487,2093,-1.8180421337485313,1.7647979259490967,33800,0.01
2712000,0.0,0.033295463770627975,2093,-1.8726156920194625,1.7706267833709717,33900,0.01
2720000,0.0,0.06398288160562515,2093,-2.162612634897232,1.769261360168457,34000,0.01
2728000,5.960464477539063e-08,0.027732696384191513,2092,-2.104352444410324,1.7473663091659546,34100,0.01
2736000,0.0,0.02775760367512703,2093,-2.035581868886948,1.757887601852417,34200,0.01
2744000,0.0,0.0023583245929330587,2092,-2.0406731605529784,1.760761022567749,34300,0.01
2752000,5.960464477539063e-08,0.08775754272937775,2092,-2.1417668610811234,1.7660882472991943,34400,0.01
2760000,0.0,0.01783018559217453,2092,-2.2554765164852144,1.7661596536636353,34500,0.01
2768000,-1.1920928955078125e-07,0.023159746080636978,2092,-2.2418304443359376,1.7672199010849,34600,0.01
2776000,5.960464477539063e-08,0.023182397708296776,2092,-2.271830841898918,1.7701362371444702,34700,0.01
2784000,0.0,0.04829290881752968,2092,-2.1528102308511734,1.775671362876892,34800,0.01
2792000,-1.1920928955078125e-07,0.012424638494849205,2092,-2.0671573907136915,1.781970739364624,34900,0.01
2800000,-1.1920928955078125e-07,0.0072724223136901855,2092,-2.0245646953582765,1.7810781002044678,35000,0.01
2808000,0.0,0.028627384454011917,2092,-2.157095882296562,1.7881114482879639,35100,0.01
2816000,-0.0013550519943237305,0.04258473962545395,2092,-2.064319631457329,1.7865339517593384,35200,0.01
2824000,0.0,0.0176553912460804,2092,-2.060945650935173,1.7913821935653687,35300,0.01
2832000,0.0,0.007153279148042202,2092,-1.9503589853644372,1.7878001928329468,35400,0.01
2840000,0.0,0.0016923447838053107,2092,-1.7286851167678834,1.7861030101776123,35500,0.01
2848000,1.1920928955078125e-07,0.041014038026332855,2092,-1.7923189856112003,1.7854855060577393,35600,0.01
2856000,0.0,0.044298846274614334,2092,-1.8232564359903336,1.7812449932098389,35700,0.01
2864000,1.7881393432617188e-07,0.007001704536378384,2092,-1.8497504472732544,1.78130304813385,35800,0.01
2872000,0.0,0.006991833448410034,2092,-1.8429233059287071,1.7832472324371338,35900,0.01
2880000,0.0,0.04350849241018295,2092,-1.903051681816578,1.780777931213379,36000,0.01
2888000,0.00019234418869018555,0.04759802296757698,2092,-1.8258850671350957,1.7850475311279297,36100,0.01
2896000,0.0030196309089660645,0.01742124930024147,2092,-1.817882888019085,1.787839651107788,36200,0.01
2904000,-1.1920928955078125e-07,0.03877008333802223,2092,-1.8689258307218553,1.7823998928070068,36300,0.01
2912000,-1.1920928955078125e-07,0.0020828084088861942,2092,-1.917768669128418,1.7793182134628296,36400,0.01
2920000,0.0,0.02261943742632866,2092,-2.002612753212452,1.779245376586914,36500,0.01
2928000,-0.002496004104614258,0.019529832527041435,2093,-2.0299540877342226,1.784110426902771,36600,0.01
2936000,0.0,0.03323709964752197,2093,-1.9456415474414825,1.782107949256897,36700,0.01
2944000,1.7881393432617188e-07,0.027787256985902786,2093,-1.9680851429700852,1.781554937362671,36800,0.01
2952000,0.0,0.028563883155584335,2092,-2.0109744727611543,1.7704311609268188,36900,0.01
2960000,0.0,0.012427682988345623,2093,-2.0697359830141067,1.7849639654159546,37000,0.01
2968000,-1.1920928955078125e-07,0.0027531269006431103,2093,-2.2048783779144285,1.7752161026000977,37100,0.01
2976000,-1.1920928955078125e-07,0.023032743483781815,2093,-2.0378893122076986,1.7887643575668335,37200,0.01
2984000,0.0,0.0017983823781833053,2093,-1.7820191621780395,1.7891876697540283,37300,0.01
2992000,0.0,0.05992035195231438,2093,-1.9588462129235267,1.7865511178970337,37400,0.01
3000000,-1.1920928955078125e-07,0.05435812473297119,2093,-1.9958772152662276,1.7821366786956787,37500,0.01
3008000,0.0,0.04940833896398544,2093,-2.0722211092710494,1.7757651805877686,37600,0.01
3016000,-1.1920928955078125e-07,0.022487279027700424,2093,-2.0061076492071153,1.7742540836334229,37700,0.01
3024000,5.960464477539063e-08,0.0492834709584713,2093,-2.1663636416196823,1.7770723104476929,37800,0.01
3032000,0.0,0.028616026043891907,2093,-2.1345997512340547,1.7616552114486694,37900,0.01
3040000,0.0,0.0790577381849289,2093,-2.3554229557514192,1.7677596807479858,38000,0.01
3048000,-1.1920928955078125e-07,0.058748938143253326,2093,-2.300556552410126,1.763833999633789,38100,0.01
3056000,-1.1920928955078125e-07,0.028020530939102173,2094,-2.1678284615278245,1.7579491138458252,38200,0.01
3064000,0.0,0.05465302616357803,2093,-2.30695418715477,1.7749769687652588,38300,0.01
3072000,0.0,0.02867128886282444,2093,-2.235282391309738,1.7806470394134521,38400,0.01
3080000,0.0,0.05918648838996887,2093,-2.252053639292717,1.7824159860610962,38500,0.01
3088000,0.0,0.05389900133013725,2093,-2.199321746826172,1.7832469940185547,38600,0.01
3096000,0.0,0.0589168481528759,2093,-2.235446298122406,1.788568139076233,38700,0.01
3104000,5.960464477539063e-08,0.023047659546136856,2093,-2.0663985446095468,1.7845838069915771,38800,0.01
3112000,-1.1920928955078125e-07,0.023034729063510895,2093,-2.041794201731682,1.785300612449646,38900,0.01
3120000,0.0,0.0539168044924736,2093,-2.069940911233425,1.779343843460083,39000,0.01
3128000,-1.1920928955078125e-07,0.07455413043498993,2093,-2.173027002811432,1.7786381244659424,39100,0.01
3136000,0.0,0.017633749172091484,2093,-2.0329341381788253,1.7821533679962158,39200,0.01
3144000,0.0,0.04366683214902878,2093,-2.109036523103714,1.7798866033554077,39300,0.01
3152000,5.960464477539063e-08,0.00718172499909997,2093,-1.9684331178665162,1.7796857357025146,39400,0.01
3160000,-1.1920928955078125e-07,0.017309531569480896,2093,-1.9130690857768058,1.7744181156158447,39500,0.01
3168000,0.0011180639266967773,0.002060340717434883,2093,-1.94848792552948,1.7757734060287476,39600,0.01
3176000,0.0,0.023005880415439606,2092,-1.98137828707695,1.765411138534546,39700,0.01
3184000,0.0,0.02775709703564644,2093,-2.0368411526083947,1.7626545429229736,39800,0.01
3192000,-1.1920928955078125e-07,0.035230204463005066,2093,-1.8291302442550659,1.7652673721313477,39900,0.01
3200000,1.1920928955078125e-07,0.02769593894481659,2093,-1.7809573248028756,1.7621490955352783,40000,0.01
3208000,0.0,0.08599533885717392,2093,-2.0905590653419495,1.7607066631317139,40100,0.01
3216000,-1.1920928955078125e-07,0.052533745765686035,2093,-1.9574413880705834,1.7650741338729858,40200,0.01
3224000,0.0,0.04339464381337166,2093,-2.1007332280278206,1.785809874534607,40300,0.01
3232000,-1.1920928955078125e-07,0.05427447706460953,2093,-2.031442901492119,1.7762730121612549,40400,0.01
3240000,-1.1920928955078125e-07,0.017582697793841362,2093,-1.9616675317287444,1.777052640914917,40500,0.01
3248000,1.1920928955078125e-07,0.07932732254266739,2093,-1.905920372903347,1.768963098526001,40600,0.01
3256000,-1.1920928955078125e-07,0.058318424969911575,2094,-2.1087263941764833,1.776188611984253,40700,0.01
3264000,1.7881393432617188e-07,0.03851339966058731,2094,-1.9871949836611749,1.7832648754119873,40800,0.01
3272000,0.0017287731170654297,0.04927133768796921,2094,-2.1366375178098678,1.78653883934021,40900,0.01
3280000,0.0,0.017620835453271866,2094,-2.015650121867657,1.7870399951934814,41000,0.01
3288000,0.0,0.03315237537026405,2094,-2.0687377944588663,1.7784065008163452,41100,0.01
3296000,5.960464477539063e-08,0.0023182809818536043,2094,-2.0232736587524416,1.7759637832641602,41200,0.01
3304000,0.0,0.07456246763467789,2094,-2.0767661452293398,1.772463083267212,41300,0.01
3312000,0.0,0.03823375701904297,2094,-2.0109850242733955,1.7790241241455078,41400,0.01
3320000,5.960464477539063e-08,0.007476733531802893,2094,-2.1436902046203614,1.7787185907363892,41500,0.01
3328000,0.001989305019378662,0.03835837543010712,2094,-2.27122757434845,1.762704610824585,41600,0.01
3336000,1.7881393432617188e-07,0.012385266833007336,2094,-2.0332622066140176,1.7562103271484375,41700,0.01
3344000,0.0,0.0027210828848183155,2094,-2.192010831832886,1.7641090154647827,41800,0.01
3352000,0.0,0.017329202964901924,2094,-1.9636124864220619,1.7620738744735718,41900,0.01
3360000,0.0009375810623168945,0.08875486999750137,2094,-2.10076722279191,1.7662127017974854,42000,0.01
3368000,-0.0005593299865722656,0.03941645845770836,2094,-2.0078086234629153,1.766278862953186,42100,0.01
3376000,-0.1461782455444336,0.0018522236496210098,2094,-1.861829686164856,1.7726802825927734,42200,0.01
3384000,-0.0003439188003540039,0.03614458814263344,2094,-1.9305750660598278,1.7859395742416382,42300,0.01
3392000,0.0,0.0018626503879204392,2094,-1.8135823488235474,1.7799608707427979,42400,0.01
3400000,0.0,0.0019463726785033941,2094,-1.85389301776886,1.775305986404419,42500,0.01
3408000,0.0,0.07071729749441147,2095,-1.9753255799412728,1.7771717309951782,42600,0.01
3416000,-2.384185791015625e-07,0.03800198435783386,2094,-2.0823864549398423,1.7805331945419312,42700,0.01
3424000,5.960464477539063e-08,0.04392934590578079,2094,-2.121813577413559,1.7872521877288818,42800,0.01
3432000,5.960464477539063e-08,0.022690102458000183,2095,-2.294459193944931,1.7781713008880615,42900,0.01
3440000,-2.384185791015625e-07,0.0383419394493103,2095,-2.1588484197854996,1.7803566455841064,43000,0.01
3448000,1.1920928955078125e-07,0.09081082046031952,2095,-2.1480621978640557,1.7863855361938477,43100,0.01
3456000,0.0,0.001961254980415106,2095,-1.8609668731689453,1.7763919830322266,43200,0.01
3464000,0.0,0.0071702986024320126,2095,-1.9611993551254272,1.7770904302597046,43300,0.01
3472000,0.0,0.02854437194764614,2095,-1.949411292374134,1.778895616531372,43400,0.01
3480000,0.0,0.002210851525887847,2095,-1.975837516784668,1.7835524082183838,43500,0.01
3488000,0.0,0.023038219660520554,2095,-2.048562453687191,1.7863925695419312,43600,0.01
3496000,0.0,0.023024026304483414,2095,-2.020365832746029,1.7867977619171143,43700,0.01
3504000,-1.1920928955078125e-07,0.04946480318903923,2095,-2.0319670394062994,1.7821290493011475,43800,0.01
3512000,-0.00583040714263916,0.0241196658462286,2095,-1.9168354451656342,1.7822227478027344,43900,0.01
3520000,-1.1920928955078125e-07,0.028556499630212784,2095,-1.9891988039016724,1.7773641347885132,44000,0.01
3528000,0.0,0.07413886487483978,2095,-2.238859361410141,1.782056450843811,44100,0.01
3536000,1.7881393432617188e-07,0.02248682826757431,2095,-2.016392332315445,1.7832266092300415,44200,0.01
3544000,0.0,0.023034444078803062,2095,-2.041238708794117,1.789257287979126,44300,0.01
3552000,0.0,0.032786380499601364,2095,-2.0244390934705736,1.782958984375,44400,0.01
3560000,0.0,0.06989800184965134,2095,-2.236016055941582,1.7837183475494385,44500,0.01
3568000,0.0,0.038619350641965866,2095,-2.198411560058594,1.787329077720642,44600,0.01
3576000,0.0,0.049278102815151215,2095,-2.1705871284008027,1.7886806726455688,44700,0.01
3584000,-1.1920928955078125e-07,0.04920325428247452,2095,-2.231241574883461,1.7825018167495728,44800,0.01
3592000,0.0,0.04892835021018982,2096,-2.1188492700457573,1.7714474201202393,44900,0.01
3600000,0.0,0.06491227447986603,2096,-2.0039201736450196,1.7759850025177002,45000,0.01
3608000,-1.1920928955078125e-07,0.0018583673518151045,2096,-1.8114950895309447,1.7796281576156616,45100,0.01
3616000,0.0,0.06458572298288345,2096,-2.1982498288154604,1.7796510457992554,45200,0.01
3624000,0.0,0.017615443095564842,2096,-2.00829052478075,1.773048758506775,45300,0.01
3632000,-0.0030257701873779297,0.01980854570865631,2096,-2.048179015517235,1.782753586769104,45400,0.01
3640000,-1.1920928955078125e-07,0.04405593499541283,2096,-1.9148905962705611,1.7857348918914795,45500,0.01
3648000,1.1920928955078125e-07,0.07004117965698242,2096,-1.9722240358591079,1.784834861755371,45600,0.01
3656000,-1.1920928955078125e-07,0.007128673605620861,2096,-1.9345306620001792,1.788092017173767,45700,0.01
3664000,0.0,0.038764189928770065,2096,-1.994957186281681,1.7816365957260132,45800,0.01
3672000,0.0,0.012449122034013271,2096,-2.0876979142427445,1.7703052759170532,45900,0.01
3680000,0.0032152533531188965,0.06276042759418488,2096,-2.2671594470739365,1.7617555856704712,46000,0.01
3688000,0.0,0.10177135467529297,2096,-2.2702895060181616,1.7627674341201782,46100,0.01
3696000,0.0,0.06428857147693634,2096,-2.1558137729763986,1.7636091709136963,46200,0.01
3704000,0.0,0.017672190442681313,2096,-2.081943506002426,1.7777135372161865,46300,0.01
3712000,0.0,0.007184626068919897,2096,-1.9702629327774048,1.7833583354949951,46400,0.01
3720000,1.1920928955078125e-07,0.03319334238767624,2096,-2.0060983180999754,1.7741100788116455,46500,0.01
3728000,0.0,0.04893503338098526,2096,-2.114961041510105,1.7758665084838867,46600,0.01
3736000,1.6748905181884766e-05,0.05396159738302231,2096,-1.949928354471922,1.7815126180648804,46700,0.01
3744000,-1.1920928955078125e-07,0.00201048469170928,2096,-1.8841779947280883,1.7819188833236694,46800,0.01
3752000,-0.006147861480712891,0.015514248982071877,2096,-1.7625504903495313,1.7817935943603516,46900,0.01
3760000,0.0,0.02240471914410591,2096,-1.834536075592041,1.7805618047714233,47000,0.01
3768000,5.960464477539063e-08,0.027523228898644447,2096,-1.778583639860153,1.7798821926116943,47100,0.01
3776000,0.0054659247398376465,0.05344748497009277,2096,-2.017779456079006,1.780517578125,47200,0.01
3784000,-1.1920928955078125e-07,0.04902734234929085,2096,-1.8855070114135741,1.7798343896865845,47300,0.01
3792000,-0.009759306907653809,0.044779349118471146,2096,-1.835741399228573,1.7599760293960571,47400,0.01
3800000,1.7881393432617188e-07,0.04387672618031502,2096,-2.0468315362930296,1.7585395574569702,47500,0.01
3808000,0.0,0.05808980390429497,2096,-2.2573751151561736,1.75632643699646,47600,0.01
3816000,-1.1920928955078125e-07,0.0024209865368902683,2096,-2.0676055908203126,1.7520618438720703,47700,0.01
3824000,1.7881393432617188e-07,0.05940769985318184,2096,-2.1594656631350517,1.7564094066619873,47800,0.01
3832000,5.960464477539063e-08,0.023006131872534752,2096,-1.981929874420166,1.7634693384170532,47900,0.01
3840000,0.0,0.002112122718244791,2096,-1.931217098236084,1.774456262588501,48000,0.01
3848000,0.0,0.05494776368141174,2096,-2.0290823936462403,1.770470380783081,48100,0.01
3856000,0.0,0.03575054556131363,2096,-1.6879851967096329,1.7778689861297607,48200,0.01
3864000,1.7881393432617188e-07,0.0016276879468932748,2096,-1.6953407049179077,1.7800153493881226,48300,0.01
3872000,0.0,0.0017258662264794111,2096,-1.7457209825515747,1.7742305994033813,48400,0.01
3880000,-0.021231532096862793,0.011617160402238369,2096,-1.8058318018913269,1.7798445224761963,48500,0.01
3888000,5.960464477539063e-08,0.04408443346619606,2096,-1.9863949969410897,1.7734391689300537,48600,0.01
3896000,0.0,0.0018024968449026346,2096,-1.784056043624878,1.7730720043182373,48700,0.01
3904000,1.1920928955078125e-07,0.033243659883737564,2096,-1.8106518685817719,1.7580169439315796,48800,0.01
3912000,0.0,0.028538808226585388,2097,-1.9288174837827683,1.7765007019042969,48900,0.01
3920000,1.1920928955078125e-07,0.001644208445213735,2097,-1.7039220809936524,1.77572500705719,49000,0.01
3928000,-1.1920928955078125e-07,0.03858579322695732,2097,-1.9232492104172707,1.783495306968689,49100,0.01
3936000,0.0,0.001785964472219348,2097,-1.7758563041687012,1.7848800420761108,49200,0.01
3944000,0.0,0.0226565133780241,2097,-1.6700457766652108,1.782696008682251,49300,0.01
3952000,0.0,0.006820128299295902,2097,-1.7176769256591797,1.7849957942962646,49400,0.01
3960000,0.0,0.06631193310022354,2097,-1.892761068046093,1.7872531414031982,49500,0.01
3968000,5.960464477539063e-08,0.05493494123220444,2097,-2.099127027392387,1.782841444015503,49600,0.01
3976000,0.0,0.012566206976771355,2097,-2.1808751851320265,1.7813889980316162,49700,0.01
3984000,0.0,0.023025957867503166,2097,-2.024312137067318,1.7718019485473633,49800,0.01
3992000,0.0005745887756347656,0.06141555309295654,2098,-1.9277643077075481,1.7715394496917725,49900,0.01
4000000,-1.1920928955078125e-07,0.044294293969869614,2098,-1.8264911264181136,1.768863320350647,50000,0.01
4008000,0.0,0.006825345102697611,2098,-1.721682572364807,1.7725365161895752,50100,0.01
4016000,0.0,0.001645114622078836,2098,-1.7043915271759034,1.77632737159729,50200,0.01
4024000,1.1920928955078125e-07,0.03898577019572258,2098,-1.763679000735283,1.778628945350647,50300,0.01
4032000,-1.1920928955078125e-07,0.0336344912648201,2098,-1.8806274399161338,1.7721006870269775,50400,0.01
4040000,0.0,0.0020901088137179613,2098,-1.9211258172988892,1.7741327285766602,50500,0.01
4048000,0.0,0.023005513474345207,2098,-1.9805422991514205,1.770115613937378,50600,0.01
4056000,-0.004681706428527832,0.03413956239819527,2098,-1.8433825977146625,1.7765138149261475,50700,0.01
4064000,0.0,0.017584796994924545,2098,-1.9647712394595147,1.7791004180908203,50800,0.01
4072000,1.1920928955078125e-07,0.05468709021806717,2098,-1.9564884334802628,1.784961462020874,50900,0.01
4080000,0.0,0.028589561581611633,2098,-2.0769499987363815,1.7865808010101318,51000,0.01
4088000,-1.1920928955078125e-07,0.043460261076688766,2098,-1.9879719197750092,1.7848514318466187,51100,0.01
4096000,0.0,0.026465168222784996,2099,-1.7396695151925088,1.7829688787460327,51200,0.01
4104000,0.0,0.04915175214409828,2098,-1.8337003722786904,1.7892038822174072,51300,0.01
4112000,0.0,0.012377660721540451,2098,-2.0265779539942743,1.7863346338272095,51400,0.01
4120000,0.0,0.027778590098023415,2098,-1.9866467475891114,1.787819266319275,51500,0.01
4128000,0.0,0.007098100148141384,2098,-1.9146035686135292,1.79071843624115,51600,0.01
4136000,0.0,0.027781914919614792,2098,-1.9794176787137985,1.7842861413955688,51700,0.01
4144000,5.960464477539063e-08,0.056551575660705566,2098,-1.8885400041937828,1.7799255847930908,51800,0.01
4152000,0.0,0.002263363217934966,2097,-1.9991635084152222,1.7795445919036865,51900,0.01
4160000,0.0,0.022618692368268967,2098,-1.877480149269104,1.782562494277954,52000,0.01
4168000,1.7881393432617188e-07,0.03025704063475132,2098,-1.7371283695101738,1.7809644937515259,52100,0.01
4176000,-1.1920928955078125e-07,0.043781958520412445,2098,-2.0262261897325518,1.774966835975647,52200,0.01
4184000,0.0,0.017741072922945023,2098,-2.1622584760189056,1.7751562595367432,52300,0.01
4192000,0.0,0.028020750731229782,2098,-2.181131649017334,1.7737805843353271,52400,0.01
4200000,0.0,0.027553413063287735,2097,-2.1997787922620775,1.7618920803070068,52500,0.01
4208000,1.1920928955078125e-07,0.0331273153424263,2097,-2.110875776410103,1.7537927627563477,52600,0.01
4216000,-1.1920928955078125e-07,0.022487733513116837,2097,-1.9977337926626206,1.762084722518921,52700,0.01
4224000,-1.1920928955078125e-07,0.002064323518425226,2097,-1.9092389822006226,1.756948709487915,52800,0.01
4232000,1.7881393432617188e-07,0.012295929715037346,2098,-1.9517518773674964,1.774181604385376,52900,0.01
4240000,-1.1920928955078125e-07,0.012317871674895287,2098,-1.9724175482988358,1.7879060506820679,53000,0.01
4248000,-0.0003470182418823242,0.05387507751584053,2098,-2.0322151370346546,1.7868225574493408,53100,0.01
4256000,0.0,0.0754680261015892,2098,-2.017480318248272,1.7880443334579468,53200,0.01
4264000,0.0,0.02853074111044407,2098,-1.8951927110552789,1.7855784893035889,53300,0.01
4272000,-1.1920928955078125e-07,0.038786210119724274,2098,-1.9688061252236366,1.7815879583358765,53400,0.01
4280000,5.960464477539063e-08,0.0021638302132487297,2098,-1.9547131538391114,1.7851617336273193,53500,0.01
4288000,0.0,0.02777428925037384,2098,-1.9961656272411346,1.7799980640411377,53600,0.01
4296000,0.0,0.007163605652749538,2098,-1.956946039199829,1.7793805599212646,53700,0.01
4304000,0.0,0.028554413467645645,2098,-1.9827550873160362,1.7746471166610718,53800,0.01
4312000,0.0,0.06003447622060776,2098,-1.7831577241420746,1.765472412109375,53900,0.01
4320000,0.0,0.03894529491662979,2098,-1.7209273070096969,1.7746301889419556,54000,0.01
4328000,1.1920928955078125e-07,0.08268491923809052,2098,-1.8269447565078736,1.7806065082550049,54100,0.01
4336000,0.0,0.048744574189186096,2098,-1.9572965577244759,1.778235673904419,54200,0.01
4344000,0.0,0.017421960830688477,2098,-2.1423268586397173,1.7798717021942139,54300,0.01
4352000,1.1920928955078125e-07,0.07539021223783493,2098,-2.100741317868233,1.7826454639434814,54400,0.01
4360000,5.960464477539063e-08,0.022486593574285507,2098,-2.0759675085544584,1.782210350036621,54500,0.01
4368000,0.0,0.1370716542005539,2098,-2.3297163426876066,1.7858607769012451,54600,0.01
4376000,0.001806020736694336,0.03862977400422096,2098,-2.1028348922729494,1.7838550806045532,54700,0.01
4384000,0.0,0.032922882586717606,2098,-2.202194005250931,1.7863655090332031,54800,0.01
4392000,0.0,0.002534985076636076,2099,-2.1157246589660645,1.7834800481796265,54900,0.01
4400000,0.0037866830825805664,0.0225335955619812,2099,-2.1580429494380953,1.7829492092132568,55000,0.01
4408000,0.0,0.0024377668742090464,2099,-2.0747588157653807,1.7733190059661865,55100,0.01
4416000,-1.1920928955078125e-07,0.0695473924279213,2099,-2.3557878166437147,1.7791593074798584,55200,0.01
4424000,-2.384185791015625e-07,0.04288291931152344,2099,-2.150070321559906,1.786442518234253,55300,0.01
4432000,0.0,0.05424605682492256,2099,-1.990343949198723,1.790048599243164,55400,0.01
4440000,0.0,0.01748405210673809,2099,-1.7914547875523568,1.7847559452056885,55500,0.01
4448000,0.0,0.06663192808628082,2099,-1.8981932006776332,1.7864530086517334,55600,0.01
4456000,1.7881393432617188e-07,0.04927641153335571,2099,-2.1719197928905487,1.7860171794891357,55700,0.01
4464000,0.0,0.017636384814977646,2099,-2.0364138543605805,1.7836214303970337,55800,0.01
4472000,0.0,0.001990358578041196,2099,-1.874722957611084,1.7842823266983032,55900,0.01
4480000,5.960464477539063e-08,0.048921190202236176,2099,-1.930743783712387,1.7833877801895142,56000,0.01
4488000,-1.1920928955078125e-07,0.02298145927488804,2099,-1.9217295840382576,1.7866207361221313,56100,0.01
4496000,0.0,0.033578112721443176,2099,-2.0416744694113733,1.7844994068145752,56200,0.01
4504000,-1.1920928955078125e-07,0.002323676599189639,2099,-2.0256263494491575,1.7807695865631104,56300,0.01
4512000,0.0,0.012263098731637001,2099,-1.9199317947030068,1.7748466730117798,56400,0.01
4520000,-1.1920928955078125e-07,0.012093013152480125,2099,-1.863702654838562,1.7828117609024048,56500,0.01
4528000,1.1920928955078125e-07,0.03324774652719498,2099,-1.806732502579689,1.7768367528915405,56600,0.01
4536000,0.0,0.04446963593363762,2099,-1.7072634384036065,1.7802708148956299,56700,0.01
4544000,0.0,0.054324667900800705,2098,-1.9152000948786736,1.7815090417861938,56800,0.01
4552000,5.960464477539063e-08,0.028573960065841675,2098,-2.038387510180473,1.773845911026001,56900,0.01
4560000,1.1920928955078125e-07,0.0025800764560699463,2098,-2.1344572067260743,1.776540994644165,57000,0.01
4568000,0.0,0.032913412898778915,2098,-2.2182901263237,1.7811319828033447,57100,0.01
