#{"t_start": 1524173196.3692992, "env_id": "QbertNoFrameskip-v0"}
r,l,t
175.0,330,15.723152
75.0,306,18.637707
25.0,293,21.580121
125.0,318,24.740156
200.0,402,28.448393
0.0,291,31.003457
325.0,465,35.418136
75.0,314,38.543943
150.0,288,41.34604
125.0,307,44.200168
25.0,286,46.801422
150.0,365,50.449015
225.0,368,54.093103
575.0,401,57.778785
125.0,323,61.065083
200.0,366,64.537133
600.0,401,68.500326
25.0,289,71.594962
475.0,411,75.437961
325.0,337,78.717284
75.0,254,81.029512
50.0,297,83.740129
75.0,266,86.16181
525.0,379,89.864036
200.0,348,93.209105
500.0,450,97.327975
75.0,304,100.066857
150.0,340,103.430578
225.0,412,107.666627
100.0,268,109.92249
125.0,291,112.676273
75.0,306,115.656487
325.0,452,119.923354
50.0,302,122.811618
200.0,330,126.16785
125.0,343,129.4064
125.0,345,132.831406
0.0,290,135.774552
125.0,354,139.329256
150.0,423,143.48968
200.0,375,147.224411
50.0,266,149.798609
75.0,315,153.128091
50.0,293,156.001173
200.0,368,159.75106
125.0,313,162.839108
125.0,301,165.667791
250.0,377,169.654827
25.0,291,172.612824
125.0,344,176.087976
100.0,312,178.920729
550.0,373,182.265317
100.0,356,185.683253
400.0,351,189.047648
75.0,311,192.232389
175.0,377,196.016684
100.0,337,199.590286
150.0,338,203.315212
75.0,323,206.563851
50.0,299,209.239469
250.0,386,212.632484
75.0,297,215.347784
175.0,347,218.801127
150.0,330,222.16252
300.0,433,226.445541
50.0,299,229.201005
150.0,299,232.002393
225.0,310,234.892316
100.0,315,238.173241
0.0,291,240.948134
175.0,347,244.14765
225.0,395,247.830122
200.0,303,250.646655
50.0,297,253.434935
50.0,242,255.693127
50.0,300,258.37562
100.0,270,260.763973
175.0,323,263.799522
175.0,375,267.142542
75.0,325,270.057894
50.0,327,273.363664
175.0,365,276.869546
50.0,289,279.683228
100.0,288,282.280501
75.0,301,285.029147
175.0,347,288.016902
75.0,311,291.204941
75.0,303,294.143018
25.0,288,297.091919
250.0,463,301.97201
125.0,323,304.912097
200.0,362,308.383449
150.0,333,311.770629
100.0,323,315.0523
125.0,321,318.170559
200.0,393,321.672907
450.0,391,325.105837
150.0,326,327.953142
250.0,412,332.045133
50.0,300,335.249838
0.0,292,338.43993
75.0,305,341.37388
100.0,323,344.702487
150.0,341,347.90693
300.0,450,352.206585
50.0,266,354.580616
75.0,315,357.492709
75.0,315,360.512584
125.0,354,363.813564
250.0,438,368.039194
325.0,556,373.141234
75.0,339,376.375965
125.0,342,379.442358
50.0,241,381.820919
200.0,336,384.974753
50.0,301,387.875009
100.0,281,390.286668
200.0,300,393.044491
150.0,305,395.774042
175.0,326,398.764186
325.0,495,403.360921
125.0,332,406.583881
375.0,473,411.206333
225.0,302,414.356205
150.0,317,417.622582
100.0,282,420.486648
175.0,366,424.216775
50.0,298,427.136985
175.0,353,430.508609
175.0,353,433.924223
100.0,274,436.455468
25.0,290,439.278818
300.0,393,442.980121
100.0,323,446.071587
100.0,325,449.058231
300.0,400,452.991702
25.0,287,455.685023
