avg reward,nupdates,total_timesteps,fps,value_loss,policy_entropy,explained_variance
92.9543296635151,23200,1856000,1611,562.6864013671875,1.0159723728975223e-08,0.1452229619026184
-57.146614456176756,23300,1864000,1611,32.20825958251953,1.5031411586575504e-21,-20.395313262939453
-138.8679639816284,23400,1872000,1611,1208.6988525390625,6.413940858327214e-35,-2.1499717235565186
-26.858618903160096,23500,1880000,1611,2.578317165374756,0.0,0.420234739780426
86.39396276474,23600,1888000,1611,175.59036254882812,0.003171981777995825,-2.1642394065856934
-124.40092000961303,23700,1896000,1612,149.46728515625,0.0,-24.220661163330078
31.627522230148315,23800,1904000,1612,41.851402282714844,0.0,-0.06110656261444092
80.74964956343175,23900,1912000,1611,745.6500854492188,8.054794678469257e-12,0.1636754870414734
-95.07982735186815,24000,1920000,1611,884.3214111328125,7.150987818226832e-24,-0.31125175952911377
57.64988529607653,24100,1928000,1611,369.0408935546875,7.127681556085008e-07,0.21754682064056396
-110.3805287361145,24200,1936000,1611,6.882216453552246,0.0,0.5762669444084167
20.223387575149538,24300,1944000,1611,14.7357759475708,0.0,0.1709592342376709
-34.58263339623809,24400,1952000,1611,80.36917877197266,0.0007662550779059529,0.17047017812728882
22.323109981417655,24500,1960000,1611,33.183834075927734,0.0006439698627218604,0.23252427577972412
78.7528636932373,24600,1968000,1612,119.5395736694336,0.00016427907394245267,-25.298242568969727
-79.14947319030762,24700,1976000,1613,72.21684265136719,0.00012779675307683647,-43.015357971191406
5.597164905071258,24800,1984000,1613,1.7889858484268188,0.0019208065932616591,0.4472793936729431
66.77566737309098,24900,1992000,1613,879.2930908203125,0.00067248719278723,-0.7467786073684692
6.344090068340302,25000,2000000,1613,0.4978543817996979,0.0,0.8167120814323425
-96.38910942077636,25100,2008000,1613,402.26287841796875,0.007643978111445904,-5.403689861297607
-1.515683630667627,25200,2016000,1614,1.1596810817718506,1.7825537920734824e-11,-0.6391123533248901
-29.117101097106932,25300,2024000,1614,6.424067497253418,1.3162950547249141e-12,-3.963834285736084
21.22528600692749,25400,2032000,1614,10.737931251525879,0.010426993481814861,-1.0940701961517334
-121.03172779083252,25500,2040000,1614,1743.918701171875,0.01990508660674095,-3.307408332824707
36.39391124099493,25600,2048000,1614,84.99569702148438,0.027850216254591942,-0.27830398082733154
-11.19144903421402,25700,2056000,1615,0.16443803906440735,0.0,0.8676287829875946
5.278557592630387,25800,2064000,1614,0.7848738431930542,0.016902009025216103,-0.022271394729614258
-73.40484103560448,25900,2072000,1615,455.81365966796875,0.00756294559687376,-0.12624800205230713
-45.483138704299925,26000,2080000,1614,128.68814086914062,0.0028135296888649464,-2.0667929649353027
-110.7729428820312,26100,2088000,1613,292.1846618652344,0.000618194171693176,0.31522196531295776
230.05808639526367,26200,2096000,1612,2313.82666015625,0.0,-0.17479777336120605
-116.49265565872193,26300,2104000,1612,8.436842918395996,0.0,0.44498157501220703
63.236969995498654,26400,2112000,1612,20.06987190246582,0.0,-0.4105952978134155
-16.005360302422197,26500,2120000,1612,21.901235580444336,3.6401798406983785e-22,0.23220211267471313
-44.64625266008079,26600,2128000,1613,139.49172973632812,5.881938399054731e-17,0.12508350610733032
39.09174229353666,26700,2136000,1613,169.23719787597656,2.1468458675382843e-17,-0.15005028247833252
51.86866298466921,26800,2144000,1614,70.37025451660156,2.8439308685790365e-09,0.3615918755531311
-33.418269062042235,26900,2152000,1614,51.40330123901367,0.0,-0.15801644325256348
-64.70775609016418,27000,2160000,1615,3.731266498565674,0.0,0.654137372970581
-72.7379319190979,27100,2168000,1615,203.66143798828125,0.0,0.0014275312423706055
-58.6967972278595,27200,2176000,1616,191.9328155517578,0.008318975567817688,-0.5781596899032593
-69.83524675369263,27300,2184000,1617,56.24019241333008,0.008085854351520538,-19.523971557617188
-27.082709734141826,27400,2192000,1617,22.187204360961914,0.012894382700324059,0.29047131538391113
3.8840163871645927,27500,2200000,1617,1.1782389879226685,0.01759360171854496,-0.08171939849853516
-97.36234378814697,27600,2208000,1617,106.35189056396484,4.499544274244868e-26,-29.91178321838379
108.56829643249512,27700,2216000,1617,7.260456085205078,0.0,0.6337126791477203
156.2489751815796,27800,2224000,1617,736.2886352539062,0.002698722528293729,-1.1408109664916992
-150.88492431640626,27900,2232000,1616,3737.32666015625,0.00012398083345033228,-0.7758384943008423
-18.312152832746506,28000,2240000,1617,2.6153011322021484,0.0,0.812411442399025
14.63222320228815,28100,2248000,1617,30.02117919921875,0.002913211937993765,-0.6818675994873047
-73.71625642776489,28200,2256000,1616,215.9009246826172,0.0,0.021412312984466553
114.06986871361732,28300,2264000,1617,572.7259521484375,0.00044701193110086024,-0.23440039157867432
-51.13502984046936,28400,2272000,1618,2.215747117996216,0.0,0.8562761694192886
224.35153484344482,28500,2280000,1618,1488.988525390625,2.8338039393451497e-18,-1.0769691467285156
67.44242730140687,28600,2288000,1618,4.350721836090088,0.0,0.8498793542385101
-30.011044645309447,28700,2296000,1619,0.557831883430481,0.0,0.8810065016150475
183.03016052246093,28800,2304000,1619,18.815208435058594,0.0,0.8349956721067429
-82.1649275779724,28900,2312000,1618,152.72427368164062,1.3124129185916599e-20,-2.3368115425109863
65.06398720741272,29000,2320000,1619,125.6751480102539,7.803807716678067e-15,-1.6213674545288086
84.92342920303345,29100,2328000,1619,10.721315383911133,0.0,0.6916432976722717
54.76470170021057,29200,2336000,1619,94.33853149414062,9.572063194157598e-14,-0.8951554298400879
215.10832271575927,29300,2344000,1619,2591.02392578125,3.652958824318375e-08,-1.796726942062378
-234.1824076652527,29400,2352000,1619,1320.462646484375,0.0,0.20758354663848877
123.45151891708375,29500,2360000,1619,431.0008850097656,0.0,-1.0865025520324707
50.41384110450745,29600,2368000,1619,75.87165832519531,2.643177504069172e-05,-0.7441991567611694
-153.87222423553467,29700,2376000,1619,12.96153450012207,0.0,0.6445072591304779
3.709547321125865,29800,2384000,1619,0.6635391712188721,0.0007283067097887397,0.8723917156457901
-110.84293808080255,29900,2392000,1619,396.79254150390625,0.0011113835498690605,0.15505194664001465
158.84901828765868,30000,2400000,1619,15.594297409057617,0.0,0.8062884509563446
56.04590077400208,30100,2408000,1618,72.3246841430664,0.0002579213469289243,-1.49619460105896
96.06864576339721,30200,2416000,1618,702.8485717773438,4.80086586804318e-12,-1.6261076927185059
40.92732754200697,30300,2424000,1617,109.36164855957031,4.028652710985625e-06,-0.13880562782287598
-53.44912152290344,30400,2432000,1617,125.66569519042969,0.0,-0.1188962459564209
29.699738526344298,30500,2440000,1617,13.415506362915039,8.818544301902875e-05,-1.2927508354187012
103.39143934249878,30600,2448000,1617,322.1215515136719,0.0009012080845423043,-1.1231179237365723
-67.70538101196288,30700,2456000,1617,3.3208603858947754,0.0,0.542078047990799
-50.437287378311154,30800,2464000,1617,51.63660430908203,8.69711657287553e-05,-8.13833999633789
83.48047103881837,30900,2472000,1618,5.867115497589111,0.0,0.8501435816287994
126.48549957275391,31000,2480000,1617,444.38446044921875,7.025661288999143e-25,0.128132164478302
-46.1890851020813,31100,2488000,1618,2.4643471240997314,0.0,0.8811053484678268
123.18158349990844,31200,2496000,1618,59.15715408325195,0.0,-0.9519057273864746
-218.46032333374023,31300,2504000,1618,1923.1796875,0.0,-2.0761640071868896
-104.80246486663819,31400,2512000,1618,715.1641845703125,0.0,-0.5221164226531982
43.066884708404544,31500,2520000,1618,206.40768432617188,0.0,-0.3156251907348633
26.321789503097534,31600,2528000,1618,10.867376327514648,0.0,-0.3257155418395996
-323.48535919189453,31700,2536000,1618,5653.06494140625,0.0,-0.3252239227294922
95.22310202121734,31800,2544000,1618,706.5697021484375,0.0,-0.02715456485748291
-35.88002961874008,31900,2552000,1618,3.258967876434326,0.0,0.8918975219130516
-70.12549777030945,32000,2560000,1617,3.428770065307617,0.0,0.8175960183143616
16.904921460151673,32100,2568000,1617,9.593694686889648,0.0,0.7490041255950928
-10.14301511272788,32200,2576000,1616,3.389197587966919,0.0,0.8213374316692352
-47.51524361819029,32300,2584000,1616,328.33331298828125,0.0,-0.40974700450897217
38.11445899009705,32400,2592000,1616,2.552919864654541,0.0,0.8722473233938217
-164.86943807154893,32500,2600000,1616,1439.864013671875,5.853241166820036e-20,-0.555106520652771
38.11794776916504,32600,2608000,1616,30.51725196838379,3.741807449841872e-05,-0.24329602718353271
-94.83760805130005,32700,2616000,1616,738.9215087890625,1.366035284888767e-09,-2.0007529258728027
285.46678352355957,32800,2624000,1616,7964.72265625,6.960535392863676e-05,-3.716540813446045
53.76291908025742,32900,2632000,1616,464.5713806152344,1.4997983726061648e-06,-0.14325058460235596
-146.9515407562256,33000,2640000,1616,13.6095609664917,0.0,0.6697419285774231
-61.05327315330506,33100,2648000,1616,3.3289074897766113,0.0,0.8427585512399673
144.07751524299383,33200,2656000,1616,605.1145629882812,0.0004916664911434054,0.2540057897567749
43.235237741470335,33300,2664000,1616,20.24907112121582,1.5167352779548587e-13,-4.120550632476807
122.46788187026978,33400,2672000,1616,152.2261199951172,2.0924721032207762e-30,-4.07186222076416
-43.935044929385185,33500,2680000,1616,182.26083374023438,0.0,-0.03654468059539795
-134.36240839138628,33600,2688000,1616,2339.4501953125,2.01735929294955e-05,-0.3855515718460083
19.063998520374298,33700,2696000,1616,1.0062748193740845,0.0,0.9485335797071457
56.74772992134094,33800,2704000,1615,146.61093139648438,1.3028014791416354e-06,0.14773261547088623
-41.86634106077254,33900,2712000,1616,149.11720275878906,1.1122986911864876e-28,-0.48346197605133057
1.7051052342168986,34000,2720000,1615,2.3565821647644043,0.0,0.6736954748630524
-268.85281829833986,34100,2728000,1615,6520.9345703125,0.0,-0.2031468152999878
-91.30803827941418,34200,2736000,1615,600.8585205078125,6.244393909723491e-38,-0.7154195308685303
-109.41872835159302,34300,2744000,1615,103.8703384399414,0.0,-10.915860176086426
-115.83620395660401,34400,2752000,1615,1575.418212890625,0.0,-0.03857159614562988
142.59812145233155,34500,2760000,1615,17.152469635009766,0.0,0.7295386791229248
136.10827083587645,34600,2768000,1615,734.9119873046875,0.0,0.02540302276611328
82.46141595840454,34700,2776000,1615,385.4998779296875,0.0,-0.687258243560791
60.02082581520081,34800,2784000,1614,4.1937456130981445,0.0,0.9119194000959396
68.04694067239761,34900,2792000,1614,526.4176025390625,0.0,-0.43876945972442627
-281.5144342660904,35000,2800000,1614,2631.90966796875,0.0,0.05823326110839844
-110.84977579116821,35100,2808000,1614,201.09902954101562,0.0,-31.735889434814453
-147.4060793876648,35200,2816000,1614,656.025390625,0.0,-24.13018035888672
21.991123593598605,35300,2824000,1615,48.538490295410156,0.0,0.22823858261108398
-72.77807500362397,35400,2832000,1615,288.68341064453125,0.0,-0.5148080587387085
-180.90738821029663,35500,2840000,1615,856.95263671875,0.0,0.10136681795120239
163.24160461425782,35600,2848000,1615,25.67757225036621,0.0,0.8764632344245911
-119.69063158035279,35700,2856000,1616,711.5247192382812,0.0,-1.383570909500122
11.432052295655012,35800,2864000,1616,1.4558290243148804,0.0,0.9463368579745293
-152.0418223142624,35900,2872000,1616,767.5095825195312,0.0,0.10247325897216797
58.936252975463866,36000,2880000,1616,348.40673828125,0.0,0.1107020378112793
103.01111297607422,36100,2888000,1616,343.3125305175781,0.0,0.10472005605697632
11.397888240218162,36200,2896000,1616,10.389601707458496,0.0,0.7576731741428375
-91.10092549324035,36300,2904000,1615,633.5435791015625,0.0,-0.24896240234375
118.96026620864868,36400,2912000,1616,300.0507507324219,0.0,-0.9320366382598877
-100.4342789888382,36500,2920000,1616,583.5671997070312,0.0,-0.36547887325286865
-254.8190583705902,36600,2928000,1616,1981.721923828125,0.0,0.1290401816368103
-157.60669403076173,36700,2936000,1616,309.84722900390625,0.0,-3.7417654991149902
-170.94495358467103,36800,2944000,1616,1267.5009765625,0.0,-0.31278884410858154
-139.9778003692627,36900,2952000,1616,469.23504638671875,0.0,0.4286803603172302
47.864916157722476,37000,2960000,1616,32.345035552978516,0.0,0.8253740519285202
-90.31933832168579,37100,2968000,1616,147.78273010253906,0.0,-0.19968891143798828
-40.439611649513246,37200,2976000,1616,206.13656616210938,0.0,-0.07696247100830078
199.71118354797363,37300,2984000,1616,561.2904052734375,0.0,-2.1434860229492188
-155.30537433624266,37400,2992000,1616,66.9481430053711,0.0,-0.08313190937042236
120.9557745911181,37500,3000000,1615,626.8739624023438,0.0,0.04489767551422119
-8.199208337068558,37600,3008000,1616,19.830039978027344,0.0,0.8354570418596268
122.22180519104003,37700,3016000,1616,15.428701400756836,0.0,0.9532642774283886
219.95428791046143,37800,3024000,1616,31.53384780883789,0.0,0.9169511273503304
-116.44682426452637,37900,3032000,1616,9.941423416137695,0.0,0.9047941714525223
-203.13927240371703,38000,3040000,1616,2076.676513671875,0.0,0.037623822689056396
224.0056137084961,38100,3048000,1617,1034.1468505859375,0.0,-1.5151753425598145
-173.09770126342772,38200,3056000,1617,109.3615951538086,0.0,-0.09766089916229248
-454.2947177886963,38300,3064000,1617,708.9026489257812,0.0,-13.976147651672363
296.66489753723147,38400,3072000,1616,50.029937744140625,0.0,0.9126176685094833
-44.340780925750735,38500,3080000,1616,28.56185531616211,0.0,0.7197359204292297
277.4181655883789,38600,3088000,1616,3571.33251953125,0.0,-0.24415040016174316
18.11043549478054,38700,3096000,1616,81.3984146118164,0.0,0.28877222537994385
206.3153799057007,38800,3104000,1616,1282.3123779296875,0.0,0.31402045488357544
14.175889566540718,38900,3112000,1617,172.00753784179688,0.0,-0.08349668979644775
68.89914927482604,39000,3120000,1617,347.0163269042969,0.0,0.12588679790496826
200.8399528503418,39100,3128000,1617,1014.9856567382812,0.0,0.12489348649978638
-36.154026055336,39200,3136000,1617,7.319160461425781,0.0,0.962745439261198
-38.777369272708896,39300,3144000,1618,150.9646759033203,0.0,0.3668636679649353
-88.25339813232422,39400,3152000,1618,58.438751220703125,0.0,0.36767101287841797
233.42429780960083,39500,3160000,1618,3006.858154296875,0.0,-0.3978475332260132
377.10237159729,39600,3168000,1618,2847.327880859375,0.0,-0.30546069145202637
189.42643184661864,39700,3176000,1618,744.4556884765625,0.0,0.2883147597312927
228.51816921234132,39800,3184000,1618,40.015419006347656,0.0,0.905467189848423
-20.583132584393024,39900,3192000,1618,109.44526672363281,0.0,0.4239233732223511
176.0151349067688,40000,3200000,1618,829.1212158203125,0.0,0.29239845275878906
131.34864654541016,40100,3208000,1618,629.7559814453125,0.0,-0.5515366792678833
334.7102878570557,40200,3216000,1617,717.90869140625,0.0,-0.3857842683792114
