#{"t_start": 1519601289.4875276, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,4.695284
2.0,202,8.598693
1.0,171,11.733816
0.0,129,14.076621
0.0,129,16.485857
1.0,171,19.626773
0.0,127,21.986904
1.0,173,25.205807
0.0,129,27.567848
1.0,173,30.746284
3.0,214,34.729805
1.0,157,37.58473
4.0,297,43.159566
9.0,377,50.380018
5.0,354,57.049622
1.0,155,59.99805
0.0,129,62.361733
1.0,155,65.167563
4.0,301,70.834226
0.0,127,73.092701
0.0,127,75.346663
6.0,396,82.901133
0.0,129,85.155171
0.0,129,87.476259
1.0,153,90.163832
2.0,202,93.831161
0.0,129,96.10243
0.0,129,98.420946
1.0,155,101.203074
3.0,252,105.932353
2.0,222,110.010272
4.0,299,115.586218
2.0,220,119.600344
0.0,129,121.882836
2.0,220,125.867685
3.0,252,130.594171
0.0,127,132.734326
0.0,127,134.995976
1.0,173,138.102514
1.0,176,141.238764
3.0,251,145.878315
0.0,127,148.143376
0.0,127,150.364106
2.0,223,154.383618
2.0,198,158.017042
1.0,153,160.697124
4.0,264,165.662193
2.0,203,169.31242
1.0,171,172.378055
1.0,171,175.447727
1.0,175,178.643293
1.0,157,181.409946
2.0,188,184.775266
3.0,253,189.542346
0.0,129,191.946423
0.0,127,194.231753
0.0,125,196.455
2.0,199,200.073845
1.0,173,203.090593
3.0,274,208.05953
2.0,220,211.982627
1.0,153,214.714635
0.0,129,216.981235
0.0,125,219.126313
1.0,174,222.285094
2.0,200,225.938277
2.0,200,229.567323
0.0,129,231.819706
0.0,129,234.015729
1.0,155,236.842678
1.0,175,240.030222
0.0,127,242.208283
1.0,155,244.890889
2.0,187,248.32709
0.0,127,250.596122
0.0,127,252.688547
0.0,129,255.009744
1.0,155,257.820937
2.0,198,261.458264
2.0,225,265.531152
0.0,127,267.691755
0.0,127,269.9091
1.0,155,272.577362
0.0,127,274.774594
2.0,223,278.891102
0.0,127,281.116814
0.0,125,283.263223
6.0,374,290.203107
2.0,198,293.850879
0.0,127,295.992781
2.0,200,299.654116
3.0,254,304.317325
0.0,123,306.438601
2.0,205,310.090173
9.0,424,318.000031
0.0,127,320.16559
0.0,127,322.383264
2.0,204,326.149916
0.0,127,328.368559
3.0,231,332.663882
5.0,332,338.772675
2.0,200,342.435887
1.0,155,345.143088
8.0,494,354.443761
0.0,127,356.620011
