total_timesteps,fps,policy_entropy,explained_variance,nupdates,value_loss,avgReward
5488000,868,0.981895923614502,0.8988175913691521,68600,0.006000025663524866,2.2870329856872558
5496000,868,0.8616417050361633,0.4393870234489441,68700,0.08301042020320892,2.3568443819880485
5504000,868,0.8971573114395142,0.7056047022342682,68800,0.01676582172513008,2.091746924817562
5512000,868,1.0427796840667725,0.8686710745096207,68900,0.01383411604911089,2.103914166986942
5520000,869,1.0966002941131592,0.8282878547906876,69000,0.023713622242212296,2.159249347448349
5528000,869,1.0404367446899414,0.6844992935657501,69100,0.039606016129255295,2.190496227145195
5536000,869,1.007494568824768,0.5890350043773651,69200,0.08135303109884262,1.9045385396108032
5544000,869,0.8397068977355957,0.776721179485321,69300,0.0685129389166832,1.489189724996686
5552000,869,1.0639755725860596,0.4705013036727905,69400,0.041173409670591354,2.210568268597126
5560000,869,0.9760971069335938,0.8226775676012039,69500,0.011419719085097313,2.503913851082325
5568000,869,1.0595386028289795,0.6031380593776703,69600,0.03881314396858215,2.376598869264126
5576000,869,0.8951257467269897,0.7398152947425842,69700,0.015159308910369873,2.29183828830719
5584000,869,0.9788600206375122,0.9403484873473644,69800,0.01031769160181284,2.0056020826101304
5592000,869,0.9431303143501282,0.7317177951335907,69900,0.013034462928771973,2.6059081465005876
5600000,869,0.9012148976325989,0.8435308933258057,70000,0.011108588427305222,2.3851420506834984
5608000,869,0.9376336932182312,0.5671521127223969,70100,0.05826858431100845,2.2493997767567633
5616000,870,0.946517825126648,0.35519081354141235,70200,0.03993943706154823,2.2989291295409204
5624000,870,0.926498293876648,0.7304186522960663,70300,0.06773735582828522,2.1852248776704073
5632000,870,1.0133073329925537,0.6867955923080444,70400,0.022001447156071663,2.3776148349046706
5640000,870,0.9151710271835327,0.808335617184639,70500,0.06265666335821152,2.2657127499580385
5648000,870,0.9935765266418457,0.468402624130249,70600,0.0595271997153759,2.367564597725868
5656000,870,0.8729113340377808,0.9648158438503742,70700,0.06682692468166351,2.945866745710373
5664000,870,1.01448655128479,0.7496333420276642,70800,0.007580892648547888,2.198948672413826
5672000,870,0.9420860409736633,0.718130499124527,70900,0.02795635722577572,2.3335887089371683
5680000,870,0.9847203493118286,0.8251423388719559,71000,0.008564131334424019,2.2797302514314652
5688000,870,0.9632104635238647,0.6752568781375885,71100,0.01935635320842266,2.4646183401346207
5696000,870,0.8402107357978821,0.6128704249858856,71200,0.1145327240228653,2.025125668756664
5704000,870,0.8379650115966797,0.5694475769996643,71300,0.031067976728081703,2.2310073003172874
5712000,871,0.9193512797355652,0.851962149143219,71400,0.006238480098545551,2.2469847172498705
5720000,871,0.960278332233429,0.6101357042789459,71500,0.03352607041597366,2.2415061965584755
5728000,871,0.8882315754890442,0.70768141746521,71600,0.020219836384058,2.303988826274872
5736000,871,0.8866457939147949,0.7940304577350616,71700,0.008469912223517895,2.2256342202425
5744000,871,1.0262031555175781,0.6475257575511932,71800,0.031184518709778786,2.244438959658146
5752000,871,0.952893078327179,0.8771836161613464,71900,0.006827311124652624,2.4061575695872306
5760000,871,0.9880023002624512,0.8865548446774483,72000,0.005375363864004612,2.2019842982292177
5768000,871,0.9625548124313354,0.7633104026317596,72100,0.006886699702590704,2.2689649134874346
5776000,871,0.8666681051254272,0.49033528566360474,72200,0.01559746265411377,2.4156191855669022
5784000,871,0.9886379241943359,0.7394319474697113,72300,0.021432306617498398,2.2395408019423484
5792000,871,0.9007804989814758,0.5668759644031525,72400,0.02340410277247429,1.9446802303194999
5800000,871,0.8831742405891418,0.8340732753276825,72500,0.0175187885761261,2.0036060497164727
5808000,871,0.8379184007644653,0.5267488062381744,72600,0.028980236500501633,2.4713913425803185
5816000,872,0.8958711624145508,0.45894914865493774,72700,0.012570652179419994,2.446179124712944
5824000,872,0.8597648739814758,0.7946972548961639,72800,0.013195711188018322,2.1830068469047545
5832000,872,1.0285472869873047,0.6849656403064728,72900,0.028170865029096603,1.9185372963547707
5840000,872,1.070526361465454,0.35618138313293457,73000,0.08738815039396286,2.3153776310384275
5848000,872,1.0449020862579346,0.8056278377771378,73100,0.031076256185770035,2.3870857492089272
5856000,872,1.045005202293396,0.8729848861694336,73200,0.008569031953811646,2.2889977633953094
5864000,872,1.0652285814285278,0.8810224756598473,73300,0.006209362298250198,2.4374277859926226
5872000,872,0.9693395495414734,0.39822763204574585,73400,0.16217240691184998,1.8933630764484406
5880000,872,0.8167275190353394,0.9688502587378025,73500,0.060763657093048096,3.116370112448931
5888000,872,0.8513154983520508,0.08376514911651611,73600,0.02772531472146511,2.4159583687782287
5896000,872,0.9421036839485168,0.979209067299962,73700,0.04193136841058731,2.8546094849705694
5904000,872,0.9879032969474792,0.8223041594028473,73800,0.010411558672785759,2.1111780270934104
