explained_variance,fps,nupdates,total_timesteps,policy_entropy,learning rate,epsilonValue,avg reward,value_loss
0.8411767929792404,1574,2900,232000,1.7888370752334595,0.001,57.81848859280263,0.11548681818530895,0.0025933559518307447
0.4557715654373169,1576,3000,240000,1.6692123413085938,0.001,56.36395371669298,2.586725725233555,0.426200807094574
0.9656784944236279,1580,3100,248000,1.7761917114257812,0.001,54.909418840583335,0.167887432128191,0.0032878343481570482
0.6139217615127563,1582,3200,256000,1.7755991220474243,0.001,53.45488396447369,0.5622468777000904,0.02115815132856369
0.13736867904663086,1582,3300,264000,1.7558763027191162,0.001,52.00034908836404,1.2529575161635875,0.057524580508470535
0.6847908794879913,1587,3400,272000,1.7638940811157227,0.001,50.54581421225439,1.0495542220771312,0.024382490664720535
0.895507924258709,1587,3500,280000,1.7459102869033813,0.001,49.091279336144744,1.516171681880951,0.02409067563712597
0.6454156041145325,1587,3600,288000,1.7354860305786133,0.001,47.636744460035096,1.1753184197004884,0.15787558257579803
0.310295045375824,1589,3700,296000,1.6934986114501953,0.001,46.18220958392545,1.545529370754957,0.23607881367206573
0.8087617456912994,1589,3800,304000,1.6994613409042358,0.001,44.7276747078158,1.4251400522887707,0.0802086666226387
0.9588935747742653,1588,3900,312000,1.7284955978393555,0.001,43.27313983170615,0.6353655132465065,0.0024165285285562277
0.7284558117389679,1588,4000,320000,1.7178691625595093,0.001,41.818604955596506,1.081388919055462,0.07839176803827286
0.8458695262670517,1590,4100,328000,1.7328068017959595,0.001,40.36407007948686,1.3967979349195958,0.04219459742307663
0.9005978554487228,1594,4200,336000,1.7061212062835693,0.001,38.90953520337721,0.7533300803974271,0.03312962129712105
0.7905298322439194,1597,4300,344000,1.7337440252304077,0.001,37.45500032726756,0.6305338681209832,0.04056258499622345
0.7249142825603485,1597,4400,352000,1.7250699996948242,0.001,36.000465451157915,0.7202835991047323,0.06731532514095306
0.6275440156459808,1598,4500,360000,1.6968410015106201,0.001,34.54593057504827,0.7554409140720963,0.05522146821022034
0.8224621266126633,1600,4600,368000,1.6745102405548096,0.001,33.09139569893862,0.6481557738035917,0.027835309505462646
0.9117005169391632,1601,4700,376000,1.5716476440429688,0.001,31.636860822828883,2.1329549476504326,0.029815485700964928
0.5182558298110962,1602,4800,384000,1.6579294204711914,0.001,30.18232594671888,0.7110544381663203,0.0399116575717926
0.6662872135639191,1602,4900,392000,1.6939189434051514,0.001,28.727791070608877,0.7294347478076816,0.024954263120889664
0.8284631371498108,1601,5000,400000,1.226708173751831,0.001,27.273256194498874,2.046642177551985,0.16188699007034302
0.8860258832573891,1601,5100,408000,1.3227417469024658,0.001,25.81872131838887,1.6616056008264422,0.06696431338787079
0.8880719467997551,1603,5200,416000,1.2952516078948975,0.001,24.364186442278868,2.9484734453260897,0.11076630651950836
0.7004601359367371,1603,5300,424000,0.09010857343673706,0.001,22.909651566168865,0.46659839642234147,0.10809699445962906
0.8627757430076599,1605,5400,432000,0.5767999887466431,0.001,21.455116690058862,-0.015630024671554565,0.07617060840129852
0.8464150428771973,1606,5500,440000,1.2875157594680786,0.001,20.00058181394886,1.1206138257402927,0.03552290052175522
0.7942107766866684,1608,5600,448000,1.6578691005706787,0.001,18.546046937838856,0.820849085599184,0.022728312760591507
0.9537473879754543,1608,5700,456000,1.4384171962738037,0.001,17.091512061728853,1.2617965999990701,0.01884472370147705
0.7940589189529419,1608,5800,464000,1.4343105554580688,0.001,15.63697718561885,1.714395097643137,0.06938471645116806
0.7780501842498779,1610,5900,472000,1.65032160282135,0.001,14.182442309508847,0.7099227832630277,0.028454173356294632
0.8794692382216454,1613,6000,480000,1.6322314739227295,0.001,12.727907433398844,1.8601140201091766,0.07417819648981094
0.8374795913696289,1613,6100,488000,1.5101935863494873,0.001,11.273372557288841,1.2840007046237587,0.04436592012643814
0.9628314562141895,1614,6200,496000,1.5248769521713257,0.001,9.818837681178838,1.4270361507311464,0.038223132491111755
0.924720823764801,1613,6300,504000,1.6627622842788696,0.001,8.364302805068835,0.9517206137999892,0.035322077572345734
0.97244942933321,1616,6400,512000,1.6488357782363892,0.001,6.909767928958832,1.4187995828688145,0.010921839624643326
0.8556348234415054,1618,6500,520000,1.704553246498108,0.001,5.455233052848829,0.8774059619754553,0.04526917263865471
0.8969286978244781,1619,6600,528000,1.618520736694336,0.001,4.000698176738826,1.6095668449997902,0.051929034292697906
0.9038910195231438,1620,6700,536000,1.616538643836975,0.001,2.546163300628823,0.8364108642563224,0.03971872478723526
0.9429648444056511,1619,6800,544000,1.6109377145767212,0.001,1.0916284245188201,1.2009952578693628,0.04091150313615799
0.9311608523130417,1619,6900,552000,1.6350994110107422,0.001,0.0007272674363255627,1.3791949570178985,0.030050713568925858
0.824762374162674,1621,7000,560000,1.6247100830078125,0.001,0.0007272674363255627,1.3827164549380542,0.06083189323544502
0.9447284191846848,1623,7100,568000,1.6823318004608154,0.001,0.0007272674363255627,1.2537025548517704,0.018549013882875443
0.9875751631334424,1625,7200,576000,1.6635856628417969,0.001,0.0007272674363255627,1.0524555306881667,0.007093107793480158
0.9749005287885666,1626,7300,584000,1.6330597400665283,0.001,0.0007272674363255627,1.3332512687891722,0.027250031009316444
0.9782816153019667,1627,7400,592000,1.5822770595550537,0.001,0.0007272674363255627,1.5786853754892944,0.018682822585105896
0.9030559882521629,1628,7500,600000,1.5807939767837524,0.001,0.0007272674363255627,1.590800866484642,0.036849118769168854
0.96240259334445,1630,7600,608000,1.586273431777954,0.001,0.0007272674363255627,1.247260276414454,0.02734208106994629
-1.5284836292266846,1629,7700,616000,1.6739248037338257,0.001,0.0007272674363255627,0.8090653043240309,0.18451544642448425
0.914855882525444,1630,7800,624000,1.5715066194534302,0.001,0.0007272674363255627,1.3084037866443397,0.0366615429520607
0.7220206260681152,1631,7900,632000,1.6406866312026978,0.001,0.0007272674363255627,0.859808948636055,0.032145023345947266
0.9633239433169365,1634,8000,640000,1.6358665227890015,0.001,0.0007272674363255627,1.2728389240801334,0.01563015580177307
0.9800270330160856,1634,8100,648000,1.6650314331054688,0.001,0.0007272674363255627,1.0345040861051529,0.00524468207731843
0.8662993609905243,1634,8200,656000,1.6485790014266968,0.001,0.0007272674363255627,1.4798268020153045,0.06664495170116425
0.9445584677159786,1635,8300,664000,1.6630516052246094,0.001,0.0007272674363255627,1.6904917992651463,0.031102020293474197
0.9410755522549152,1637,8400,672000,1.5429149866104126,0.001,0.0007272674363255627,1.4022532787173987,0.026123613119125366
0.9791049361228943,1639,8500,680000,1.6544277667999268,0.001,0.0007272674363255627,0.9443324144929648,0.010279880836606026
0.9588875323534012,1639,8600,688000,1.5152305364608765,0.001,0.0007272674363255627,2.294383455440402,0.03239113837480545
0.9598132036626339,1639,8700,696000,1.6307106018066406,0.001,0.0007272674363255627,1.430874457024038,0.04218749329447746
0.9292163178324699,1640,8800,704000,1.5462193489074707,0.001,0.0007272674363255627,1.7244756996631623,0.0630645900964737
0.9788569323718548,1640,8900,712000,1.5228192806243896,0.001,0.0007272674363255627,1.7168095555156468,0.01509779877960682
0.9803228862583637,1641,9000,720000,1.6009401082992554,0.001,0.0007272674363255627,1.9106412366032601,0.012938405387103558
0.8972611203789711,1641,9100,728000,1.5459907054901123,0.001,0.0007272674363255627,2.53708892762661,0.08760002255439758
0.9275067672133446,1642,9200,736000,1.6716868877410889,0.001,0.0007272674363255627,1.0305049017071723,0.029617201536893845
0.8995207920670509,1641,9300,744000,1.696756362915039,0.001,0.0007272674363255627,1.131184575241059,0.041159722954034805
0.7461337745189667,1641,9400,752000,1.6507456302642822,0.001,0.0007272674363255627,1.623631553351879,0.12239573895931244
0.9720917753875256,1642,9500,760000,1.6518510580062866,0.001,0.0007272674363255627,1.6789101585745811,0.023153357207775116
0.9110703393816948,1643,9600,768000,1.6329457759857178,0.001,0.0007272674363255627,1.5594306021928788,0.05762317031621933
0.8611472845077515,1644,9700,776000,1.6209217309951782,0.001,0.0007272674363255627,1.5956528417766094,0.044045042246580124
0.9250690340995789,1646,9800,784000,1.705194115638733,0.001,0.0007272674363255627,1.2091930329799652,0.03360072895884514
0.9754615183919668,1647,9900,792000,1.5795173645019531,0.001,0.0007272674363255627,1.8462042581290006,0.02114206925034523
0.9897098783403635,1648,10000,800000,1.5390560626983643,0.001,0.0007272674363255627,2.3220248706638813,0.01372864656150341
0.8941962569952011,1648,10100,808000,1.6135079860687256,0.001,0.0007272674363255627,1.3532023551873862,0.052347224205732346
0.966543409973383,1646,10200,816000,1.5413870811462402,0.001,0.0007272674363255627,2.043005684018135,0.015562285669147968
0.8691703826189041,1644,10300,824000,1.6712067127227783,0.001,0.0007272674363255627,1.1004303944297136,0.06052263453602791
0.9884615680202842,1645,10400,832000,1.606095314025879,0.001,0.0007272674363255627,1.5749072538339532,0.011628570966422558
0.8439047038555145,1645,10500,840000,1.600538969039917,0.001,0.0007272674363255627,1.4488382838666438,0.04216351360082626
0.9513758905231953,1645,10600,848000,1.5523669719696045,0.001,0.0007272674363255627,1.7190510658547282,0.04530009254813194
0.9456718415021896,1645,10700,856000,1.6349798440933228,0.001,0.0007272674363255627,1.398908766359091,0.029588300734758377
0.9012887999415398,1645,10800,864000,1.6716344356536865,0.001,0.0007272674363255627,1.6711886696517468,0.050410229712724686
0.6788104772567749,1643,10900,872000,1.595117211341858,0.001,0.0007272674363255627,1.9208808045834302,0.33761173486709595
0.9533080831170082,1643,11000,880000,1.6273181438446045,0.001,0.0007272674363255627,1.1574753001332283,0.007795324083417654
0.8821002319455147,1643,11100,888000,1.6729434728622437,0.001,0.0007272674363255627,1.0930633272975683,0.0506778247654438
0.8374617397785187,1643,11200,896000,1.6806867122650146,0.001,0.0007272674363255627,1.348357005044818,0.11428110301494598
0.9766074921935797,1644,11300,904000,1.6472396850585938,0.001,0.0007272674363255627,1.5059585500508548,0.013193932361900806
0.7601410299539566,1645,11400,912000,1.7578023672103882,0.001,0.0007272674363255627,0.6416243764571845,0.034992583096027374
0.958828542381525,1645,11500,920000,1.659841537475586,0.001,0.0007272674363255627,1.5682269666343926,0.03708941489458084
0.9486841410398483,1644,11600,928000,1.6736278533935547,0.001,0.0007272674363255627,1.091547901276499,0.027221402153372765
0.9487414360046387,1645,11700,936000,1.6713383197784424,0.001,0.0007272674363255627,1.166967529244721,0.03404989838600159
0.9708718564361334,1645,11800,944000,1.5772956609725952,0.001,0.0007272674363255627,1.856828840635717,0.04250910133123398
0.8019842654466629,1645,11900,952000,1.5513818264007568,0.001,0.0007272674363255627,2.1147928163409233,0.1576932966709137
0.9598235040903091,1646,12000,960000,1.6149952411651611,0.001,0.0007272674363255627,1.9073866296559572,0.034037768840789795
0.9074346050620079,1646,12100,968000,1.4919652938842773,0.001,0.0007272674363255627,2.1176407214254143,0.05656035989522934
0.9448661394417286,1647,12200,976000,1.6541774272918701,0.001,0.0007272674363255627,1.380870139412582,0.03595481812953949
0.8813090026378632,1646,12300,984000,1.6876598596572876,0.001,0.0007272674363255627,1.1837233666330575,0.04679816961288452
0.9116819500923157,1646,12400,992000,1.6615451574325562,0.001,0.0007272674363255627,0.9378459761850536,0.03244953230023384
0.9505830965936184,1645,12500,1000000,1.5736401081085205,0.001,0.0007272674363255627,1.609379817545414,0.03741360455751419
0.6883033215999603,1646,12600,1008000,1.628645658493042,0.001,0.0007272674363255627,1.57131561152637,0.09667494893074036
0.9751383159309626,1647,12700,1016000,1.5794545412063599,0.001,0.0007272674363255627,1.7739943543449044,0.01586342416703701
0.8429766595363617,1647,12800,1024000,1.668416976928711,0.001,0.0007272674363255627,1.2428657561540604,0.07125452905893326
0.9669091515243053,1648,12900,1032000,1.6695877313613892,0.001,0.0007272674363255627,1.187284847535193,0.018205130472779274
0.8686733394861221,1648,13000,1040000,1.5071130990982056,0.001,0.0007272674363255627,2.5380089826881886,0.12093424797058105
0.941462442278862,1649,13100,1048000,1.6292871236801147,0.001,0.0007272674363255627,1.4955739384517073,0.04707711935043335
0.946253877133131,1649,13200,1056000,1.7479177713394165,0.001,0.0007272674363255627,1.0093599561601878,0.012093257158994675
0.9740210995078087,1650,13300,1064000,1.667907953262329,0.001,0.0007272674363255627,1.1675783748738469,0.013730233535170555
0.9470195546746254,1650,13400,1072000,1.6819961071014404,0.001,0.0007272674363255627,1.7415239565074443,0.0343056246638298
0.9407732635736465,1651,13500,1080000,1.646823525428772,0.001,0.0007272674363255627,1.5653497003018857,0.0381806455552578
0.9618788026273251,1651,13600,1088000,1.6658023595809937,0.001,0.0007272674363255627,1.2110180526040495,0.03295520693063736
0.9765877537429333,1651,13700,1096000,1.4807929992675781,0.001,0.0007272674363255627,2.2878301575779916,0.015266619622707367
0.9654381163418293,1651,13800,1104000,1.6137630939483643,0.001,0.0007272674363255627,1.5020528845489025,0.02405998483300209
0.8929518759250641,1651,13900,1112000,1.519167184829712,0.001,0.0007272674363255627,1.5852494914084674,0.05383773520588875
0.9759688545018435,1650,14000,1120000,1.5388753414154053,0.001,0.0007272674363255627,1.8128590874373913,0.014155609533190727
0.9910504128783941,1650,14100,1128000,1.5281051397323608,0.001,0.0007272674363255627,1.9973611664026976,0.006653995718806982
0.827143058180809,1651,14200,1136000,1.709010362625122,0.001,0.0007272674363255627,0.6001006215199596,0.037961121648550034
0.974202636629343,1651,14300,1144000,1.5481789112091064,0.001,0.0007272674363255627,1.9456150013953448,0.020256932824850082
0.957287035882473,1651,14400,1152000,1.5732808113098145,0.001,0.0007272674363255627,1.7168592445552349,0.023624110966920853
0.8426701426506042,1651,14500,1160000,1.612370252609253,0.001,0.0007272674363255627,1.3666467487812042,0.07168470323085785
0.9439906179904938,1651,14600,1168000,1.4945259094238281,0.001,0.0007272674363255627,2.2703960008919237,0.055636413395404816
0.9479653388261795,1652,14700,1176000,1.5666354894638062,0.001,0.0007272674363255627,1.0409291959367692,0.015112335793673992
0.9778622705489397,1653,14800,1184000,1.4904861450195312,0.001,0.0007272674363255627,1.8808354143053294,0.017432063817977905
0.977755781263113,1653,14900,1192000,1.4715204238891602,0.001,0.0007272674363255627,2.1393175341188906,0.013091051951050758
0.9871537098661065,1654,15000,1200000,1.5667941570281982,0.001,0.0007272674363255627,1.2729620782658457,0.009631248190999031
0.9354069903492928,1655,15100,1208000,1.583202838897705,0.001,0.0007272674363255627,2.2211301982402802,0.021638745442032814
0.9449618346989155,1656,15200,1216000,1.5580527782440186,0.001,0.0007272674363255627,1.4442064806818962,0.03522396832704544
0.9865661719813943,1656,15300,1224000,1.5035178661346436,0.001,0.0007272674363255627,1.8555910791270436,0.01410343311727047
0.8915765881538391,1657,15400,1232000,1.6435177326202393,0.001,0.0007272674363255627,1.0285722208907828,0.03949999064207077
0.9565527178347111,1657,15500,1240000,1.5562899112701416,0.001,0.0007272674363255627,2.3652365347370505,0.061946600675582886
0.962274044752121,1658,15600,1248000,1.6080656051635742,0.001,0.0007272674363255627,1.3795961121562867,0.024758081883192062
0.9044822528958321,1659,15700,1256000,1.5799287557601929,0.001,0.0007272674363255627,1.6180020241998136,0.046405114233493805
0.9472680054605007,1660,15800,1264000,1.5378665924072266,0.001,0.0007272674363255627,1.9315277479588986,0.033046040683984756
0.9598758518695831,1660,15900,1272000,1.6079705953598022,0.001,0.0007272674363255627,1.4833788935095071,0.03382600471377373
0.9263854995369911,1660,16000,1280000,1.6242488622665405,0.001,0.0007272674363255627,1.18086664006114,0.031375907361507416
0.8741666376590729,1661,16100,1288000,1.6206920146942139,0.001,0.0007272674363255627,1.4029438883066176,0.026090970262885094
0.9797943029552698,1662,16200,1296000,1.5590159893035889,0.001,0.0007272674363255627,1.6007144954055548,0.017335614189505577
0.9741652943193913,1663,16300,1304000,1.5222911834716797,0.001,0.0007272674363255627,2.062136732414365,0.02491716481745243
0.9730548597872257,1664,16400,1312000,1.5600085258483887,0.001,0.0007272674363255627,2.05931993201375,0.02300616353750229
0.8945364579558372,1664,16500,1320000,1.5871896743774414,0.001,0.0007272674363255627,1.8608176032081247,0.08368899673223495
0.9547874964773655,1665,16600,1328000,1.5775874853134155,0.001,0.0007272674363255627,2.107192211598158,0.019817326217889786
0.9489071927964687,1665,16700,1336000,1.5994216203689575,0.001,0.0007272674363255627,1.712695113569498,0.050011374056339264
0.9562518820166588,1666,16800,1344000,1.6736443042755127,0.001,0.0007272674363255627,1.2316583428531884,0.015475844033062458
0.9723960775882006,1666,16900,1352000,1.5659782886505127,0.001,0.0007272674363255627,2.3470010358840225,0.03843457251787186
0.8691751658916473,1667,17000,1360000,1.5937788486480713,0.001,0.0007272674363255627,1.4029409289360046,0.05183520168066025
0.9627806767821312,1668,17100,1368000,1.6265004873275757,0.001,0.0007272674363255627,1.2624709074385465,0.016589364036917686
0.9376406855881214,1669,17200,1376000,1.6441682577133179,0.001,0.0007272674363255627,2.003030712157488,0.06384633481502533
0.9856368331238627,1669,17300,1384000,1.522904634475708,0.001,0.0007272674363255627,2.0302549455314876,0.016181878745555878
0.9350257217884064,1670,17400,1392000,1.4804003238677979,0.001,0.0007272674363255627,1.7394970782101153,0.04455528408288956
0.926906518638134,1670,17500,1400000,1.5456784963607788,0.001,0.0007272674363255627,1.453425658121705,0.044592760503292084
0.9342160597443581,1670,17600,1408000,1.553149938583374,0.001,0.0007272674363255627,2.1649534568190574,0.06553953886032104
0.9670635275542736,1670,17700,1416000,1.5386098623275757,0.001,0.0007272674363255627,1.9165756454691292,0.021227378398180008
0.9735688157379627,1670,17800,1424000,1.473176121711731,0.001,0.0007272674363255627,1.9807622359134256,0.0382130965590477
0.9431586116552353,1670,17900,1432000,1.5994796752929688,0.001,0.0007272674363255627,1.8467599833384156,0.03014500066637993
0.9740450065582991,1670,18000,1440000,1.544879674911499,0.001,0.0007272674363255627,1.8539307609200477,0.020273055881261826
0.9554017893970013,1671,18100,1448000,1.616604208946228,0.001,0.0007272674363255627,1.7111230036243796,0.020513657480478287
0.9486818760633469,1671,18200,1456000,1.575329065322876,0.001,0.0007272674363255627,1.5516595995053648,0.023426402360200882
0.922353208065033,1672,18300,1464000,1.6318986415863037,0.001,0.0007272674363255627,1.8314217813313007,0.026096433401107788
0.9731735270470381,1672,18400,1472000,1.4810059070587158,0.001,0.0007272674363255627,2.651115320250392,0.03646024316549301
0.9698818307369947,1672,18500,1480000,1.5876240730285645,0.001,0.0007272674363255627,1.6782379519194364,0.012332272715866566
0.9958267556503415,1672,18600,1488000,1.6195017099380493,0.001,0.0007272674363255627,1.5434870943427086,0.002838261192664504
0.9497345089912415,1673,18700,1496000,1.5824187994003296,0.001,0.0007272674363255627,2.081546536460519,0.04257296398282051
0.9714215956628323,1673,18800,1504000,1.6051276922225952,0.001,0.0007272674363255627,1.7612579226493836,0.02263367734849453
0.6081946492195129,1674,18900,1512000,1.733371376991272,0.001,0.0007272674363255627,0.6800522120669484,0.04663021117448807
0.9639213867485523,1674,19000,1520000,1.564026117324829,0.001,0.0007272674363255627,2.0676657766103745,0.02702150121331215
0.9137606248259544,1674,19100,1528000,1.5405604839324951,0.001,0.0007272674363255627,2.2170656844973564,0.09112662076950073
0.7959010899066925,1674,19200,1536000,1.6506564617156982,0.001,0.0007272674363255627,1.6401551082730292,0.12042471021413803
0.9912432339042425,1675,19300,1544000,1.6067746877670288,0.001,0.0007272674363255627,1.5016303109005094,0.008653879165649414
0.9624384976923466,1675,19400,1552000,1.6464862823486328,0.001,0.0007272674363255627,1.1204795909579843,0.04781637340784073
0.9867947800084949,1676,19500,1560000,1.488787055015564,0.001,0.0007272674363255627,1.90304010855034,0.016799883916974068
0.9870864907279611,1676,19600,1568000,1.6423282623291016,0.001,0.0007272674363255627,1.442364539951086,0.0073200399056077
0.9595611616969109,1677,19700,1576000,1.5988314151763916,0.001,0.0007272674363255627,1.5767323438078165,0.017664626240730286
0.9668671078979969,1677,19800,1584000,1.5396727323532104,0.001,0.0007272674363255627,1.9755615646019578,0.029242996126413345
0.9749579522758722,1677,19900,1592000,1.5697733163833618,0.001,0.0007272674363255627,1.8944439545273781,0.026678044348955154
0.9572280906140804,1677,20000,1600000,1.5361950397491455,0.001,0.0007272674363255627,2.1455878533422945,0.05942770093679428
0.8784152641892433,1678,20100,1608000,1.6014877557754517,0.001,0.0007272674363255627,1.3600140407681465,0.06643551588058472
0.942785132676363,1677,20200,1616000,1.6416378021240234,0.001,0.0007272674363255627,1.595182726532221,0.03477603569626808
0.7525110393762589,1677,20300,1624000,1.6702415943145752,0.001,0.0007272674363255627,1.5626038555055857,0.1192908063530922
0.9801294468343258,1677,20400,1632000,1.6657187938690186,0.001,0.0007272674363255627,1.5493237318471074,0.027250930666923523
0.9810716975480318,1676,20500,1640000,1.687891960144043,0.001,0.0007272674363255627,1.2317829614505171,0.008869023993611336
0.8871142119169235,1677,20600,1648000,1.5937261581420898,0.001,0.0007272674363255627,1.965516608953476,0.1262204796075821
0.9612112566828728,1677,20700,1656000,1.6206331253051758,0.001,0.0007272674363255627,1.731678632227704,0.031226659193634987
0.9160212129354477,1677,20800,1664000,1.5602771043777466,0.001,0.0007272674363255627,1.7812931157648564,0.062672920525074
0.9607473500072956,1677,20900,1672000,1.5053242444992065,0.001,0.0007272674363255627,1.9351292565464973,0.029798680916428566
0.9747102037072182,1678,21000,1680000,1.5808473825454712,0.001,0.0007272674363255627,1.9505507006309926,0.03634115681052208
0.8912600427865982,1678,21100,1688000,1.6385542154312134,0.001,0.0007272674363255627,1.5407976012676954,0.05043167993426323
0.852861613035202,1679,21200,1696000,1.6246604919433594,0.001,0.0007272674363255627,0.9226043839007616,0.042087189853191376
0.9569705128669739,1679,21300,1704000,1.5702035427093506,0.001,0.0007272674363255627,2.1509761616587637,0.04309222847223282
0.9513805508613586,1679,21400,1712000,1.6414436101913452,0.001,0.0007272674363255627,1.559919508267194,0.03135056421160698
0.9755397047847509,1680,21500,1720000,1.5975890159606934,0.001,0.0007272674363255627,1.6445921658538283,0.022304465994238853
0.9295825660228729,1681,21600,1728000,1.6571426391601562,0.001,0.0007272674363255627,1.2089921156177297,0.08008763939142227
0.9803551565855742,1682,21700,1736000,1.543771743774414,0.001,0.0007272674363255627,1.926298611983657,0.023524727672338486
0.9242517799139023,1682,21800,1744000,1.603118896484375,0.001,0.0007272674363255627,2.0116048108786346,0.05819815397262573
0.9611068777740002,1683,21900,1752000,1.6044059991836548,0.001,0.0007272674363255627,2.5843698270618916,0.05213896185159683
0.9602869972586632,1684,22000,1760000,1.6451313495635986,0.001,0.0007272674363255627,1.6193383608013392,0.019709685817360878
0.952963974326849,1685,22100,1768000,1.6613547801971436,0.001,0.0007272674363255627,1.8543472193181514,0.04512513428926468
0.9441169537603855,1686,22200,1776000,1.498695731163025,0.001,0.0007272674363255627,1.4674611063674092,0.029901454225182533
0.9506962448358536,1686,22300,1784000,1.510802984237671,0.001,0.0007272674363255627,2.09311778023839,0.03976830840110779
0.9194947257637978,1687,22400,1792000,1.3964600563049316,0.001,0.0007272674363255627,2.175828433781862,0.12975139915943146
0.9586416445672512,1687,22500,1800000,1.5902398824691772,0.001,0.0007272674363255627,1.3333652656525374,0.021712100133299828
0.9877346772700548,1686,22600,1808000,1.5260158777236938,0.001,0.0007272674363255627,2.338256698474288,0.01538562960922718
0.9634418413043022,1686,22700,1816000,1.617889404296875,0.001,0.0007272674363255627,1.3559404719620942,0.02229204587638378
0.9636897444725037,1687,22800,1824000,1.6923143863677979,0.001,0.0007272674363255627,1.2425909895449876,0.024375420063734055
0.9505555741488934,1687,22900,1832000,1.5938560962677002,0.001,0.0007272674363255627,1.5182178000919522,0.04000766947865486
0.9902202310040593,1687,23000,1840000,1.5901790857315063,0.001,0.0007272674363255627,1.690568974427879,0.011371621862053871
0.9267468303442001,1688,23100,1848000,1.5833733081817627,0.001,0.0007272674363255627,2.1670875124633313,0.05361713841557503
0.9663760028779507,1689,23200,1856000,1.5350158214569092,0.001,0.0007272674363255627,2.010538975149393,0.021284479647874832
0.9692227244377136,1689,23300,1864000,1.5813093185424805,0.001,0.0007272674363255627,1.616601166408509,0.02519608661532402
0.9781305622309446,1690,23400,1872000,1.5131747722625732,0.001,0.0007272674363255627,2.0747907508164642,0.027233045548200607
0.9615648537874222,1691,23500,1880000,1.615597128868103,0.001,0.0007272674363255627,0.9911050645168871,0.03646520525217056
0.9772830959409475,1691,23600,1888000,1.6079727411270142,0.001,0.0007272674363255627,1.9772298481315373,0.02640431746840477
0.9483079314231873,1692,23700,1896000,1.6089178323745728,0.001,0.0007272674363255627,2.006522594951093,0.07324793934822083
